Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Louisville,1,72,Wichita State,9,68,Louisville,True
Michigan,4,61,Syracuse,4,56,Michigan,True
