Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Louisville,1,85,Duke,2,63,Duke,False
Wichita State,9,70,Ohio State,2,66,Ohio State,False
Michigan,4,79,Florida,3,59,Florida,False
Syracuse,4,55,Marquette,3,39,Marquette,False
