Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Gonzaga,1,83,Xavier,11,59,Gonzaga,True
Florida,4,70,South Carolina,7,77,South Carolina,False
North Carolina,1,75,Kentucky,2,73,North Carolina,True
Kansas,1,60,Oregon,3,74,Oregon,False
