Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Wichita State,9,72,La Salle,13,58,Wichita State,True
Arizona,6,70,Ohio State,2,73,Ohio State,False
Indiana,1,50,Syracuse,4,61,Syracuse,False
Marquette,3,71,Miami (FL),2,61,Marquette,True
Kansas,1,85,Michigan,4,87,Michigan,False
Florida,3,62,Florida Gulf Coast,15,50,Florida,True
Louisville,1,77,Oregon,12,69,Louisville,True
Michigan State,3,61,Duke,2,71,Duke,False
