Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Wichita State,9,70,Ohio State,2,66,Wichita State,True
Syracuse,4,55,Marquette,3,39,Syracuse,True
Michigan,4,79,Florida,3,59,Michigan,True
Louisville,1,85,Duke,2,63,Louisville,True
