Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,ConfWins,ConfLosses,WinPct,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
58,Alabama,9,SEC,34,19-15,8-10,19,15,8,10,-0.0588,,,-4.5,-7.8,+78.2,+63.1993,-57.1695,+3.4,-96.3,+153.8,+20.7,+102.9,-261.9,+230.3,-135.3,+109.9,-131.7,+100.4,-228.3,+165.5,+23.9,+32.2,-204.9,+228.8,-5.3,+77.2,-7.5,+107.5,-264.9,+200.1,+13.6,+91.4,-182.1,+136.9,-121.9,+175.0,-68.3,+192.1,-63.57
30,Arizona,4,P12,34,27-7,14-4,27,7,14,4,+0.2059,,,+97.3,-31.1,+1.8,+38.1377,-29.1115,-25.6,+36.1,+76.7,-41.8,+54.4,-101.8,+114.3,-259.0,+203.8,-10.6,+14.0,-19.8,-7.6,-23.3,+32.2,-110.8,+8.4,+42.9,+15.6,-24.5,+131.3,-20.0,+199.8,-156.1,-0.2,-267.2,+228.8,-54.6,+86.5,-149.5,+264.2,-17.5
47,Arizona State,11,P12,32,20-12,8-10,20,12,8,10,-0.375,,,+96.1,-50.9,-23.3,+217.1713,-46.3175,+51.2,-8.7,+8.4,-107.7,+178.3,+0.1,-6.4,-36.0,+26.0,-177.8,+279.4,-226.3,+195.7,+20.6,+50.3,-121.6,+194.8,-1.2,-3.2,-139.0,+117.6,-62.2,+96.8,-88.8,+180.7,-34.9,-1.9,-225.3,+49.3,+33.5,+84.2,-67.5
36,Arkansas,7,SEC,34,23-11,10-8,23,11,10,8,-0.1765,,,+104.3,-87.3,+12.6,+215.1454,-35.2012,+17.8,-0.7,+128.8,-90.1,+227.7,-2.3,+51.6,-86.7,+52.6,-115.8,+77.4,-259.6,+260.7,-26.1,+1.6,-280.8,+168.6,-67.3,+185.0,-42.6,+43.0,+26.1,+72.5,-160.1,+260.9,-271.0,+248.5,-252.8,+224.9,-15.9,+242.2,-20.6
19,Auburn,4,SEC,32,25-7,13-5,25,7,13,5,-0.2812,,,+86.9,+67.9,+45.6,+88.1045,-18.3288,+61.2,-92.7,+249.5,-49.1,+164.3,-42.3,+50.2,-19.6,-20.0,-26.3,+242.7,-121.8,+135.1,+5.9,+13.6,-236.8,+223.6,-145.2,+251.9,-14.9,+66.4,-60.3,+205.6,-159.2,+188.9,-4.2,-36.4,-199.2,+150.3,+53.3,+20.7,-17.32
115,Bucknell,14,Pat,34,25-9,16-2,25,9,16,2,+0.2647,,,+10.7,-54.9,-32.2,+109.3497,-114.1552,-5.0,+4.7,-38.6,+7.3,+7.9,-63.6,+125.9,-237.1,+178.8,-195.2,+129.6,-78.9,+186.6,+32.6,+3.6,-179.7,+12.4,+43.6,-44.5,-2.7,-3.3,-169.8,+59.8,-42.4,+49.7,-72.2,+8.3,+6.3,-56.9,+42.0,+104.0,-84.87
70,Buffalo,13,MAC,33,25-8,15-3,25,8,15,3,+0.2424,,,+74.6,-68.6,-42.8,+62.2372,-69.0906,-31.8,+22.9,+1.5,-14.3,-8.6,-39.2,+3.8,-169.8,+126.0,-29.6,-10.6,-135.7,+228.7,-243.2,+230.6,-262.3,+197.8,+11.6,+31.3,-36.8,-8.2,-31.6,+34.7,-54.5,-19.0,-68.8,+167.9,-25.0,+130.0,+54.6,+118.3,-67.3
18,Butler,10,BE,33,20-13,9-9,20,13,9,9,-0.3561,,,+82.3,+22.5,+69.0,+96.1028,-17.2644,+36.2,-14.4,+153.0,-177.0,+248.3,-11.1,+97.2,-66.3,+40.7,-198.2,+228.3,-1.4,+141.7,-310.4,+252.9,-181.1,+152.9,+10.1,+42.4,-108.6,+177.4,-106.8,+216.6,-251.0,+245.8,-124.9,+32.5,-150.9,+55.6,-105.2,+252.3,-33.21
180,Cal State Fullerton,15,BW,29,18-11,10-6,18,11,10,6,+0.1793,,,-97.2,+79.2,-65.6,+77.5339,-179.3241,+59.0,-74.3,+89.7,-3.7,+4.4,-284.2,+142.6,-153.7,+125.5,-223.0,+190.1,-159.6,+94.0,+38.9,+46.2,-182.9,+91.8,-26.3,+5.8,+18.0,-26.3,-183.0,+265.7,-209.4,+185.6,-306.8,+295.9,-12.3,-11.8,-26.3,+120.4,-119.34
5,Cincinnati,2,Amer,34,30-4,16-2,30,4,16,2,+0.1176,,,+46.5,+60.5,+83.2,+1.0531,-4.0708,-37.6,-97.9,+193.2,+39.5,-3.3,-79.5,+41.7,+10.0,+50.9,+32.6,-1.7,-150.5,+144.2,-45.4,+134.6,-15.2,+0.5,-105.7,+92.3,+39.4,-9.7,-104.0,+253.1,+17.7,+6.8,-201.2,+226.3,-156.6,+101.5,-250.2,+305.0,-8.9
