Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,ConfWins,ConfLosses,WinPct,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
20,Arizona,6,P12,33,25-8,12-6,25,8,12,6,-0.0076,,,+103.0,-84.7,+61.9,+86.0957,-19.0615,-37.8,+20.9,+56.7,+14.6,+19.1,-142.7,+164.8,-270.4,+182.9,+8.2,+1.1,+28.5,+282.9,+29.1,+15.8,+2.4,+146.7,-1.1,+250.5,-10.1,+11.7,+18.5,-23.1,-13.7,+53.8,-273.3,+137.8,-12.5,-9.1,-93.9,+124.5,-22.2
239,Austin Peay,16,OVC,33,16-17,7-9,16,17,7,9,+0.5152,,,-84.1,-49.4,-158.9,+194.6733,-238.3075,+52.5,-41.1,-44.6,-271.4,+159.6,-282.1,+236.2,-114.3,+218.2,-71.2,+44.3,-140.7,+98.5,+47.5,-11.1,-26.9,+51.8,-13.6,-33.9,-260.1,+283.1,-117.5,-3.4,-239.5,-4.0,-213.0,+66.9,-273.8,+186.6,-28.9,+109.1,-228.4
30,Baylor,5,B12,32,21-11,10-8,21,11,10,8,-0.3229,,,+93.4,+20.7,-3.6,+15.1236,-29.0876,-27.7,-46.1,+219.0,-174.8,+80.1,-206.6,+271.2,-49.5,+45.8,+32.4,+29.2,-94.6,+130.8,-65.1,+33.9,-150.9,+225.1,-77.0,+188.3,-115.0,+93.6,-19.2,+214.9,-263.3,+83.4,-287.1,+169.2,-83.1,-44.3,-188.6,+150.5,-22.02
143,Buffalo,14,MAC,33,19-14,10-8,19,14,10,8,+0.4242,,,-47.3,-52.5,-48.0,+167.4492,-142.2269,+31.4,-131.4,-9.8,-119.2,+143.1,-211.3,+131.3,-184.7,+227.8,-55.1,+58.4,-93.1,+15.3,-24.3,+204.9,-150.6,+7.8,-100.7,+92.2,-126.4,+110.5,-185.1,-5.4,-121.8,+142.0,-86.2,+31.1,-153.3,+207.1,+45.6,+44.6,-128.2
28,Butler,9,BE,31,21-10,10-8,21,10,10,8,-0.0107,,,+110.6,-91.4,+10.4,+159.1223,-27.1047,-18.5,+1.4,-5.4,-84.3,+237.5,+10.3,+111.4,-126.7,+194.2,-36.7,+134.2,-52.9,+49.2,-47.2,+9.8,-122.1,+51.0,-67.5,+87.5,-100.8,+237.3,+24.1,-15.9,-92.9,+142.5,-241.5,+134.1,-202.4,+33.8,-90.7,+159.9,-31.79
98,Cal State Bakersfield,15,WAC,29,21-8,11-3,21,8,11,3,+0.2759,,,-68.1,+38.5,+62.0,+56.2918,-97.2057,+23.7,-146.7,+29.3,+32.6,+6.9,-162.0,+142.2,+14.1,-32.0,-17.1,+115.4,-124.4,+274.5,-60.9,-29.0,-244.7,+188.6,-137.0,+125.4,+27.0,-24.6,-126.2,-11.6,-32.4,+80.0,-303.8,+222.9,-57.0,+135.5,-123.7,+124.4,-97.63
23,California,4,P12,33,23-10,12-6,23,10,12,6,-0.197,,,+67.8,-4.0,+76.1,+39.101,-22.1195,-10.5,-7.1,+179.0,+43.8,+95.5,-110.0,+69.9,-328.8,+134.6,-46.9,+58.3,-1.4,+62.4,-20.4,+137.8,-145.3,+115.0,-36.5,+232.1,+42.0,+16.1,-32.1,+100.9,-151.9,+213.3,-186.4,+197.5,+26.4,+0.2,-109.8,+199.7,-28.75
112,Chattanooga,12,SC,32,27-5,15-3,27,5,15,3,+0.1562,,,-36.5,+116.8,-15.8,+67.3466,-111.377,+70.2,-36.6,+151.2,-123.9,+40.1,-138.0,+277.7,-31.5,+53.6,-48.7,+88.1,-96.0,+234.0,-7.1,+27.2,-29.0,-2.4,-59.0,+161.0,-174.3,+184.9,-75.9,+119.0,-60.9,-28.1,-88.7,+121.7,-175.1,+43.9,-201.9,+232.4,-42.65
33,Cincinnati,9,Amer,32,22-10,12-6,22,10,12,6,-0.3542,,,+29.8,+54.3,+80.5,+51.1292,-32.214,+27.0,-175.1,+277.7,+27.1,+56.6,-46.0,+30.4,-26.6,+189.2,+17.5,+9.4,-180.4,+224.5,-214.2,+35.1,+17.8,+66.5,-186.0,+282.1,+45.3,+72.5,-146.6,+235.4,-197.6,+50.6,-110.5,+157.0,-126.8,-10.2,-243.5,+307.64,-45.4
56,Colorado,8,P12,32,21-11,10-8,21,11,10,8,-0.3229,,,-2.5,+111.6,+54.4,+5.1963,-55.1209,-5.4,-197.0,+260.1,-7.1,-0.8,-204.2,+60.6,-302.9,+101.0,+1.6,+52.4,+12.2,-14.0,-64.1,+266.5,-78.7,+266.3,-295.4,+276.6,+8.4,-7.9,+19.0,+119.7,-178.7,+24.6,-213.1,+232.2,+16.8,-20.9,-50.5,+42.3,-41.5
