Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,ConfWins,ConfLosses,WinPct,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
94,Eastern Washington,14,BSky,22,15-7,,15,7,,,+0.3182,,-3.4,+67.0,-14.5,-127.0,+0.1981,-65.0,-2.1,+55.0,-7.4,-50.0,+1.5,+115.0,-0.3,-105.0,+1.7,-102.0,-2.5,-12.0,+0.8,-68.0,-2.8,0.0,+0.7,+22.0,-2.3,-21.0,-4.1,+113.0,-11.1,-49.0,+0.2,-20.0,+0.2,+30.0,-2.4,+53.0,+3.39,-66.0
32,Florida,7,SEC,23,14-9,,14,9,,,-0.2754,,-4.8,+71.0,+3.3,+60.0,-0.1399,+57.0,-5.6,+130.0,+0.8,+67.0,+1.5,+3.0,-3.0,+70.0,-0.8,+21.0,+2.4,-36.0,+0.2,-20.0,-10.8,-190.0,-7.2,+149.0,+5.5,+101.0,-1.8,+66.0,-3.3,+22.0,+1.4,-93.0,+7.7,+150.0,-2.4,+41.0,-1.6,+65.0
9,Florida State,4,ACC,22,16-6,,16,6,,,-0.394,,-11.6,+102.0,+1.7,+41.0,-0.1667,+70.0,-2.0,+51.0,-1.4,+21.0,+6.0,+59.0,-4.0,+91.0,-1.3,+32.0,+4.1,-14.0,+0.8,-41.0,+11.0,-3.0,-0.8,+33.0,+1.5,+72.0,-2.5,+90.0,-3.9,-67.0,-4.4,+3.0,-3.0,-101.0,+0.9,-37.0,-2.84,+85.0
57,Georgetown,12,BE,25,13-12,,13,12,,,+0.28,,+5.8,-28.0,-5.1,-20.0,+0.1188,-44.0,+0.2,-47.0,+0.1,+40.0,-2.7,-114.0,+1.3,-161.0,-0.2,+22.0,-0.4,-16.0,+10.6,-163.0,-2.0,+16.0,-0.3,-92.0,+3.5,+90.0,+1.5,+22.0,-2.7,-23.0,-3.7,+25.0,+6.0,+16.0,-1.6,+23.0,+3.0,-62.0
35,Georgia Tech,9,ACC,25,17-8,,17,8,,,+0.32,,+0.3,+31.0,+0.4,+19.0,-0.0021,+9.0,-0.4,+30.0,+3.4,-22.0,-1.3,+37.0,+5.8,-13.0,+2.3,-97.0,+1.8,-26.0,+4.7,-139.0,+5.5,+85.0,+1.4,+11.0,+3.3,+13.0,-3.5,+79.0,+2.5,-81.0,-7.3,+67.0,-0.8,+14.0,+0.3,-77.0,-0.7,-21.0
1,Gonzaga,1,WCC,26,26-0,,26,0,,,0.0,,+2.8,+2.0,+2.4,+39.0,-0.0011,+3.0,-1.8,+14.0,-1.0,+27.0,-1.9,+21.0,-5.4,+143.0,-4.6,+78.0,-3.1,+11.0,-4.8,+73.0,-11.1,-36.0,-6.3,+22.0,+3.2,+90.0,+5.0,-12.0,-5.4,-51.0,+2.2,-104.0,+3.0,+93.0,-2.0,+25.0,-7.5,+13.0
91,Grand Canyon,15,WAC,20,14-6,,14,6,,,+0.05,,+1.7,-12.0,-5.9,-38.0,+0.1474,-45.0,+0.1,+17.0,-2.4,+11.0,-2.8,-96.0,-0.1,-113.0,-2.0,+52.0,-0.1,+48.0,-5.0,+67.0,-4.7,-49.0,-2.6,+73.0,-1.9,+23.0,+3.2,-129.0,-2.2,+40.0,+0.4,-62.0,-4.1,-113.0,-0.9,-67.0,+2.4,+26.0
190,Hartford,16,AE,23,15-8,,15,8,,,+0.3478,,+4.2,-91.0,-7.4,-79.0,+0.3204,-105.0,+4.2,-95.0,-5.6,-46.0,+0.3,+22.0,-2.6,+60.0,-2.3,-13.0,-1.4,-66.0,+8.1,-178.0,-9.9,-21.0,+4.4,-65.0,-2.9,-91.0,+2.4,-98.0,-5.6,+9.0,-4.7,+76.0,+3.0,-22.0,-2.7,0.0,+5.21,-111.0
2,Houston,2,Amer,26,23-3,,23,3,,,+0.1154,,+10.6,-3.0,+7.9,+96.0,+0.0002,+7.0,+3.1,-44.0,+2.6,+59.0,-1.5,+32.0,-5.3,+145.0,-0.9,+6.0,+0.6,-6.0,-3.5,-3.0,-6.2,-119.0,+4.2,-97.0,+2.5,+74.0,+1.0,+13.0,+1.8,+84.0,+1.2,-7.0,+2.7,+46.0,-3.5,-27.0,-2.5,-9.0
5,Illinois,1,B10,29,23-6,,23,6,,,+0.2069,,+7.0,+2.0,-2.6,+2.0,+0.0309,-4.0,-1.9,+53.0,+1.6,+85.0,-3.0,-46.0,-2.3,-63.0,+2.2,-1.0,+0.6,+57.0,+4.8,0.0,+0.5,+5.0,+0.3,+23.0,+4.3,+127.0,-5.3,+150.0,-2.4,-22.0,-4.0,-33.0,+2.9,+104.0,-0.9,+13.0,-6.1,0.0
143,Iona,15,MAAC,17,12-5,,12,5,,,+0.2941,,-4.2,+32.0,-11.3,-101.0,+0.198,-60.0,-4.8,+98.0,-5.1,-8.0,-0.6,-69.0,-0.8,-4.0,+1.3,+8.0,-5.1,-65.0,+3.9,-22.0,-6.8,-93.0,-5.0,+65.0,-4.6,-12.0,-2.2,+63.0,-3.7,+22.0,-7.6,+79.0,+6.5,+71.0,-2.6,+40.0,+3.52,-74.0
6,Iowa,2,B10,29,21-8,,21,8,,,+0.0259,,-4.9,+24.0,-5.7,-42.0,+0.0105,+5.0,-2.3,+59.0,-0.1,+28.0,0.0,+38.0,+0.8,-139.0,-5.7,+102.0,-7.0,-153.0,-8.7,+66.0,-4.9,+9.0,+5.4,-50.0,+1.0,+68.0,-8.6,+196.0,-1.1,-86.0,+3.0,-49.0,-2.5,-89.0,+0.8,-37.0,-4.2,+1.0
25,Kansas,3,B12,27,19-8,,19,8,,,+0.2963,,-4.1,+69.0,-0.8,+13.0,-0.0363,+22.0,+0.3,-50.0,+2.5,+102.0,-0.6,+30.0,+4.6,-84.0,-9.5,+176.0,+2.3,+49.0,+1.0,-69.0,-5.2,-12.0,-0.7,-30.0,-2.1,+14.0,+1.4,-50.0,+6.1,+120.0,-2.7,-13.0,+3.2,+56.0,-1.1,-14.0,-3.6,+10.0
29,LSU,8,SEC,27,18-9,,18,9,,,+0.0833,,+6.1,+4.0,+1.5,+8.0,+0.0362,-4.0,-2.4,+70.0,-1.5,-8.0,-3.3,-4.0,-2.1,-2.0,+2.5,-18.0,+6.5,-35.0,-7.5,+81.0,+0.1,+13.0,-5.2,+117.0,-2.6,-97.0,+2.3,-19.0,-0.3,+60.0,-5.8,+43.0,-2.7,-83.0,-2.5,+50.0,-0.8,-21.0
95,Liberty,13,ASun,24,19-5,,19,5,,,+0.2083,,+0.7,+26.0,+8.6,+76.0,-0.2025,+55.0,-0.6,+27.0,+5.5,+145.0,-0.3,+68.0,+1.6,-157.0,+1.6,-109.0,-2.0,+22.0,-1.7,-94.0,-3.0,-31.0,+0.1,+21.0,+5.0,+108.0,-0.9,+68.0,+4.0,+88.0,-8.2,+86.0,+7.6,+134.0,+0.2,-87.0,+1.87,-21.0
13,Loyola Chicago,8,MVC,26,22-4,,22,4,,,+0.1538,,+10.7,-35.0,-2.2,+9.0,+0.0594,-8.0,+4.2,0.0,-1.2,+23.0,+1.7,+71.0,-4.7,+128.0,-0.4,-55.0,-2.1,+21.0,-7.7,+44.0,-4.3,+15.0,-5.4,+90.0,-1.5,+27.0,+13.4,-69.0,+0.1,+21.0,+0.5,-57.0,-4.7,-45.0,-1.9,-53.0,-1.1,-12.0
41,Maryland,10,B10,28,15-13,,15,13,,,-0.2024,,-0.5,+38.0,-2.7,-3.0,+0.0312,-5.0,-1.0,+39.0,+0.9,+43.0,+0.8,+90.0,+0.7,-137.0,-3.4,-48.0,+2.4,+85.0,-1.4,-18.0,+3.4,+85.0,+0.5,+16.0,+0.3,+47.0,-2.1,+54.0,+1.6,-33.0,-0.3,+12.0,-3.9,-115.0,+0.2,-85.0,-0.46,+51.0
4,Michigan,1,B10,24,20-4,,20,4,,,-0.3333,,-2.0,+31.0,+3.0,+52.0,-0.0338,+22.0,-3.8,+98.0,+3.3,+111.0,-3.7,-13.0,+0.7,-130.0,-2.7,+41.0,+0.2,+37.0,-4.9,-23.0,+2.3,+79.0,-5.3,+115.0,+3.8,+90.0,-0.7,+65.0,+1.8,+13.0,+0.6,-72.0,-1.8,+16.0,-3.3,+13.0,-6.98,+57.0
66,Michigan State,11,B10,28,15-13,,15,13,,,-0.2857,,+0.1,+13.0,-2.6,-5.0,+0.0507,-14.0,-2.4,-34.0,+2.2,+80.0,-0.4,+14.0,-0.1,-112.0,-3.0,+54.0,+1.7,+44.0,+1.4,-63.0,-5.6,-130.0,-0.2,-72.0,-1.2,-4.0,-6.2,+3.0,+6.1,+133.0,-9.7,+36.0,-1.2,+18.0,-0.9,-12.0,-1.11,+25.0
37,Missouri,9,SEC,25,16-9,,16,9,,,-0.3067,,-5.8,+85.0,-2.1,+3.0,-0.0479,+26.0,-3.8,+66.0,+3.5,+96.0,+0.6,+35.0,+2.0,-126.0,0.0,-17.0,-1.6,-72.0,+5.0,-10.0,-0.4,-72.0,-6.4,+131.0,+2.1,+53.0,+0.4,-82.0,+4.8,+84.0,+1.6,-65.0,-5.6,-21.0,+0.1,-48.0,-2.7,+102.0
139,Morehead State,14,OVC,28,21-7,,21,7,,,+0.25,,+14.7,-176.0,+0.6,+21.0,+0.2965,-91.0,+6.3,-66.0,+3.0,+108.0,-0.9,-70.0,-4.1,+25.0,+0.3,+6.0,-2.2,+5.0,-9.5,+135.0,-7.1,0.0,+2.6,-30.0,-0.4,+15.0,+10.5,-105.0,+5.1,+132.0,-6.3,+19.0,+1.0,-46.0,-2.7,-35.0,+2.32,-45.0
212,Mount St. Mary's,16,NEC,23,12-11,,12,11,,,+0.145,,+3.0,-79.0,-3.6,-52.0,+0.19,-78.0,-1.9,-33.0,-2.2,+13.0,-2.6,-85.0,-4.7,-34.0,-3.3,+68.0,+0.7,+50.0,+18.9,-209.0,+0.1,+49.0,+1.8,-116.0,-6.6,-16.0,-5.9,+56.0,+5.1,+135.0,-3.1,+6.0,-1.9,+10.0,+0.2,-70.0,+7.56,-170.0
209,Norfolk State,16,MEAC,22,15-7,,15,7,,,+0.3182,,+0.3,-38.0,-14.9,-183.0,+0.4167,-139.0,-0.7,-38.0,-10.8,-32.0,-0.2,+42.0,+1.1,-26.0,+0.9,-37.0,+7.6,+61.0,-7.3,+110.0,-4.3,-101.0,-4.5,-40.0,-5.9,-51.0,+2.6,+28.0,-11.9,-31.0,+4.3,-133.0,-4.6,-93.0,+0.7,-84.0,+5.11,-92.0
36,North Carolina,8,ACC,28,18-10,,18,10,,,+0.1071,,+9.9,-36.0,-5.0,-10.0,+0.1071,-30.0,+3.2,-140.0,-2.8,-46.0,-2.2,-77.0,+1.1,-68.0,+2.4,+2.0,+2.6,+65.0,+1.5,-10.0,+2.5,+71.0,+0.3,-61.0,-0.3,+30.0,+6.6,-197.0,-4.6,-126.0,+2.5,-98.0,-3.6,-91.0,+1.1,-14.0,-1.4,-11.0
82,North Texas,13,CUSA,25,16-9,,16,9,,,+0.0267,,-1.3,+22.0,+3.0,+54.0,-0.1048,+33.0,-5.9,+135.0,-2.7,+3.0,-3.2,-110.0,+1.0,-15.0,+1.9,-62.0,+4.7,+85.0,+0.4,-101.0,+5.0,+48.0,-8.2,+176.0,-2.8,+16.0,-0.9,+68.0,-1.5,+30.0,-3.2,+15.0,-3.2,-14.0,-4.2,-41.0,+1.8,+52.0
78,Ohio,13,MAC,22,15-7,,15,7,,,+0.3182,,+11.8,-16.0,-9.1,-120.0,+0.204,-71.0,+3.3,+3.0,-5.8,-158.0,+0.7,+80.0,-0.4,-7.0,+6.4,-108.0,+5.1,+90.0,+4.1,-126.0,+3.5,+43.0,-1.1,+37.0,-1.6,-90.0,+8.2,-29.0,-8.3,-128.0,-6.7,+65.0,-0.8,-60.0,-1.0,+1.0,+3.0,-64.0
10,Ohio State,2,B10,30,21-9,,21,9,,,-0.1,,+1.9,+10.0,+0.1,+11.0,+0.0109,+6.0,-1.6,+57.0,-1.1,-9.0,-0.8,+53.0,-2.8,-64.0,+0.4,-15.0,+4.7,+76.0,-4.9,+75.0,+5.6,+17.0,-3.2,+72.0,-0.4,+21.0,+0.5,+36.0,-1.4,-61.0,-0.9,-7.0,-2.7,-69.0,-1.3,-26.0,-4.8,+4.0
39,Oklahoma,8,B12,25,15-10,,15,10,,,-0.2667,,-2.9,+58.0,+5.9,+80.0,-0.1654,+62.0,+0.7,-16.0,+3.0,+73.0,+2.0,+133.0,-1.9,+14.0,-4.7,+48.0,-2.3,-52.0,+1.0,-87.0,-7.3,-1.0,-1.3,+18.0,+5.0,+130.0,+2.9,-63.0,-0.1,-94.0,-2.2,+4.0,-0.5,-22.0,-1.9,+3.0,-0.98,+110.0
33,Oklahoma State,4,B12,28,20-8,,20,8,,,-0.1143,,+5.8,-12.0,+1.2,+37.0,+0.0424,-6.0,+3.6,-39.0,+2.3,+96.0,+1.4,-18.0,-0.6,-15.0,+2.5,-14.0,+6.3,+19.0,-4.4,+63.0,+4.2,+48.0,+4.9,-36.0,+5.6,+132.0,+0.3,-24.0,-2.1,+11.0,-2.0,-44.0,-1.1,-26.0,+0.6,-5.0,-3.1,-5.0
156,Oral Roberts,15,Sum,23,13-10,,13,10,,,+0.4348,,+2.7,+2.0,-7.1,-155.0,+0.2392,-76.0,+1.8,-4.0,-2.8,-81.0,-1.9,+25.0,+0.7,-95.0,-7.2,-5.0,+2.9,-51.0,+1.9,-114.0,+1.3,-12.0,+5.3,-119.0,-2.8,-41.0,-1.5,+79.0,-0.8,-110.0,-3.0,+31.0,-7.7,-22.0,+0.6,-13.0,+5.35,-120.0
30,Oregon,7,P12,26,20-6,,20,6,,,-0.1025,,+10.2,-5.0,+5.1,+72.0,+0.0362,-2.0,+7.9,-25.0,+5.3,+66.0,-1.7,+18.0,-1.1,+16.0,-6.5,+91.0,+1.2,+22.0,+3.9,-156.0,-1.8,+23.0,+3.8,-25.0,+5.0,+68.0,+9.1,-9.0,+3.9,+44.0,+2.5,-82.0,-0.6,-43.0,-1.6,-10.0,-4.38,+23.0
77,Oregon State,12,P12,28,16-12,,16,12,,,+0.1786,,+12.3,-38.0,+2.1,+19.0,+0.131,-43.0,+6.9,-187.0,+3.7,+40.0,+0.2,+65.0,-1.9,-3.0,+1.0,-16.0,+3.9,+19.0,+1.3,-24.0,-1.5,-81.0,+6.1,-192.0,+0.9,-49.0,+5.2,-65.0,+5.4,+131.0,+3.1,-113.0,+2.2,+33.0,-1.4,-60.0,+1.02,-39.0
27,Purdue,4,B10,27,18-9,,18,9,,,-0.1667,,-0.1,+36.0,+1.4,+39.0,-0.0204,+16.0,+0.9,-11.0,+0.6,+32.0,-1.2,-15.0,-0.8,-84.0,-1.3,+43.0,+2.0,+83.0,+9.6,-126.0,+0.2,+3.0,+3.5,-37.0,+3.4,+50.0,-1.6,+1.0,-1.9,+21.0,+5.2,-114.0,+0.1,-62.0,-1.2,-36.0,-3.66,+56.0
47,Rutgers,10,B10,26,15-11,,15,11,,,+0.0898,,-2.9,+52.0,-1.0,+11.0,-0.027,+13.0,-2.5,+9.0,-3.8,-31.0,+0.9,+89.0,-1.6,+8.0,-3.6,+25.0,+5.2,+39.0,+3.6,-148.0,+8.2,+52.0,-2.7,+62.0,+1.8,+65.0,-1.5,-74.0,-10.1,-67.0,-2.0,-49.0,-3.0,-30.0,-1.2,-20.0,-1.1,-17.0
12,San Diego State,6,MWC,26,22-4,,22,4,,,+0.1538,,+1.7,+17.0,+5.5,+68.0,-0.0434,+27.0,-0.8,+34.0,-1.1,+25.0,-4.6,-45.0,-1.5,+36.0,-6.5,+110.0,+3.2,+108.0,+4.0,-43.0,+14.3,+79.0,+3.3,-62.0,-2.4,+21.0,-5.4,+150.0,+1.1,+25.0,-4.9,+64.0,-5.9,-125.0,-3.1,-18.0,-2.1,-3.0
28,St. Bonaventure,9,A10,20,16-4,,16,4,,,+0.2,,+11.1,-26.0,-5.0,-10.0,+0.089,-25.0,+0.3,-14.0,-3.6,-1.0,-1.2,+23.0,-1.2,+2.0,+3.3,-11.0,-0.9,-44.0,-5.0,-32.0,+1.6,+45.0,+4.4,-114.0,-4.0,-1.0,-5.2,+114.0,-1.5,+40.0,+2.3,-105.0,-10.3,-230.0,-0.5,-79.0,-0.7,-21.0
49,Syracuse,11,ACC,25,16-9,,16,9,,,-0.14,,+21.1,-25.0,+3.5,+47.0,+0.1232,-39.0,+8.3,-112.0,+0.2,+29.0,-1.8,+23.0,-1.8,+41.0,+6.4,-74.0,+5.0,-51.0,-6.2,-12.0,+5.9,+121.0,+3.7,-64.0,-3.3,-56.0,+9.3,-130.0,+2.9,+86.0,+4.4,-85.0,+2.1,-48.0,-2.2,+39.0,-0.4,+17.0
16,Tennessee,5,SEC,26,18-8,,18,8,,,-0.0256,,+2.2,+9.0,-3.4,+4.0,+0.0405,-4.0,-0.9,-18.0,-2.5,+6.0,+3.3,+118.0,+0.5,+7.0,+6.0,-50.0,+4.7,+47.0,-10.4,+130.0,+0.7,+5.0,+3.2,-83.0,-3.1,+11.0,-5.4,+67.0,-1.0,+27.0,+2.5,-110.0,-0.5,-22.0,+0.3,-82.0,-1.6,-3.0
17,Texas,3,B12,26,19-7,,19,7,,,+0.2692,,+5.3,+5.0,+1.9,+43.0,+0.0205,+2.0,+4.8,-33.0,+3.1,+113.0,+2.7,+38.0,+0.7,-110.0,+2.0,-14.0,+2.2,+46.0,-5.9,+67.0,-7.3,-163.0,+0.5,+15.0,+3.9,+121.0,+7.8,-47.0,+1.0,+39.0,-3.4,+59.0,+2.3,+91.0,-0.8,-13.0,-2.0,-12.0
213,Texas Southern,16,SWAC,24,16-8,,16,8,,,+0.3333,,+2.1,-56.0,+1.1,-22.0,+0.0296,-27.0,+0.4,-89.0,-2.2,+9.0,-1.2,-67.0,+0.1,-42.0,+1.5,+6.0,0.0,+16.0,+6.5,-8.0,+0.3,-38.0,+2.2,-43.0,-0.6,+40.0,-2.0,-92.0,-3.3,-17.0,+2.5,-92.0,-2.7,-74.0,-0.1,-3.0,+4.62,-93.0
19,Texas Tech,6,B12,27,17-10,,17,10,,,-0.2963,,+7.8,-9.0,+4.9,+67.0,+0.014,+5.0,+4.5,-124.0,+5.2,+146.0,+1.0,+99.0,-0.9,+23.0,-2.2,+46.0,+7.3,+30.0,-2.0,+43.0,-12.7,-227.0,+3.0,-108.0,-3.0,+12.0,+5.4,-70.0,+9.2,+33.0,-1.3,-57.0,+7.2,+52.0,-1.7,-47.0,-1.27,+57.0
67,UC Santa Barbara,12,BW,24,20-4,,20,4,,,+0.1667,,+4.6,-5.0,+4.2,+54.0,-0.0012,+4.0,-1.2,+43.0,+2.5,+92.0,-1.8,+18.0,-1.1,+24.0,+0.8,-39.0,-6.1,-25.0,+6.2,-38.0,-9.1,-60.0,+1.7,+3.0,+2.4,+88.0,-4.6,+89.0,+2.0,+19.0,+0.1,-66.0,-2.2,+15.0,+0.7,-102.0,+0.37,-23.0
31,UCLA,11,P12,27,18-9,,18,9,,,-0.3334,,+4.2,+9.0,+3.2,+43.0,+0.0046,+9.0,-0.4,+22.0,+0.6,-18.0,-1.2,+32.0,-1.3,-59.0,+2.7,-25.0,+4.9,+142.0,-0.5,-31.0,+10.6,+150.0,-1.8,+17.0,+2.2,+31.0,+3.2,+17.0,-1.2,-94.0,-5.5,-18.0,-4.5,-116.0,+0.1,-91.0,-3.5,+189.0
14,UConn,7,BE,22,15-7,,15,7,,,-0.0151,,+13.3,-14.0,-1.2,+12.0,+0.0603,-12.0,+2.1,-88.0,-1.3,+22.0,-3.7,-49.0,0.0,-30.0,0.0,+15.0,+1.5,-30.0,+3.0,-112.0,-4.7,-119.0,+3.8,-113.0,-4.1,-8.0,-0.7,-10.0,+4.6,+115.0,+3.0,-115.0,-6.4,-26.0,+2.0,-149.0,-1.77,+14.0
118,UNC Greensboro,13,SC,29,21-8,,21,8,,,+0.2759,,+4.3,-50.0,+0.6,+12.0,+0.0894,-23.0,+2.6,-127.0,+0.4,+40.0,-4.9,-6.0,-0.6,+9.0,-8.3,+157.0,-0.2,+20.0,+6.3,-183.0,-9.6,-180.0,-2.9,+38.0,+8.1,+141.0,+7.5,-230.0,-6.2,-36.0,-0.2,-29.0,+1.9,-42.0,-1.5,+3.0,+3.87,-86.0
8,USC,6,P12,29,22-7,,22,7,,,-0.0919,,+1.3,+23.0,+7.2,+93.0,-0.0649,+37.0,+2.4,-23.0,+6.0,+171.0,-2.6,-33.0,-1.4,-62.0,-11.2,+185.0,-0.4,-16.0,+5.5,-12.0,+4.2,+94.0,+2.7,-24.0,+3.3,+77.0,+1.2,-13.0,+9.2,+71.0,-0.9,-65.0,-5.2,-64.0,-2.5,+8.0,-4.6,+11.0
