Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,ConfWins,ConfLosses,WinPct,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
186,Albany,16,AE,33,19-14,9-7,19,14,9,7,+0.4242,,,-102.3,-38.9,-61.0,+60.5441,-185.1255,-10.0,-139.6,-9.2,-71.1,+31.1,-256.9,+163.7,-155.4,+237.8,-115.0,+119.4,-21.8,-5.4,-63.5,+98.2,+19.4,-26.2,-175.0,+9.4,-22.2,-11.1,-47.9,+19.9,-181.3,+128.8,-300.7,+236.1,-263.8,+244.9,-260.0,+247.5,-185.4
117,American,15,Pat,32,20-12,13-5,20,12,13,5,+0.375,,,-98.5,+142.5,+10.0,+0.3627,-116.0715,-36.3,+48.5,+4.1,-0.7,-15.9,-321.0,+265.1,-43.7,+40.0,-281.9,+288.1,-77.5,+13.1,-261.3,+100.8,-167.0,-49.7,+45.3,+18.6,-14.0,+31.8,+2.0,+33.7,-13.0,-29.6,-67.5,+218.3,-61.7,+111.6,-285.3,+322.3,-129.3
2,Arizona,1,P12,34,30-4,15-3,30,4,15,3,-0.2824,,,+87.8,-6.7,+82.6,+6.0376,-1.031,-45.6,-30.3,+59.8,+41.0,+3.0,-24.5,+69.0,-105.0,+73.8,+7.9,+126.0,+21.4,+54.3,-95.8,+181.5,-16.5,+103.1,-17.2,+54.5,+34.2,-28.6,-76.4,+101.6,+2.3,+238.5,-289.8,+161.8,+10.8,-43.6,-209.0,+257.5,-1.2
45,Arizona State,10,P12,32,21-11,10-8,21,11,10,8,-0.6562,,,+23.1,+96.5,+73.4,+193.1669,-44.5893,+145.7,-4.3,+135.0,+13.3,+282.7,-34.3,+143.9,-225.9,+82.8,-318.6,+271.9,-78.1,+217.0,-87.7,+199.0,-59.1,+124.1,-108.0,+170.0,+2.2,+214.4,+4.3,+128.6,-24.8,+269.5,-21.8,-6.5,+1.2,+5.7,+8.4,+216.8,-47.0
50,BYU,10,WCC,33,22-11,13-5,22,11,13,5,0.0,,,+77.5,+6.6,+8.3,+104.1851,-49.2673,+32.0,-66.0,+241.0,-84.4,+129.7,-6.2,+115.3,-252.2,+155.0,-14.3,-8.6,-14.3,+122.4,+9.4,+18.0,-36.1,+171.5,-81.0,+137.2,-97.3,+93.7,-40.9,+291.9,-116.8,+161.8,-328.2,+291.9,-222.3,+39.9,+62.9,+68.4,-50.83
33,Baylor,6,B12,33,22-11,9-9,22,11,9,9,+0.1333,,,+120.3,-98.1,-4.1,+149.143,-32.0635,-35.4,-31.9,+7.4,-71.8,+161.8,-143.5,+72.1,-293.2,+224.9,+35.5,-1.9,-210.5,+251.3,-37.0,+33.3,-5.8,-0.2,-140.2,+49.4,-17.3,+63.6,+4.4,+26.3,-240.8,+213.5,-94.8,+138.7,-114.1,+122.2,-266.4,+278.9,-29.4
178,Cal Poly,16,BW,31,12-19,6-10,12,19,6,10,+0.4129,,,-84.4,-6.3,-62.1,+129.5197,-177.2814,+44.2,-231.2,+85.8,-97.4,+104.2,-1.9,+1.0,-177.9,+76.0,-156.5,+87.8,-229.8,+203.7,-293.9,+187.1,-194.6,+21.3,-271.4,+173.5,-121.9,+56.3,-156.5,+33.1,-106.8,+171.1,-88.0,+185.2,-72.7,-0.3,-288.6,+331.6,-241.09
26,Cincinnati,5,Amer,33,27-6,15-3,27,6,15,3,-0.0682,,,+12.2,-32.1,+88.5,+74.1166,-25.1397,-4.9,-192.1,+73.4,+30.4,+123.6,-91.7,+34.5,+7.7,+40.9,+25.3,+72.7,-195.2,+172.9,-165.7,+112.7,-29.4,+72.1,-192.6,+112.0,+30.7,+97.5,-166.7,+56.1,-22.8,+133.8,-184.9,+245.6,-120.4,+169.5,-247.3,+201.6,-15.5
230,Coastal Carolina,16,BSth,30,18-12,11-5,18,12,11,5,+0.4,,,-194.7,+145.5,-43.6,+17.6453,-229.3254,+61.1,-197.4,+200.8,-40.1,-15.4,-280.9,+163.5,-144.2,+272.2,-21.9,+18.1,-76.6,+21.1,-173.3,+84.9,-112.5,+70.1,-156.1,+121.5,-56.5,-19.0,-251.9,+246.9,-38.3,-10.1,-181.2,+134.6,-307.6,+230.4,-49.9,+271.5,-166.63
58,Colorado,8,P12,34,23-11,10-8,23,11,10,8,-0.0765,,,-9.4,+108.3,+53.3,+10.1983,-57.1842,+12.5,-175.1,+230.7,-107.6,+21.6,-232.2,+214.9,-170.4,+206.7,-39.9,+65.0,+23.3,+86.6,-0.6,+230.4,+12.5,-17.7,-125.8,+222.1,-65.8,+116.0,-248.4,+187.3,-221.7,+8.8,-211.7,+237.1,-241.5,+150.0,-89.1,+306.6,-33.3
7,Creighton,3,BE,33,26-7,14-4,26,7,14,4,-0.0379,,,+132.3,-99.4,+12.6,+181.0657,-6.0643,-42.3,+65.6,-47.0,-61.2,+110.8,-6.5,+72.9,-322.0,+295.9,-246.3,+181.2,+7.4,+166.7,-281.3,+225.1,-5.4,+44.8,+64.7,-44.8,-56.7,+172.9,+43.3,-5.6,-97.6,+17.3,+41.0,-29.8,-210.7,+83.4,-159.1,+264.3,-13.55
62,Dayton,11,A10,33,23-10,10-6,23,10,10,6,+0.053,,,+76.3,-62.6,-2.8,+63.205,-61.1009,-24.6,+10.8,-17.4,-108.2,+107.9,-133.8,+94.9,-103.8,+180.1,-32.2,+235.4,-21.7,-2.3,-104.4,+101.8,-193.8,+161.3,-24.4,+11.5,-120.9,+79.2,-5.6,+16.7,-131.7,+105.4,-170.2,+121.9,-97.3,+253.6,-170.3,+170.3,-48.4
120,Delaware,13,CAA,34,25-9,14-2,25,9,14,2,+0.2647,,,+47.7,-23.9,-89.8,+208.3719,-119.3601,+75.4,-64.4,-15.1,-88.2,+176.5,+8.0,+0.3,-249.4,+56.5,-215.8,+242.3,-205.3,+227.8,-51.0,+51.2,-83.0,+31.1,-51.6,-17.5,-153.6,+184.5,-124.5,+62.9,-28.5,+138.6,-103.6,+219.4,-90.0,+65.6,+63.1,+26.2,-67.59
4,Duke,3,ACC,34,26-8,13-5,26,8,13,5,-0.1647,,,+129.2,-93.8,+50.6,+238.0512,-3.1116,-19.0,+28.9,+69.0,-78.7,+250.6,+6.0,+54.3,-130.4,+205.9,-7.0,-25.7,-157.4,+229.7,-164.8,+175.8,-114.2,+215.2,-22.2,+45.0,-166.6,+247.6,+24.0,+122.5,+16.3,+82.0,-14.2,+153.0,+21.7,-27.8,-95.3,+243.5,-11.4
133,Eastern Kentucky,15,OVC,31,22-9,11-5,22,9,11,5,+0.2903,,,+61.8,-92.7,-127.0,+173.4145,-132.142,-13.0,+59.8,-52.5,-285.7,+265.0,-22.3,+136.8,+17.2,+31.0,-325.5,+273.6,-232.0,+234.3,-26.1,-38.3,-287.4,+244.8,+60.7,-52.1,-290.2,+243.4,+14.5,-2.3,-230.5,+168.1,+32.8,-9.2,-238.0,+264.9,-132.8,+162.2,-93.3
3,Florida,1,SEC,34,32-2,18-0,32,2,18,0,+0.0588,,,+93.5,-4.8,+75.3,+4.0445,-2.0204,-49.7,+17.3,-27.1,+19.2,+3.2,-111.3,+139.1,+6.0,+1.4,-11.6,+242.2,-32.7,-4.4,-48.1,+88.4,+9.2,+137.7,-12.5,+108.1,+32.5,+60.2,-22.0,-29.3,-90.7,-25.3,-73.7,+134.5,-94.5,-36.4,-249.1,+153.2,+1.4
47,George Washington,9,A10,32,24-8,11-5,24,8,11,5,0.0,,,+37.3,-39.2,+59.5,+122.1756,-46.2038,+14.4,-28.4,+16.0,-18.5,+124.0,-211.4,+178.4,-65.0,+189.2,-31.3,+178.0,-116.8,+190.3,+2.7,+35.5,-13.3,+19.8,-49.1,+121.0,-64.9,+203.1,-26.1,-1.4,-9.1,+37.4,-241.6,+171.0,-241.8,+224.6,-57.7,+179.8,-29.3
20,Gonzaga,8,WCC,33,27-6,15-3,27,6,15,3,+0.1818,,,+86.1,-15.9,+71.5,+11.0916,-19.0635,-40.4,+45.9,-0.4,+31.6,+27.1,-55.3,+182.2,-191.3,+49.3,-173.5,+253.5,-54.5,+148.4,-99.8,-31.3,-88.2,+107.0,+44.2,-19.8,+33.4,+42.3,+8.2,+118.2,-23.0,+50.3,-146.4,+255.4,-97.9,-44.1,-130.9,+84.0,-22.9
31,Harvard,12,Ivy,29,25-4,13-1,25,4,13,1,+0.1379,,,+64.8,-81.1,+75.8,+168.1402,-30.1389,-10.3,+3.6,-12.1,-2.8,+44.4,-102.5,+3.6,-9.1,+256.4,-104.0,+217.1,-34.0,+6.3,+14.1,-2.5,-43.3,+206.1,-50.4,-24.8,-4.4,+23.1,+12.3,+104.4,-46.6,+93.8,-257.9,+208.3,-62.8,+79.5,-158.4,+102.6,-34.4
17,Iowa,11,B10,33,20-13,9-9,20,13,9,9,-0.6061,,,+115.1,-75.0,+46.7,+242.0829,-16.2608,+27.9,-59.1,+189.6,-28.7,+290.1,-18.7,+38.2,-117.1,+35.4,+15.7,+49.0,-34.6,+155.7,-28.5,+263.6,-29.5,+120.4,-37.5,+150.7,-67.2,+247.0,-107.1,+210.3,-9.7,+249.5,-267.1,+138.7,-271.0,+214.1,+44.0,+190.8,-48.6
22,Iowa State,3,B12,33,26-7,11-7,26,7,11,7,+0.2121,,,+110.1,-89.8,+53.2,+100.1055,-21.0723,-32.8,+29.1,-27.1,-19.9,+212.6,+6.7,+80.8,-284.7,+224.9,-246.2,+176.7,-16.6,-4.2,-218.0,+120.9,+22.0,+121.4,+43.4,+15.6,-8.3,+168.9,-86.3,-7.6,-88.0,+196.9,-25.3,+165.2,-175.2,+112.1,+60.4,+14.5,-6.6
