Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,ConfWins,ConfLosses,WinPct,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
128,Akron,14,MAC,32,22-10,,22,10,,,+0.0625,,-5.7,+67.0,-0.7,+12.0,-0.1403,+40.0,-1.6,+62.0,-2.7,-20.0,+0.9,+22.0,-3.4,+80.0,-4.1,+73.0,-2.6,+9.0,-8.0,+99.0,+0.2,+29.0,+0.1,+33.0,+0.9,+11.0,-2.8,-28.0,-6.1,-1.0,-1.2,+38.0,-0.6,-10.0,+3.7,-194.0,+4.1,+13.0
12,Alabama,4,SEC,32,21-11,,21,11,,,-0.1562,,-14.0,+97.0,+6.0,+99.0,-0.3129,+113.0,-6.0,+159.0,+2.0,+68.0,-4.5,-81.0,-1.6,-35.0,-7.2,+144.0,-5.6,-139.0,-2.3,+55.0,+8.9,-7.0,-1.6,+36.0,+5.6,+88.0,-9.2,+245.0,-4.4,-18.0,-9.1,+140.0,-5.9,-101.0,+0.2,+6.0,-3.53,+60.0
5,Arizona,2,P12,33,25-8,,25,8,,,-0.2576,,-10.4,+103.0,-4.5,0.0,-0.0241,+14.0,-5.2,+157.0,-1.7,-3.0,+4.0,+176.0,-0.2,-8.0,-3.7,+69.0,-0.6,+48.0,+5.1,-17.0,-2.3,+33.0,-4.6,+118.0,-0.5,+47.0,-4.2,+160.0,-2.5,-34.0,+4.7,-130.0,-3.1,-84.0,-3.8,+96.0,-5.06,+62.0
4,Auburn,4,SEC,34,27-7,,27,7,,,+0.2059,,+2.4,+8.0,-4.9,0.0,+0.0248,-3.0,+2.9,-15.0,-3.5,+9.0,0.0,+64.0,-2.2,+77.0,-5.8,+128.0,+3.8,+44.0,-3.0,+81.0,+4.3,-35.0,+0.6,+26.0,-0.8,+26.0,+4.8,-64.0,-7.2,-3.0,-4.7,+78.0,-7.8,-32.0,+1.1,-12.0,-3.4,-4.0
16,BYU,6,B12,33,23-10,,23,10,,,-0.197,,-1.3,+24.0,+0.5,+44.0,-0.0169,+17.0,-3.0,+85.0,0.0,+50.0,+1.6,+110.0,-2.8,+27.0,-5.7,+122.0,+2.9,+115.0,+5.1,-146.0,-0.2,-1.0,-2.6,+49.0,-4.2,-29.0,-2.0,+53.0,+5.7,+186.0,+2.0,+6.0,-1.8,+7.0,0.0,+6.0,-2.35,+38.0
18,Baylor,3,B12,32,22-10,,22,10,,,-0.3542,,-14.2,+128.0,-2.6,-7.0,-0.1496,+72.0,-10.2,+254.0,+0.2,-26.0,+0.7,+3.0,-1.7,+35.0,-3.0,+70.0,-5.5,-57.0,-7.6,+143.0,-3.7,-33.0,-2.0,+65.0,-1.4,-62.0,-16.0,+306.0,+2.0,+60.0,-1.3,+20.0,+1.2,+58.0,+1.0,-114.0,-4.54,+50.0
44,Boise State,10,MWC,31,20-11,,20,11,,,-0.3119,,-6.7,+95.0,-3.1,+8.0,-0.0487,+31.0,-9.5,+155.0,-1.5,-18.0,-0.8,0.0,-0.4,-20.0,+4.1,-31.0,+6.4,+186.0,-12.0,+161.0,-1.8,-38.0,-10.8,+159.0,+1.7,-9.0,-5.1,+93.0,-5.5,+3.0,+0.3,+4.0,-3.2,-52.0,-2.7,+24.0,-0.44,0.0
31,Clemson,6,ACC,32,21-11,,21,11,,,-0.6562,,-9.8,+119.0,+10.4,+167.0,-0.4301,+146.0,-7.1,+200.0,+10.1,+233.0,-1.0,+31.0,+3.4,-205.0,-6.5,+68.0,+5.6,+189.0,-0.6,-35.0,-1.6,-12.0,-4.4,+115.0,+13.2,+274.0,-7.1,+168.0,+4.0,+70.0,+1.6,-12.0,+5.7,+19.0,-2.5,+13.0,-2.0,+229.0
163,Colgate,14,Pat,33,24-9,,24,9,,,+0.2727,,+3.7,-75.0,-0.4,+7.0,+0.1114,-37.0,+3.2,-21.0,-0.4,+45.0,-4.0,-82.0,-0.2,-63.0,-1.7,-39.0,-3.2,+19.0,+13.7,-248.0,-1.6,+34.0,+12.4,-61.0,+5.2,+154.0,-7.8,+197.0,-4.0,+22.0,-0.2,+3.0,+8.0,+54.0,-1.3,-29.0,+4.29,-43.0
103,College of Charleston,13,CAA,33,26-7,,26,7,,,+0.2121,,-1.6,+51.0,-6.9,-93.0,+0.1145,-30.0,-0.5,+29.0,-3.4,-109.0,+0.6,+86.0,-1.0,-20.0,-2.0,+58.0,-1.6,+19.0,0.0,-94.0,-9.5,-54.0,-2.1,+64.0,-6.1,-126.0,+1.2,-20.0,+0.4,+14.0,-5.9,+82.0,+3.4,+58.0,-4.9,+168.0,+2.15,-44.0
