Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,ConfWins,ConfLosses,WinPct,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
128,Lamar,16,Slnd,33,21-12,11-5,21,12,11,5,+0.1969,,,-11.2,+10.4,-59.4,+123.4006,-127.2875,+52.8,-235.2,+181.1,-35.3,+7.5,-17.6,+4.9,-152.1,+252.4,+15.6,+50.5,-64.5,+116.0,-14.6,+53.8,-98.7,-5.3,-223.9,+194.6,-33.7,+14.9,-191.5,+99.9,-125.8,+58.3,-325.9,+294.2,+15.0,-35.3,-48.4,+205.2,-118.4
93,Lehigh,15,Pat,32,25-7,11-3,25,7,11,3,+0.2188,,,+36.0,-25.8,-28.5,+96.2915,-92.1843,+8.1,-37.8,+6.9,-39.6,+53.2,-2.7,+40.6,-87.4,+92.6,-175.8,+165.8,-33.5,+16.6,-110.6,+127.7,-66.6,+141.3,-47.7,+37.3,-41.2,+5.5,-72.3,+21.7,-87.8,+131.9,-64.6,+92.8,-114.1,+98.3,+15.7,+19.1,-73.4
50,Long Beach State,12,BW,31,23-8,15-1,23,8,15,1,+0.0581,,,+50.5,+3.3,+29.5,+57.1967,-49.1693,+0.4,+3.4,+56.6,-56.2,+64.0,-81.1,+51.3,-64.2,-14.2,-57.1,-2.6,-118.9,+143.6,+11.2,+151.7,+8.1,-31.0,+19.9,+87.3,-41.8,-3.8,-61.1,+76.8,-126.0,+151.4,-111.4,+49.2,-92.9,+162.8,-54.5,+207.0,-43.27
161,Long Island,16,NEC,33,25-8,16-2,25,8,16,2,+0.2424,,,+43.1,-66.8,-164.9,+216.4684,-160.28,+39.7,+26.5,-2.1,-130.6,+100.5,-233.1,+54.6,-247.7,+168.2,-38.3,+84.0,-206.5,+229.2,+50.7,-3.3,+21.5,-25.3,+32.5,-31.0,-163.1,+119.2,-34.2,+142.2,-65.2,+76.8,-169.5,+70.0,-6.5,-27.3,+67.5,+43.4,-90.67
20,Louisville,4,BE,35,26-9,10-8,26,9,10,8,-0.0762,,,-25.1,+102.1,+77.4,+2.1025,-19.0601,-32.6,-179.9,+234.1,+39.4,+14.6,-224.6,+220.8,-6.8,-24.2,-1.4,+84.7,-223.7,+171.0,-129.6,+223.2,-112.6,+54.9,-114.4,+169.7,+42.9,+95.9,-265.8,+246.2,-6.6,-15.2,-130.3,+131.0,-105.4,+39.5,-37.3,+99.5,-11.6
130,Loyola (MD),15,MAAC,32,24-8,13-5,24,8,13,5,+0.25,,,-41.1,+9.0,-27.9,+127.4063,-129.2977,+59.6,-183.5,-0.7,-70.0,+8.3,-180.8,+190.2,-67.2,+201.0,+19.5,+104.0,-179.3,+117.0,+13.0,+55.2,-216.7,+39.0,-182.4,+73.7,-29.7,-11.0,-126.6,-28.1,-220.9,+121.7,-275.5,+283.9,+5.8,-34.5,-191.9,+274.4,-75.5
21,Marquette,3,BE,32,25-7,14-4,25,7,14,4,-0.4479,,,+73.9,+15.1,+74.8,+62.1037,-20.1839,+7.2,-53.7,+194.2,+3.7,+6.2,-59.6,+270.4,-4.8,+129.6,-48.9,+2.8,-268.7,+245.5,-8.4,+66.9,-19.5,+75.0,-2.9,+113.3,-12.1,+73.3,-169.5,+242.9,-48.7,-12.2,-228.7,+209.7,-123.9,+19.9,+60.6,-3.1,-10.98
16,Memphis,8,CUSA,34,26-8,13-3,26,8,13,3,+0.2353,,,+94.1,-59.1,+63.2,+5.0905,-15.0243,-52.4,+45.1,-5.3,+32.8,-10.7,-63.5,+74.5,-131.6,+41.6,-176.7,+174.1,-173.6,+114.4,+3.0,-10.3,-174.2,+198.0,+44.7,-1.8,+34.7,+16.1,-23.5,+70.0,-13.3,-14.9,-278.8,+223.9,-77.4,+8.6,+0.7,+49.0,-22.0
22,Michigan,4,B10,32,23-9,13-5,23,9,13,5,+0.0312,,,+100.3,-67.0,+44.0,+145.1149,-21.1525,-6.6,+32.7,+15.2,-114.1,+134.4,-13.7,+222.9,-147.4,+118.9,-251.3,+169.1,-79.7,+239.1,-282.5,+28.0,-10.8,+27.8,+42.0,+60.1,-86.7,+79.7,-79.8,+34.0,-161.1,+161.8,+33.4,+7.9,-154.1,+24.2,-262.9,+244.8,-8.7
4,Michigan State,1,B10,34,27-7,13-5,27,7,13,5,-0.0441,,,+104.8,-81.7,+87.4,+25.0468,-3.022,-51.7,+14.3,-25.0,+39.7,+57.2,-134.4,+80.3,-174.1,+200.8,+2.9,+218.5,+4.2,+95.0,-60.7,+55.8,-86.6,+124.1,+21.8,+14.4,+29.4,+13.5,-27.8,-13.2,+26.2,+140.2,-256.9,+181.4,-233.0,+80.9,-108.1,+142.4,-2.2
270,Mississippi Valley St.,16,SWAC,34,21-13,17-1,21,13,17,1,-0.0176,,,-191.6,+139.9,-125.4,+234.7382,-269.8191,+216.7,-232.1,+217.4,-150.8,+138.4,-172.4,+101.5,+1.2,-29.3,-107.3,+69.7,-141.7,+252.0,-170.2,+125.9,-232.2,+235.1,-234.1,+117.2,-42.2,+48.6,-226.2,+248.9,-284.4,+195.6,-22.0,+55.0,-143.5,+103.9,+41.2,+68.8,-127.9
6,Missouri,2,B12,34,30-4,14-4,30,4,14,4,+0.1176,,,+132.4,-95.6,+17.3,+134.0538,-5.0366,-52.8,+60.8,-47.7,-154.3,+160.6,+11.1,+10.4,-76.0,+108.4,-197.6,+159.1,-122.9,+205.3,-101.5,+119.8,+11.6,-14.9,+57.5,-36.6,-118.5,+80.5,+33.9,-26.2,-222.4,+184.5,-37.2,+82.2,-62.3,+75.3,-71.8,+131.3,-0.9
103,Montana,13,BSky,29,23-6,15-1,23,6,15,1,+0.2069,,,-59.8,-50.6,+60.7,+245.3244,-102.361,+68.1,+17.9,-1.9,+28.8,+200.4,-58.9,+9.8,-48.0,+144.2,-251.7,+29.6,-111.1,+20.2,-35.0,+39.0,-211.9,-39.8,-7.4,+53.7,+31.6,+253.7,+14.9,-3.4,-55.7,+21.4,-162.7,+158.9,-23.7,+52.3,-128.6,+246.5,-78.78
45,Murray State,6,OVC,28,27-1,15-1,27,1,15,1,+0.0357,,,+38.6,+117.2,+35.4,+12.1816,-44.2214,+20.3,+44.5,+55.9,+2.6,+77.1,-196.5,+132.0,+12.5,-31.7,-54.0,+224.2,-244.2,+132.6,+35.4,+23.9,-128.7,-28.3,+12.1,-25.7,-69.7,+144.3,+23.8,+220.5,+14.7,+8.8,-74.6,+71.9,+10.1,+24.9,-109.5,+204.1,-20.71
18,New Mexico,5,MWC,32,26-6,10-4,26,6,10,4,+0.1875,,,+70.1,-67.9,+82.4,+74.0966,-17.0722,-32.9,+19.2,-16.1,+30.7,+57.0,-145.8,+17.6,-91.3,+210.0,-82.0,+246.7,-4.8,-29.3,-37.8,-5.0,-38.2,+81.9,-32.6,+0.2,+26.4,+23.5,+15.0,+44.1,0.0,+98.1,-38.3,-0.5,-258.4,+184.2,-65.1,+119.1,-24.7
84,New Mexico State,13,WAC,33,24-9,10-4,24,9,10,4,+0.0727,,,+22.0,+7.6,-2.7,+73.2733,-83.1932,+11.3,-53.8,+103.2,-74.6,+73.3,-180.9,+188.6,-137.4,+106.3,+38.8,-25.7,-45.7,+27.2,+40.5,+51.8,-68.4,+43.7,+3.7,+90.3,-117.7,+132.2,-203.2,+125.0,-41.1,+38.4,-307.4,+247.4,-91.4,+35.9,+52.3,+60.9,-84.87
190,Norfolk State,15,MEAC,32,24-8,13-3,24,8,13,3,+0.25,,,-127.2,+57.1,-44.6,+150.5606,-189.4333,+89.3,-90.5,+37.6,+12.3,+46.6,-225.6,+200.3,-170.4,+90.4,-88.9,+6.0,-176.5,+168.3,+27.5,+3.8,-165.3,+16.1,-1.2,+30.7,-31.0,-13.4,-245.9,+93.5,+18.6,+221.6,-168.8,+183.0,-106.3,+13.0,-21.2,+237.7,-93.75
5,North Carolina,1,ACC,34,29-5,14-2,29,5,14,2,-0.0529,,,+111.0,-66.6,+79.9,+35.0498,-4.0489,-42.0,-86.5,+98.9,+21.2,+142.8,+5.0,+12.5,-241.6,+117.5,+29.5,+41.3,-3.2,+34.9,-87.8,+116.0,+29.5,+41.4,-51.7,+39.5,+19.5,+138.0,-145.1,+197.1,-29.3,+122.1,-312.1,+223.1,-242.5,+85.3,+64.2,+15.7,-3.5
39,North Carolina State,11,ACC,34,22-12,9-7,22,12,9,7,+0.1529,,,+87.0,-49.9,+6.2,+28.1662,-38.0713,-31.9,-39.1,+23.6,-58.1,+22.2,-65.4,+143.6,-247.9,+171.2,-16.3,+135.2,-81.1,+111.0,-141.5,+75.6,-48.7,+34.9,-34.5,+19.3,-36.4,+86.5,-75.9,+90.2,-120.0,+8.9,-289.9,+240.0,-142.0,+133.9,-8.0,+46.55,-49.6
57,Notre Dame,7,BE,33,22-11,13-5,22,11,13,5,0.0,,,+45.5,+17.7,+22.4,+121.2102,-56.2891,+52.8,-119.2,+182.5,+14.6,+129.0,+8.9,+55.7,-294.1,+207.3,-194.0,+114.9,-137.0,+112.1,-89.4,+58.3,+7.4,-47.1,-78.8,+211.9,-18.6,+136.1,-198.1,+114.0,-2.3,+94.2,-55.1,+217.9,-5.5,+38.8,-260.9,+288.8,-31.62
65,Ohio,13,MAC,33,26-7,11-5,26,7,11,5,+0.0121,,,-12.0,+38.6,+61.1,+83.2205,-64.2459,+33.0,-121.8,+126.8,-43.6,+145.4,-114.3,+202.5,+23.1,-20.1,-23.6,+26.4,-199.4,+179.4,-133.9,+145.5,-260.8,+175.6,-100.2,+130.8,-139.7,+131.7,-179.4,+128.7,+17.0,+108.9,-23.5,+29.5,-222.3,+197.7,-48.4,+200.55,-49.52
2,Ohio State,2,B10,34,27-7,13-5,27,7,13,5,+0.0059,,,+115.5,-76.5,+90.7,+32.0305,-1.029,-49.5,+2.2,+43.7,-0.6,+173.6,-8.5,+72.5,-39.0,+226.3,-11.6,+8.1,+23.7,+20.0,-128.2,+214.4,+4.5,+37.2,+44.4,-11.3,-24.2,+71.4,-213.2,+210.8,-37.9,+202.9,-289.5,+231.5,-220.5,+215.9,-9.8,+80.3,-5.5
30,Purdue,10,B10,33,21-12,10-8,21,12,10,8,-0.1364,,,+112.6,-90.0,-3.9,+202.1381,-29.1239,-16.2,-24.4,-35.5,-176.3,+269.6,+13.8,+30.2,-166.5,+217.0,-148.9,+183.2,-89.0,-9.1,-200.1,+194.8,-96.6,+8.1,-115.2,+42.9,-154.0,+272.3,+6.7,-14.6,-194.1,+94.4,-30.0,+1.8,-149.3,+173.5,-137.3,+155.2,-37.95
10,Saint Louis,9,A10,31,24-7,12-4,24,7,12,4,-0.1075,,,+84.6,-51.6,+84.9,+80.0781,-9.104,-22.1,-5.0,+25.1,+30.7,+228.2,-22.4,+168.6,-10.4,+115.1,-150.1,+134.6,-45.2,-27.1,-168.7,+148.6,-165.0,+84.8,-29.5,+35.2,+14.5,+152.1,-23.9,+74.9,-29.8,+232.7,-59.4,+55.4,+21.0,+51.6,-252.8,+174.2,-28.62
42,Saint Mary's,7,WCC,30,25-5,14-2,25,5,14,2,+0.1667,,,+98.1,-84.7,+5.7,+236.1725,-41.2058,+16.4,+36.2,-28.4,-96.1,+216.9,-34.5,+76.5,-248.8,+280.0,-9.1,+70.7,+15.2,-1.6,-38.6,+59.0,-6.0,-34.7,+50.5,-16.9,-34.7,+254.6,-115.2,+45.2,-249.0,+76.5,-10.9,-6.8,+18.4,+128.5,-191.3,+255.1,-26.2
68,San Diego State,6,MWC,31,24-7,10-4,24,7,10,4,+0.0258,,,+5.6,+1.8,+52.9,+81.226,-67.1935,+12.7,-70.3,+29.4,-14.1,+116.1,-74.4,+106.3,-233.0,+230.7,-181.6,+177.8,+2.0,-2.2,-138.9,+86.5,+14.6,+157.8,-30.7,+60.6,-2.6,+42.3,-156.2,+48.3,-104.0,+155.3,-210.0,+164.9,-244.3,+155.4,-76.1,+119.1,-24.1
72,South Dakota State,14,Sum,32,25-7,15-3,25,7,15,3,+0.2188,,,+77.9,+54.3,-72.2,+18.233,-71.1569,-4.8,+35.6,+29.1,-163.7,+76.4,+12.9,+86.8,-197.6,+42.5,-202.6,+193.8,-13.5,+14.1,-49.7,+239.5,-14.7,-45.7,-11.7,+19.5,-227.3,+13.7,+20.6,+100.6,-45.5,+178.9,-46.4,+189.5,-92.3,-18.3,-100.3,+299.41,-64.59
51,South Florida,12,BE,33,20-13,12-6,20,13,12,6,-0.0061,,,-48.4,+73.5,+64.4,+1.1989,-50.0498,-38.6,-134.1,+116.9,+23.4,-19.6,-272.5,+264.5,-243.5,+191.1,-83.0,+165.0,-94.3,+23.3,-213.5,+203.4,-32.6,+66.6,-62.6,+78.6,+11.0,-23.1,-259.2,+161.6,+7.3,+8.7,-199.8,+210.9,-111.1,+66.2,-283.5,+313.99,-58.97
64,Southern Miss,9,CUSA,31,23-8,11-5,23,8,11,5,-0.2419,,,+68.8,-23.7,-13.3,+224.2179,-63.3927,+85.7,-230.0,+172.6,-171.6,+276.6,+1.4,-12.3,-94.6,+60.4,+9.3,+56.5,-23.8,-21.2,-30.2,+42.4,-203.4,+150.7,-267.5,+165.2,-155.0,+225.5,-80.3,+158.9,-212.3,+243.0,-210.6,+239.8,-33.9,+239.3,-178.5,+131.7,-40.8
48,St. Bonaventure,14,A10,31,20-11,10-6,20,11,10,6,+0.1548,,,+67.4,-81.1,+30.5,+177.1932,-47.1493,-7.0,-34.8,+59.1,-27.7,+167.5,-230.1,+153.0,-218.1,+269.7,+8.1,-3.6,-40.0,+53.2,+8.2,+36.4,-166.2,+123.1,-3.0,+60.9,-44.5,+154.9,-136.9,+91.6,-48.3,+126.9,-204.1,+200.1,-138.0,+121.5,-191.6,+269.0,-70.7
7,Syracuse,1,BE,33,31-2,17-1,31,2,17,1,-0.2727,,,+100.7,-14.1,+78.2,+38.0551,-6.109,-20.9,-13.9,+131.0,+28.5,+6.0,+11.7,+139.8,+15.9,+44.4,+7.0,+87.7,-297.2,+275.2,-244.0,+110.2,-19.7,-47.0,+13.2,+231.1,+26.2,+35.5,-112.5,+70.4,+1.5,+11.7,-161.4,+3.9,-242.4,+184.8,-107.4,+252.2,-1.3
29,Temple,5,A10,30,23-7,12-3,23,7,12,3,-0.1,,,+91.9,-33.2,+24.3,+119.1353,-28.2021,+12.8,+21.5,+69.4,-104.1,+217.1,-24.1,+214.6,-185.6,+65.7,-175.1,+65.6,-109.9,+41.7,-182.2,+93.6,-87.8,-43.3,-30.5,+96.2,-122.2,+86.1,+27.3,+71.3,-93.1,+269.8,-178.4,+223.4,-15.9,-26.3,-45.9,+112.8,-19.17
38,Texas,11,B12,33,20-13,9-9,20,13,9,9,-0.1061,,,+71.1,+21.8,+21.5,+75.1632,-37.2103,+23.3,-137.4,+224.1,-26.0,+202.3,-64.0,+59.7,-141.6,+96.1,+22.3,+26.4,-235.2,+135.9,+4.9,+175.1,-252.2,+23.4,-91.9,+153.8,+7.7,+161.3,-213.4,+253.7,-172.0,+210.9,-182.3,+218.2,-67.9,-24.7,-124.7,+114.2,-45.53
32,UConn,9,BE,33,20-13,8-10,20,13,8,10,+0.1439,,,+71.5,-36.3,+47.8,+33.1424,-31.0879,-25.2,-72.8,+45.6,+23.1,-5.3,-102.9,+67.1,-305.3,+260.2,+9.8,+65.4,-229.1,+246.6,-184.0,+176.1,+19.8,-15.5,-22.4,+56.5,+39.0,+8.9,-189.9,+72.7,-140.0,+5.8,-226.3,+170.8,-220.3,+16.8,-202.5,+266.53,-48.2
139,UNC Asheville,16,BSth,30,21-9,16-2,21,9,16,2,+0.3,,,+45.0,-43.4,-149.2,+88.4253,-138.1576,-2.7,+11.5,-4.4,-213.3,+83.9,-90.9,+9.6,-35.7,-10.9,-118.9,+55.0,-248.7,+139.5,+56.0,-30.1,-144.5,+12.1,+42.3,-47.4,-221.4,+65.2,-112.7,+219.6,-181.0,+89.5,-118.9,+120.5,-184.5,+237.4,+30.1,+146.2,-101.82
25,UNLV,6,MWC,32,24-8,9-5,24,8,9,5,-0.25,,,+60.6,+20.7,+64.3,+10.1247,-24.0927,-26.2,+17.9,+154.9,+3.3,+99.5,-112.6,+101.0,-107.2,+51.4,-137.1,+260.8,-60.4,+6.2,-146.8,+86.6,-72.7,+100.4,+3.7,+200.6,+1.8,+139.7,-17.9,+107.9,-84.1,+51.5,-18.7,+70.0,-139.3,+183.1,+40.4,+39.2,-28.3
