Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,ConfWins,ConfLosses,WinPct,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
137,Albany,14,AE,32,24-8,15-1,24,8,15,1,+0.25,,,-11.6,+86.9,-65.6,+149.4282,-136.4738,+113.9,-63.2,+138.4,-137.7,+188.0,-147.4,+96.7,-74.2,+80.5,-80.3,+49.5,+9.0,-20.9,-61.6,+137.6,-20.4,-39.1,-106.2,+137.1,-55.8,+48.0,-56.7,+144.5,-233.7,+233.9,-140.4,+187.4,-293.2,+244.5,-257.9,+287.0,-84.79
5,Arizona,2,P12,34,31-3,16-2,31,3,16,2,+0.0882,,,+108.5,-69.5,+82.6,+5.0346,-4.0175,-50.6,+27.3,-11.3,+27.0,+9.3,-29.0,+17.9,-37.2,+51.9,-40.3,+116.7,+19.3,-26.1,+36.8,+28.7,-135.4,+20.6,+36.6,-5.0,+29.0,-21.0,-49.5,+23.2,-51.2,+179.2,-308.4,+237.6,-65.1,-44.9,-4.7,+67.1,-4.2
33,Arkansas,5,SEC,34,26-8,13-5,26,8,13,5,-0.1647,,,+96.9,-71.0,+26.9,+95.1431,-32.0966,-23.2,-60.9,+160.4,-100.5,+153.4,-20.4,+132.4,+1.3,+37.4,+1.5,+0.8,-267.8,+272.7,-124.4,+95.5,-166.8,+202.9,-58.2,+83.4,-76.7,+51.0,-102.1,+219.7,-180.7,+244.9,-222.5,+202.7,-55.8,+10.9,+55.1,+76.2,-18.3
30,BYU,11,WCC,33,23-10,13-5,23,10,13,5,-0.197,,,+106.8,-70.8,-39.1,+162.1392,-29.1753,+0.8,+18.5,-0.6,-136.3,+221.6,-15.4,+137.3,-247.9,+283.6,-73.5,+208.6,-34.1,+28.5,-0.7,+39.8,-182.6,+171.8,-32.3,+105.4,-189.0,+170.0,+26.0,-11.1,-64.3,+218.4,-71.4,+122.7,-84.1,-10.9,+67.0,+6.1,-37.79
11,Baylor,3,B12,32,23-9,11-7,23,9,11,7,-0.0521,,,+101.9,-45.8,+77.4,+189.0726,-10.2688,+36.2,-73.7,+53.2,+3.2,+248.4,-185.0,+215.4,-115.4,-9.8,+31.7,+61.3,-168.5,+237.2,-71.0,+6.6,-32.7,+174.0,-192.3,-10.5,-66.0,+193.8,-0.6,+201.2,+32.0,+226.8,-163.9,+64.1,-195.5,+125.8,-236.2,+174.2,-14.61
150,Belmont,15,OVC,31,21-10,11-5,21,10,11,5,+0.3226,,,+47.4,-88.5,-154.6,+188.4764,-149.1502,-14.5,+55.1,-41.3,-211.3,+238.7,-238.6,+167.3,-175.1,+160.8,-197.2,-18.5,-74.9,+5.0,-256.0,+293.3,+7.8,-31.3,+54.0,-30.2,-237.2,+247.1,+1.9,+8.7,-143.2,+110.0,+48.0,-31.9,-218.4,+224.5,+10.4,+195.4,-108.3
55,Boise State,11,MWC,32,23-9,14-4,23,9,14,4,-0.1188,,,+52.5,+16.1,+25.5,+45.1979,-54.1679,-5.2,+15.7,+44.4,-56.3,+96.9,-5.6,+166.6,-122.5,+24.2,-246.3,+90.4,+9.5,-4.4,-258.9,+157.4,-17.2,+166.4,-42.6,+46.9,-130.6,+139.1,+15.4,+123.7,-8.1,+33.5,+14.3,-20.7,-190.0,+92.5,-189.4,+152.53,-44.5
65,Buffalo,12,MAC,32,23-9,12-6,23,9,12,6,+0.2812,,,+47.7,-3.6,+13.0,+121.2214,-64.2568,+32.4,-146.1,+112.5,-98.0,+158.6,-18.3,+42.2,-108.5,+133.3,-21.9,+55.6,-104.8,+14.7,-0.7,+0.2,-68.9,+121.4,-130.7,+186.1,-119.5,+185.0,-143.0,+48.0,-66.2,+83.8,-239.4,+154.9,-254.6,+186.8,+51.4,+13.0,-59.2
22,Butler,6,BE,32,22-10,12-6,22,10,12,6,-0.1875,,,+43.4,+25.3,+76.5,+2.1002,-21.0597,-40.1,-122.7,+176.1,-36.6,+66.6,-47.3,+232.7,-133.7,+182.5,-8.4,+168.1,+13.3,-19.5,-43.6,+111.7,-60.1,+116.8,-153.5,+228.7,-102.3,+152.2,-63.3,+118.4,+5.3,+10.0,-253.7,+37.1,-131.3,+20.9,-150.0,+200.6,-22.64
89,California-Irvine,13,BW,31,19-12,11-5,19,12,11,5,+0.1871,,,-4.2,+82.7,+19.3,+116.2927,-88.4013,+87.3,-48.0,+166.3,+20.4,+5.0,-82.5,+15.7,-261.5,+268.2,-182.7,+186.3,-120.1,+140.0,-271.4,+17.9,-128.8,+60.3,-121.6,+148.7,+24.6,-15.3,+2.2,+166.4,-105.6,+55.5,-233.3,+161.9,+1.9,+12.9,-151.2,+250.3,-106.86
42,Cincinnati,8,Amer,32,22-10,13-5,22,10,13,5,-0.0208,,,+30.5,-65.5,+73.4,+77.1665,-41.0853,-25.4,-51.2,+24.5,+26.9,+71.7,-281.3,+256.7,-80.7,+278.7,+23.2,-9.7,-177.0,+74.2,-106.0,+91.6,+14.6,-31.5,-21.0,+63.0,+33.0,+25.7,-173.5,+39.1,-57.5,+148.4,-232.5,+200.6,-108.7,+180.8,-283.9,+328.2,-64.94
144,Coastal Carolina,16,BSth,29,20-9,12-6,20,9,12,6,+0.3103,,,-29.7,+68.2,-80.9,+74.4612,-143.3031,+54.1,-67.5,+14.9,-45.9,+9.2,-64.3,+176.0,-273.7,+182.8,-10.0,+105.4,-12.9,+9.4,-68.8,+88.4,-102.8,+212.8,-99.7,+30.9,-26.9,+72.6,-76.4,+53.5,-102.4,-1.2,-135.5,+133.6,-277.4,+180.1,-164.3,+99.8,-117.72
34,Davidson,10,A10,30,23-7,14-4,23,7,14,4,-0.0167,,,+118.8,-93.4,-65.6,+201.1465,-33.1259,-21.0,+48.3,-36.1,-114.4,+220.7,+12.1,+22.7,-257.2,+127.2,-180.9,+147.9,-91.3,+158.0,-309.1,+204.6,-110.5,+79.5,+38.1,-17.3,-243.3,+214.7,+26.3,+8.2,+27.0,+118.3,+42.0,-26.1,-104.2,+106.7,+5.8,+115.2,-30.67
61,Dayton,11,A10,34,26-8,13-5,26,8,13,5,-0.1647,,,+17.6,+59.2,+44.1,+87.2093,-60.2976,+49.1,+6.6,+123.8,-42.2,+181.2,-65.3,+140.1,-39.9,-10.9,-311.1,+271.8,-22.4,+135.8,+37.3,+64.3,-14.7,+28.9,+29.9,+36.9,-95.6,+53.9,-96.9,+220.3,-9.4,+244.3,-49.4,+160.1,-96.3,+130.1,-169.3,+249.1,-39.4
4,Duke,1,ACC,33,29-4,15-3,29,4,15,3,-0.1288,,,+128.9,-90.1,+55.4,+6.0337,-3.0095,-55.9,+53.6,-23.4,-49.6,+118.2,-29.9,+55.3,-171.1,+24.6,+21.8,+10.9,-91.0,+151.8,-58.1,+215.1,+21.6,+9.7,+55.3,-32.1,-92.2,+128.4,+11.5,+74.0,-30.7,+81.5,-131.4,+127.3,+13.6,-17.8,-17.3,+202.4,-2.7
134,Eastern Washington,13,BSky,31,23-8,14-4,23,8,14,4,+0.2581,,,+72.6,-48.5,-171.8,+240.4132,-133.413,+87.6,+43.0,-22.0,-234.7,+254.1,-1.0,+79.3,-242.9,+153.7,-204.2,+83.4,-124.1,+35.4,-181.9,+173.9,-98.4,+152.7,+22.2,-19.0,-163.2,+183.4,+27.7,+26.6,-288.6,+235.8,+25.0,+7.0,-161.9,+36.4,+43.4,+36.3,-72.4
23,Georgetown,4,BE,31,21-10,12-6,21,10,12,6,-0.0107,,,+71.9,+13.8,+59.9,+50.1128,-22.1689,-1.9,-40.1,+138.4,-19.3,+218.8,-160.8,+123.4,-53.4,-17.3,-39.4,+176.7,-143.7,+173.9,+31.7,-35.9,-263.9,+133.6,-24.2,+109.3,+29.0,+159.3,-116.0,+169.1,-212.6,+238.4,-204.3,+97.9,-166.0,+53.3,-120.9,+228.4,-20.78
