Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,ConfWins,ConfLosses,WinPct,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
255,Abilene Christian,,WAC,33,14-19,,14,19,,,-0.0909,,+9.1,-147.0,+5.8,+95.0,+0.091,-51.0,+5.6,-186.0,+10.2,+13.0,-3.5,-104.0,+1.3,+1.0,-6.3,+128.0,-5.1,-61.0,+6.2,-17.0,-12.2,-72.0,+8.0,-223.0,+8.3,+69.0,+0.5,-65.0,+9.1,-1.0,+0.3,-34.0,+2.0,+34.0,+2.9,-127.0,+11.4,-52.0
343,Air Force,,MWC,32,3-29,,3,29,,,-0.0938,,+7.2,-85.0,+2.1,-8.0,+0.0841,-44.0,+2.0,-78.0,+2.2,-19.0,-2.7,-61.0,-3.7,+69.0,+3.4,-70.0,-0.2,+22.0,-2.8,+36.0,-7.1,-116.0,+0.4,-17.0,-2.5,-117.0,+2.7,-129.0,+6.0,-1.0,-0.1,-5.0,+2.6,+80.0,+1.1,-62.0,+17.5,-15.0
71,Akron,,MAC,34,29-5,,29,5,,,+0.1471,,+3.9,-13.0,-0.5,+2.0,+0.0687,-16.0,+1.7,+16.0,-0.2,-1.0,+1.3,+130.0,-0.5,+18.0,+1.1,-14.0,-3.1,-36.0,+2.6,-111.0,-3.3,+8.0,-0.5,+32.0,-5.5,-46.0,+3.0,+23.0,+3.2,+29.0,-2.0,+49.0,+6.0,+41.0,+1.5,-11.0,+0.67,-12.0
18,Alabama,,SEC,32,23-9,,23,9,,,+0.2812,,+4.7,+5.0,+0.5,+24.0,+0.0184,-7.0,+3.2,+2.0,-0.2,+14.0,+1.5,+113.0,-0.8,-25.0,+4.0,-87.0,+5.9,+59.0,+0.7,0.0,-12.7,-105.0,+2.7,+1.0,-4.6,-28.0,+2.4,+15.0,+5.5,+147.0,-0.6,+9.0,-0.7,+23.0,-3.8,+87.0,-4.5,-13.0
307,Alabama A&M,,SWAC,33,18-15,,18,15,,,-0.2122,,+8.1,-133.0,+11.3,+46.0,-0.0317,-2.0,+6.4,-210.0,+7.3,+125.0,-0.8,+17.0,-0.4,-22.0,+0.9,-78.0,+0.2,+54.0,-5.9,+89.0,-11.0,-193.0,+7.8,-214.0,+6.9,+154.0,+2.5,-19.0,+5.2,+53.0,-4.4,+41.0,+4.1,+140.0,-0.5,0.0,+9.9,+22.0
308,Alabama State,,SWAC,32,10-22,,10,22,,,+0.0208,,+6.6,-107.0,+12.4,+114.0,-0.0677,+13.0,+3.7,-118.0,+7.0,+119.0,-6.8,-264.0,-3.8,+158.0,-10.0,+201.0,-4.6,-106.0,+0.1,-22.0,+8.0,+26.0,+3.2,-100.0,+6.8,+106.0,+3.0,-114.0,+4.8,+102.0,-1.8,+27.0,-4.2,-102.0,+0.2,+2.0,+14.9,-73.0
319,Albany,,AE,32,11-21,,11,21,,,+0.1562,,+7.7,-128.0,+1.2,-19.0,+0.1307,-68.0,+7.2,-148.0,-3.7,-170.0,+2.2,+41.0,-1.6,+27.0,+6.0,-78.0,-1.7,-51.0,-4.2,-10.0,-6.0,-83.0,+4.9,-84.0,-2.7,-109.0,+7.4,-195.0,-3.4,-158.0,-3.0,+36.0,+0.8,+14.0,-2.9,+62.0,+15.7,-67.0
344,Alcorn St.,,SWAC,32,9-23,,9,23,,,+0.0521,,-4.9,+8.0,-4.4,-94.0,-0.0158,-6.0,-3.3,+27.0,-6.6,-248.0,-2.9,-117.0,-1.0,+30.0,+1.1,-85.0,-3.4,-89.0,+12.1,-211.0,-4.8,-92.0,-2.3,+6.0,-3.9,-128.0,-3.3,+78.0,-10.4,-111.0,-0.4,-26.0,-6.9,-36.0,+0.3,-9.0,+14.6,-36.0
242,American,,Pat,32,16-16,,16,16,,,0.0,,-0.7,+5.0,+0.6,-12.0,-0.0296,+17.0,-1.5,+64.0,+0.3,-57.0,-5.4,-101.0,-0.7,+40.0,-0.3,-46.0,-9.4,-117.0,+7.4,-187.0,-4.3,-86.0,-5.1,+163.0,+6.5,+38.0,+1.5,-52.0,-7.6,-221.0,+3.3,-6.0,-1.8,-13.0,-1.7,+63.0,+9.8,+45.0
184,Appalachian St.,,SB,32,19-13,,19,13,,,-0.2605,,+8.7,-131.0,+8.7,+132.0,+0.002,+6.0,+2.9,-86.0,+8.4,+252.0,+0.8,+111.0,-0.9,-26.0,+9.2,-116.0,-5.1,-55.0,+22.4,-78.0,-0.6,+52.0,+8.4,-82.0,+7.9,+215.0,-1.1,-33.0,+6.0,+205.0,+5.0,-25.0,-1.4,-32.0,+1.7,-64.0,+7.5,+83.0
