Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,ConfWins,ConfLosses,WinPct,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
145,Akron,13,MAC,31,22-9,,22,9,,,+0.2903,,+2.0,-8.0,-5.3,-84.0,+0.1836,-51.0,+0.4,+9.0,-0.8,-3.0,-0.9,+31.0,+3.6,-174.0,-1.8,+23.0,+2.8,+106.0,-4.2,+89.0,+3.1,+83.0,-4.4,+118.0,+2.6,+90.0,+5.1,-29.0,-4.7,-131.0,-2.4,+20.0,-1.2,+22.0,-1.6,-28.0,+5.1,-90.0
25,Alabama,6,SEC,32,19-13,,19,13,,,-0.5938,,-4.6,+46.0,+2.4,+51.0,-0.1083,+60.0,-4.0,+108.0,+5.0,+134.0,+5.4,+60.0,-0.3,-55.0,-0.5,+33.0,-6.9,-195.0,+5.4,-20.0,+13.1,+23.0,-1.5,+52.0,+4.3,+84.0,-3.2,-45.0,+4.0,+101.0,+5.8,-2.0,+0.1,+51.0,+0.8,-2.0,-3.4,+252.0
5,Arizona,1,P12,34,31-3,,31,3,,,+0.0882,,+6.5,-4.0,+10.6,+168.0,-0.0446,+21.0,+2.9,+1.0,+7.1,+209.0,-1.0,+21.0,-0.7,-39.0,-5.2,+103.0,-1.9,-50.0,+13.4,-47.0,+1.0,+57.0,+1.5,+22.0,+4.3,+93.0,+3.4,-19.0,+8.0,+170.0,-4.0,+26.0,+1.1,+79.0,-2.4,+31.0,-7.1,+4.0
21,Arkansas,4,SEC,33,25-8,,25,8,,,-0.2576,,+5.2,-14.0,+8.7,+134.0,-0.0638,+45.0,-2.3,+18.0,+0.8,+60.0,+2.4,+139.0,-2.6,+80.0,-0.1,+13.0,+5.6,+178.0,+8.1,-11.0,+8.3,+40.0,-0.2,+12.0,-2.2,+24.0,-3.4,-46.0,+4.7,+123.0,+4.6,-135.0,-5.0,-112.0,-0.3,+5.0,-4.04,+20.0
11,Auburn,2,SEC,32,27-5,,27,5,,,-0.1771,,-5.6,+83.0,+0.6,+13.0,-0.0561,+24.0,-3.9,+92.0,+1.1,+50.0,-0.2,+80.0,+2.5,-31.0,-5.0,+109.0,+5.9,+74.0,+2.1,-4.0,-6.1,-145.0,-9.3,+209.0,+2.9,+80.0,+2.1,-128.0,-1.6,+52.0,+4.1,-76.0,-7.6,-89.0,+0.4,-13.0,-7.06,+41.0
3,Baylor,1,B12,32,26-6,,26,6,,,-0.3125,,+4.4,+1.0,+10.1,+141.0,-0.0525,+22.0,-5.8,+172.0,+9.5,+232.0,-5.4,-117.0,-3.3,+69.0,-3.0,+50.0,-7.7,-154.0,+6.5,-125.0,-9.6,-69.0,+1.3,+14.0,+6.8,+119.0,-11.2,+189.0,+9.2,+256.0,+1.5,-59.0,+5.9,+162.0,-0.9,+5.0,-8.97,+75.0
33,Boise State,8,MWC,33,26-7,,26,7,,,-0.0379,,+2.2,-1.0,+1.2,+37.0,+0.0107,+13.0,+1.9,-48.0,+1.3,+75.0,+2.2,+90.0,-2.6,+76.0,-5.8,+125.0,+3.5,+116.0,-1.0,+64.0,-2.2,+14.0,+4.4,-68.0,+1.3,+50.0,-1.7,+25.0,+0.9,+61.0,-2.9,+37.0,-0.5,+50.0,-1.2,-40.0,-2.6,-2.0
192,Bryant,16,NEC,31,21-10,,21,10,,,+0.0726,,0.0,+11.0,-6.3,-114.0,+0.1752,-62.0,0.0,-42.0,-3.3,-24.0,+2.5,+72.0,+0.9,-128.0,+3.7,-13.0,-1.6,-89.0,+0.2,+33.0,-1.5,+22.0,+2.9,-10.0,-5.0,-30.0,-4.2,-44.0,0.0,+41.0,-6.3,+112.0,+0.3,+58.0,-2.3,+29.0,+4.97,-66.0
182,Cal State Fullerton,15,BW,29,19-10,,19,10,,,+0.1448,,+1.5,-9.0,-4.4,-82.0,+0.1632,-55.0,+1.2,-86.0,-3.0,-105.0,0.0,+43.0,+2.6,-49.0,+0.2,-24.0,+4.5,+99.0,-2.0,+78.0,-3.0,+4.0,-3.2,+24.0,-5.7,-71.0,+7.5,-145.0,-0.3,-84.0,+0.7,-60.0,+6.5,+156.0,-2.1,+14.0,+4.62,-23.0
77,Chattanooga,13,SC,32,25-7,,25,7,,,+0.2188,,+2.3,+1.0,-6.4,-67.0,+0.1414,-48.0,-0.4,+30.0,+2.0,+63.0,-0.3,+72.0,-1.9,+15.0,-1.6,+40.0,-9.8,-86.0,+3.9,-116.0,-1.8,+5.0,+7.1,-27.0,+4.4,+17.0,-9.1,+135.0,0.0,+86.0,-2.9,+40.0,+5.5,+53.0,-3.4,+7.0,+0.5,-29.0
