Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,ConfWins,ConfLosses,WinPct,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
150,Abilene Christian,15,Slnd,29,23-6,14-4,23,6,14,4,+0.2069,,,-92.5,+50.0,-31.6,+52.4648,-149.2007,+19.6,-42.6,+1.4,-72.0,+169.6,-80.0,+94.6,+18.0,-24.7,-171.3,+122.2,-139.7,-3.5,-104.9,+80.6,-268.7,+58.2,-143.8,+30.8,-84.6,+97.7,+20.7,+29.5,-81.0,+186.8,-255.3,+191.6,+12.2,+65.1,-215.9,+153.5,-78.82
60,Arizona State,11,P12,33,23-10,12-6,23,10,12,6,+0.053,,,+37.8,-6.2,+25.2,+29.2189,-59.1057,-11.8,-118.6,+84.8,-8.5,+53.2,-173.4,+241.0,-119.8,+82.9,-34.6,+181.4,-74.3,+91.8,+50.2,-30.4,-259.1,+184.5,-112.3,+138.2,+0.6,+22.8,-140.3,+46.7,-73.3,+89.5,-227.3,+262.5,-273.9,+170.2,+21.0,+60.77,-48.66
13,Auburn,5,SEC,34,25-9,11-7,25,9,11,7,+0.2647,,,+123.6,-93.9,+54.8,+127.0746,-12.0529,-39.2,+17.0,-8.8,-162.6,+279.5,-92.7,+4.7,+24.6,-24.7,-19.3,+136.1,-291.2,+231.0,-207.1,+120.4,-237.7,+65.7,-64.8,+29.6,-136.4,+192.9,+12.6,+46.4,-201.9,+244.4,+52.6,-42.1,-279.2,+220.7,-86.6,+266.9,-13.1
46,Baylor,9,B12,32,19-13,10-8,19,13,10,8,-0.5938,,,+68.5,+80.9,+22.5,+108.1783,-45.3647,+71.1,-122.2,+239.4,-23.6,+177.1,-246.2,+171.5,-153.5,+263.9,+30.8,+47.2,-181.5,+77.4,-162.7,+145.5,-229.7,+139.1,-97.3,+190.9,-2.6,+169.0,-165.5,+241.9,-121.7,+124.6,-81.8,+54.2,-118.3,+93.4,-223.9,+114.1,-45.3
56,Belmont,11,OVC,31,26-5,16-2,26,5,16,2,-0.172,,,+89.1,-24.1,-32.6,+75.2086,-55.164,-0.9,+51.4,+21.3,-31.6,+55.6,-3.3,+58.7,-292.2,+269.8,-248.0,+240.4,+2.6,+171.6,-268.7,+253.6,-10.6,+27.4,+56.9,-28.1,-6.9,+75.8,-14.1,+155.4,-156.2,+34.2,-2.8,+12.5,-13.1,-47.4,+35.0,+117.6,-39.3
175,Bradley,15,MVC,33,19-14,9-9,19,14,9,9,+0.4242,,,-151.0,+178.9,-37.6,+42.5324,-174.4518,+97.3,-176.1,+225.4,+5.3,+18.1,-185.4,+202.4,-145.9,+261.9,-189.1,+158.3,-86.4,-11.3,-54.6,+228.7,-225.2,-45.7,-253.8,+243.6,+4.3,-31.8,-22.7,+143.0,-52.1,+183.8,-229.4,+187.4,-179.1,+99.7,-239.7,+285.6,-165.4
27,Buffalo,6,MAC,33,30-3,16-2,30,3,16,2,+0.0909,,,+91.8,-54.2,+59.5,+45.1198,-26.0706,-33.4,-7.3,+80.8,+16.0,+31.4,-6.8,+8.6,-48.0,+133.4,-42.7,+74.3,-80.3,+60.8,-172.9,+107.5,-107.6,+54.2,+45.3,-33.8,-66.9,+79.4,-184.9,+247.3,+15.8,-2.9,-5.1,+40.9,-54.2,+86.7,+64.1,+34.3,-18.0
79,California-Irvine,13,BW,34,29-5,15-1,29,5,15,1,+0.1471,,,-12.6,-80.0,+36.8,+126.2766,-78.1154,-10.4,-79.3,-10.7,+38.4,+7.9,-63.0,-2.7,-268.0,+232.4,+6.9,-9.4,-64.5,+81.4,-266.1,+269.2,-174.7,+122.7,-122.0,+5.3,+41.4,-7.0,-52.2,+43.7,-75.7,+52.0,-294.3,+263.3,+16.3,-32.5,-231.5,+202.1,-44.64
25,Cincinnati,7,Amer,34,28-6,14-4,28,6,14,4,-0.2235,,,+84.6,-64.9,+72.2,+93.1153,-24.1023,-12.0,-206.4,+173.9,-2.7,+98.9,-12.7,+76.1,-32.1,+130.4,+35.5,-21.4,-188.0,+280.9,-9.1,+66.5,-85.2,+55.7,-233.6,+218.3,+29.9,+31.0,-100.7,+95.9,-178.3,+165.9,-278.3,+231.2,-260.5,+115.1,-271.5,+264.1,-17.0
141,Colgate,15,Pat,33,23-10,13-5,23,10,13,5,+0.303,,,+39.6,-63.5,-111.7,+233.423,-140.342,+59.1,+49.3,-46.6,-109.9,+191.7,-208.9,+222.0,-186.5,+7.7,-72.0,+80.1,-83.0,+159.1,-241.0,+17.4,-30.4,+81.1,+14.9,-38.4,-138.5,+140.9,+31.7,-7.9,-106.8,+171.0,-61.7,+10.1,-220.4,+140.9,-152.1,+95.1,-110.79
3,Duke,1,ACC,34,29-5,14-4,29,5,14,4,-0.1029,,,+109.5,-52.3,+83.7,+16.0306,-2.0419,-46.4,-9.2,+128.4,+37.0,+42.3,-99.0,+215.2,-71.8,+160.9,+20.7,+47.3,-212.3,+180.4,-104.0,+130.0,+18.2,+9.7,+53.0,-12.9,+24.6,+14.8,-313.3,+270.7,+26.3,+95.4,-161.0,+174.3,-9.2,+66.0,+53.4,+93.8,+1.0
