Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,ConfWins,ConfLosses,WinPct,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
231,Howard,16,MEAC,31,19-12,,19,12,,,+0.3871,,+7.1,-96.0,-12.0,-188.0,+0.4682,-168.0,+3.7,-41.0,-12.6,-177.0,-1.8,-61.0,-2.6,+74.0,+4.8,-5.0,+2.5,-31.0,+7.8,-69.0,+0.1,-50.0,+3.3,-107.0,-11.4,-192.0,+2.6,+27.0,-10.2,-126.0,+2.3,-92.0,-5.3,-99.0,-1.4,+33.0,+7.59,-111.0
44,Illinois,9,B10,32,20-12,,20,12,,,-0.2917,,+6.3,-13.0,+8.5,+124.0,-0.0511,+35.0,-2.1,+42.0,+6.7,+201.0,-4.8,-120.0,-3.4,+83.0,-2.3,+76.0,+3.4,+109.0,+7.6,-50.0,+11.7,+149.0,-3.3,+93.0,+7.6,+207.0,-1.4,-91.0,+3.1,+78.0,-9.1,+179.0,+2.6,+88.0,-1.8,+62.0,-1.16,+44.0
31,Indiana,4,B10,33,22-11,,22,11,,,0.0,,-0.6,+62.0,+0.3,+15.0,-0.011,+25.0,-2.7,+94.0,-2.2,+11.0,-5.6,-61.0,-2.1,-41.0,-6.2,+84.0,+3.7,+91.0,-1.0,-22.0,+2.4,+21.0,+0.4,+26.0,-6.3,-7.0,-8.8,+216.0,+2.4,+74.0,-4.5,-21.0,+1.9,+17.0,-1.9,+52.0,-2.93,+16.0
69,Iona,13,MAAC,34,27-7,,27,7,,,+0.2059,,+6.4,-14.0,+8.3,+125.0,-0.0511,+23.0,+1.0,-9.0,+3.2,+115.0,-0.6,+63.0,-1.0,+31.0,+10.2,-60.0,+0.3,-52.0,-0.6,-49.0,-8.8,-126.0,-2.0,+27.0,+2.5,+104.0,+4.6,-26.0,+3.1,+127.0,+0.9,-71.0,+0.7,+57.0,-2.1,+60.0,+2.17,-35.0
37,Iowa,8,B10,32,19-13,,19,13,,,-0.5938,,+0.4,+21.0,+8.7,+99.0,-0.1553,+76.0,-5.0,+120.0,+9.6,+15.0,-0.9,+47.0,-0.7,-9.0,+6.8,-42.0,+2.0,+58.0,-7.2,+117.0,-7.3,+1.0,-3.4,+99.0,+4.8,-2.0,-4.7,+71.0,+11.1,+6.0,+4.1,-94.0,+7.1,+183.0,-5.1,+187.0,-1.65,+237.0
20,Iowa State,6,B12,32,19-13,,19,13,,,+0.0729,,+5.7,-20.0,+0.2,+14.0,+0.0433,-6.0,+2.7,-93.0,+4.0,+88.0,+5.8,+47.0,-3.6,+38.0,+12.8,-23.0,-4.4,-35.0,+2.1,-114.0,-1.5,-81.0,+0.6,-34.0,-1.0,-23.0,+4.9,-109.0,+5.7,+114.0,-3.9,+1.0,+4.6,-26.0,-0.1,-64.0,-1.3,-7.0
13,Kansas,1,B12,34,27-7,,27,7,,,-0.2941,,-5.0,+108.0,-2.5,+2.0,-0.0168,+19.0,-1.7,+63.0,+2.2,+107.0,+2.1,+141.0,-1.3,+35.0,-6.0,+90.0,-3.5,-77.0,-3.3,+2.0,-4.9,-92.0,+0.2,+30.0,+5.6,+167.0,-3.6,+55.0,-3.7,+20.0,+0.9,-64.0,-4.8,-55.0,-1.3,+37.0,-9.3,+25.0
24,Kansas State,3,B12,32,23-9,,23,9,,,-0.3855,,+3.5,+12.0,+4.5,+59.0,-0.0222,+31.0,+3.4,-61.0,+4.1,+145.0,+3.3,+16.0,-3.7,+105.0,+2.9,-26.0,-3.7,-111.0,-11.7,+207.0,-4.6,-125.0,+3.4,-42.0,-0.9,+7.0,+2.4,-72.0,+8.7,+241.0,+6.0,-141.0,-0.4,-4.0,+3.2,-29.0,-4.54,+77.0
119,Kennesaw State,14,ASun,31,23-8,,23,8,,,+0.2581,,+7.7,-58.0,-2.2,-20.0,+0.2047,-53.0,+4.7,-31.0,-6.2,-164.0,-1.6,-8.0,-7.0,+193.0,-7.9,+84.0,+4.1,+143.0,-1.3,+55.0,-16.2,-259.0,+2.5,-44.0,-0.5,-32.0,+5.4,-2.0,-10.9,-212.0,+0.2,-15.0,-3.9,-108.0,-1.4,+26.0,+1.84,-29.0
74,Kent State,13,MAC,32,26-6,,26,6,,,+0.1875,,+9.1,-62.0,+1.5,+29.0,+0.1042,-36.0,+3.0,-64.0,+1.4,+85.0,-1.0,+54.0,-3.2,+67.0,+3.6,-43.0,-6.3,-183.0,+5.7,-84.0,+6.2,-20.0,+4.0,-35.0,+3.8,+132.0,+0.8,-61.0,-1.1,+60.0,-0.5,+5.0,+2.0,-15.0,+1.1,-62.0,+0.1,-21.0
33,Kentucky,6,SEC,32,21-11,,21,11,,,-0.3229,,-1.2,+55.0,+0.4,+17.0,-0.0209,+28.0,-5.1,+92.0,-1.0,+9.0,+1.2,+122.0,-4.0,+22.0,+4.7,+7.0,+2.3,+95.0,+16.7,-121.0,+6.3,+87.0,+1.7,-70.0,-3.6,-35.0,-13.0,+210.0,+2.1,+73.0,+2.3,-78.0,+3.2,+87.0,+3.4,-177.0,-2.2,+98.0
91,Louisiana-Lafayette,13,SB,30,23-7,,23,7,,,+0.2333,,-6.7,+122.0,-14.6,-142.0,+0.1632,-50.0,+0.5,+27.0,-7.2,-149.0,+3.2,+167.0,+0.6,-61.0,-4.3,+121.0,-4.8,-29.0,-5.2,+115.0,+0.2,-41.0,-0.8,+36.0,0.0,+4.0,+2.5,+20.0,-19.7,-280.0,-2.4,-22.0,-6.6,-3.0,-1.3,+21.0,+1.1,-30.0
11,Marquette,2,BE,34,28-6,,28,6,,,+0.1765,,-1.3,+34.0,-6.1,-28.0,+0.0356,-3.0,-5.4,+131.0,-4.9,-130.0,-1.2,+52.0,-0.7,+11.0,-2.4,+12.0,+6.3,-5.0,+1.5,-110.0,-2.1,-28.0,-4.8,+76.0,-6.1,-129.0,-3.4,+65.0,-1.5,-98.0,+7.5,-52.0,-2.3,-49.0,-4.2,+132.0,-5.7,-1.0
30,Maryland,8,B10,33,21-12,,21,12,,,-0.3864,,-2.7,+86.0,+2.0,+36.0,-0.0745,+47.0,-3.0,+44.0,+6.3,+177.0,-0.4,+75.0,+0.6,-52.0,0.0,+2.0,-0.5,+9.0,-5.1,+105.0,+1.6,+47.0,-8.9,+198.0,+5.6,+165.0,+4.2,-130.0,+5.4,+171.0,+2.3,-66.0,+0.1,+50.0,-2.6,+8.0,-2.0,+224.0
16,Memphis,8,Amer,34,26-8,,26,8,,,+0.0353,,+5.6,+3.0,-6.0,-21.0,+0.0708,-11.0,+0.5,+28.0,-5.3,-12.0,-0.3,+1.0,0.0,+5.0,-0.8,+31.0,+3.6,-29.0,+2.9,+9.0,-2.0,-83.0,-6.3,+159.0,-4.3,-25.0,+9.2,-78.0,-4.3,+19.0,+4.8,-110.0,+0.1,-51.0,-1.0,+28.0,-3.2,-4.0
40,Miami (FL),5,ACC,32,25-7,,25,7,,,-0.1145,,+3.9,+4.0,+3.2,+41.0,+0.0017,+20.0,-0.5,+51.0,+4.1,+40.0,+0.3,+96.0,-3.8,+78.0,-0.4,+27.0,-3.5,-101.0,-2.2,-4.0,+6.8,+138.0,+0.4,+35.0,-0.8,-67.0,-1.3,+89.0,+7.5,+141.0,+0.6,-62.0,+4.0,+60.0,-1.7,+47.0,-3.39,+27.0
29,Michigan State,7,B10,31,19-12,,19,12,,,-0.1129,,+6.2,-3.0,+9.5,+137.0,-0.065,+44.0,+1.6,-28.0,+7.6,+195.0,-3.6,-16.0,-4.3,-26.0,-2.0,+9.0,-1.4,+32.0,+9.4,-230.0,-7.5,-64.0,+0.9,-90.0,-2.9,-32.0,+2.2,+36.0,+16.2,+276.0,+0.2,-60.0,+0.3,-12.0,-2.2,0.0,-2.54,+50.0
63,Mississippi State,11,SEC,34,21-13,,21,13,,,-0.3676,,-1.7,+20.0,+5.8,+57.0,-0.1789,+64.0,-5.4,-8.0,+4.6,+157.0,+3.1,+51.0,-7.1,+213.0,+8.7,-8.0,-3.3,-80.0,-4.5,+92.0,-2.6,+4.0,-4.6,+67.0,+1.7,+82.0,-7.2,-36.0,+5.1,+182.0,-7.4,+42.0,+5.4,-18.0,-1.5,-21.0,-0.62,+39.0
59,Missouri,7,SEC,33,24-9,,24,9,,,+0.0227,,+1.7,+18.0,+0.8,-10.0,+0.0102,+10.0,-1.8,+71.0,+3.2,-12.0,-3.6,-3.0,-1.3,+13.0,-4.7,+47.0,-6.2,-129.0,-10.4,+68.0,-5.2,-135.0,+0.4,+32.0,+5.3,+38.0,-3.4,+111.0,+0.5,-60.0,-1.0,+29.0,+3.4,-31.0,-1.7,+49.0,-2.5,0.0
96,Montana State,14,BSky,32,23-9,,23,9,,,+0.2812,,+2.8,-16.0,-0.5,+10.0,+0.0702,-12.0,-1.8,+7.0,-3.7,-51.0,-0.6,+30.0,-1.7,+43.0,+0.6,-56.0,+1.5,+79.0,+12.6,-1.0,-1.4,-78.0,-6.8,+172.0,-1.8,-1.0,+6.6,-215.0,-5.2,-146.0,-5.5,+14.0,-3.0,-14.0,-1.2,+5.0,+3.07,-43.0
76,Nevada,11,MWC,32,21-11,,21,11,,,-0.6562,,-1.4,+69.0,+17.2,+207.0,-0.4599,+156.0,-3.1,+29.0,+5.4,+125.0,-0.2,+76.0,-6.7,+163.0,+2.2,-96.0,-0.8,+43.0,+7.3,-3.0,-4.7,-106.0,-4.8,+60.0,+9.8,+143.0,+0.1,-13.0,-0.5,+32.0,-2.6,+38.0,-0.4,-66.0,-1.0,-17.0,-2.2,+257.0
41,North Carolina State,11,ACC,33,23-10,,23,10,,,-0.197,,+6.3,0.0,+3.3,+50.0,+0.0301,+8.0,+3.5,-52.0,+8.4,+163.0,+1.0,+81.0,-0.9,+10.0,-6.5,+144.0,-2.9,-16.0,-8.2,-20.0,-2.2,-82.0,+4.2,-60.0,+4.2,+64.0,+1.5,-25.0,+9.5,+211.0,-1.8,+17.0,+10.1,+233.0,-1.6,+49.0,-1.23,+34.0
173,Northern Kentucky,16,Horz,32,20-12,,20,12,,,+0.375,,+11.1,-136.0,+3.1,+42.0,+0.2017,-64.0,-1.0,-39.0,+0.6,-23.0,-5.2,-86.0,-3.5,+66.0,+4.3,-46.0,-2.4,-118.0,+24.2,-298.0,-2.3,-48.0,+1.8,-111.0,+2.6,+84.0,-3.4,+86.0,-1.6,-136.0,+0.3,+9.0,-2.8,-83.0,-0.3,-38.0,+7.09,-108.0
36,Northwestern,7,B10,32,21-11,,21,11,,,-0.3229,,-2.1,+59.0,-6.1,-7.0,+0.0589,-5.0,-3.4,-38.0,-0.3,+26.0,-1.9,+36.0,+0.2,+3.0,+1.5,-52.0,-2.3,-22.0,-6.0,+35.0,+8.3,+78.0,-6.5,+6.0,+0.1,+53.0,+0.8,-101.0,-0.6,-19.0,-0.3,+20.0,-0.6,-63.0,-1.3,-22.0,-1.99,+67.0
78,Oral Roberts,12,Sum,30,26-4,,26,4,,,+0.1333,,+6.1,0.0,-6.0,-79.0,+0.1606,-55.0,-1.4,+58.0,-4.2,-45.0,-1.4,+23.0,-0.5,-53.0,+6.3,-189.0,+5.1,+127.0,+3.9,-136.0,-1.4,+30.0,+2.4,+12.0,-1.1,+25.0,-4.0,+139.0,-6.0,-133.0,-0.2,+17.0,-3.3,-109.0,-0.7,+25.0,-1.28,+11.0
43,Penn State,10,B10,35,22-13,,22,13,,,+0.2047,,-0.1,+41.0,-2.5,-25.0,+0.0352,-1.0,-2.1,+73.0,-3.3,-40.0,+3.0,+150.0,-2.8,-42.0,+4.6,-98.0,+2.2,+100.0,+12.9,-235.0,-2.2,+29.0,-1.8,+64.0,-1.5,-3.0,-1.4,+82.0,-4.3,-59.0,-2.9,+41.0,-0.7,-19.0,-0.5,-50.0,+1.2,-36.0
77,Pittsburgh,11,ACC,34,23-11,,23,11,,,-0.2765,,+3.5,+19.0,+11.5,+134.0,-0.1913,+60.0,-0.4,+49.0,+6.1,+156.0,-4.2,-24.0,-0.6,-66.0,-6.5,+127.0,+5.6,+83.0,+8.9,-93.0,+3.2,+40.0,-2.4,+73.0,+6.9,+175.0,+2.4,+8.0,+3.2,+94.0,-7.8,+153.0,+0.3,-38.0,+1.1,-72.0,-0.85,+220.0
106,Princeton,15,Ivy,27,19-8,,19,8,,,+0.2963,,+1.3,+26.0,-2.9,-46.0,+0.0949,-18.0,-4.6,+128.0,+0.3,+45.0,-5.8,-64.0,-0.5,-89.0,+0.5,-30.0,-1.9,+28.0,-0.8,+17.0,-3.6,-40.0,-5.8,+155.0,-2.8,-9.0,-1.9,+14.0,+4.0,+122.0,+3.3,-32.0,+2.0,+90.0,-1.4,+35.0,+3.8,-61.0
49,Providence,11,BE,32,21-11,,21,11,,,-0.6562,,+1.4,+27.0,+19.3,+198.0,-0.4084,+138.0,-4.9,+107.0,+17.0,+185.0,-3.0,-9.0,+2.2,-153.0,-1.0,+48.0,+8.8,+191.0,-1.0,+52.0,+0.4,+54.0,-4.1,+73.0,+13.2,+168.0,-4.2,+100.0,+14.6,+160.0,+6.4,-168.0,+8.1,+201.0,-3.7,+104.0,-2.7,+260.0
6,Purdue,1,B10,34,29-5,,29,5,,,+0.1471,,+4.4,+3.0,+5.0,+62.0,-0.0104,+11.0,-0.7,+32.0,+2.6,+117.0,-1.8,+17.0,+0.5,-132.0,-1.0,+27.0,+2.0,+93.0,+5.7,+1.0,+7.8,+95.0,+1.3,+19.0,-0.2,+42.0,-2.6,-26.0,+4.3,+155.0,-0.8,+9.0,+5.6,+126.0,-0.6,-42.0,-6.9,-2.0
8,Saint Mary's,5,WCC,32,25-7,,25,7,,,-0.2812,,-1.4,+68.0,+12.5,+131.0,-0.2111,+89.0,-5.5,+144.0,+12.7,+280.0,+1.1,+126.0,-4.6,+126.0,-3.4,+96.0,+3.2,+97.0,+17.3,-171.0,+6.3,+82.0,-6.7,+126.0,+11.9,+273.0,-1.2,+85.0,+10.1,+197.0,-6.3,+80.0,-4.1,-1.0,-2.5,-22.0,-3.3,+37.0
12,San Diego State,5,MWC,32,26-6,,26,6,,,+0.1875,,-7.6,+137.0,-7.9,-6.0,+0.0165,+3.0,-7.4,+97.0,-6.5,-34.0,-2.5,-33.0,-2.9,+77.0,+2.8,-21.0,+2.2,+93.0,+2.9,-5.0,-8.7,-88.0,-7.5,+86.0,-8.8,-149.0,-4.8,+77.0,-2.0,+47.0,-3.5,+6.0,-4.4,-131.0,-2.7,+51.0,-4.4,+8.0
267,Southeast Missouri St.,16,OVC,34,17-17,,17,17,,,+0.3,,+1.8,-55.0,-4.0,-101.0,+0.1481,-82.0,-0.6,-45.0,-7.0,-181.0,-2.0,+7.0,-1.3,+17.0,+3.3,-117.0,+0.8,+15.0,+4.8,+6.0,-0.3,-59.0,-1.3,-9.0,-4.4,-123.0,+0.5,-52.0,-8.3,-197.0,-7.1,+139.0,-2.4,-21.0,0.0,+14.0,+11.99,-200.0
26,TCU,6,B12,33,21-12,,21,12,,,-0.1364,,-0.6,+58.0,+0.7,+18.0,-0.0174,+27.0,-3.9,+35.0,+0.4,+54.0,+1.0,+115.0,-2.3,+60.0,-0.3,+30.0,+0.7,-49.0,-5.1,+104.0,+4.1,+57.0,-12.4,+228.0,+3.0,+80.0,+10.2,-291.0,-2.5,+41.0,+1.9,-70.0,+2.7,+86.0,-2.5,+92.0,-1.6,+5.0
4,Tennessee,4,SEC,33,23-10,,23,10,,,-0.3637,,+4.0,+15.0,+12.9,+103.0,-0.1013,+55.0,+4.7,-136.0,+11.8,+238.0,+1.9,+104.0,-9.9,+270.0,-6.0,+106.0,-9.9,-91.0,-1.5,-11.0,-8.0,-176.0,+0.7,-27.0,+8.9,+223.0,+6.5,-166.0,+10.6,+226.0,+4.0,-44.0,-0.9,-75.0,-1.7,-1.0,-3.4,+103.0
9,Texas,2,B12,34,26-8,,26,8,,,+0.0353,,-3.0,+76.0,-10.1,-11.0,+0.0443,-5.0,-5.4,+148.0,-5.6,-36.0,-1.7,+26.0,+0.9,-5.0,-4.3,+65.0,+1.3,-4.0,+1.5,-29.0,-4.8,-122.0,-4.6,+132.0,-5.8,-34.0,-5.2,+69.0,-3.4,-16.0,-2.7,-1.0,-2.9,-29.0,-2.2,+67.0,-5.5,-2.0
22,Texas A&M,7,SEC,34,25-9,,25,9,,,+0.0147,,+0.3,+49.0,-4.8,-17.0,+0.05,-6.0,-3.9,+6.0,+0.8,+60.0,+1.0,+58.0,+0.1,+7.0,-2.3,+54.0,+2.9,-1.0,-1.2,+26.0,-6.8,-154.0,-5.6,+48.0,+6.3,+181.0,+0.5,-73.0,-3.4,-10.0,-7.2,+33.0,+2.2,-34.0,-0.1,-33.0,-2.2,-9.0
191,Texas A&M–Corpus Christi,16,Slnd,30,20-10,,20,10,,,+0.3333,,+4.1,-26.0,+4.0,+10.0,+0.0037,-12.0,+0.3,-36.0,-2.2,-115.0,-3.3,-71.0,-5.2,+158.0,+3.9,-18.0,-0.7,-8.0,-0.9,+55.0,-8.9,-183.0,+1.1,-101.0,-4.0,-160.0,-0.3,+61.0,+0.1,+25.0,-6.9,+46.0,-1.7,-81.0,-2.7,+94.0,+6.23,-86.0
301,Texas Southern,16,SWAC,33,12-21,,12,21,,,+0.2364,,+1.9,-75.0,-1.1,-38.0,+0.0686,-63.0,-0.9,-81.0,-1.0,-3.0,+0.2,-31.0,+2.6,-94.0,+5.1,-98.0,+0.4,+18.0,+5.3,-28.0,+9.8,-8.0,-0.7,-61.0,+0.8,+42.0,-1.5,-90.0,-2.6,-52.0,-4.1,-19.0,+1.6,+55.0,-1.2,+37.0,+12.9,-148.0
121,UC Santa Barbara,14,BW,32,25-7,,25,7,,,+0.2188,,+10.3,-48.0,+4.2,+36.0,+0.1261,-32.0,+2.0,+13.0,+0.8,+38.0,-6.4,-69.0,-1.2,+16.0,-9.3,+81.0,-1.9,+14.0,+7.1,-29.0,+9.1,+134.0,-0.6,+54.0,+2.5,+83.0,+6.0,-68.0,-2.0,-80.0,-2.5,-23.0,+0.1,+40.0,+2.9,-185.0,+2.4,-47.0
3,UCLA,2,P12,34,29-5,,29,5,,,-0.0529,,-0.1,+51.0,0.0,+7.0,+0.0001,+7.0,-4.0,+57.0,+1.2,+80.0,-0.1,+80.0,-3.9,+69.0,-2.6,+75.0,-4.4,-73.0,+9.4,-226.0,+4.6,+99.0,-3.3,+33.0,-0.3,+43.0,-3.8,+70.0,+2.6,+124.0,+1.8,-68.0,-2.3,-78.0,+0.5,-70.0,-6.8,+5.0
