Rk,Team,Seed,Conf,G,Rec,Wins,Losses,WinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
11,Wisconsin,5,B10,6,4-2,4,2,0.6667,124.9,9,96.4,61,0.9517,11,53.2,78,51.2,189,13.7,74,18.9,76,30.6,118,28.4,163,26.3,242,38.3,243,50.9,133,48.8,142,38.0,83,37.2,241,38.2,150,34.7,121,67.3,174,1.5,8
12,North Carolina,1,ACC,4,3-1,3,1,0.75,122.4,21,95.3,45,0.947,12,51.4,134,49.8,155,15.2,123,12.0,301,36.1,39,17.6,13,31.5,187,32.5,171,51.8,114,48.4,131,33.7,162,35.0,190,33.9,235,33.8,106,70.5,76,1.2,14
16,Illinois,3,B10,4,4-0,4,0,1.0,124.3,15,98.6,87,0.9347,16,52.0,108,48.5,123,14.3,95,10.8,317,36.4,33,25.9,105,43.0,52,26.5,92,52.7,93,49.2,151,33.7,162,31.3,117,34.3,228,31.4,64,71.3,55,2.3,2
18,Colorado,10,P12,6,5-1,5,1,0.8333,115.7,56,92.1,27,0.9324,18,51.7,121,44.6,36,17.1,182,12.8,286,31.6,101,30.1,213,28.0,224,20.3,20,50.9,133,49.8,164,35.6,123,22.7,8,30.7,279,33.1,91,63.3,301,1.4,10
19,Arizona,2,P12,4,2-2,2,2,0.5,111.2,110,88.8,8,0.9305,19,49.8,180,47.0,76,20.1,285,17.9,95,32.6,85,22.5,53,41.8,64,23.4,53,50.0,153,47.3,114,32.9,182,30.9,105,37.3,163,35.1,130,69.3,111,-0.16,72
21,Drake,10,MVC,3,3-0,3,0,1.0,117.3,42,94.2,38,0.9262,21,52.6,93,52.1,213,11.6,22,16.0,173,22.5,270,13.5,4,35.2,128,25.3,72,43.8,282,55.8,287,43.7,15,30.6,100,40.3,110,37.3,175,67.9,148,1.0,18
22,Marquette,2,BE,5,3-2,3,2,0.6,120.0,30,96.7,65,0.9231,22,51.4,134,49.1,133,11.9,27,16.7,150,21.4,286,31.3,234,29.1,216,36.4,225,47.4,222,49.7,161,39.6,53,32.3,139,32.9,251,46.5,308,66.8,194,1.3,13
23,Northwestern,9,B10,3,1-2,1,2,0.3333,116.2,52,93.7,36,0.9227,23,52.2,102,47.6,87,12.0,30,15.3,200,21.4,286,31.1,230,25.9,247,28.5,105,47.0,235,45.5,75,40.3,40,34.5,183,38.3,145,33.3,96,62.8,305,-0.43,103
24,Grand Canyon,12,WAC,3,3-0,3,0,1.0,115.0,60,93.1,33,0.9193,24,49.7,184,45.5,49,14.3,95,26.8,3,29.5,133,38.7,316,53.8,9,34.1,190,48.6,189,43.0,37,34.4,146,32.8,149,37.9,156,40.1,221,70.0,93,0.7,23
25,Creighton,3,BE,2,1-1,1,1,0.5,118.8,37,96.2,56,0.9191,25,49.6,186,49.6,149,15.1,121,9.3,327,18.3,320,15.5,6,24.6,263,14.1,3,54.5,73,48.2,129,30.2,231,34.9,188,53.4,4,33.6,105,71.6,51,0.12,53
28,Texas,7,B12,2,1-1,1,1,0.5,130.4,2,107.7,205,0.901,28,57.7,14,53.5,238,12.2,35,17.2,130,17.5,324,29.9,202,42.3,56,40.7,267,60.5,14,52.8,227,34.3,150,36.6,227,31.5,271,36.3,160,70.0,93,-0.29,85
30,Mississippi State,8,SEC,5,2-3,2,3,0.4,116.7,46,96.4,60,0.9003,30,52.7,91,49.5,147,19.1,250,18.8,79,33.5,69,30.8,221,39.0,80,35.0,204,56.4,39,51.2,197,30.6,219,31.4,121,35.4,202,42.8,262,66.3,210,-0.13,69
32,North Carolina State,11,ACC,6,5-1,5,1,0.8333,122.0,23,100.9,114,0.8991,32,53.8,67,50.8,174,13.4,64,15.8,179,27.2,185,28.4,163,42.0,60,20.4,21,53.8,82,50.6,186,35.8,114,34.1,175,31.8,268,35.7,147,68.6,129,2.1,3
33,BYU,6,B12,4,2-2,2,2,0.5,118.9,36,99.0,91,0.8918,33,52.1,105,48.0,101,16.8,173,13.2,276,27.1,187,27.6,137,30.4,201,31.9,162,55.4,57,44.0,49,32.8,184,37.5,243,52.7,8,32.3,75,70.0,93,-0.05,63
34,UAB,12,Amer,5,5-0,5,0,1.0,125.4,8,104.6,168,0.8898,34,54.8,55,48.5,123,11.7,24,15.2,204,34.5,59,28.3,160,43.5,48,30.3,139,52.1,110,48.6,137,40.9,33,32.3,139,29.2,299,42.3,256,68.6,129,1.1,15
35,Oregon,11,P12,5,4-1,4,1,0.8,114.3,65,95.6,48,0.8864,35,49.3,192,51.2,189,11.9,27,19.9,54,26.9,192,27.5,136,27.7,228,38.6,248,57.3,29,51.9,210,23.1,312,33.3,153,35.1,206,40.5,231,65.0,258,1.5,7
37,Longwood,16,BSth,3,3-0,3,0,1.0,112.9,85,95.2,43,0.8777,37,53.8,67,47.6,87,16.5,162,19.5,59,34.7,57,27.6,137,40.8,71,29.1,112,47.5,218,48.8,142,46.8,6,30.9,105,27.8,312,49.1,323,63.6,294,0.6,25
40,Duquesne,11,A10,5,5-0,5,0,1.0,107.5,140,90.7,18,0.8754,40,50.7,156,46.7,71,16.3,155,18.5,85,30.9,114,23.0,60,25.3,256,35.0,204,47.0,235,48.9,145,38.2,79,29.2,73,35.8,190,44.5,286,64.5,276,1.3,11
42,James Madison,12,SB,3,3-0,3,0,1.0,120.0,29,101.5,128,0.8732,42,56.7,30,45.7,51,14.3,95,17.2,130,34.6,58,30.1,213,35.2,128,33.0,184,50.9,133,47.0,108,44.6,11,28.8,67,36.3,183,33.5,102,67.0,188,0.4,33
43,Washington State,7,P12,3,1-2,1,2,0.3333,104.2,179,88.3,7,0.8713,43,48.1,218,51.6,199,21.0,301,17.5,115,37.8,24,19.6,23,20.7,301,30.0,130,55.5,55,55.6,281,23.1,312,28.8,67,35.3,204,32.5,78,64.9,263,-0.8,198
44,McNeese,12,Slnd,3,3-0,3,0,1.0,122.7,19,103.9,158,0.8706,44,60.7,5,47.7,94,13.4,64,24.3,11,32.2,92,36.7,306,49.7,19,43.0,283,58.0,23,48.6,137,44.7,10,31.2,115,29.6,293,51.0,331,63.5,297,0.18,51
46,Gonzaga,5,WCC,2,1-1,1,1,0.5,126.2,6,107.2,196,0.868,46,53.5,71,53.9,248,7.8,3,16.4,163,24.2,242,32.8,256,32.2,178,28.9,111,50.0,153,52.9,228,41.9,22,37.0,238,27.0,317,40.4,229,66.9,190,0.04,58
47,Kentucky,3,SEC,3,2-1,2,1,0.6667,125.5,7,106.7,192,0.8656,47,58.6,13,49.5,147,17.8,200,9.8,325,31.7,99,29.3,187,25.5,254,29.2,114,52.3,104,49.6,157,44.6,11,32.9,150,43.2,69,40.1,221,75.7,12,0.46,30
48,TCU,9,B12,4,2-2,2,2,0.5,113.3,80,96.5,62,0.8642,48,46.4,250,54.6,267,19.3,258,21.1,40,36.8,30,27.6,137,41.4,67,47.3,307,43.6,286,54.8,270,34.6,140,36.1,215,34.2,230,34.8,123,70.7,70,-0.07,64
49,Colorado State,10,MWC,5,4-1,4,1,0.8,117.8,41,100.7,109,0.8586,49,55.4,46,46.5,66,16.3,155,14.1,239,30.7,116,26.6,116,37.8,96,35.8,217,60.9,11,46.8,103,30.6,219,30.7,102,36.7,174,32.1,74,66.1,219,0.33,40
51,Florida,7,SEC,5,3-2,3,2,0.6,116.9,43,100.4,105,0.8522,51,51.5,131,48.2,109,14.6,106,12.5,297,28.3,161,29.1,181,49.3,20,36.5,228,50.7,142,47.1,109,35.5,125,34.0,173,30.4,284,29.4,43,75.8,10,0.6,28
57,San Diego State,5,MWC,4,2-2,2,2,0.5,113.7,73,98.8,89,0.834,57,45.7,264,46.6,68,14.2,91,13.1,280,38.4,18,29.9,202,35.9,121,42.6,279,49.1,175,44.3,52,26.4,290,33.7,167,35.5,196,36.6,165,64.0,286,-0.13,70
59,Nevada,10,MWC,2,1-1,1,1,0.5,124.3,14,108.6,218,0.8256,59,55.9,39,50.4,167,20.0,283,13.8,253,33.3,71,33.8,270,63.8,3,38.3,243,57.1,30,52.1,216,35.5,125,31.8,129,33.0,249,38.3,188,66.9,190,-0.25,79
60,Michigan State,9,B10,4,2-2,2,2,0.5,104.0,186,90.9,20,0.8255,60,44.8,274,49.8,155,15.8,139,20.1,51,36.1,39,29.5,191,24.2,265,32.5,171,45.9,253,48.1,126,27.9,271,35.1,196,28.3,308,35.4,136,64.4,278,0.05,57
67,South Dakota State,15,Sum,3,3-0,3,0,1.0,106.1,154,93.2,34,0.8156,67,56.9,28,44.7,39,13.0,52,14.0,242,15.9,330,21.7,40,34.6,139,17.9,15,55.2,60,44.3,52,39.4,57,30.0,88,43.1,71,55.9,337,64.7,267,0.3,41
68,Florida Atlantic,8,Amer,4,3-1,3,1,0.75,121.5,26,106.8,194,0.8145,68,56.2,37,52.7,227,16.6,165,13.4,267,30.0,127,24.1,75,47.5,23,27.9,103,59.2,16,44.5,56,33.3,165,43.6,309,32.9,251,39.2,200,71.6,51,0.27,46
69,Western Kentucky,15,CUSA,4,3-1,3,1,0.75,110.2,115,97.4,74,0.8051,69,54.4,58,48.2,109,17.4,193,21.4,37,25.2,225,22.1,44,36.7,109,38.3,243,54.5,73,46.2,90,36.0,111,34.0,173,31.3,274,42.7,261,76.2,7,-0.42,102
71,Utah State,8,MWC,4,3-1,3,1,0.75,124.3,13,110.1,243,0.8022,71,55.0,52,53.8,244,11.4,18,14.3,229,27.7,170,29.8,198,50.6,16,28.6,107,54.7,70,54.4,262,37.0,94,35.2,198,39.8,121,35.5,141,67.8,154,0.22,49
73,College of Charleston,13,CAA,3,3-0,3,0,1.0,111.3,108,98.6,88,0.8004,73,51.9,111,47.2,79,14.9,113,15.4,195,31.5,103,25.0,92,26.9,237,18.8,16,50.5,149,44.4,54,36.0,111,34.2,178,41.2,98,40.3,228,66.1,219,0.45,31
75,Boise State,10,MWC,3,1-2,1,2,0.3333,106.2,153,94.2,39,0.7988,75,41.5,309,48.3,117,15.6,133,16.5,155,37.0,28,29.5,191,23.1,274,31.3,154,40.0,312,53.8,248,29.1,250,25.0,22,39.7,123,33.5,102,64.6,273,0.26,47
79,South Carolina,6,SEC,4,2-2,2,2,0.5,116.7,47,104.0,159,0.7902,79,46.9,244,52.5,223,13.3,61,14.4,226,32.7,83,30.7,220,34.0,148,31.0,150,50.0,153,50.9,193,27.4,277,37.5,243,34.4,220,30.1,47,64.0,286,0.37,38
82,Samford,13,SC,3,3-0,3,0,1.0,105.8,158,94.8,42,0.7791,82,54.0,63,43.2,27,19.1,250,17.7,108,26.0,209,30.8,221,46.3,31,42.9,280,56.4,39,45.9,86,33.3,165,26.6,37,38.4,144,44.6,287,72.0,42,0.41,32
90,Baylor,3,B12,3,1-2,1,2,0.3333,108.0,134,97.9,78,0.755,90,45.4,269,51.5,196,18.4,220,15.4,195,32.1,93,21.6,39,32.9,163,27.2,100,51.4,122,50.5,182,23.4,310,35.5,205,37.0,169,36.7,167,67.7,159,-0.04,62
91,Morehead State,14,OVC,3,3-0,3,0,1.0,108.4,129,98.4,84,0.7528,91,57.2,22,44.7,39,15.2,123,17.2,130,28.4,156,25.2,98,29.3,213,24.6,63,55.3,59,44.2,51,39.3,59,30.5,98,51.1,13,33.0,87,65.9,225,0.28,43
98,Tennessee,2,SEC,3,1-2,1,2,0.3333,104.0,185,95.7,49,0.7223,98,41.9,305,53.9,248,14.1,87,20.0,53,31.5,103,28.9,177,27.6,230,30.1,135,38.8,317,51.6,204,30.3,229,38.0,252,46.4,40,42.8,262,68.3,137,-0.42,100
99,Yale,13,Ivy,3,2-1,2,1,0.6667,108.0,133,99.4,94,0.7208,99,52.8,88,48.0,101,14.1,87,14.6,222,26.2,201,27.0,126,21.9,284,27.0,98,52.7,93,47.9,120,35.3,128,32.1,133,38.2,150,47.2,312,62.5,312,-0.5,117
109,Duke,4,ACC,2,0-2,0,2,0.0,112.0,95,104.0,160,0.7011,109,48.8,206,53.7,242,11.4,18,15.7,183,27.4,178,30.9,226,30.4,201,30.9,148,48.8,187,48.9,145,32.6,189,45.2,315,34.4,220,25.2,17,68.8,125,-0.9,249
112,Virginia,10,ACC,4,2-2,2,2,0.5,102.7,203,96.0,53,0.6851,112,45.4,269,49.1,133,10.0,8,16.0,173,24.4,239,27.8,145,20.8,299,20.6,24,42.4,302,54.9,271,33.3,165,25.9,33,40.0,115,36.3,160,59.5,334,-0.02,61
117,Oakland,14,Horz,3,3-0,3,0,1.0,107.2,145,100.6,107,0.6764,117,50.8,152,46.3,60,14.2,91,15.6,187,28.8,147,27.8,145,37.3,102,26.5,92,50.9,133,48.4,131,33.8,160,28.4,55,40.1,114,35.4,136,68.6,129,0.28,44
120,Wagner,16,NEC,4,4-0,4,0,1.0,101.1,218,95.9,52,0.6469,120,50.5,161,42.5,21,14.7,108,14.7,217,27.3,181,25.9,105,26.0,245,25.8,83,51.0,130,45.8,84,32.9,182,25.7,31,32.6,259,45.7,299,60.9,330,0.37,36
125,Alabama,4,SEC,2,1-1,1,1,0.5,111.6,100,107.4,200,0.6084,125,50.3,170,51.9,210,11.5,21,14.0,242,27.7,170,24.3,80,32.9,163,48.5,312,56.0,46,56.7,301,27.3,279,27.5,43,37.7,158,30.8,53,73.7,19,-0.23,76
126,Colgate,14,Pat,3,3-0,3,0,1.0,106.0,155,102.1,133,0.6067,126,56.6,32,46.8,74,12.3,39,15.9,178,23.3,258,21.3,36,41.3,68,22.9,47,65.7,4,53.9,252,27.9,271,25.9,33,38.1,152,47.6,314,65.9,225,0.09,54
130,Dayton,7,A10,2,1-1,1,1,0.5,112.1,94,108.2,214,0.5989,130,52.4,97,53.5,238,15.2,123,16.6,152,19.1,308,29.2,184,47.2,26,14.8,5,46.6,244,48.4,131,39.6,53,39.1,270,45.3,50,50.0,325,66.7,198,-0.42,101
155,Vermont,13,AE,3,3-0,3,0,1.0,100.8,221,100.6,106,0.5077,155,45.6,265,45.1,46,11.6,22,20.1,51,25.4,221,29.7,195,40.1,76,33.1,186,47.6,215,49.5,156,28.4,261,25.0,22,39.0,133,36.8,169,62.7,307,0.17,52
161,Grambling State,16,SWAC,6,5-1,5,1,0.8333,105.4,165,105.5,184,0.4968,161,51.1,144,45.8,53,19.2,256,17.0,137,28.0,167,29.2,184,51.3,13,30.1,135,47.1,234,45.7,80,40.7,36,30.7,102,28.8,305,39.0,198,64.6,273,-0.7,157
162,Montana State,16,BSky,4,3-1,3,1,0.75,112.9,86,113.2,271,0.4915,162,60.6,6,52.6,225,14.5,103,17.0,137,22.4,271,31.0,227,26.8,238,28.2,104,60.9,11,50.3,179,40.2,42,38.3,259,45.5,47,32.7,82,71.2,59,0.35,39
168,Akron,14,MAC,4,3-1,3,1,0.75,100.0,234,101.2,123,0.4651,168,50.4,163,45.9,57,18.1,213,13.2,276,25.4,221,23.0,60,25.6,251,29.2,114,54.9,63,51.6,204,29.2,246,23.9,12,40.3,110,36.2,156,70.4,79,-0.5,116
169,Long Beach State,15,BW,5,3-2,3,2,0.6,111.6,101,113.0,270,0.4623,169,49.2,195,51.7,206,14.0,82,15.5,192,36.3,37,24.4,82,35.8,124,33.8,189,49.6,169,50.0,166,32.2,197,36.5,226,28.5,307,35.9,153,70.0,93,-1.3,290
177,Clemson,6,ACC,2,0-2,0,2,0.0,107.4,143,109.6,230,0.4421,177,46.8,246,58.8,312,13.9,80,17.0,137,21.2,289,30.8,221,30.0,206,29.6,126,50.0,153,60.3,322,28.3,264,38.0,252,41.8,89,46.3,306,64.7,267,-1.0,270
199,Saint Peter's,15,MAAC,5,3-2,3,2,0.6,96.1,274,100.0,102,0.3874,199,43.0,293,42.9,25,20.5,293,15.2,204,36.3,37,35.5,294,46.0,32,40.3,261,39.3,314,43.3,43,35.8,114,28.0,50,25.5,325,29.0,33,62.7,307,-1.4,293
253,Howard,16,MEAC,5,3-2,3,2,0.6,103.9,188,114.9,280,0.2405,253,48.8,206,52.1,213,19.3,258,14.2,237,34.4,60,26.7,118,52.5,11,34.3,196,45.3,263,50.5,182,35.8,114,38.2,258,42.4,80,24.3,14,67.2,181,-0.7,151
258,Stetson,16,ASun,2,2-0,2,0,1.0,123.0,17,137.5,336,0.2175,258,66.5,1,53.3,234,11.0,13,11.8,304,22.6,268,44.6,331,68.0,1,48.4,311,54.2,80,56.0,293,56.1,1,31.6,123,41.0,102,31.1,56,70.6,74,0.07,56
260,Kansas,4,B12,2,0-2,0,2,0.0,85.8,324,96.4,59,0.2086,260,36.4,333,48.2,109,21.9,313,14.6,222,20.5,299,34.9,287,28.0,224,14.6,4,45.5,259,43.9,48,14.6,338,36.4,222,38.3,145,40.1,221,70.7,70,-0.6,123
