Rk,Team,Seed,Conf,G,Rec,Wins,Losses,WinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
13,Kentucky,4,SEC,4,4-0,4,0,1.0,137.7,2,107.8,213,0.9433,13,59.5,10,50.2,172,13.4,38,18.6,122,41.7,7,36.9,298,35.8,170,35.6,162,54.4,51,51.7,221,45.9,12,31.8,115,35.0,182,37.8,201,65.5,252,1.7,7
14,Seton Hall,6,BE,5,4-1,4,1,0.8,120.2,26,94.5,54,0.9405,14,56.0,32,48.0,119,20.7,276,16.0,209,32.9,87,29.6,173,41.1,85,39.7,210,54.6,44,46.0,104,39.2,78,34.2,155,34.4,193,37.0,187,70.8,79,2.1,4
16,Arizona,6,P12,4,3-1,3,1,0.75,124.0,11,97.9,87,0.9385,16,51.9,103,43.6,37,17.3,181,15.6,218,39.2,26,41.5,327,46.1,45,38.4,199,41.9,296,42.9,50,46.5,9,30.3,83,35.7,169,29.5,60,69.1,128,0.8,23
17,Villanova,2,BE,4,3-1,3,1,0.75,120.1,27,95.2,60,0.935,17,55.9,35,49.4,152,14.2,57,18.6,122,20.0,317,27.0,112,38.8,120,32.0,117,51.5,95,53.3,262,42.2,37,29.2,68,37.9,129,41.6,279,68.4,154,0.8,20
18,Providence,9,BE,4,3-1,3,1,0.75,121.8,16,97.1,75,0.9315,18,55.6,40,51.1,195,14.3,60,18.4,128,26.1,227,29.3,166,33.3,207,21.6,18,57.3,20,46.5,113,35.6,142,40.3,267,44.9,35,32.6,103,65.6,246,1.0,18
19,Indiana,5,B10,2,1-1,1,1,0.5,122.2,15,97.7,84,0.9293,19,53.8,64,50.0,164,18.9,225,18.9,111,40.0,19,32.3,236,44.2,55,21.1,16,57.6,17,52.2,235,31.6,226,31.1,97,36.5,153,39.5,242,65.5,252,-0.09,69
21,USC,8,P12,4,2-2,2,2,0.5,121.6,17,98.3,95,0.9205,21,51.2,118,52.1,223,14.9,79,15.3,227,35.1,62,30.4,191,33.5,204,24.8,36,47.9,170,49.7,185,38.4,91,38.4,236,34.3,197,30.2,67,69.2,124,-0.2,83
22,Iowa State,4,B12,2,0-2,0,2,0.0,121.5,19,98.3,92,0.9203,22,53.3,74,50.7,184,18.6,217,11.7,315,26.9,211,31.6,221,26.4,297,29.9,85,51.2,98,53.8,270,38.5,87,29.3,69,32.2,228,30.6,73,71.1,70,-0.35,101
23,Xavier,2,BE,3,2-1,2,1,0.6667,124.4,9,100.9,129,0.9171,23,53.4,71,52.5,228,16.1,121,18.7,118,36.1,54,27.1,114,37.3,139,49.4,280,49.2,144,54.8,281,40.0,60,32.3,124,39.2,105,36.1,169,76.4,8,0.39,34
24,Baylor,5,B12,3,1-2,1,2,0.3333,108.4,120,88.4,16,0.9124,24,44.9,270,47.2,99,21.4,291,19.5,86,35.4,58,29.4,170,42.9,72,48.1,275,45.0,237,47.0,131,29.8,252,31.7,112,33.9,203,25.9,23,68.4,154,-0.02,65
27,Dayton,7,A10,3,2-1,2,1,0.6667,98.3,243,80.5,1,0.9082,27,45.6,259,41.2,23,18.2,209,19.1,105,24.4,265,23.7,55,42.2,76,38.0,192,47.7,176,39.2,19,26.9,285,29.9,79,28.9,276,35.8,165,73.0,31,0.3,45
29,Maryland,5,B10,4,2-2,2,2,0.5,121.6,18,100.0,110,0.9048,29,57.4,21,51.8,211,18.7,219,15.6,218,33.3,78,28.7,158,27.2,288,27.2,53,48.9,150,51.1,211,46.2,11,35.2,179,41.5,72,40.6,267,64.7,282,0.02,62
30,Northern Iowa,11,MVC,3,3-0,3,0,1.0,105.4,150,86.9,11,0.9019,30,49.0,185,40.1,14,12.4,18,16.8,181,10.4,334,30.8,198,39.9,102,25.1,40,51.2,98,48.6,167,30.5,240,17.2,2,41.3,76,37.4,194,59.4,333,1.3,11
31,Wichita State,11,MVC,3,2-1,2,1,0.6667,99.3,233,82.1,2,0.8987,31,42.2,303,41.0,20,15.1,86,16.1,205,25.2,250,17.6,10,38.9,117,35.4,153,42.5,289,40.6,33,27.9,279,27.7,48,36.5,153,40.4,262,66.9,213,-0.39,105
32,VCU,10,A10,5,3-2,3,2,0.6,110.6,91,91.7,27,0.8965,32,46.1,242,47.2,99,13.2,32,14.0,268,32.5,94,20.7,24,32.5,220,37.5,187,51.6,93,51.8,224,23.1,312,24.4,27,32.2,228,30.4,69,66.5,223,-0.17,80
33,Oklahoma,2,B12,3,2-1,2,1,0.6667,111.3,83,92.3,31,0.8962,33,56.0,32,50.3,174,23.3,312,22.8,25,23.3,280,29.7,175,46.7,42,27.4,57,52.3,81,45.8,102,40.6,56,38.2,231,42.7,56,38.9,226,69.5,111,0.8,26
34,Butler,9,BE,3,2-1,2,1,0.6667,124.6,8,103.4,160,0.8953,34,55.4,44,53.7,252,16.3,130,15.3,227,29.3,162,26.1,89,45.8,46,30.9,101,49.5,136,54.2,276,44.1,18,35.1,173,35.5,171,32.6,103,68.3,162,0.21,49
35,Miami (FL),3,ACC,4,2-2,2,2,0.5,117.6,42,97.8,86,0.8927,35,54.5,51,51.5,205,17.7,196,15.8,215,30.1,135,22.5,37,34.0,197,43.6,241,57.0,23,51.7,221,32.9,206,34.0,150,33.0,218,26.0,24,67.0,209,0.44,32
39,Iona,13,MAAC,3,3-0,3,0,1.0,114.6,55,95.8,65,0.8866,39,56.6,27,50.3,174,14.3,60,20.2,62,27.3,202,27.8,132,29.1,261,37.8,190,50.5,109,46.6,118,42.5,33,37.7,224,45.7,29,37.2,189,65.6,246,0.8,25
40,UNC Asheville,15,BSth,3,3-0,3,0,1.0,103.0,181,86.2,8,0.8848,40,52.8,89,38.5,6,16.2,126,23.1,19,29.6,153,30.6,193,36.7,154,27.3,55,49.2,144,47.5,141,41.7,41,18.3,4,26.7,303,44.8,312,73.4,22,0.36,37
41,UConn,9,Amer,5,4-1,4,1,0.8,113.6,62,95.2,58,0.8844,41,50.9,126,44.7,53,15.6,100,15.0,240,26.7,215,30.2,187,34.3,190,31.6,112,48.1,165,42.8,49,37.1,112,32.6,130,36.7,146,30.6,73,64.1,291,1.1,14
42,California,4,P12,4,2-2,2,2,0.5,110.8,89,93.1,40,0.8805,42,46.9,223,47.8,113,15.0,84,17.2,167,33.1,84,26.6,104,35.6,175,35.7,166,43.5,273,43.0,53,35.9,136,39.1,247,32.6,224,30.4,69,67.2,202,0.25,46
43,Colorado,8,P12,3,1-2,1,2,0.3333,101.5,207,85.4,6,0.8791,43,42.0,307,40.9,18,14.8,76,18.1,136,33.6,77,21.2,26,25.9,302,56.3,310,37.6,321,40.4,31,35.0,155,28.3,57,29.9,261,28.8,49,72.5,43,-0.5,124
51,Florida Gulf Coast,16,ASun,3,3-0,3,0,1.0,108.8,114,92.6,33,0.8651,51,61.0,6,41.0,20,19.3,242,13.8,276,39.0,27,23.3,48,40.9,89,39.3,206,64.4,3,37.8,8,34.7,162,30.6,88,27.1,301,39.3,236,67.2,202,0.35,38
57,Green Bay,14,Horz,4,4-0,4,0,1.0,109.8,101,94.2,50,0.853,57,49.1,181,41.4,24,14.8,76,21.9,36,25.5,241,34.7,270,62.0,5,35.1,150,45.0,237,39.5,21,38.6,86,29.8,77,31.7,238,37.5,196,74.7,13,1.0,17
58,Fresno State,14,MWC,5,5-0,5,0,1.0,112.7,70,97.0,74,0.8481,58,52.0,101,46.5,80,11.5,7,20.2,62,27.5,198,32.8,246,39.7,106,38.3,195,52.5,77,44.9,81,34.0,181,32.7,131,33.1,217,37.9,203,71.5,62,1.6,8
59,Temple,10,Amer,4,3-1,3,1,0.75,109.2,105,94.3,51,0.8441,59,45.9,252,47.1,96,13.6,43,16.2,202,29.3,162,24.6,66,34.0,197,20.5,15,45.1,232,43.1,54,31.7,224,39.7,258,33.6,210,24.3,15,67.7,182,0.1,56
60,Pittsburgh,10,ACC,4,1-3,1,3,0.25,112.4,72,97.2,76,0.8412,60,46.2,241,54.0,260,16.1,121,16.5,192,29.6,153,30.8,198,34.2,194,41.4,224,49.7,130,51.0,208,25.0,302,40.3,267,28.4,281,31.9,91,65.3,264,-0.37,102
61,Hawaii,13,BW,5,4-1,4,1,0.8,106.3,140,92.5,32,0.8312,61,53.5,70,45.0,56,19.7,251,18.6,122,26.2,226,23.3,48,40.4,97,35.6,162,55.4,38,43.7,63,33.9,183,31.6,107,42.3,60,34.9,144,70.0,100,0.39,35
62,Holy Cross,16,Pat,4,4-0,4,0,1.0,100.9,213,87.9,14,0.8305,62,50.2,143,39.5,8,15.1,86,21.8,37,20.7,307,37.4,304,31.3,234,24.5,34,46.0,211,43.9,66,36.7,122,23.5,20,46.4,26,50.2,330,57.9,335,0.6,29
64,Wisconsin,7,B10,3,1-2,1,2,0.3333,111.9,77,98.0,90,0.8218,64,47.3,214,52.5,228,14.9,79,19.0,108,26.6,216,27.7,130,38.8,120,57.7,314,43.8,270,53.1,257,34.8,159,34.1,153,41.8,67,31.0,80,65.4,257,-0.6,150
66,Iowa,7,B10,2,1-1,1,1,0.5,102.3,190,90.1,20,0.8131,66,49.2,172,47.5,107,18.9,225,18.2,131,27.4,200,26.7,105,16.1,332,14.8,4,48.7,154,47.7,149,33.3,189,31.6,107,38.7,114,46.7,323,70.3,92,-0.14,77
68,Saint Joseph's,8,A10,5,3-2,3,2,0.6,119.1,31,105.1,183,0.8082,68,53.8,64,56.3,284,13.4,38,15.6,218,26.6,216,23.1,44,41.3,83,26.6,49,57.7,16,54.3,277,31.2,234,39.5,257,36.0,162,39.7,247,72.7,35,0.19,50
69,Duke,4,ACC,3,1-2,1,2,0.3333,117.8,40,104.0,169,0.8077,69,49.8,157,51.5,205,9.9,3,17.9,144,30.5,128,45.5,336,30.0,251,29.3,76,44.3,250,53.3,262,37.1,112,31.7,112,47.8,21,31.8,90,68.7,142,-0.48,119
72,Oregon State,7,P12,4,2-2,2,2,0.5,112.6,71,100.0,111,0.7964,72,51.1,120,49.0,140,15.9,112,17.0,172,25.2,250,34.9,275,41.6,80,39.1,203,43.2,276,46.6,118,43.8,21,35.0,170,35.4,173,40.3,259,69.8,103,0.18,51
73,Cal State Bakersfield,15,WAC,4,4-0,4,0,1.0,106.9,134,95.0,57,0.7943,73,53.3,74,41.6,25,17.0,164,29.1,2,29.9,145,38.6,313,56.1,13,43.3,237,48.0,168,38.0,10,43.8,21,31.6,107,30.2,256,38.0,204,69.3,121,0.37,36
76,Cincinnati,9,Amer,3,1-2,1,2,0.3333,105.8,147,94.5,52,0.786,76,38.9,323,46.1,73,14.0,51,15.4,226,37.5,40,33.6,258,43.8,62,31.8,114,37.0,323,46.3,107,28.4,271,30.4,87,34.5,192,29.2,56,63.5,308,-0.4,106
78,Michigan,11,B10,5,3-2,3,2,0.6,106.7,136,95.3,61,0.7849,78,46.0,246,49.7,160,13.6,43,16.0,209,25.1,256,29.3,166,25.5,305,25.9,46,48.8,151,51.8,224,28.4,271,30.3,83,45.0,34,33.7,122,65.5,252,0.25,47
79,Syracuse,10,ACC,2,0-2,0,2,0.0,112.0,75,100.1,113,0.7834,79,55.0,47,54.3,264,21.0,284,21.8,37,25.0,257,37.9,307,31.2,237,32.2,119,51.6,93,56.3,291,40.0,60,34.1,153,41.3,76,38.3,211,68.4,154,-0.8,203
81,Buffalo,14,MAC,4,4-0,4,0,1.0,115.7,50,104.0,168,0.7731,81,55.6,40,49.8,162,16.7,149,14.3,260,32.9,87,23.9,57,30.7,242,27.4,57,49.3,141,47.6,144,42.9,29,35.2,179,41.8,67,41.7,280,72.6,39,0.8,22
84,Utah,3,P12,4,3-1,3,1,0.75,110.6,92,99.7,106,0.7671,84,50.7,135,48.1,122,20.0,259,10.0,325,25.2,250,29.9,178,38.9,117,22.6,20,49.6,132,43.9,66,35.0,155,38.3,235,37.9,129,31.0,80,64.8,277,1.1,15
86,Middle Tennessee,15,CUSA,5,5-0,5,0,1.0,103.6,174,93.5,45,0.7633,86,53.1,81,42.9,35,19.1,232,18.6,122,29.8,148,30.0,183,42.1,77,31.3,109,52.1,84,43.1,54,37.0,116,28.4,58,29.7,266,29.6,62,68.9,137,0.9,19
89,Little Rock,12,SB,3,2-1,2,1,0.6667,104.7,159,95.5,63,0.7426,89,55.2,45,48.1,122,15.2,89,23.0,21,19.1,321,28.4,151,33.3,207,28.7,72,53.8,60,50.0,186,38.8,84,30.2,81,32.0,233,40.1,254,63.2,312,-0.4,107
90,Texas,6,B12,2,1-1,1,1,0.5,102.2,192,93.9,48,0.7262,90,45.3,265,45.5,66,12.0,12,19.1,105,24.3,266,36.5,295,23.9,312,44.6,250,44.7,245,47.9,155,31.3,231,26.7,38,27.4,298,29.7,63,65.3,264,0.07,58
100,Texas Tech,8,B12,3,1-2,1,2,0.3333,116.7,46,108.5,220,0.6993,100,55.6,40,51.1,195,22.5,305,19.0,108,28.4,181,43.4,333,37.9,133,38.1,193,55.0,39,50.0,186,38.1,98,35.5,184,27.5,297,35.2,153,66.3,227,-0.6,139
101,UNC Wilmington,13,CAA,3,3-0,3,0,1.0,112.2,74,104.2,173,0.6989,101,51.4,111,46.3,77,15.9,112,17.4,160,31.7,108,26.5,101,33.3,207,58.7,317,50.0,116,42.7,47,36.5,126,36.2,197,29.9,261,31.3,84,66.2,230,0.8,24
104,Austin Peay,16,OVC,4,4-0,4,0,1.0,113.9,59,106.1,195,0.6925,104,59.9,9,50.6,180,19.9,255,14.7,250,33.8,74,28.3,145,52.5,20,31.1,103,57.4,19,59.9,318,42.5,33,24.5,28,39.0,107,40.2,257,70.1,98,0.6,28
122,Chattanooga,12,SC,3,3-0,3,0,1.0,100.5,217,96.2,68,0.623,122,48.4,201,45.1,58,22.0,298,19.5,86,31.3,117,35.0,276,43.9,58,26.0,48,46.0,211,51.7,221,35.1,152,21.1,9,36.3,158,32.9,111,66.1,233,0.35,39
127,Notre Dame,6,ACC,4,2-2,2,2,0.5,102.0,197,98.0,91,0.6115,127,48.0,206,46.5,80,19.2,237,14.0,268,27.9,188,40.0,323,33.8,202,24.4,32,46.8,199,44.9,81,33.3,189,33.0,137,36.5,153,34.8,141,65.9,242,0.23,48
133,Vanderbilt,11,SEC,3,0-3,0,3,0.0,103.7,168,100.7,125,0.584,133,46.0,246,45.4,64,19.9,255,10.7,321,27.1,208,31.9,227,28.8,265,34.8,147,44.7,245,43.7,63,31.9,220,32.8,133,42.3,60,31.5,87,66.2,230,-0.9,219
139,Weber State,15,BSky,5,4-1,4,1,0.8,102.6,187,100.2,115,0.5678,139,58.4,17,47.2,99,23.7,314,15.0,240,20.4,314,30.6,193,50.4,26,32.9,128,56.9,25,44.0,69,40.0,60,38.6,239,48.3,19,23.0,8,67.1,206,-0.15,78
141,South Dakota State,12,Sum,3,3-0,3,0,1.0,101.8,203,99.7,105,0.5619,141,44.4,281,48.1,122,17.0,164,17.0,172,31.6,110,23.0,43,48.0,34,27.8,63,44.2,253,44.1,71,29.8,252,40.0,262,37.5,134,25.3,18,66.0,237,0.47,31
184,Tulsa,11,Amer,3,1-2,1,2,0.3333,107.0,131,110.4,242,0.4116,184,48.5,198,47.9,115,16.0,115,14.1,267,30.3,131,34.1,264,45.2,48,30.6,97,53.2,67,44.7,77,26.3,291,35.7,186,33.9,203,36.3,175,68.3,162,-0.6,136
198,Hampton,16,MEAC,4,3-1,3,1,0.75,105.6,148,110.3,241,0.3773,198,51.3,115,52.4,226,20.4,273,16.9,177,39.4,24,21.7,27,46.3,44,30.1,89,50.9,101,50.0,186,34.8,159,38.0,227,28.6,279,34.5,135,71.6,59,-0.7,171
199,Stony Brook,13,AE,3,3-0,3,0,1.0,110.9,86,115.9,294,0.3763,199,55.8,37,55.3,280,13.1,30,16.7,185,40.0,19,23.7,55,60.6,7,24.9,38,53.0,71,52.1,233,41.7,41,39.7,258,29.1,273,43.2,300,65.4,257,0.15,52
212,Southern,16,SWAC,6,4-2,4,2,0.6667,98.0,247,103.8,167,0.3387,212,46.8,229,47.8,113,15.5,96,20.1,66,27.4,200,24.9,70,36.3,165,43.8,243,47.8,172,42.9,50,29.6,256,37.1,209,30.4,253,38.8,222,70.6,82,-0.7,156
275,Fairleigh Dickinson,16,NEC,4,3-1,3,1,0.75,103.7,167,118.0,306,0.1856,275,49.0,185,52.6,232,11.7,9,19.2,99,24.7,263,34.2,266,29.4,259,54.6,305,47.6,179,59.9,318,34.4,169,27.8,49,36.6,148,39.6,244,74.3,16,0.3,44
