Rk,Team,Seed,Conf,G,Rec,Wins,Losses,WinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
44,Georgia Tech,9,ACC,3,3-0,3,0,1.0,113.0,55,96.0,83,0.8671,44,53.5,70,55.6,241,14.6,67,28.6,2,27.1,153,31.7,223,33.7,100,34.4,196,56.2,35,54.0,226,31.4,191,39.2,227,29.7,253,33.8,103,68.9,130,1.1,12
45,USC,6,P12,3,2-1,2,1,0.6667,114.6,44,97.4,105,0.867,45,54.5,57,51.4,182,15.5,91,16.0,201,24.5,195,26.9,131,43.0,26,29.0,124,54.8,55,45.5,79,36.0,103,43.4,265,30.3,242,30.1,41,65.6,233,0.9,18
46,Grand Canyon,15,WAC,4,3-1,3,1,0.75,105.3,119,89.6,25,0.865,46,52.9,77,42.3,17,17.6,153,16.4,188,31.0,87,22.7,65,29.5,157,24.7,74,52.8,89,42.9,38,35.4,115,27.5,55,36.6,146,35.2,131,65.3,237,-0.5,126
47,Kansas,3,B12,2,2-0,2,0,1.0,104.6,128,89.4,24,0.8585,47,50.0,135,49.5,145,17.1,136,24.6,14,21.7,248,29.2,185,31.5,127,21.3,41,48.6,157,43.8,54,35.1,121,38.6,221,33.3,202,40.7,235,68.1,159,0.7,23
48,Morehead State,14,OVC,2,2-0,2,0,1.0,112.8,56,96.7,93,0.8556,48,58.2,21,50.0,151,22.0,262,13.9,245,31.6,74,22.7,65,27.3,183,16.0,13,54.4,60,47.2,111,45.2,17,35.8,166,28.2,266,42.4,253,63.8,263,0.42,33
50,West Virginia,3,B12,3,1-2,1,2,0.3333,112.4,61,96.4,89,0.8546,50,44.9,237,51.5,184,18.3,179,24.7,13,35.2,34,39.0,289,39.0,51,38.4,237,45.4,216,55.0,243,29.4,217,28.8,67,36.4,150,30.2,43,70.7,83,-0.8,198
52,Michigan State,11,B10,4,1-3,1,3,0.25,106.2,107,91.8,45,0.843,52,45.7,225,50.2,156,18.4,181,15.1,220,27.5,143,28.1,160,32.7,111,31.2,162,47.9,168,46.8,103,25.9,252,38.2,215,24.2,293,32.5,81,68.6,143,0.09,66
55,Clemson,7,ACC,2,1-1,1,1,0.5,118.2,29,102.3,163,0.84,55,63.4,2,56.6,255,21.3,243,21.3,53,22.9,228,25.9,114,14.9,288,22.2,48,52.8,89,51.5,185,50.0,3,45.2,271,47.5,22,31.3,61,61.2,294,-0.6,132
59,Utah State,11,MWC,5,4-1,4,1,0.8,98.1,199,85.9,10,0.822,59,45.9,219,39.2,5,18.2,174,15.7,208,34.3,45,26.1,117,25.3,204,23.6,58,45.8,203,40.4,15,30.8,197,24.8,28,31.2,227,37.3,171,66.0,229,0.47,31
60,Rutgers,10,B10,3,2-1,2,1,0.6667,103.7,139,90.9,36,0.819,60,47.7,176,43.9,33,17.3,141,17.3,161,23.8,207,34.5,266,31.3,129,41.4,261,49.2,146,49.2,152,29.6,214,22.0,15,30.7,235,32.6,83,67.5,183,0.7,19
63,Missouri,9,SEC,3,1-2,1,2,0.3333,104.9,123,92.2,51,0.8156,63,47.1,189,52.0,196,19.5,204,20.4,67,28.6,130,27.6,151,42.5,28,36.0,212,46.2,199,50.4,169,32.4,171,37.5,197,39.1,106,27.4,20,69.6,107,-0.6,131
69,Colgate,14,Pat,3,3-0,3,0,1.0,118.7,27,105.4,198,0.7984,69,58.1,22,48.4,124,11.3,14,14.1,241,32.4,65,24.8,92,35.6,81,23.2,53,51.2,113,54.6,235,48.4,7,25.4,33,32.5,210,37.4,176,70.9,76,0.18,53
70,Norfolk State,16,MEAC,3,3-0,3,0,1.0,98.7,189,87.8,17,0.794,70,48.6,164,35.8,1,17.5,148,21.8,45,29.4,115,36.7,280,30.3,146,36.9,226,41.0,269,41.0,21,40.0,56,18.9,5,40.0,88,41.3,246,69.5,112,0.11,61
71,UC Santa Barbara,12,BW,5,5-0,5,0,1.0,112.7,59,100.4,129,0.7909,71,51.8,99,50.2,156,14.7,71,19.7,89,29.0,120,18.4,21,41.7,34,18.9,26,55.1,50,49.0,148,30.2,205,35.4,163,33.9,195,28.7,30,67.3,190,0.49,29
75,Arkansas,3,SEC,3,2-1,2,1,0.6667,104.8,124,94.0,69,0.7788,75,51.4,113,52.2,199,21.0,238,23.3,23,32.1,70,28.2,163,33.7,100,25.7,88,54.3,61,47.1,110,30.8,197,41.7,253,35.9,163,33.5,100,74.9,13,0.29,43
78,Virginia Tech,10,ACC,1,0-1,0,1,0.0,114.7,43,103.3,173,0.7688,78,53.3,72,50.8,165,15.3,85,15.3,217,20.0,264,37.5,284,26.7,190,42.9,265,47.6,174,47.6,120,44.4,23,38.1,211,30.0,248,33.3,95,68.3,152,-0.46,112
79,Florida State,4,ACC,3,1-2,1,2,0.3333,105.6,112,95.4,80,0.7629,79,52.4,81,45.1,52,26.2,297,15.6,212,34.4,42,35.5,274,33.5,103,47.3,279,51.3,112,45.7,83,36.5,99,29.4,74,31.1,229,37.0,163,72.1,50,-0.44,111
80,Oral Roberts,15,Sum,3,3-0,3,0,1.0,110.2,74,99.6,120,0.7608,80,55.4,42,47.6,106,13.8,47,18.9,109,16.0,290,35.9,277,29.7,155,34.4,196,55.0,51,46.2,94,37.3,89,34.8,155,42.9,53,24.3,7,72.9,37,0.45,32
83,Iona,15,MAAC,4,4-0,4,0,1.0,96.5,212,87.5,15,0.7551,83,46.4,208,40.5,7,21.9,257,18.8,117,34.8,40,21.1,40,40.0,43,39.5,249,44.9,226,41.2,23,33.3,149,26.4,43,30.0,248,44.4,267,66.7,207,0.32,39
85,Hartford,16,AE,2,2-0,2,0,1.0,100.9,169,91.8,46,0.7471,85,54.6,55,42.0,15,19.3,197,17.8,143,22.6,233,27.4,145,36.7,69,15.1,10,55.7,39,47.8,122,35.1,121,23.1,18,37.8,126,43.7,262,65.1,241,0.31,40
89,Florida,7,SEC,3,1-2,1,2,0.3333,105.6,113,96.7,95,0.7325,89,46.9,198,48.3,123,22.2,266,17.6,146,30.0,103,34.0,259,34.0,96,24.0,65,44.7,233,53.9,224,33.9,141,27.3,52,35.2,168,43.0,255,67.1,196,-0.4,105
95,UNC Greensboro,13,SC,3,3-0,3,0,1.0,105.9,109,98.0,108,0.709,95,50.8,126,48.5,126,10.7,11,20.4,67,24.1,202,25.7,111,30.1,149,26.8,104,47.4,180,56.4,257,37.5,82,25.7,39,38.7,110,44.0,265,67.7,176,0.47,30
97,Drexel,16,CAA,3,3-0,3,0,1.0,119.5,22,110.8,248,0.7031,97,60.1,11,48.4,124,19.8,211,7.1,299,33.8,50,25.5,108,26.6,191,11.8,4,47.6,174,48.4,132,56.9,1,32.3,118,33.1,206,33.3,95,63.0,276,0.37,35
98,Drake,11,MVC,3,2-1,2,1,0.6667,108.4,94,100.6,133,0.7028,98,46.5,206,51.3,181,12.4,27,16.1,199,27.6,141,28.1,160,21.4,249,30.8,154,45.1,222,48.2,128,33.3,149,38.8,222,29.5,255,30.8,51,63.6,267,-0.04,79
101,Oklahoma,8,B12,3,1-2,1,2,0.3333,108.2,95,100.6,134,0.6972,101,51.5,110,51.9,193,17.8,159,16.8,181,22.6,233,25.2,105,30.1,149,15.5,11,49.5,139,51.3,181,36.7,97,35.3,161,36.8,139,37.6,182,66.6,211,-0.7,159
104,Villanova,5,BE,2,0-2,0,2,0.0,103.1,142,96.3,86,0.6886,104,44.4,245,46.2,75,11.1,13,17.5,150,24.0,205,24.6,86,42.1,29,30.2,145,47.5,179,43.8,54,27.1,243,33.3,129,44.9,34,39.6,211,63.0,276,-1.0,251
105,Wichita State,11,Amer,4,2-2,2,2,0.5,99.2,187,92.6,57,0.6874,105,47.0,195,46.4,81,13.8,47,21.8,45,23.6,210,32.9,246,27.0,187,25.1,80,44.4,237,45.7,83,33.7,146,31.8,109,42.1,66,38.1,190,65.8,230,-0.5,125
115,North Texas,13,CUSA,6,4-2,4,2,0.6667,102.4,151,97.0,97,0.6503,115,48.1,173,43.0,23,17.2,139,22.4,38,29.8,107,31.6,221,27.6,180,36.7,223,44.7,233,42.0,31,36.4,101,30.1,89,34.0,193,31.0,57,60.0,298,-0.6,142
129,Cleveland State,15,Horz,2,2-0,2,0,1.0,100.9,170,98.2,110,0.5761,129,53.3,72,42.3,17,13.7,46,15.8,205,25.4,180,31.8,224,23.6,223,23.1,52,53.8,70,45.3,75,34.4,129,25.5,36,26.0,283,42.3,250,67.9,168,0.17,54
134,Mount St. Mary's,16,NEC,3,2-1,2,1,0.6667,98.0,200,96.3,88,0.549,134,46.7,201,43.2,24,17.5,148,11.3,284,28.0,136,25.6,110,48.7,10,25.1,80,49.5,139,38.6,9,27.5,239,35.7,165,33.6,198,30.6,46,63.0,276,0.36,37
150,Liberty,13,ASun,3,3-0,3,0,1.0,109.8,78,109.4,239,0.511,150,56.8,31,53.5,221,15.3,85,18.9,109,24.7,189,20.4,35,23.8,220,26.6,100,56.9,30,52.8,212,37.9,78,36.2,174,39.3,101,43.7,262,64.6,250,0.17,55
166,Appalachian St.,16,SB,5,4-1,4,1,0.8,94.2,237,95.7,81,0.4535,166,43.5,255,44.5,39,16.8,127,19.4,98,28.7,129,27.4,145,36.1,76,22.5,50,36.9,292,42.3,35,33.3,149,33.0,128,50.2,11,31.1,59,67.4,187,0.5,26
186,Texas Southern,16,SWAC,6,6-0,6,0,1.0,100.0,178,104.1,183,0.3884,186,48.6,164,44.2,38,19.9,216,19.3,100,34.1,46,26.1,117,45.2,17,34.1,192,52.6,94,44.6,65,26.2,249,28.9,69,30.2,244,35.5,136,72.1,50,0.22,48
