Rk,Team,Seed,Conf,G,Rec,Wins,Losses,WinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
14,Memphis,9,Amer,5,4-1,4,1,0.8,116.6,29,91.4,33,0.9429,14,49.1,163,48.4,130,21.0,279,20.1,70,39.1,11,26.6,143,41.4,37,29.7,160,48.4,178,49.1,151,34.4,125,31.6,135,21.9,334,42.4,283,69.2,78,1.5,8
15,UCLA,4,P12,4,3-1,3,1,0.75,122.3,6,95.9,93,0.9422,15,50.0,135,52.6,244,11.1,10,18.3,126,28.7,133,23.0,66,32.9,135,35.4,227,50.3,148,50.4,185,32.8,163,37.5,250,26.1,325,38.3,224,65.0,250,1.0,17
17,Villanova,2,BE,4,4-0,4,0,1.0,111.5,56,88.3,20,0.9365,17,48.7,176,42.6,24,16.4,138,15.6,228,31.4,79,29.7,218,21.9,270,23.0,68,47.8,193,50.4,185,33.0,156,21.1,12,50.4,16,41.3,272,62.5,315,1.9,6
18,Creighton,9,BE,5,3-2,3,2,0.6,108.0,93,85.5,11,0.9361,18,50.0,135,42.6,24,18.9,220,14.4,252,27.9,154,27.8,174,23.5,254,17.4,19,53.4,79,44.1,67,29.5,233,26.8,41,37.4,151,39.5,247,66.4,195,0.46,38
21,Texas,6,B12,2,0-2,0,2,0.0,106.3,118,86.5,17,0.914,21,44.0,284,41.7,19,20.0,255,17.7,147,27.7,158,35.1,300,28.4,194,56.0,332,37.5,330,36.7,4,36.4,86,36.7,243,37.9,141,27.5,27,63.3,301,-0.5,128
22,Kentucky,2,SEC,3,2-1,2,1,0.6667,113.8,43,92.9,48,0.9122,22,47.8,204,47.5,101,15.7,112,15.7,224,32.4,73,26.8,146,28.2,196,28.8,145,51.1,131,48.6,138,26.0,276,30.3,113,27.6,314,37.3,196,68.3,116,0.8,23
24,Davidson,10,A10,5,3-2,3,2,0.6,120.1,12,99.2,133,0.8998,24,55.2,39,49.3,160,11.9,22,13.8,264,17.9,313,17.9,17,34.8,111,31.1,178,52.8,99,47.5,119,39.3,51,34.5,206,39.6,104,41.4,274,66.4,195,-0.27,94
25,Baylor,1,B12,2,1-1,1,1,0.5,121.9,9,100.8,155,0.8989,25,47.1,224,57.3,308,12.8,41,19.6,84,33.3,57,20.7,38,35.0,107,17.3,18,54.8,60,56.3,282,23.4,301,39.1,277,39.2,115,41.8,279,67.7,146,-0.07,77
26,Arizona,1,P12,5,5-0,5,0,1.0,124.5,3,103.0,189,0.8987,26,58.8,11,51.5,218,17.0,159,17.0,179,29.3,119,26.4,136,48.5,10,23.8,78,59.0,27,46.2,96,38.8,55,40.7,293,31.7,256,35.6,155,71.0,38,1.7,7
27,Saint Mary's,5,WCC,2,1-1,1,1,0.5,121.9,8,101.1,159,0.8956,27,53.1,68,53.9,269,15.3,102,9.2,334,26.2,194,25.4,120,24.6,240,35.3,224,51.8,114,49.4,159,37.9,64,44.8,320,25.4,326,25.0,14,61.2,327,0.24,53
28,UConn,5,BE,4,2-2,2,2,0.5,114.0,42,94.8,74,0.8924,28,44.8,272,48.3,123,13.0,45,12.6,296,38.5,14,24.5,103,19.7,298,17.7,22,44.5,267,45.1,80,30.3,218,35.6,222,30.5,281,37.7,212,62.0,320,0.01,72
29,Chattanooga,13,SC,3,3-0,3,0,1.0,110.7,65,92.1,42,0.8915,29,52.4,88,51.6,219,16.7,149,16.1,209,31.1,86,16.5,12,30.9,156,25.5,101,61.0,12,56.5,286,25.0,280,30.6,122,36.4,172,45.9,319,62.2,318,0.7,26
30,Miami (FL),10,ACC,4,3-1,3,1,0.75,119.8,13,99.9,144,0.8891,30,57.7,17,51.9,227,14.7,78,17.7,147,26.5,188,33.8,288,21.5,276,30.3,168,61.0,12,50.3,181,34.2,127,36.8,244,33.9,220,32.9,94,65.2,242,1.1,16
31,Purdue,3,B10,4,3-1,3,1,0.75,116.9,28,97.7,113,0.8865,31,49.8,148,48.2,120,18.3,197,10.5,328,38.5,14,27.0,150,35.4,101,18.5,28,50.0,152,52.0,218,32.9,158,28.3,65,36.3,176,39.8,250,64.8,261,1.0,19
32,New Mexico State,12,WAC,4,3-1,3,1,0.75,113.5,48,95.0,75,0.8859,32,52.6,80,45.2,55,21.8,298,18.6,115,36.4,33,30.3,227,36.4,90,27.4,123,56.9,40,46.0,94,32.0,183,29.3,90,47.8,22,37.4,201,62.7,313,-0.08,80
34,Indiana,12,B10,6,3-3,3,3,0.5,110.1,69,92.3,43,0.8843,34,48.6,180,49.2,152,13.9,58,18.7,108,28.5,141,28.2,183,25.5,231,33.6,203,50.2,150,44.1,67,29.6,229,37.8,257,27.8,313,40.9,264,66.4,195,0.04,70
35,Auburn,2,SEC,3,2-1,2,1,0.6667,107.1,106,90.2,23,0.8771,35,46.4,247,45.2,55,16.5,141,23.2,20,28.2,147,35.2,301,33.7,127,28.7,143,42.6,299,45.5,84,34.1,130,29.6,101,44.0,46,28.7,38,71.4,32,0.34,46
36,Delaware,15,CAA,3,3-0,3,0,1.0,100.8,194,85.1,10,0.875,36,47.2,220,38.8,5,17.1,163,17.1,172,30.6,96,27.7,170,39.4,55,28.2,135,51.3,124,44.0,65,24.4,294,19.7,8,28.1,308,35.9,164,66.0,214,0.8,24
39,Michigan State,7,B10,5,3-2,3,2,0.6,114.2,41,96.6,99,0.8725,39,52.5,83,49.3,160,16.2,129,12.6,296,28.6,136,25.9,128,29.8,175,31.2,179,51.5,117,49.7,169,36.3,88,32.5,153,31.9,251,42.7,286,67.5,156,0.6,32
41,UAB,12,CUSA,5,5-0,5,0,1.0,117.1,26,99.2,130,0.8719,41,57.1,20,46.9,83,18.8,216,16.7,188,32.9,65,26.1,132,38.0,75,34.1,208,50.0,152,53.0,236,46.0,11,24.6,27,37.3,152,38.1,216,70.1,59,1.1,15
42,Ohio State,7,B10,3,1-2,1,2,0.3333,120.6,11,102.4,180,0.8681,42,57.1,20,50.6,190,16.0,122,12.9,290,21.7,268,29.3,206,32.9,135,28.0,132,53.7,76,46.2,96,41.7,31,39.7,282,38.7,126,33.1,96,66.3,203,-0.9,226
45,San Diego State,8,MWC,5,4-1,4,1,0.8,101.3,188,86.4,16,0.8614,45,47.0,228,45.4,60,22.5,311,21.3,46,31.4,79,27.5,164,36.1,91,38.6,257,45.4,246,43.0,47,33.8,137,32.7,158,30.4,284,39.0,236,65.0,250,1.1,14
46,Boise State,8,MWC,4,3-1,3,1,0.75,109.1,82,93.1,54,0.8613,46,53.0,71,49.5,166,20.7,273,17.5,155,24.8,219,25.4,120,34.2,118,23.6,76,55.5,53,49.3,157,32.4,170,33.3,166,35.7,188,32.7,92,64.5,268,0.9,22
47,LSU,6,SEC,4,2-2,2,2,0.5,112.9,50,96.5,97,0.859,47,47.4,216,47.8,108,18.7,211,24.9,6,31.4,79,39.1,327,38.9,61,43.2,300,52.7,103,51.6,208,25.6,278,28.7,77,36.8,167,44.5,303,67.9,139,-0.02,75
49,Murray State,7,OVC,2,2-0,2,0,1.0,117.3,24,100.3,147,0.8583,49,52.9,77,51.8,225,17.7,184,13.3,277,40.8,6,17.8,16,41.2,38,43.1,296,46.8,216,51.5,203,42.9,23,34.9,211,35.3,194,39.4,243,67.0,173,0.36,45
51,Colgate,14,Pat,3,3-0,3,0,1.0,115.5,33,99.3,135,0.8509,51,66.6,1,44.9,52,15.8,118,18.8,105,20.3,286,28.3,186,33.8,125,15.1,9,59.4,25,40.0,17,53.7,1,35.2,217,33.8,224,38.2,218,67.7,146,0.14,62
52,Rutgers,11,B10,4,2-2,2,2,0.5,115.5,34,99.4,137,0.8497,52,53.4,66,49.2,152,14.6,75,13.5,271,27.4,166,29.4,210,22.4,263,31.6,183,51.9,112,52.3,221,37.3,76,29.1,86,35.0,199,36.3,175,63.9,285,0.6,28
53,San Francisco,10,WCC,2,1-1,1,1,0.5,107.5,98,92.5,46,0.8491,53,47.9,201,50.4,185,14.0,61,16.8,186,25.6,206,20.0,29,40.3,50,38.1,253,46.2,228,60.0,317,33.3,144,18.2,4,45.4,38,29.2,43,68.4,110,0.26,52
54,Illinois,4,B10,3,2-1,2,1,0.6667,107.6,96,93.0,50,0.8433,54,45.5,260,49.4,163,14.4,68,15.0,243,27.0,177,25.2,112,34.5,113,22.0,59,40.6,313,48.7,142,34.7,122,33.9,183,42.9,52,32.4,85,65.3,237,0.37,44
55,Saint Peter's,15,MAAC,4,4-0,4,0,1.0,98.1,233,84.7,8,0.8431,55,49.3,158,33.8,1,17.2,167,18.7,108,23.5,239,28.9,199,39.5,52,41.9,288,46.1,231,34.8,1,37.5,72,21.3,13,31.2,269,35.7,159,65.3,237,0.45,39
59,TCU,9,B12,4,1-3,1,3,0.25,105.5,136,92.1,41,0.8264,59,49.5,155,48.7,141,23.7,323,16.3,202,32.2,75,27.9,180,35.7,98,30.0,163,49.3,168,50.3,181,33.3,144,30.4,117,28.6,305,34.3,121,67.1,171,0.01,71
61,Duke,2,ACC,4,2-2,2,2,0.5,121.4,10,106.3,231,0.8218,61,54.5,47,54.0,271,13.8,55,11.2,321,29.4,116,31.8,259,29.2,186,23.0,68,60.1,19,49.4,159,30.0,223,41.2,298,37.0,161,36.6,180,68.9,88,0.22,56
63,Michigan,11,B10,3,1-2,1,2,0.3333,114.9,35,100.8,154,0.819,63,48.7,176,57.7,312,15.5,105,17.0,179,32.4,73,25.3,116,21.5,276,30.1,164,46.8,216,48.6,138,35.0,112,50.0,331,32.3,244,34.4,123,66.4,195,-0.14,85
66,Arkansas,4,SEC,4,2-2,2,2,0.5,114.6,37,100.7,152,0.8162,66,46.9,234,48.3,123,19.8,248,18.0,136,30.8,93,31.4,251,46.0,14,40.6,276,50.7,140,44.2,71,27.3,262,37.5,250,38.9,122,34.2,120,71.4,32,0.46,37
68,Colorado State,6,MWC,3,2-1,2,1,0.6667,112.4,53,99.0,128,0.8106,68,53.5,63,50.7,192,18.5,207,20.7,59,23.5,239,33.0,280,30.6,160,23.5,75,61.5,9,58.0,304,26.4,274,24.5,26,36.8,167,34.6,128,61.0,328,0.41,42
74,Richmond,12,A10,5,4-1,4,1,0.8,107.2,102,95.0,77,0.7998,74,48.1,193,50.9,202,14.5,71,19.0,98,18.8,305,22.0,52,43.7,26,24.4,85,48.5,174,55.8,276,31.6,188,28.3,65,37.5,149,36.5,178,67.8,145,1.2,13
80,Notre Dame,11,ACC,4,2-2,2,2,0.5,119.1,18,106.3,230,0.7883,80,57.1,20,52.3,234,13.8,55,12.0,310,23.3,242,27.7,170,25.4,234,17.5,21,56.0,49,54.5,255,39.5,47,32.7,158,33.8,224,39.3,239,67.1,171,-0.8,210
83,Longwood,14,BSth,3,3-0,3,0,1.0,109.8,75,99.0,127,0.7677,83,52.4,88,50.0,172,16.7,149,20.7,59,38.0,19,21.0,40,46.2,13,19.6,38,44.7,260,55.4,269,45.5,13,28.9,79,32.5,240,45.2,310,64.1,279,0.3,51
84,South Dakota State,13,Sum,3,3-0,3,0,1.0,118.4,21,106.9,239,0.7652,84,56.1,32,54.1,274,10.2,8,15.7,224,30.9,90,20.7,38,38.2,72,19.3,35,52.5,106,54.0,248,43.1,21,36.2,233,29.5,298,33.9,108,65.6,233,0.32,49
85,Alabama,6,SEC,3,0-3,0,3,0.0,111.3,59,100.5,149,0.7635,85,47.5,213,54.4,278,25.2,330,17.4,163,35.0,44,23.8,85,39.0,57,48.3,314,54.8,60,53.6,243,27.6,260,37.1,248,53.8,10,36.0,168,73.6,10,-1.4,286
86,USC,7,P12,3,1-2,1,2,0.3333,105.9,127,95.7,87,0.7625,86,52.6,80,45.3,58,23.9,326,9.2,334,26.1,198,23.6,76,29.0,188,39.6,267,50.5,145,43.5,57,37.5,72,33.3,166,36.1,180,26.6,19,65.9,218,-0.14,83
89,Georgia State,16,SB,3,3-0,3,0,1.0,113.6,46,103.0,190,0.7553,89,48.0,197,46.3,73,14.8,84,20.9,54,33.3,57,36.8,313,36.8,85,28.7,143,40.8,310,40.7,22,43.1,21,37.7,256,29.8,293,35.1,146,65.1,244,0.48,35
91,Yale,14,Ivy,3,3-0,3,0,1.0,103.2,166,93.8,62,0.7499,91,53.0,71,49.7,171,14.8,84,15.9,218,24.8,219,18.4,22,31.5,147,21.4,47,52.8,99,56.7,288,35.6,101,26.8,41,35.8,186,42.3,282,64.9,258,0.45,40
94,Akron,13,MAC,4,4-0,4,0,1.0,106.8,110,97.4,109,0.743,94,53.2,67,48.5,134,16.8,152,21.2,51,27.3,169,29.1,204,35.9,94,29.3,153,48.0,190,50.4,185,40.7,42,30.0,109,39.3,112,34.1,117,61.4,324,0.8,25
103,Wyoming,12,MWC,5,2-3,2,3,0.4,98.6,223,91.7,37,0.6972,103,45.9,253,46.4,74,22.0,301,17.8,141,26.4,191,25.4,120,29.7,179,32.5,191,45.3,249,48.4,136,31.1,199,28.3,65,44.2,45,33.6,103,66.9,180,-0.3,96
106,Wright State,16,Horz,4,4-0,4,0,1.0,112.1,54,104.6,211,0.689,106,51.9,98,47.1,91,17.6,180,16.9,182,38.3,16,31.5,253,42.2,33,34.3,212,47.8,193,54.9,262,40.8,41,20.0,9,30.6,277,31.4,67,68.6,99,0.42,41
110,Marquette,9,BE,3,1-2,1,2,0.3333,106.0,125,99.2,131,0.6823,110,51.6,108,50.8,196,19.5,241,18.7,108,20.2,288,28.8,197,23.7,252,28.4,138,54.5,64,51.5,203,31.6,188,32.8,162,40.9,87,29.9,49,73.9,7,-0.7,188
122,Seton Hall,8,BE,4,3-1,3,1,0.75,99.1,216,94.2,68,0.6417,122,45.3,263,42.5,23,16.3,134,19.0,98,32.7,69,36.1,307,16.5,325,22.6,63,43.3,289,38.9,13,32.9,158,32.2,147,32.5,240,38.5,226,62.2,318,0.47,36
127,Cal State Fullerton,15,BW,5,4-1,4,1,0.8,103.5,165,98.8,126,0.6294,127,50.4,130,47.8,108,18.1,191,22.8,26,29.2,123,32.5,271,33.7,127,23.1,71,45.5,241,42.3,36,41.0,37,36.8,244,30.7,276,42.9,287,65.0,250,-0.38,106
130,Bryant,16,NEC,4,3-1,3,1,0.75,102.5,176,98.1,121,0.623,130,49.6,152,44.3,44,21.5,293,17.5,155,36.5,30,30.1,224,32.9,135,23.7,77,55.7,52,42.0,33,26.1,275,32.5,153,37.1,159,33.9,108,71.0,38,0.17,58
139,Wisconsin,3,B10,2,0-2,0,2,0.0,104.6,150,101.2,161,0.5952,139,43.3,294,53.8,266,12.0,26,13.5,271,29.1,127,17.9,17,38.3,71,35.8,230,46.6,220,62.3,328,25.5,279,20.7,11,39.2,115,27.4,25,64.5,268,-1.3,279
146,Montana State,14,BSky,5,5-0,5,0,1.0,105.2,139,102.7,184,0.5685,146,56.5,27,47.6,103,16.2,129,16.2,207,23.2,245,23.3,72,43.9,23,31.4,181,59.3,26,47.4,116,34.0,132,31.9,142,34.7,205,32.4,85,69.9,64,0.4,43
148,Texas Southern,16,SWAC,5,5-0,5,0,1.0,97.6,240,95.4,83,0.5658,148,49.0,167,39.5,7,19.0,225,17.6,153,28.3,145,27.0,150,40.7,45,36.5,238,46.6,220,37.5,6,36.6,85,29.5,95,28.3,306,29.7,45,70.6,47,0.23,54
153,Norfolk State,16,MEAC,4,4-0,4,0,1.0,102.9,171,101.5,168,0.5409,153,53.7,58,42.9,28,23.1,320,17.3,165,38.3,16,27.3,158,42.1,34,28.0,132,52.1,111,44.4,72,37.8,67,27.4,51,34.3,216,47.3,325,65.8,221,0.16,60
170,Jacksonville State,15,ASun,2,1-1,1,1,0.5,95.7,257,96.1,95,0.49,170,50.0,135,47.2,93,20.3,263,20.3,66,27.6,160,27.1,154,29.8,175,22.9,67,61.5,9,38.3,8,20.5,323,38.8,271,37.5,149,45.0,308,67.5,156,-0.8,214
186,Texas A&M–Corpus Christi,16,Slnd,6,4-2,4,2,0.6667,100.5,200,102.6,183,0.4384,186,51.9,98,47.8,108,19.2,230,18.5,117,29.2,123,25.1,110,30.6,160,37.2,247,50.0,152,46.8,105,37.5,72,32.7,158,29.7,294,45.1,309,69.0,84,-0.7,156
213,Providence,4,BE,2,1-1,1,1,0.5,101.4,185,106.8,238,0.356,213,37.4,330,49.2,152,12.0,26,13.6,269,30.4,98,29.3,206,42.9,31,36.4,237,44.3,271,52.6,228,18.4,329,28.6,72,41.2,83,35.6,155,68.2,123,-0.26,93
222,Iowa State,11,B12,3,0-3,0,3,0.0,86.3,319,91.8,38,0.329,222,40.6,319,52.5,239,23.3,321,24.3,12,19.8,294,39.4,332,16.9,323,30.1,164,47.3,204,56.6,287,20.9,318,29.8,105,41.9,70,35.0,140,65.8,221,-0.9,247
