Rk,Team,Seed,Conf,G,Rec,Wins,Losses,WinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
59,New Mexico State,13,WAC,5,5-0,5,0,1.0,104.9,143,91.8,40,0.8229,59,54.6,49,43.1,46,21.2,239,20.9,86,32.4,135,28.3,105,60.9,7,30.3,86,55.2,44,41.8,44,35.1,147,30.6,94,23.9,297,31.0,114,63.9,180,0.6,25
61,Illinois,7,B10,3,1-2,1,2,0.3333,103.8,160,91.1,32,0.8182,61,39.3,303,52.9,231,16.3,87,25.5,16,29.3,193,41.6,299,26.2,276,45.3,245,38.6,302,56.7,291,26.9,261,30.6,94,39.9,53,35.3,203,61.6,246,0.31,43
63,Marquette,3,BE,2,1-1,1,1,0.5,108.6,97,95.3,75,0.8177,63,48.8,151,44.3,66,25.6,305,13.9,292,45.3,8,34.1,212,25.0,288,25.8,39,48.9,124,46.9,144,32.1,197,25.0,27,23.3,301,27.3,58,65.8,120,0.02,75
68,Cincinnati,10,BE,3,2-1,2,1,0.6667,103.3,170,91.5,37,0.8022,68,45.8,229,41.3,18,23.4,287,17.0,204,38.0,34,33.3,197,34.5,176,23.0,18,43.2,249,40.4,31,33.3,171,28.8,74,38.0,75,32.3,148,57.4,307,0.24,54
70,James Madison,16,CAA,4,4-0,4,0,1.0,99.6,208,88.7,23,0.791,70,50.9,102,42.7,40,17.6,127,21.2,76,32.8,128,32.6,186,34.9,171,38.4,179,51.4,77,46.5,131,33.3,171,23.2,16,32.1,176,32.7,153,63.8,183,0.42,36
73,Saint Mary's,11,WCC,3,2-1,2,1,0.6667,109.1,93,97.3,98,0.7873,73,44.7,250,50.3,189,14.4,38,16.6,222,36.5,57,23.6,36,32.0,210,23.1,19,42.3,264,50.4,216,32.8,189,33.3,129,34.3,138,25.0,29,58.9,295,-0.04,83
74,Pacific,15,BW,5,5-0,5,0,1.0,107.1,120,95.6,77,0.7856,74,49.0,148,44.3,66,15.6,62,19.5,127,32.9,124,32.7,188,45.3,62,26.3,44,42.7,258,50.3,214,43.7,25,23.9,21,27.7,259,41.9,293,62.6,215,0.5,29
76,Florida Gulf Coast,15,ASun,3,3-0,3,0,1.0,107.8,111,96.4,93,0.7828,76,49.5,131,44.7,74,13.9,29,21.1,80,34.5,88,32.5,185,38.0,135,30.9,93,46.7,169,42.9,58,38.3,93,31.5,110,25.5,288,41.0,287,69.6,26,0.5,27
80,Bucknell,11,Pat,3,3-0,3,0,1.0,107.7,112,97.2,97,0.7659,80,44.7,250,40.6,11,10.1,3,14.5,279,33.7,108,27.0,78,49.3,38,39.6,194,47.9,136,39.8,25,22.9,300,28.3,65,23.0,303,29.9,90,60.4,274,0.2,58
82,South Dakota State,13,Sum,3,3-0,3,0,1.0,116.0,33,104.8,192,0.763,82,59.1,10,51.7,215,14.5,40,16.8,215,25.0,257,16.5,3,39.9,113,18.5,3,58.3,15,54.3,263,40.5,50,31.5,110,30.4,216,37.0,238,59.3,292,0.44,32
83,Boise State,13,MWC,3,1-2,1,2,0.3333,111.5,67,100.9,141,0.7599,83,46.2,219,56.4,280,16.2,80,19.1,137,29.0,200,18.3,7,38.6,126,43.6,228,45.2,212,56.8,293,32.1,197,37.0,198,32.7,162,36.2,219,67.4,70,-0.05,84
84,Valparaiso,14,Horz,2,2-0,2,0,1.0,109.7,83,99.7,127,0.751,84,58.6,13,50.0,180,26.0,306,16.5,226,24.0,269,23.3,32,49.4,37,23.4,23,61.1,6,48.8,186,36.4,125,36.0,178,37.9,78,23.4,16,65.9,114,0.27,45
88,UCLA,6,P12,5,3-2,3,2,0.6,108.0,108,98.4,115,0.7444,88,44.8,249,50.5,190,14.2,34,21.8,61,32.2,142,40.6,294,30.0,239,26.5,46,45.0,221,48.8,186,29.5,231,36.8,193,26.0,282,26.5,45,65.9,114,0.6,26
92,Oregon,12,P12,5,3-2,3,2,0.6,102.7,174,94.0,58,0.7348,92,47.0,195,50.5,190,19.7,191,21.5,69,32.0,146,29.1,121,36.4,154,29.5,77,43.5,245,45.6,119,38.6,87,43.1,287,24.5,293,25.9,38,68.1,47,0.24,53
93,San Diego State,7,MWC,4,2-2,2,2,0.5,94.6,248,86.7,15,0.7327,93,41.3,292,43.5,52,15.5,58,17.8,176,28.4,209,25.5,62,39.5,118,36.4,157,42.8,257,38.8,16,25.4,280,34.6,165,31.8,186,35.9,213,66.5,96,-0.21,94
101,Iona,15,MAAC,3,3-0,3,0,1.0,113.2,53,104.9,193,0.7049,101,50.9,102,51.7,215,18.9,165,16.9,211,37.2,49,28.7,113,50.0,33,29.1,73,50.9,89,49.5,203,34.1,155,36.6,190,27.8,258,41.3,289,66.8,88,0.6,23
109,Western Kentucky,16,SB,4,4-0,4,0,1.0,99.6,207,93.1,48,0.685,109,52.8,68,43.1,46,23.2,283,23.6,32,26.2,236,34.2,216,35.7,162,34.1,140,49.3,117,44.0,77,40.0,52,27.6,56,32.7,162,35.0,199,64.4,167,0.44,33
115,Albany,15,AE,3,3-0,3,0,1.0,98.8,214,92.8,46,0.672,115,45.8,229,43.5,52,20.0,200,22.3,53,31.2,160,34.7,222,32.2,206,28.8,68,41.3,278,43.5,68,38.5,90,28.9,75,27.3,266,26.0,40,57.3,308,0.8,16
120,Akron,12,MAC,3,2-1,2,1,0.6667,92.7,270,87.3,19,0.6648,120,45.3,239,40.1,8,20.7,217,19.2,134,39.0,30,27.1,79,41.2,95,37.3,170,47.5,149,45.5,114,26.9,261,18.4,6,30.6,210,30.4,100,64.8,148,-0.25,97
124,Northwestern State,14,Slnd,4,4-0,4,0,1.0,112.1,61,106.3,213,0.6476,124,50.7,107,46.2,98,16.2,80,17.9,170,34.6,87,31.5,164,39.3,121,33.8,134,55.8,36,43.6,72,27.4,255,34.2,160,34.6,133,34.3,184,65.2,138,0.5,28
125,Oklahoma,10,B12,3,1-2,1,2,0.3333,113.9,42,108.0,233,0.6476,125,44.5,256,57.1,287,12.4,11,20.7,92,37.9,37,36.8,253,39.8,114,26.5,46,47.3,150,54.5,266,25.0,282,41.0,262,28.7,241,37.7,248,65.3,136,-1.2,268
127,Montana,13,BSky,4,4-0,4,0,1.0,98.6,215,93.6,56,0.6452,127,53.3,61,42.4,30,19.3,174,19.3,133,24.8,260,29.7,132,36.0,157,32.4,116,55.0,46,44.2,82,33.8,165,25.4,36,39.1,59,30.0,91,62.5,217,0.33,41
140,Belmont,11,OVC,2,2-0,2,0,1.0,103.0,172,99.5,125,0.598,140,51.7,89,59.4,301,17.6,127,33.0,1,30.4,169,35.1,229,37.6,139,19.8,7,59.5,11,58.9,301,25.6,278,40.0,252,36.8,93,47.2,315,65.9,114,0.31,42
145,Liberty,16,BSth,4,3-1,3,1,0.75,114.6,36,111.4,260,0.5808,145,52.5,75,48.4,146,17.4,119,9.9,317,24.6,262,26.2,68,42.6,81,40.5,201,45.1,216,46.5,131,46.7,10,34.1,159,29.7,227,41.4,290,63.3,198,0.37,37
147,Long Island,16,NEC,4,3-1,3,1,0.75,113.2,54,110.1,249,0.578,147,58.2,17,46.8,110,20.3,204,17.2,198,34.7,84,40.2,291,49.3,38,30.8,91,57.0,21,48.0,166,41.0,46,29.7,84,27.9,255,34.2,181,71.0,15,0.35,39
159,Middle Tennessee,11,SB,3,1-2,1,2,0.3333,101.6,187,100.9,140,0.5206,159,46.1,223,47.0,116,17.0,104,15.5,251,29.9,180,28.4,106,43.2,75,51.0,279,46.6,172,38.4,13,29.7,227,42.3,280,23.9,297,34.4,186,60.5,271,-0.8,193
164,Harvard,14,Ivy,2,2-0,2,0,1.0,103.5,167,103.1,171,0.5098,164,55.7,34,42.6,36,14.6,42,17.3,195,17.0,317,34.8,224,59.5,8,26.7,49,49.1,122,44.9,98,46.2,13,25.0,27,32.9,159,31.7,132,55.6,315,0.1,67
172,Minnesota,11,B10,3,0-3,0,3,0.0,102.0,179,102.6,161,0.4844,172,46.7,202,46.9,115,23.0,278,13.5,298,37.1,52,32.7,188,32.7,195,33.8,134,44.3,237,45.7,122,34.0,159,32.7,124,35.3,119,34.4,186,60.0,283,-1.5,287
176,North Carolina A&T,16,MEAC,6,5-1,5,1,0.8333,93.4,261,94.4,62,0.4698,176,50.7,107,45.3,84,22.9,277,23.4,36,26.7,229,29.3,127,44.3,67,36.4,157,50.3,100,41.9,46,34.3,154,33.9,152,35.1,123,37.3,240,66.4,101,-0.47,118
194,California,12,P12,2,0-2,0,2,0.0,111.3,69,114.1,285,0.4288,194,48.3,165,56.7,284,19.5,182,11.3,313,35.4,72,19.7,12,27.6,262,51.0,279,48.8,125,47.1,147,31.3,204,50.0,308,27.6,263,34.6,191,63.6,191,-1.4,276
245,Southern,16,SWAC,2,2-0,2,0,1.0,86.6,302,94.0,57,0.2807,245,43.2,274,41.6,22,18.4,151,24.9,20,25.4,251,31.9,170,51.0,29,31.7,102,37.9,304,42.9,58,36.7,120,25.8,43,31.3,193,30.7,107,61.8,238,0.04,74
