Rk,Team,Seed,Conf,G,Rec,Wins,Losses,WinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
1,Southern Methodist,6,Amer,5,5-0,5,0,1.0,136.4,1,98.4,92,0.9771,1,65.1,1,43.1,24,15.3,90,15.9,218,27.1,188,33.3,268,47.5,35,32.0,127,61.0,6,42.7,42,47.5,7,29.1,62,39.6,118,46.0,310,66.6,231,1.6,8
2,Michigan,7,B10,6,5-1,5,1,0.8333,129.7,4,93.7,40,0.9767,2,60.5,9,49.7,148,14.4,59,21.4,41,23.3,270,31.8,236,28.5,239,23.7,39,63.5,3,49.6,178,37.9,85,33.3,117,44.9,41,26.9,27,64.4,288,2.5,2
3,Villanova,1,BE,4,4-0,4,0,1.0,121.3,18,88.3,13,0.9746,3,58.5,15,47.2,92,15.8,109,24.1,17,27.0,191,28.3,159,42.7,69,22.7,34,59.5,13,47.1,123,38.1,81,31.6,96,45.5,32,35.2,138,64.4,288,1.9,5
4,Wichita State,10,MVC,3,3-0,3,0,1.0,117.5,30,86.2,7,0.9726,4,46.4,244,40.4,12,15.8,109,18.7,118,36.2,40,27.4,135,62.0,5,31.6,116,37.9,314,42.9,44,44.0,24,24.7,23,30.1,269,42.7,277,69.5,127,0.9,20
5,Iowa State,5,B12,4,3-1,3,1,0.75,129.1,5,94.8,55,0.9722,5,59.8,11,48.5,128,15.5,100,14.4,273,22.1,290,34.6,290,34.8,155,28.7,81,55.7,34,46.9,119,43.4,28,34.5,157,43.0,58,32.2,81,69.0,136,1.9,6
6,Gonzaga,1,WCC,3,3-0,3,0,1.0,117.5,31,86.9,9,0.9698,6,57.3,24,41.9,15,14.9,74,13.9,286,20.3,306,18.8,18,41.4,82,19.6,16,57.1,24,35.7,7,38.7,74,37.7,234,19.7,335,29.6,52,72.8,37,1.0,16
7,North Carolina,1,ACC,3,2-1,2,1,0.6667,129.0,6,95.7,62,0.9689,7,52.0,106,50.3,168,14.3,54,16.2,208,38.7,17,25.3,93,28.8,233,56.1,319,53.5,66,46.0,98,32.1,203,38.6,250,28.3,289,36.3,160,71.7,59,1.0,18
8,Kansas State,11,B12,5,4-1,4,1,0.8,118.4,24,89.8,21,0.9603,8,55.6,46,48.1,114,18.8,220,19.1,104,24.6,244,32.9,261,48.8,32,34.3,165,57.1,24,44.5,68,35.2,134,35.5,176,36.4,162,41.5,261,64.8,282,1.5,9
10,Vermont,13,AE,3,3-0,3,0,1.0,110.8,81,84.3,4,0.959,10,57.5,22,35.3,2,12.2,20,19.9,79,27.3,181,25.5,98,30.0,217,26.1,58,54.6,56,41.3,23,42.3,35,13.6,1,32.5,240,28.8,41,62.2,322,0.23,50
11,Arizona,2,P12,4,4-0,4,0,1.0,121.9,14,92.9,36,0.9578,11,57.1,27,45.4,61,14.8,71,13.1,300,30.2,121,18.6,17,54.3,12,44.3,261,54.8,53,47.4,131,41.1,45,28.4,51,33.3,220,41.3,260,69.3,133,2.1,3
12,Duke,2,ACC,5,4-1,4,1,0.8,127.8,8,97.7,83,0.9564,12,55.6,46,47.7,108,13.6,40,13.0,303,23.8,259,35.4,303,48.4,33,31.4,114,55.1,48,52.4,229,37.8,88,24.8,24,32.7,236,30.8,59,69.7,119,2.7,1
13,Notre Dame,5,ACC,5,3-2,3,2,0.6,123.1,12,94.3,46,0.9554,13,52.0,106,52.3,212,11.6,15,20.7,56,25.8,217,32.1,244,25.5,265,22.5,33,53.7,63,49.7,180,33.1,194,38.5,245,40.6,100,32.0,74,66.3,240,1.2,15
14,Rhode Island,11,A10,5,5-0,5,0,1.0,116.7,37,89.4,19,0.9551,14,53.8,66,41.9,15,17.8,181,16.3,203,31.4,102,28.9,179,35.7,145,33.8,153,55.6,35,42.2,33,33.3,181,27.5,43,33.2,225,28.2,32,64.5,286,1.6,7
15,Kentucky,2,SEC,4,4-0,4,0,1.0,118.7,23,91.5,28,0.9524,15,50.7,134,43.9,34,15.9,112,17.0,171,30.7,113,29.6,197,52.5,15,39.4,216,50.0,129,46.1,102,34.8,144,25.8,30,31.5,256,28.6,36,70.6,92,2.0,4
16,Cincinnati,6,Amer,5,4-1,4,1,0.8,118.9,22,91.8,29,0.9511,16,44.9,272,46.4,75,12.0,18,17.5,156,38.6,19,25.3,93,37.9,119,34.3,165,45.9,227,44.3,65,28.7,266,33.3,117,36.9,153,37.1,180,64.3,293,1.2,14
17,Wisconsin,8,B10,5,3-2,3,2,0.6,109.7,96,85.3,6,0.9477,17,52.0,106,47.2,92,17.3,160,20.5,63,30.6,114,27.2,130,22.8,291,20.0,18,46.0,226,42.5,38,41.1,45,37.4,222,38.1,134,34.3,115,63.0,313,0.44,38
18,Seton Hall,9,BE,3,2-1,2,1,0.6667,113.2,54,88.0,12,0.9476,18,50.0,148,48.1,114,20.4,272,15.7,225,37.5,26,24.3,71,28.9,232,33.8,153,47.1,195,45.6,90,38.3,80,34.3,148,28.3,289,43.8,293,64.9,281,1.2,13
19,Virginia,5,ACC,3,2-1,2,1,0.6667,116.3,38,90.8,25,0.945,19,52.1,104,48.9,134,14.2,50,18.1,141,31.3,105,22.1,38,19.6,314,41.2,235,41.9,287,54.3,264,46.0,15,28.8,59,37.5,143,48.5,321,60.7,329,0.35,42
20,Vanderbilt,9,SEC,4,3-1,3,1,0.75,108.3,115,84.8,5,0.9432,20,47.1,222,44.8,46,14.9,74,17.5,156,20.0,311,23.1,48,34.4,161,20.5,19,46.1,223,47.1,123,32.1,203,26.1,32,48.7,20,28.9,46,66.7,228,1.4,10
21,Saint Mary's,7,WCC,3,2-1,2,1,0.6667,118.2,26,93.1,37,0.9396,21,59.3,12,43.5,29,17.3,160,14.7,261,26.4,202,23.6,64,16.8,330,24.9,48,52.0,96,41.5,25,46.4,13,33.3,117,41.3,88,23.1,4,61.7,324,0.28,46
22,Marquette,10,BE,3,2-1,2,1,0.6667,130.6,2,103.1,159,0.9381,22,62.2,4,53.5,239,15.5,100,18.2,137,20.2,308,30.3,211,30.7,210,32.1,131,52.6,86,52.5,233,49.4,2,37.1,214,44.9,41,33.7,107,72.5,41,0.6,25
23,Kansas,1,B12,2,1-1,1,1,0.5,121.7,16,96.3,69,0.936,23,58.5,15,52.2,208,19.3,237,15.3,237,30.2,121,28.9,179,37.6,124,26.9,63,60.6,9,52.4,229,37.3,96,34.6,158,43.6,53,38.8,227,74.1,19,0.36,41
24,Purdue,4,B10,2,1-1,1,1,0.5,110.9,78,89.4,18,0.9229,24,50.4,142,47.5,103,16.8,141,15.3,237,23.5,268,27.8,141,27.8,247,27.5,69,51.9,98,55.3,283,31.6,213,22.7,11,33.0,230,36.7,174,68.6,156,0.43,40
25,West Virginia,4,B12,4,3-1,3,1,0.75,108.5,111,87.8,10,0.92,25,47.7,205,48.4,124,18.2,197,19.3,91,35.5,46,25.0,79,32.9,187,32.0,127,42.2,283,47.8,140,38.6,76,33.0,114,35.0,191,39.6,238,68.1,175,1.2,12
