Rk,Team,Seed,Conf,G,Rec,Wins,Losses,WinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
12,UCLA,4,P12,5,4-1,4,1,0.8,123.0,13,95.6,55,0.9476,12,54.8,46,51.8,218,15.6,94,17.4,164,26.3,241,25.1,58,45.6,81,32.9,92,56.8,18,50.3,215,33.3,161,35.9,197,28.9,243,41.8,302,68.1,65,1.7,5
13,San Diego State,4,MWC,5,4-1,4,1,0.8,107.5,135,84.4,8,0.9421,13,45.7,242,43.6,32,14.1,51,24.3,13,33.9,96,26.9,89,30.2,274,42.7,196,44.1,252,45.9,114,33.8,159,26.0,36,24.2,307,34.2,189,61.3,291,1.2,11
14,VCU,5,A10,5,4-1,4,1,0.8,107.5,137,84.8,9,0.9384,14,49.0,156,44.9,51,17.8,169,23.8,18,33.3,105,26.0,71,29.5,279,30.9,72,45.7,220,43.0,50,36.4,118,32.9,132,36.3,106,29.8,96,68.3,57,1.1,16
15,Gonzaga,8,WCC,3,3-0,3,0,1.0,113.1,78,89.5,12,0.9365,15,54.9,44,44.6,44,18.7,200,19.7,80,23.5,283,31.5,189,62.2,7,39.8,161,56.2,23,44.4,81,34.2,150,30.0,83,26.6,287,24.1,22,67.1,88,1.1,15
16,Baylor,6,B12,5,4-1,4,1,0.8,131.3,3,103.9,150,0.9365,16,54.1,56,50.2,180,15.5,88,14.8,266,38.5,31,38.5,295,47.0,66,28.2,48,50.8,95,45.7,102,40.4,63,39.2,248,33.2,171,33.9,185,61.6,282,1.6,7
17,Creighton,3,BE,4,3-1,3,1,0.75,133.3,1,105.6,182,0.9357,17,66.6,1,47.8,126,15.5,88,11.0,324,27.7,209,32.4,201,31.7,258,33.6,101,66.7,2,50.3,215,44.3,28,28.4,62,48.0,5,32.3,149,61.9,270,0.45,43
18,New Mexico,7,MWC,5,4-1,4,1,0.8,113.5,71,90.1,14,0.9347,18,53.1,71,42.8,25,20.8,266,15.6,241,33.1,112,28.0,107,52.7,32,33.9,103,57.9,11,43.6,62,30.1,235,27.5,54,38.0,80,36.0,224,66.8,100,1.2,12
19,Oklahoma State,9,B12,3,1-2,1,2,0.3333,116.1,39,92.3,24,0.9334,19,49.4,145,49.7,168,11.6,11,19.4,92,18.9,315,30.7,170,50.9,44,43.5,205,45.2,229,52.4,243,37.3,102,28.3,61,39.2,62,27.1,59,65.4,152,-0.17,94
20,American,15,Pat,3,3-0,3,0,1.0,97.5,241,78.0,1,0.9285,20,54.5,50,39.3,7,22.0,285,20.3,67,18.1,318,24.5,48,40.7,142,20.0,6,52.3,64,44.0,70,40.0,65,20.0,6,28.5,249,33.3,173,58.7,317,0.7,30
21,Iowa State,3,B12,4,4-0,4,0,1.0,125.1,7,100.2,101,0.9277,21,57.1,20,52.1,227,15.7,97,15.3,253,27.8,205,22.4,33,40.0,152,41.0,176,52.4,61,49.7,204,44.7,26,38.0,235,31.7,199,33.8,184,71.4,22,2.4,1
23,Syracuse,3,ACC,2,1-1,1,1,0.5,116.0,40,93.9,41,0.9192,23,44.8,264,46.5,90,15.4,85,16.2,215,43.8,7,25.4,60,38.3,177,41.0,176,45.8,217,45.8,107,28.1,270,32.1,118,27.8,262,28.0,70,61.3,291,0.13,69
24,Milwaukee,15,Horz,3,3-0,3,0,1.0,117.8,31,95.8,58,0.9151,24,46.7,214,47.3,112,16.4,119,19.4,92,35.5,65,16.9,7,40.8,141,39.7,158,41.8,291,49.5,198,37.3,102,28.6,63,34.9,133,33.6,181,63.2,228,0.9,21
25,North Carolina State,12,ACC,5,4-1,4,1,0.8,122.1,16,99.9,96,0.9091,25,52.7,80,47.9,131,13.1,33,16.4,207,35.4,67,36.9,276,36.7,198,40.5,171,54.5,42,51.1,227,31.3,214,26.7,42,24.2,307,29.0,85,63.1,235,1.0,17
26,Villanova,2,BE,3,2-1,2,1,0.6667,112.0,87,91.8,21,0.9074,26,51.3,112,50.3,183,15.0,73,19.5,89,27.5,215,20.2,13,50.6,46,34.8,112,50.0,112,49.0,186,35.7,129,35.1,181,35.0,132,36.8,239,67.6,76,0.31,55
28,Dayton,11,A10,4,3-1,3,1,0.75,116.3,38,96.2,64,0.8991,28,55.8,32,47.8,126,16.2,114,16.2,215,24.8,264,23.3,39,40.6,145,44.2,212,52.6,60,46.1,117,41.4,51,33.3,137,33.8,154,44.7,319,64.7,171,0.6,36
29,Wisconsin,2,B10,4,2-2,2,2,0.5,124.5,9,103.0,142,0.8982,29,54.2,51,51.6,214,11.9,14,12.7,310,26.5,239,25.0,54,48.8,52,38.1,139,49.6,126,48.2,165,41.3,53,40.7,270,37.6,85,26.5,50,64.9,165,0.15,67
30,Kentucky,8,SEC,4,2-2,2,2,0.5,118.3,28,98.1,83,0.8957,30,50.2,127,53.6,257,17.3,150,16.2,215,31.9,134,22.0,25,52.9,28,50.8,273,45.5,225,49.6,199,42.6,42,40.9,271,26.0,291,33.5,178,66.3,115,0.6,40
33,Kansas,2,B12,4,2-2,2,2,0.5,120.3,22,100.0,97,0.8939,33,52.8,77,51.3,207,16.8,132,14.7,267,33.1,112,28.4,112,50.7,45,45.9,234,55.6,30,46.6,130,31.6,205,41.4,279,33.2,171,30.3,107,68.0,66,0.14,68
34,NC Central,14,MEAC,4,4-0,4,0,1.0,117.0,35,97.5,72,0.8909,34,56.9,24,42.4,24,15.1,80,22.3,28,37.0,49,30.5,167,60.5,10,42.6,193,51.5,81,36.0,6,45.9,19,37.7,230,31.3,210,31.0,120,62.8,246,0.4,49
35,Duke,3,ACC,5,3-2,3,2,0.6,131.2,4,109.6,239,0.8884,35,50.9,118,54.3,265,15.0,73,15.6,241,44.0,6,36.6,269,35.2,216,49.8,266,50.8,95,56.4,287,34.0,153,32.3,121,32.8,177,25.7,39,62.7,250,0.6,33
37,Oklahoma,5,B12,3,2-1,2,1,0.6667,119.4,25,100.4,110,0.8798,37,55.0,43,47.4,116,15.9,102,17.8,147,37.6,39,33.3,219,22.1,316,33.0,93,51.6,78,46.2,118,38.9,76,34.1,164,50.0,4,25.0,29,68.3,57,0.16,65
38,Providence,11,BE,4,3-1,3,1,0.75,119.8,24,101.1,116,0.8762,38,48.6,167,54.0,261,14.2,53,12.7,310,32.4,123,26.3,78,51.1,42,33.5,98,46.3,204,57.7,296,35.7,129,32.2,120,32.0,192,39.6,282,65.5,147,1.3,8
39,Albany,16,AE,4,4-0,4,0,1.0,113.7,65,96.0,61,0.8745,39,55.4,39,44.9,51,18.1,182,14.6,270,31.0,148,23.2,37,41.5,127,24.4,21,53.0,55,40.8,25,41.1,55,33.7,155,27.3,273,42.2,308,63.0,239,0.6,32
40,Texas,7,B12,4,2-2,2,2,0.5,107.4,139,91.2,17,0.8677,40,44.0,278,40.5,12,17.2,144,16.0,224,42.7,11,36.3,265,27.4,293,38.9,148,45.1,231,35.6,5,27.3,277,34.8,177,27.4,271,29.2,88,64.1,191,-0.34,110
41,Tulsa,13,CUSA,4,4-0,4,0,1.0,110.7,95,94.1,44,0.8665,41,49.0,156,43.9,35,13.0,31,21.9,40,27.3,220,27.7,101,64.9,5,41.5,181,49.4,129,33.6,1,32.0,198,39.1,245,24.0,309,41.0,297,67.1,88,1.2,13
42,Harvard,12,Ivy,2,2-0,2,0,1.0,122.8,14,104.8,169,0.8611,42,55.6,34,45.2,62,12.5,25,13.9,289,26.0,246,25.0,54,52.1,34,48.7,256,56.6,20,43.6,62,35.3,137,32.4,122,29.1,239,32.2,145,66.6,105,0.6,37
43,Cincinnati,5,Amer,4,3-1,3,1,0.75,114.2,59,97.5,75,0.8603,43,50.9,118,48.4,141,14.3,57,19.7,80,33.3,105,32.8,212,40.3,148,35.6,119,48.4,155,46.7,131,38.3,88,34.2,165,27.1,278,36.6,233,63.7,207,0.5,41
44,Eastern Kentucky,15,OVC,3,3-0,3,0,1.0,122.8,15,105.0,174,0.858,44,63.8,3,55.3,281,17.7,161,21.2,54,20.5,307,37.0,278,57.9,17,55.6,301,62.7,4,55.8,282,43.5,34,36.5,212,42.8,27,49.0,331,65.2,159,0.7,29
45,Michigan,2,B10,4,3-1,3,1,0.75,127.3,5,109.0,232,0.856,45,52.0,94,55.4,283,14.4,59,18.5,126,28.2,201,35.8,257,38.7,169,26.9,37,51.3,83,61.0,318,35.2,139,29.6,76,44.6,14,33.5,178,61.3,291,1.2,10
47,Oregon,7,P12,3,2-1,2,1,0.6667,116.9,36,100.4,111,0.852,47,56.3,28,57.0,298,18.9,203,22.0,37,29.6,174,28.9,123,36.1,207,53.1,288,48.5,151,56.4,287,45.9,19,39.4,250,38.6,68,23.1,15,64.6,173,0.8,25
51,Kansas State,9,B12,2,0-2,0,2,0.0,121.4,18,104.9,173,0.843,51,55.4,39,55.7,284,17.3,150,15.8,232,32.8,116,35.4,254,45.0,89,48.2,253,51.3,83,54.3,267,42.9,38,39.4,250,31.5,203,28.9,83,68.8,50,-0.9,232
52,UConn,7,Amer,5,3-2,3,2,0.6,107.7,133,93.2,33,0.8411,52,50.8,123,44.9,51,23.7,310,17.8,147,30.5,159,37.8,287,32.0,256,40.0,162,47.4,180,39.5,17,37.5,95,37.8,233,38.4,71,31.6,129,62.9,244,1.0,18
54,Ohio State,6,B10,4,3-1,3,1,0.75,107.5,138,93.3,34,0.8361,54,47.3,189,50.0,173,18.1,182,21.1,55,36.9,50,30.1,155,42.9,113,29.5,58,50.3,109,44.2,73,26.2,285,41.1,274,27.2,277,33.2,169,67.0,91,1.2,14
55,Saint Joseph's,10,A10,5,3-2,3,2,0.6,109.8,102,95.4,54,0.8342,55,50.8,123,43.6,32,16.2,114,11.3,322,25.4,254,25.5,64,44.7,94,38.2,140,50.6,103,41.9,38,34.0,153,31.8,113,40.5,49,29.5,91,64.9,165,0.35,53
59,Manhattan,13,MAAC,3,3-0,3,0,1.0,108.1,125,94.3,46,0.8271,59,53.4,67,48.6,145,19.2,214,21.1,55,34.7,78,24.0,46,49.1,49,49.7,262,50.9,93,50.5,222,39.2,74,28.9,66,31.3,210,25.9,44,67.0,91,0.7,31
61,Colorado,8,P12,5,3-2,3,2,0.6,101.6,204,89.3,11,0.8158,61,43.9,280,44.4,41,19.8,233,15.6,241,34.1,91,29.3,135,31.4,261,26.5,31,43.2,269,47.2,148,30.6,223,26.3,39,27.3,273,35.5,217,59.9,309,0.7,28
66,George Washington,9,A10,4,3-1,3,1,0.75,114.3,57,101.5,123,0.7962,66,53.6,63,48.5,143,18.6,198,16.0,224,27.7,209,34.2,237,46.7,69,30.7,70,47.9,168,52.1,240,43.9,30,28.9,66,31.4,207,40.2,292,64.3,183,0.7,27
70,Stephen F. Austin,12,Slnd,4,4-0,4,0,1.0,119.0,27,106.2,191,0.7873,70,54.9,44,50.5,185,15.0,73,18.5,126,41.1,18,28.5,114,45.5,82,44.9,221,54.5,42,49.6,199,37.0,109,35.1,181,41.1,40,29.1,87,60.4,305,0.4,48
71,Saint Louis,5,A10,3,1-2,1,2,0.3333,105.0,174,94.0,42,0.7822,71,49.7,138,51.8,218,20.7,261,19.7,80,26.7,234,24.5,48,39.9,154,30.7,70,54.9,38,49.6,199,26.8,280,38.6,242,35.4,124,27.0,57,66.2,122,-0.7,157
73,Stanford,10,P12,5,3-2,3,2,0.6,113.2,76,102.2,133,0.7642,73,52.2,89,52.5,236,19.5,227,19.9,73,31.5,139,30.4,164,38.8,167,38.4,142,54.2,46,56.4,287,32.1,194,30.2,88,33.6,158,35.5,217,61.2,295,-0.03,79
79,Iowa,11,B10,4,0-4,0,4,0.0,120.1,23,109.7,243,0.7392,79,45.9,237,58.3,306,14.3,57,19.9,73,34.7,78,32.4,201,26.5,299,40.5,171,46.5,198,55.8,282,29.9,242,41.3,277,32.9,176,40.0,285,64.0,192,-1.6,290
81,North Carolina,6,ACC,2,0-2,0,2,0.0,115.3,44,105.5,180,0.7361,81,53.5,64,57.3,299,17.3,150,19.4,92,25.8,247,42.4,320,45.1,88,66.1,322,55.3,33,58.9,310,32.1,194,36.1,202,24.8,302,33.0,162,73.8,7,-0.41,119
83,BYU,10,WCC,3,2-1,2,1,0.6667,109.5,107,100.3,105,0.7327,83,43.0,290,48.6,145,16.8,132,16.8,190,40.7,20,30.7,170,48.4,54,44.9,221,47.0,185,46.7,131,17.1,326,35.2,184,18.8,327,30.7,113,67.9,69,0.17,62
85,Western Michigan,14,MAC,3,3-0,3,0,1.0,114.0,62,104.7,166,0.7273,85,61.6,6,46.4,87,17.6,160,13.5,299,37.7,38,33.6,224,36.3,205,27.9,45,58.7,7,43.8,67,45.1,23,33.8,158,31.9,193,38.8,266,61.8,274,0.6,35
86,Mercer,14,ASun,2,2-0,2,0,1.0,114.1,60,104.8,170,0.7265,86,46.3,226,46.0,74,12.2,22,16.0,224,37.2,46,34.7,245,34.7,222,25.8,28,41.4,293,50.0,205,35.3,137,25.0,22,42.1,34,32.3,149,58.4,321,0.36,52
91,Cal Poly,16,BW,5,4-1,4,1,0.8,110.6,98,101.9,130,0.7186,91,49.8,135,47.6,119,12.1,19,19.1,107,32.5,121,34.2,237,34.1,230,30.4,66,45.6,222,45.1,90,39.5,67,36.2,206,31.0,216,27.3,60,58.4,321,-0.09,83
102,New Mexico State,13,WAC,4,4-0,4,0,1.0,112.7,81,105.0,175,0.6927,102,54.7,48,42.1,20,17.0,137,12.2,317,38.8,30,28.9,123,48.0,60,26.4,30,52.2,68,43.6,62,42.2,44,25.7,32,22.3,316,29.8,96,61.5,285,0.34,54
105,Wofford,15,SC,3,3-0,3,0,1.0,107.0,147,99.9,94,0.6898,105,54.2,51,40.5,12,9.4,3,15.3,253,30.2,165,31.0,179,32.1,255,26.6,33,50.0,112,41.4,31,41.1,55,25.5,31,35.9,116,29.7,95,56.6,328,0.17,63
109,Coastal Carolina,16,BSth,3,3-0,3,0,1.0,97.3,248,91.4,18,0.6746,109,45.6,248,37.9,5,18.1,182,12.8,307,37.1,48,25.4,60,41.7,124,35.5,118,47.9,168,38.5,13,27.1,279,24.7,21,32.8,177,41.4,298,62.1,264,0.37,51
114,Memphis,8,Amer,3,1-2,1,2,0.3333,109.0,112,102.6,140,0.6675,114,46.2,232,54.1,262,21.0,273,16.7,195,33.9,96,30.4,164,45.0,89,34.5,110,45.8,217,51.2,230,31.3,214,41.3,277,37.4,89,26.9,56,72.0,17,-0.14,89
116,Xavier,12,BE,4,1-3,1,3,0.25,113.6,68,107.3,212,0.6589,116,48.3,170,61.0,313,14.5,60,18.8,116,31.2,145,29.3,135,32.3,250,41.8,185,53.1,54,61.3,320,24.6,297,40.3,265,30.1,231,36.7,235,63.9,199,-0.29,105
122,Massachusetts,6,A10,4,2-2,2,2,0.5,101.7,203,96.6,66,0.643,122,45.8,240,51.8,218,17.9,172,21.7,46,27.6,213,24.4,47,35.3,214,40.0,162,46.2,209,52.6,246,30.0,237,33.3,137,33.6,158,30.0,102,71.6,21,-0.5,137
126,Delaware,13,CAA,3,3-0,3,0,1.0,112.7,82,107.2,209,0.6399,126,55.6,34,50.8,190,12.0,17,19.6,86,24.2,275,36.7,271,45.0,89,32.0,81,55.4,32,50.4,219,37.5,95,34.5,173,28.4,251,32.0,138,71.1,25,0.41,46
132,Louisiana-Lafayette,14,SB,5,4-1,4,1,0.8,114.5,54,109.7,245,0.6193,132,50.9,118,53.1,247,17.2,144,14.9,264,41.9,13,25.7,67,32.4,248,48.2,253,46.2,209,48.9,183,40.8,60,41.1,274,31.8,196,32.6,155,67.4,78,0.26,57
143,Weber State,16,BSky,4,3-1,3,1,0.75,105.7,166,102.4,134,0.5892,143,55.6,34,44.9,51,19.7,231,12.1,318,27.8,205,26.6,84,38.2,180,41.1,178,52.3,64,50.3,215,40.5,62,17.6,3,38.2,77,22.8,13,62.8,246,-0.49,128
146,Mount St. Mary's,16,NEC,4,3-1,3,1,0.75,113.6,66,110.5,254,0.5788,146,51.8,97,50.2,180,13.7,43,18.9,113,27.0,227,30.2,157,43.0,111,43.0,203,54.3,45,53.0,250,32.3,192,27.1,48,43.0,24,22.4,9,67.9,69,0.6,39
198,Arizona State,10,P12,2,0-2,0,2,0.0,103.1,192,106.4,194,0.4107,198,47.7,181,57.3,299,17.7,161,19.1,107,21.4,302,35.9,259,33.3,236,40.9,173,46.0,215,53.2,253,33.3,161,45.2,307,43.2,21,28.2,75,63.4,218,-1.0,254
203,Texas Southern,16,SWAC,6,5-1,5,1,0.8333,104.6,175,108.4,224,0.3985,203,53.5,64,44.4,41,19.1,213,14.1,285,30.9,152,28.8,119,56.9,20,39.0,149,51.2,87,45.1,90,38.8,80,28.2,58,32.8,177,24.4,25,68.2,61,0.38,50
