Rk,Team,Seed,Conf,G,Rec,Wins,Losses,WinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
19,Oklahoma,9,SEC,4,3-1,3,1,0.75,127.6,11,100.1,92,0.9419,19,56.1,38,52.7,219,12.1,32,16.0,176,21.4,288,33.8,259,42.2,59,35.1,195,54.0,86,54.3,241,39.6,61,33.7,167,39.6,152,43.0,242,69.3,74,1.4,8
20,Auburn,1,SEC,3,1-2,1,2,0.3333,116.8,60,92.2,25,0.9384,20,51.4,127,49.7,150,14.5,96,17.4,131,26.7,222,27.8,126,30.2,200,40.7,254,53.2,100,57.3,299,32.4,174,25.0,31,38.0,179,38.3,143,64.6,255,0.14,59
21,Louisville,8,ACC,5,4-1,4,1,0.8,116.0,67,92.1,24,0.9346,21,52.3,104,44.4,42,18.2,229,15.2,196,32.3,116,31.4,205,31.8,177,29.1,123,55.3,65,40.6,21,31.9,184,33.1,150,40.6,139,42.1,222,68.3,111,1.2,12
22,Mississippi State,8,SEC,3,1-2,1,2,0.3333,127.1,13,102.1,120,0.9258,22,52.2,108,54.5,250,11.0,16,17.9,116,29.6,170,30.3,179,28.2,225,48.5,313,52.7,115,60.4,320,34.4,140,31.0,111,46.6,47,42.5,228,71.2,34,-0.3,89
23,Michigan,5,B10,5,3-2,3,2,0.6,112.5,89,90.4,15,0.9255,23,48.1,201,42.3,21,18.4,236,11.5,303,30.2,158,27.9,131,28.3,221,33.9,180,52.3,122,40.7,23,28.1,245,29.8,95,40.7,134,41.9,218,69.2,76,1.7,6
25,UConn,8,BE,4,3-1,3,1,0.75,122.8,28,99.5,82,0.9186,25,54.0,75,45.9,56,17.4,201,12.0,295,40.3,18,23.7,63,22.7,293,37.1,220,54.0,86,49.6,142,36.0,110,26.3,40,38.2,173,37.1,128,61.9,327,0.6,31
26,Ole Miss,6,SEC,4,2-2,2,2,0.5,120.4,43,97.7,60,0.9172,26,45.8,244,55.6,264,12.8,51,19.0,86,28.7,188,33.8,259,30.3,198,37.9,228,48.2,199,58.9,311,27.6,252,34.8,196,34.7,241,50.0,313,68.1,122,1.0,19
27,Omaha,15,Sum,3,3-0,3,0,1.0,115.7,68,94.2,35,0.9142,27,58.3,23,43.7,36,14.7,102,12.4,280,26.1,229,24.6,73,42.0,61,37.0,217,60.4,16,40.2,14,36.5,102,31.5,119,36.2,218,48.7,304,70.5,44,0.4,39
28,UCLA,7,B10,2,1-1,1,1,0.5,123.6,24,100.7,102,0.9134,28,53.5,84,59.3,314,12.6,46,22.9,19,35.1,60,31.6,208,27.3,236,29.0,122,52.6,117,46.4,82,36.5,102,49.0,334,40.6,139,47.7,295,66.9,170,0.05,67
30,Kansas,7,B12,3,2-1,2,1,0.6667,125.5,16,102.8,130,0.9089,30,53.6,83,56.4,280,15.4,135,14.5,225,35.8,52,25.3,83,24.2,274,36.5,214,46.9,231,52.6,206,43.0,26,41.8,291,38.2,173,37.0,127,67.0,167,0.8,24
31,Clemson,5,ACC,4,3-1,3,1,0.75,106.8,161,87.5,7,0.9081,31,47.2,215,46.5,75,18.0,225,21.7,33,35.7,54,26.0,95,29.4,208,28.7,118,51.3,140,50.4,159,26.0,277,26.6,48,32.8,266,36.6,120,66.6,183,0.42,35
32,Kentucky,3,SEC,3,2-1,2,1,0.6667,119.2,48,97.7,59,0.9079,32,52.9,90,55.5,263,16.6,170,12.2,289,23.8,268,23.4,59,52.3,12,30.2,138,50.5,152,54.7,251,38.1,83,37.8,248,36.6,214,41.2,206,72.8,17,1.1,17
33,Liberty,12,CUSA,5,5-0,5,0,1.0,128.8,8,106.2,176,0.9021,33,66.3,2,46.8,85,13.9,74,13.0,273,18.7,310,31.3,201,26.1,248,33.8,178,63.8,5,47.0,91,45.9,11,31.0,111,48.9,33,38.8,156,64.7,252,1.1,14
34,Texas A&M,4,SEC,2,1-1,1,1,0.5,111.3,101,92.0,23,0.9,34,44.4,269,44.3,41,17.0,184,12.2,289,40.0,22,20.8,30,52.4,11,41.8,272,39.7,314,40.5,20,34.8,131,33.3,151,37.1,201,39.3,166,64.7,252,-0.05,75
35,Troy,14,SB,3,3-0,3,0,1.0,118.0,56,97.8,61,0.8971,35,51.5,125,40.8,8,13.6,67,15.1,201,34.3,74,35.7,285,52.3,12,32.1,161,55.6,58,40.2,14,29.7,225,27.7,65,37.2,200,43.7,252,68.8,91,0.5,32
37,Texas,11,SEC,5,2-3,2,3,0.4,124.1,21,103.2,138,0.8933,37,50.2,144,50.3,159,13.0,57,11.8,300,29.1,182,30.2,178,45.2,39,49.7,321,48.5,194,50.3,156,35.9,111,33.6,165,31.3,278,39.7,175,67.5,145,0.3,49
38,Xavier,11,BE,4,3-1,3,1,0.75,126.4,15,105.0,166,0.8932,38,59.0,20,58.4,306,11.8,29,15.4,192,22.3,284,18.8,17,31.1,186,31.0,148,56.7,46,50.8,170,42.0,37,45.1,323,37.0,204,45.1,268,69.7,62,0.21,55
39,Drake,11,MVC,3,3-0,3,0,1.0,107.0,157,89.0,12,0.8927,39,48.6,188,47.4,102,15.1,121,23.8,12,34.4,71,28.2,143,47.6,26,25.7,77,51.1,144,54.2,237,29.8,224,26.6,48,38.8,166,47.1,291,56.6,340,0.6,28
40,Arkansas,10,SEC,3,2-1,2,1,0.6667,125.4,17,104.5,160,0.8909,40,55.7,45,50.5,166,17.0,184,11.3,312,32.3,116,28.1,138,44.6,44,30.1,137,57.3,38,48.7,126,35.4,122,35.4,209,38.7,167,40.3,187,70.9,38,0.42,36
41,McNeese,12,Slnd,2,2-0,2,0,1.0,116.5,63,97.2,55,0.8892,41,55.1,52,41.3,10,12.6,46,18.1,109,17.2,320,36.6,294,49.0,21,23.1,44,53.2,100,40.3,16,38.9,66,28.6,75,36.7,212,40.5,192,66.2,196,0.26,53
43,Utah State,10,MWC,3,2-1,2,1,0.6667,121.8,34,102.2,125,0.8819,43,54.3,64,46.7,81,16.6,170,21.9,30,42.3,8,34.3,268,33.5,156,63.8,335,59.0,26,48.6,120,33.3,153,29.7,93,52.0,12,46.4,283,64.2,275,-0.14,82
45,Creighton,9,BE,4,3-1,3,1,0.75,123.3,26,103.7,150,0.8791,45,55.1,52,53.0,225,15.6,140,11.5,303,33.1,104,28.9,156,23.1,285,11.7,6,59.4,20,48.6,120,33.3,153,41.4,285,46.2,52,33.0,73,63.2,305,0.7,26
46,Oregon,5,B10,3,2-1,2,1,0.6667,110.1,115,92.7,27,0.8791,46,54.0,75,45.1,49,19.9,279,14.2,237,24.4,258,27.0,112,36.6,114,34.2,184,59.4,20,44.0,43,30.0,220,32.0,128,37.3,197,27.2,25,67.2,158,0.6,30
47,BYU,6,B12,3,2-1,2,1,0.6667,126.6,14,106.6,180,0.8783,47,52.5,102,53.1,226,16.0,150,17.0,139,31.4,136,39.3,314,31.8,177,25.4,68,52.9,111,50.0,146,34.8,131,37.6,246,51.4,16,48.2,299,69.5,69,0.9,20
49,Georgia,9,SEC,2,1-1,1,1,0.5,117.2,59,99.1,77,0.8728,49,52.7,93,52.3,213,18.2,229,18.9,89,35.7,54,30.4,184,47.3,29,41.4,266,48.5,194,47.5,97,39.1,65,38.5,255,41.1,127,46.8,288,67.1,163,-0.15,83
52,New Mexico,10,MWC,3,2-1,2,1,0.6667,108.8,129,92.9,30,0.8594,52,47.0,223,47.3,99,11.8,29,22.7,22,33.6,91,28.0,134,35.1,129,28.7,118,46.8,235,51.6,185,31.8,188,27.5,61,23.8,330,42.1,222,68.9,89,-0.19,84
53,VCU,11,A10,4,3-1,3,1,0.75,116.2,66,99.3,79,0.8592,53,47.1,221,42.1,19,15.7,144,16.5,165,38.2,32,37.5,302,39.2,85,29.7,131,56.0,54,39.7,10,25.2,286,30.7,105,48.9,33,36.8,124,65.4,227,0.09,64
55,Marquette,7,BE,4,1-3,1,3,0.25,119.6,47,102.3,126,0.8566,55,50.4,141,49.8,152,13.9,74,14.2,237,24.3,260,34.6,272,27.3,236,30.0,135,55.7,57,49.7,145,29.2,234,33.3,151,44.7,75,31.9,64,69.1,78,-0.49,113
58,Saint Mary's,7,WCC,2,1-1,1,1,0.5,101.9,205,87.8,8,0.8472,58,45.5,251,42.9,28,20.9,295,8.8,333,46.8,3,22.4,48,35.5,126,18.5,20,58.0,33,48.8,131,6.9,340,18.2,10,26.4,322,27.7,29,60.1,336,-0.13,81
59,UC San Diego,12,BW,4,4-0,4,0,1.0,111.9,95,96.4,50,0.8468,59,52.6,97,39.8,6,13.5,63,21.8,32,25.0,245,35.1,279,36.8,113,30.3,139,53.5,94,38.4,7,34.5,136,27.5,61,53.3,9,49.3,308,64.0,278,0.6,29
61,Montana,14,BSky,3,3-0,3,0,1.0,115.1,75,100.3,97,0.8303,61,62.3,5,47.6,108,14.8,108,14.3,235,17.7,316,20.6,28,47.7,24,34.5,186,61.7,10,51.5,183,42.1,34,27.7,65,37.7,187,38.7,153,67.6,141,0.37,41
66,Purdue,4,B10,3,1-2,1,2,0.3333,123.9,23,108.8,215,0.8156,66,49.5,167,55.4,261,11.5,22,12.0,295,31.4,136,31.9,217,31.7,180,34.5,186,49.2,172,60.8,322,33.3,153,32.5,145,34.4,244,45.2,270,64.3,272,-0.09,78
67,Illinois,6,B10,3,2-1,2,1,0.6667,122.6,30,107.8,201,0.8145,67,54.3,64,55.9,268,16.0,150,7.3,339,35.4,58,23.4,59,39.5,83,22.9,40,55.9,55,52.9,213,34.9,129,41.5,286,44.9,71,31.7,60,72.2,23,0.7,25
69,Missouri,6,SEC,4,1-3,1,3,0.25,124.7,20,110.0,227,0.8087,69,52.2,108,57.3,297,15.0,118,15.0,204,36.6,45,32.3,223,40.6,69,46.8,309,54.7,77,59.2,312,32.3,178,36.3,226,39.8,149,39.1,162,69.7,62,-0.39,99
80,Wofford,15,SC,3,3-0,3,0,1.0,128.1,10,115.4,286,0.7686,80,60.8,12,53.7,241,12.2,33,14.4,227,33.7,88,21.6,38,53.5,10,43.6,288,54.8,74,55.4,262,44.0,20,34.7,193,53.5,8,50.3,315,63.6,292,0.36,42
82,SIU Edwardsville,16,OVC,2,2-0,2,0,1.0,108.6,131,98.2,68,0.76,82,49.6,165,39.7,4,18.0,225,13.3,266,38.0,33,24.3,69,37.5,107,30.4,142,48.8,182,46.6,85,34.4,140,17.9,8,28.6,301,34.8,99,61.6,329,0.2,56
83,Grand Canyon,13,WAC,5,4-1,4,1,0.8,118.1,54,106.9,188,0.7579,83,55.7,45,50.2,158,16.0,150,21.2,40,33.8,86,34.1,264,50.5,18,35.8,204,60.6,15,44.6,53,28.9,241,40.6,279,28.5,303,34.1,90,70.5,44,-0.34,96
85,Yale,13,Ivy,3,3-0,3,0,1.0,113.3,83,102.7,128,0.7543,85,53.7,81,51.2,181,10.9,14,17.7,123,25.3,243,26.6,105,37.2,112,20.8,27,48.1,201,53.9,233,42.9,27,32.6,149,34.1,249,54.8,330,63.5,299,0.49,34
87,San Diego State,11,MWC,3,1-2,1,2,0.3333,108.3,138,98.5,72,0.7479,87,52.2,108,51.9,197,15.7,144,16.7,152,18.8,308,29.5,167,35.0,131,41.3,264,53.5,94,52.1,191,33.8,149,34.5,183,46.3,50,54.4,329,66.4,190,-0.33,93
90,UNC Wilmington,14,CAA,3,3-0,3,0,1.0,113.1,85,103.2,139,0.7415,90,48.5,191,45.9,56,13.3,60,12.3,283,32.6,111,30.4,184,47.2,31,29.8,132,53.4,97,41.0,26,26.7,271,34.6,188,36.8,209,44.8,265,63.9,284,0.34,45
99,High Point,13,BSth,3,3-0,3,0,1.0,118.0,57,108.4,210,0.7255,99,55.1,52,51.8,196,14.3,89,17.8,119,40.4,17,27.8,126,28.6,217,26.9,90,57.5,36,56.3,279,33.8,149,29.7,93,35.1,231,38.3,143,64.4,264,0.36,43
101,Akron,13,MAC,4,4-0,4,0,1.0,122.1,32,112.5,260,0.7192,101,58.2,27,51.1,180,10.8,13,18.3,105,36.1,49,31.6,208,32.5,169,30.8,145,56.6,49,51.4,179,40.2,54,33.7,167,43.9,85,40.1,182,67.8,134,0.32,46
102,Memphis,5,Amer,4,4-0,4,0,1.0,109.3,124,100.8,103,0.7183,102,50.4,141,47.7,110,18.2,229,18.5,101,41.7,11,29.1,163,43.4,48,40.8,259,51.7,132,47.8,101,31.6,195,31.7,123,29.7,292,43.3,248,73.1,16,0.7,27
106,Robert Morris,15,Horz,3,3-0,3,0,1.0,116.2,64,108.3,209,0.6914,106,54.4,63,52.6,217,15.0,118,17.0,139,38.7,31,25.5,86,40.4,71,27.2,96,49.5,165,55.6,266,40.8,46,32.4,142,41.5,118,42.8,238,66.6,183,0.29,50
108,Bryant,15,AE,3,3-0,3,0,1.0,106.9,159,99.9,86,0.6868,108,54.1,72,47.0,93,19.3,268,15.2,196,39.0,29,21.8,42,26.9,243,31.7,156,55.9,55,42.7,34,32.7,169,38.2,253,26.4,322,29.6,39,73.6,12,0.11,61
127,Vanderbilt,10,SEC,2,0-2,0,2,0.0,108.2,141,103.0,133,0.6374,127,44.8,263,51.5,190,16.4,162,15.0,204,30.1,161,28.1,138,44.3,46,68.9,338,50.7,150,50.7,165,23.9,301,35.3,205,40.0,146,33.0,73,70.4,49,-0.8,184
137,Lipscomb,14,ASun,2,2-0,2,0,1.0,110.9,107,107.1,191,0.599,137,55.3,50,41.7,14,16.5,164,11.2,314,23.6,270,37.6,304,62.8,4,25.9,82,48.9,180,40.8,25,40.8,46,29.3,84,52.1,11,29.5,38,62.8,312,0.18,57
169,Mount St. Mary's,16,MAAC,6,5-1,5,1,0.8333,101.0,223,101.7,115,0.4789,169,52.3,104,43.1,33,21.3,304,14.1,241,28.0,194,26.0,95,27.2,239,21.4,31,46.9,231,46.5,84,39.3,62,26.2,39,45.3,65,47.3,293,66.2,196,-0.6,118
195,Alabama State,16,SWAC,6,6-0,6,0,1.0,99.5,241,103.3,142,0.3917,195,45.7,246,47.8,114,13.5,63,19.8,64,30.1,161,24.6,73,21.5,303,33.0,169,41.5,300,47.3,95,34.4,140,32.5,145,41.2,123,36.8,124,66.8,175,0.4,38
202,Norfolk State,16,MEAC,4,4-0,4,0,1.0,97.4,262,101.9,118,0.3734,202,49.1,182,46.2,65,19.6,272,19.6,72,34.1,81,31.8,215,42.9,53,25.0,61,53.9,89,41.1,27,22.0,315,35.8,215,23.0,332,40.3,187,66.1,202,0.24,54
211,Saint Francis,16,NEC,4,3-1,3,1,0.75,94.9,278,100.1,93,0.3489,211,50.2,144,42.4,25,20.1,285,17.8,119,18.4,312,32.7,234,24.3,272,21.4,31,50.0,154,46.3,79,33.7,152,24.2,28,44.7,75,38.2,138,67.4,148,0.31,48
217,American,16,Pat,4,3-1,3,1,0.75,105.2,173,111.7,251,0.3322,217,58.3,23,53.7,241,17.0,184,19.7,67,21.7,286,25.4,84,23.0,287,17.8,18,55.6,58,55.5,264,41.0,43,34.1,176,46.1,53,41.6,211,65.0,238,0.09,63
