Rk,Team,Seed,Conf,G,Rec,Wins,Losses,WinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
1,Gonzaga,3,WCC,3,3-0,3,0,1.0,135.5,1,94.2,44,0.9849,1,65.3,2,46.7,85,12.8,44,18.5,112,32.9,75,31.0,230,38.3,72,15.5,8,60.4,16,43.6,36,48.5,2,33.8,160,39.5,118,44.2,290,67.0,185,1.0,22
2,Duke,5,ACC,4,4-0,4,0,1.0,123.2,8,89.3,14,0.9761,2,55.9,45,43.6,32,15.1,101,14.3,248,27.6,179,24.3,91,39.2,63,35.3,214,54.2,76,46.3,81,39.7,58,26.2,41,32.1,257,38.5,203,65.2,245,2.2,4
3,UConn,4,BE,4,3-1,3,1,0.75,122.9,10,89.3,15,0.9754,3,57.3,29,46.2,76,20.2,274,17.1,153,40.5,14,28.4,168,19.0,306,29.0,132,59.8,17,46.5,86,36.2,110,30.5,98,45.3,39,42.4,270,64.6,270,0.9,24
4,Texas,2,B12,5,4-1,4,1,0.8,111.6,96,81.5,1,0.9739,4,47.3,211,42.2,20,14.8,90,23.7,12,24.0,255,30.7,221,33.0,147,29.7,136,49.2,174,41.4,19,28.7,246,29.3,78,32.3,253,32.5,91,67.3,166,2.0,6
5,Memphis,8,Amer,5,4-1,4,1,0.8,119.5,24,88.2,11,0.9703,5,53.7,76,41.5,15,18.1,205,20.9,52,30.2,129,35.9,294,38.8,67,32.9,184,46.8,223,42.9,28,44.8,14,26.5,46,33.6,233,43.0,281,71.2,48,1.5,11
6,Alabama,1,SEC,5,4-1,4,1,0.8,112.6,85,85.2,4,0.9609,6,48.9,173,39.7,6,19.0,241,17.4,147,37.1,31,28.6,170,26.2,235,32.7,179,55.2,57,35.9,5,28.7,246,32.6,140,52.0,9,29.1,39,70.4,63,1.7,8
7,Drake,12,MVC,3,3-0,3,0,1.0,119.8,21,91.1,25,0.959,7,59.2,18,41.4,14,14.2,79,14.7,237,25.3,231,25.7,112,32.0,158,21.3,46,56.2,48,42.6,25,43.8,19,25.9,40,31.4,265,32.0,84,63.1,311,0.6,30
8,Marquette,2,BE,4,4-0,4,0,1.0,117.7,38,89.9,19,0.9572,8,50.6,139,46.2,76,14.0,75,22.1,28,24.1,253,38.4,315,28.6,206,26.9,91,54.0,79,43.9,39,31.4,200,33.7,156,49.4,13,35.2,141,65.1,248,2.1,5
9,Utah State,10,MWC,5,4-1,4,1,0.8,119.9,20,91.7,28,0.9563,9,56.1,42,42.2,20,18.7,232,16.1,190,28.7,162,29.1,188,34.5,121,40.3,275,58.0,32,43.3,35,35.6,123,26.4,45,41.1,93,29.5,42,69.9,78,1.5,12
10,UCLA,2,P12,5,4-1,4,1,0.8,113.1,76,87.4,9,0.9515,10,46.9,219,48.0,107,15.2,105,19.7,80,31.1,107,23.2,67,36.5,90,32.2,174,47.1,211,46.5,86,30.9,211,33.7,156,30.9,272,37.0,175,67.5,156,1.6,9
