Rk,Team,Seed,Conf,G,Rec,Wins,Losses,WinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
13,Mississippi State,5,SEC,3,2-1,2,1,0.6667,128.0,5,99.4,108,0.9483,13,60.1,13,51.1,191,18.7,226,15.2,228,37.4,21,30.8,219,24.6,260,33.1,168,56.6,37,48.8,147,42.9,25,38.0,240,45.9,57,28.6,23,67.9,154,0.33,45
14,Kansas State,4,B12,3,2-1,2,1,0.6667,109.5,96,85.2,9,0.9476,14,47.3,232,47.7,98,11.9,23,24.3,16,27.8,165,28.7,182,22.4,291,25.2,68,48.0,193,50.5,180,30.9,227,28.6,55,44.3,71,36.1,112,63.8,287,0.6,32
15,Auburn,5,SEC,5,5-0,5,0,1.0,129.6,2,100.8,128,0.9471,15,56.0,43,57.4,297,12.3,30,25.6,8,27.7,169,33.8,262,31.9,157,29.3,117,53.2,80,52.6,231,38.6,82,42.1,294,60.6,2,45.8,290,64.4,273,2.9,1
16,Florida State,4,ACC,4,3-1,3,1,0.75,111.0,78,86.5,13,0.9464,16,48.6,197,43.0,20,19.5,245,14.5,250,31.2,102,25.8,116,28.4,210,33.3,173,44.8,258,50.0,164,36.4,127,18.9,4,39.6,144,32.5,57,65.6,237,1.8,5
17,Wisconsin,5,B10,4,3-1,3,1,0.75,102.7,196,80.1,1,0.9459,17,45.1,267,43.8,32,17.6,185,17.2,149,29.1,143,23.9,79,28.7,203,18.3,17,48.7,185,40.7,15,25.3,294,32.3,115,33.3,253,39.8,191,66.5,203,1.3,7
18,LSU,3,SEC,3,2-1,2,1,0.6667,128.0,6,100.9,131,0.9391,18,53.1,94,52.1,211,17.9,196,14.9,240,41.4,5,26.2,125,20.6,306,40.6,261,50.8,132,51.6,207,38.7,80,35.1,180,32.0,268,44.8,276,67.7,162,0.49,37
20,Buffalo,6,MAC,4,4-0,4,0,1.0,115.8,41,92.5,46,0.9294,20,51.7,128,45.0,47,12.2,29,17.0,165,31.3,101,24.7,93,33.1,139,28.4,110,60.3,15,47.1,113,27.1,277,27.8,41,43.9,77,38.8,162,72.1,40,1.0,17
22,New Mexico State,12,WAC,4,4-0,4,0,1.0,119.3,25,96.1,71,0.923,22,59.3,20,44.0,34,14.8,77,15.2,228,32.6,79,16.9,16,25.9,245,26.5,89,58.9,19,49.6,161,39.7,63,24.2,16,53.9,10,42.0,241,66.1,218,0.5,36
23,Tennessee,2,SEC,4,2-2,2,2,0.5,129.1,4,104.2,175,0.9215,23,54.7,62,55.0,270,16.9,149,12.8,295,34.6,53,32.6,245,29.5,192,35.3,199,50.3,144,53.1,246,42.7,26,38.2,244,32.1,267,46.2,295,66.9,193,1.1,13
24,Utah State,8,MWC,3,3-0,3,0,1.0,117.1,35,94.8,60,0.9197,24,54.5,66,43.2,23,20.5,258,13.8,271,36.7,33,25.8,116,48.5,22,22.9,45,52.9,86,45.9,86,38.1,94,26.5,28,38.2,168,43.2,260,68.4,141,0.8,23
25,Iowa State,6,B12,5,3-2,3,2,0.6,119.5,24,96.9,80,0.9181,25,53.4,88,48.2,112,18.6,221,15.9,210,28.3,160,33.8,262,36.8,86,19.3,21,51.5,119,46.3,96,37.6,106,34.1,158,38.9,156,37.7,139,69.6,99,1.1,11
26,Virginia,1,ACC,3,2-1,2,1,0.6667,123.7,12,100.7,124,0.9141,26,52.8,99,51.0,187,11.6,19,17.7,137,24.0,236,33.7,261,35.4,105,37.7,228,50.6,135,55.6,277,37.0,114,29.5,75,46.2,54,40.4,201,59.2,327,0.7,29
27,Vermont,13,AE,3,3-0,3,0,1.0,120.2,18,98.0,91,0.9132,27,60.1,13,49.3,141,16.1,124,20.2,63,34.9,49,16.3,13,31.2,167,22.1,38,56.3,41,44.3,53,43.3,23,36.4,215,43.5,86,48.5,307,60.6,322,0.09,66
28,Purdue,3,B10,2,1-1,1,1,0.5,121.6,14,99.6,110,0.9083,28,48.0,211,52.9,225,12.4,31,17.1,158,32.4,82,18.3,24,27.0,230,28.4,110,52.7,92,46.2,92,27.1,277,43.2,302,39.3,148,36.3,116,65.4,244,0.0,76
29,Georgia State,14,SB,3,3-0,3,0,1.0,107.5,131,88.3,14,0.9056,29,47.9,214,38.7,1,15.2,89,20.8,47,25.2,211,35.3,293,53.6,7,30.4,129,47.4,209,43.6,45,32.4,200,20.8,6,42.8,96,39.7,188,71.7,47,0.9,19
30,Florida,10,SEC,5,2-3,2,3,0.4,114.9,48,94.5,55,0.9046,30,52.5,107,48.6,127,18.0,201,17.4,144,30.6,115,34.3,273,36.8,86,28.3,108,56.2,43,47.2,117,31.5,219,34.4,166,41.4,118,31.8,49,60.6,322,0.28,50
33,Seton Hall,10,BE,5,4-1,4,1,0.8,115.4,45,95.0,63,0.903,33,47.5,226,49.1,136,12.8,39,20.7,50,33.5,67,30.3,208,41.2,48,43.3,278,46.3,230,47.2,117,33.1,187,34.1,158,38.6,161,46.7,297,68.9,124,1.1,12
34,Kansas,4,B12,4,3-1,3,1,0.75,108.8,110,89.9,24,0.9002,34,48.4,204,46.1,64,18.3,210,15.1,232,34.4,55,28.0,161,32.7,146,33.3,173,49.2,172,49.0,151,30.8,228,27.8,41,26.2,316,39.4,178,71.9,41,1.0,14
37,Cincinnati,7,Amer,5,3-2,3,2,0.6,118.6,29,98.2,94,0.8977,37,47.6,222,48.3,115,15.3,97,16.9,168,39.5,8,39.0,319,35.9,97,27.8,103,44.4,263,44.9,66,36.3,131,35.7,199,31.7,274,39.5,180,64.5,270,1.0,18
39,Arizona State,11,P12,4,3-1,3,1,0.75,109.8,91,91.2,30,0.8943,39,51.4,133,46.5,72,20.6,260,18.2,115,25.4,208,26.7,136,53.2,8,37.9,235,48.7,185,44.6,57,38.7,80,32.7,125,28.7,306,42.1,242,71.0,61,0.34,43
40,Gonzaga,1,WCC,2,1-1,1,1,0.5,108.3,117,90.1,26,0.8919,40,55.9,48,50.4,164,18.3,210,19.7,79,23.3,244,24.2,84,30.9,174,17.2,14,60.0,16,50.0,164,32.5,197,34.2,161,36.4,202,32.8,61,69.2,110,-0.22,94
41,California-Irvine,13,BW,5,5-0,5,0,1.0,120.4,17,100.8,127,0.8846,41,56.7,33,43.4,25,11.0,14,14.0,266,37.9,17,25.5,110,20.9,303,33.3,173,56.0,46,42.4,29,38.8,77,30.3,84,29.7,296,30.3,34,66.5,203,0.36,41
44,Marquette,5,BE,4,1-3,1,3,0.25,115.0,47,97.1,83,0.8744,44,47.8,217,45.9,59,17.0,153,12.9,292,33.9,61,26.5,130,45.3,30,53.5,324,42.2,290,45.9,86,36.4,127,30.5,86,44.9,63,35.7,105,69.3,107,-1.3,273
48,Maryland,6,B10,2,1-1,1,1,0.5,107.2,137,91.3,35,0.8647,48,45.1,267,48.2,112,16.2,127,16.2,197,29.4,133,24.6,92,31.3,164,30.9,144,43.1,280,44.6,57,32.5,197,35.6,196,35.7,215,40.9,218,65.6,237,-0.17,88
49,Wofford,7,SC,3,3-0,3,0,1.0,111.6,68,95.2,64,0.8608,49,62.1,5,46.0,60,19.6,247,17.2,149,27.4,176,21.9,55,31.2,167,33.1,168,63.4,4,47.6,126,40.3,49,29.2,64,41.6,115,41.1,221,70.3,82,0.7,30
53,Northeastern,13,CAA,3,3-0,3,0,1.0,114.1,55,98.0,92,0.8512,53,58.1,25,47.3,89,14.4,63,11.3,320,26.0,199,19.2,30,31.7,159,30.7,139,54.8,58,46.3,96,41.0,42,33.3,133,49.7,24,27.1,16,65.3,247,0.6,34
57,Belmont,11,OVC,3,2-1,2,1,0.6667,111.1,77,96.4,76,0.836,57,54.4,70,46.4,71,14.7,75,12.8,295,22.0,265,29.6,200,23.3,281,26.4,87,58.9,19,47.1,113,32.9,190,29.8,78,47.2,47,28.9,25,69.0,119,-0.3,103
58,Ole Miss,8,SEC,2,1-1,1,1,0.5,110.4,83,95.9,68,0.8354,58,47.8,217,50.0,151,13.1,45,20.1,69,16.4,317,35.3,293,21.9,297,27.0,97,48.5,187,46.8,107,31.3,221,38.2,244,42.1,107,30.6,38,65.7,233,0.04,72
61,Murray State,12,OVC,2,2-0,2,0,1.0,107.8,125,94.1,51,0.828,61,52.2,117,47.7,98,17.4,179,14.6,249,27.3,178,24.4,88,40.0,55,14.4,3,56.3,41,55.8,282,28.6,261,21.7,8,30.4,288,34.8,95,70.0,89,0.7,24
63,Syracuse,8,ACC,3,1-2,1,2,0.3333,111.3,72,97.4,87,0.8225,63,52.0,124,46.7,80,23.8,313,23.3,22,28.3,160,41.4,325,39.2,59,44.8,299,45.3,248,46.3,96,40.3,49,31.4,97,43.8,80,42.4,247,66.4,206,-0.15,87
69,Nevada,7,MWC,3,2-1,2,1,0.6667,107.1,139,94.5,56,0.8076,69,53.4,88,48.4,118,17.2,165,15.8,213,27.8,165,11.3,3,42.9,40,29.2,115,54.9,55,38.2,7,34.3,167,47.1,319,43.5,86,31.7,47,69.0,119,-0.26,99
71,Villanova,6,BE,4,3-1,3,1,0.75,113.6,58,100.6,122,0.8018,71,51.4,133,47.5,94,19.4,243,17.6,139,31.6,98,32.0,234,38.9,60,30.3,126,47.6,202,47.9,131,36.4,127,31.3,94,53.4,14,40.3,198,66.3,212,0.8,22
72,Abilene Christian,15,Slnd,3,3-0,3,0,1.0,106.5,151,94.4,53,0.7993,72,55.4,51,51.0,187,16.0,118,27.0,3,28.7,150,19.3,31,34.1,119,28.3,108,53.2,80,48.4,136,39.7,63,37.0,221,34.7,225,37.2,132,68.1,151,0.18,61
73,Liberty,12,ASun,2,2-0,2,0,1.0,115.6,43,102.6,154,0.7975,73,54.9,59,56.7,289,11.1,15,20.6,52,22.6,258,22.4,59,24.8,259,17.1,13,55.7,50,51.7,212,35.3,151,42.2,296,30.1,291,42.9,253,59.1,328,0.7,27
75,Temple,11,Amer,4,2-2,2,2,0.5,109.4,101,97.3,85,0.7924,75,48.1,208,50.7,171,17.1,159,19.5,87,30.3,119,28.9,186,33.1,139,36.6,214,45.5,242,48.4,136,36.1,136,35.6,196,30.1,291,44.5,275,69.9,91,0.39,39
76,Iowa,10,B10,4,1-3,1,3,0.25,108.1,119,96.3,73,0.7916,76,46.2,250,54.9,268,16.8,147,18.2,115,25.9,201,29.5,198,27.1,227,26.9,94,45.0,256,56.7,295,32.2,205,35.0,176,35.2,219,42.7,251,69.4,105,-0.32,105
77,Gardner-Webb,16,BSth,3,3-0,3,0,1.0,123.2,13,110.1,247,0.7842,77,60.7,10,50.3,161,13.5,49,11.9,313,25.3,210,33.9,267,49.7,19,14.9,6,61.1,11,47.0,110,40.0,56,37.0,221,34.5,229,38.8,162,64.8,258,0.7,26
80,Texas Tech,3,B12,2,1-1,1,1,0.5,108.5,113,97.4,86,0.7755,80,51.2,138,47.5,94,16.5,139,21.3,40,24.6,222,35.1,289,25.4,251,39.7,257,47.4,209,42.2,27,38.6,82,39.5,263,36.1,205,31.4,42,71.4,50,0.13,63
82,Saint Louis,13,A10,6,5-1,5,1,0.8333,106.7,149,96.4,74,0.7641,82,46.5,246,46.9,84,15.4,101,17.3,147,39.7,7,24.4,88,32.5,150,26.8,93,45.5,242,44.6,57,32.4,200,33.6,152,31.1,279,39.9,192,64.8,258,0.8,20
84,Iona,16,MAAC,3,3-0,3,0,1.0,116.1,39,105.5,195,0.7509,84,55.0,57,50.9,179,12.5,32,19.7,79,23.1,250,27.4,152,42.1,45,20.9,30,51.1,125,55.8,282,40.3,49,29.4,70,42.1,107,41.7,236,68.3,146,0.28,48
87,Minnesota,10,B10,4,2-2,2,2,0.5,109.5,98,100.2,118,0.736,87,47.3,232,50.0,151,15.1,87,13.6,277,24.1,232,34.0,268,34.5,113,13.8,1,47.8,195,51.1,199,30.5,231,31.8,104,26.8,313,32.6,58,65.8,228,1.0,15
89,Northern Kentucky,14,Horz,3,3-0,3,0,1.0,109.7,93,100.7,123,0.7292,89,54.5,66,49.2,138,12.8,39,17.5,142,27.0,183,27.0,143,26.8,235,32.6,161,50.0,147,41.8,23,41.4,36,37.9,239,36.8,194,48.9,311,71.0,61,0.5,35
93,VCU,8,A10,2,1-1,1,1,0.5,109.0,105,100.5,120,0.7192,93,50.4,155,46.6,76,17.1,159,17.1,158,32.9,73,30.6,213,34.2,116,26.1,81,47.8,195,44.4,54,36.0,138,34.2,161,42.7,98,31.9,51,67.4,169,-0.7,159
103,UCF,9,Amer,3,1-2,1,2,0.3333,98.8,234,92.5,44,0.6822,103,44.4,284,47.7,98,24.2,317,17.2,149,33.3,68,30.2,206,28.6,206,32.2,158,40.8,300,49.1,157,33.3,176,30.2,82,39.1,150,36.8,126,64.9,253,-0.34,107
107,Ohio State,11,B10,4,1-3,1,3,0.25,107.0,141,100.5,121,0.6725,107,45.3,265,51.5,198,16.9,149,15.1,232,26.9,185,23.2,70,24.6,260,29.4,118,42.1,293,50.7,186,33.3,176,35.3,187,40.6,128,36.2,114,69.2,110,-0.7,174
110,Washington,9,P12,5,3-2,3,2,0.6,102.6,200,96.5,77,0.6685,110,49.1,188,50.2,159,19.4,243,24.8,12,24.2,230,37.8,314,35.1,107,38.0,236,49.0,177,50.3,178,32.8,192,33.3,133,43.8,80,40.7,214,65.8,228,-0.08,84
115,Colgate,15,Pat,3,3-0,3,0,1.0,115.6,42,109.3,234,0.658,115,62.3,4,52.1,211,19.1,240,21.5,38,31.0,107,29.0,188,42.0,46,30.6,135,60.9,12,50.5,180,42.7,26,36.2,212,46.3,51,40.6,209,69.9,91,0.21,59
116,Yale,14,Ivy,4,3-1,3,1,0.75,120.6,16,114.1,279,0.6546,116,56.4,37,50.6,168,12.0,26,13.1,289,22.0,265,24.3,86,31.3,164,31.6,152,55.3,51,55.6,277,39.2,70,29.4,70,31.8,272,43.0,256,69.5,103,0.01,75
117,Fairleigh Dickinson,16,NEC,4,4-0,4,0,1.0,114.4,50,108.2,225,0.654,117,64.1,3,49.0,135,22.4,301,22.0,32,39.3,11,37.7,313,45.0,32,16.4,10,62.8,7,40.8,17,44.3,17,40.2,272,36.6,196,41.8,240,65.4,244,0.22,55
118,Montana,15,BSky,5,4-1,4,1,0.8,108.3,116,102.5,152,0.6528,118,59.6,18,47.5,94,17.4,179,18.8,102,19.7,291,25.1,105,21.4,299,30.4,129,60.5,13,49.1,157,38.9,76,29.9,80,38.6,161,38.2,150,66.9,193,-0.48,124
122,Baylor,9,B12,3,0-3,0,3,0.0,104.5,179,99.5,109,0.6353,122,43.8,288,51.4,197,17.8,190,12.5,302,32.8,76,25.5,110,30.3,182,34.3,190,45.7,238,51.4,203,27.5,276,34.3,165,43.2,92,38.7,160,69.1,115,-1.3,270
145,Oklahoma,9,B12,2,0-2,0,2,0.0,103.1,192,101.3,135,0.5504,145,47.4,228,48.1,109,15.2,89,12.2,306,19.7,291,33.3,250,16.5,318,23.3,48,47.7,199,50.0,164,31.0,223,30.5,86,25.2,320,45.7,289,66.4,206,-0.9,219
147,Bradley,15,MVC,3,3-0,3,0,1.0,94.0,280,92.4,43,0.5482,147,44.9,273,44.3,37,18.6,221,13.1,289,26.9,185,18.6,25,24.4,264,13.8,1,42.2,290,37.3,5,33.3,176,36.9,219,34.6,227,38.9,166,64.3,278,0.6,33
149,North Dakota State,16,Sum,4,4-0,4,0,1.0,119.9,22,118.0,300,0.5458,149,61.4,7,51.1,191,10.2,9,13.4,284,19.6,295,33.3,250,43.3,38,30.8,143,53.2,80,43.9,49,47.8,8,43.0,299,44.8,65,34.8,95,62.3,315,0.31,46
161,Prairie View A&M,16,SWAC,6,5-1,5,1,0.8333,108.0,121,108.0,219,0.5004,161,54.3,74,52.0,207,15.0,81,27.5,2,31.1,104,34.5,277,49.4,20,39.4,252,53.3,77,52.0,220,37.3,108,34.7,174,38.5,163,31.4,42,71.8,45,0.21,58
165,Old Dominion,14,CUSA,5,3-2,3,2,0.6,91.7,289,92.0,40,0.4899,165,41.8,296,46.3,68,18.9,230,18.2,115,31.0,107,28.6,176,28.3,214,35.7,201,39.8,307,48.5,141,30.5,231,28.1,46,34.4,231,34.5,90,64.9,253,-0.9,217
208,St. John's,11,BE,4,1-3,1,3,0.25,97.1,250,101.6,140,0.3726,208,43.9,287,54.4,250,12.7,36,20.3,59,21.5,273,29.2,192,25.0,257,44.0,287,46.0,235,52.8,235,26.9,281,38.3,246,36.3,203,36.0,109,71.6,49,-0.9,225
261,NC Central,16,MEAC,5,3-2,3,2,0.6,98.0,238,109.5,241,0.2172,261,47.7,219,47.8,102,21.2,280,15.4,223,36.2,36,28.1,164,33.5,129,31.3,150,48.8,179,47.3,120,30.8,228,32.6,122,39.1,150,31.6,45,62.9,310,-0.7,184
