Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
11,Marquette,2,BE,34,28-6,17-3,28,6,0.8235,17,3,0.85,119.0,4,96.0,47,0.9216,11,56.0,8,51.1,206,15.2,23,22.8,17,26.5,241,32.1,320,27.1,316,29.0,119,58.8,3,50.0,168,34.8,135,35.2,254,41.9,65,37.5,190,69.3,116,7.8,6
12,San Diego State,5,MWC,32,26-6,15-3,26,6,0.8125,15,3,0.8333,111.3,45,90.1,8,0.9186,12,50.1,205,47.5,46,17.6,134,19.6,90,31.7,78,25.8,64,34.3,89,29.4,128,49.4,218,49.9,166,34.4,158,29.2,7,34.9,259,40.1,281,66.8,239,5.7,10
13,Kansas,1,B12,34,27-7,13-5,27,7,0.7941,13,5,0.7222,112.9,29,91.5,11,0.9184,13,52.4,74,47.1,34,17.5,121,20.2,68,28.4,187,28.3,173,29.8,229,31.2,181,52.9,66,47.2,53,34.4,158,31.2,36,34.1,277,35.1,107,69.9,79,10.1,2
14,Creighton,6,BE,33,21-12,14-6,21,12,0.6364,14,6,0.7,113.8,22,92.8,18,0.913,14,54.3,26,47.3,40,16.6,67,14.3,355,25.5,269,23.3,12,28.1,289,19.8,2,54.5,30,45.6,19,36.0,75,34.1,183,42.0,61,29.8,9,68.6,151,2.2,29
15,Baylor,3,B12,32,22-10,11-7,22,10,0.6875,11,7,0.6111,120.9,2,99.5,95,0.9046,15,53.1,50,51.4,228,18.1,166,19.9,76,34.7,18,31.1,300,37.2,39,31.4,187,50.8,155,53.3,314,37.2,30,32.2,76,45.3,22,37.8,199,67.7,187,5.2,12
16,Memphis,8,Amer,34,26-8,13-5,26,8,0.7647,13,5,0.7222,113.9,21,94.2,32,0.8995,16,53.2,48,46.8,27,18.4,204,20.9,47,31.0,98,32.3,323,35.9,58,34.9,267,53.1,64,47.2,53,35.6,92,30.8,27,28.8,343,42.9,332,72.2,20,4.7,15
17,Xavier,3,BE,34,25-9,15-5,25,9,0.7353,15,5,0.75,118.6,7,98.4,80,0.8954,17,55.6,9,50.4,168,17.5,121,16.5,280,31.8,75,25.4,53,30.8,203,27.1,64,54.0,37,48.7,103,39.5,3,35.9,281,31.3,319,34.2,77,71.2,35,5.4,11
18,West Virginia,9,B12,33,19-14,7-11,19,14,0.5758,7,11,0.3889,116.1,13,96.4,54,0.8947,18,51.7,108,50.7,184,18.5,211,20.9,47,33.7,32,29.3,223,39.7,19,38.4,317,51.3,126,50.5,189,34.8,135,34.1,183,36.3,216,35.0,101,69.4,109,1.5,36
19,Arkansas,8,SEC,33,20-13,8-10,20,13,0.6061,8,10,0.4444,110.7,53,92.0,14,0.8938,19,52.0,91,46.5,20,18.3,192,20.4,64,30.5,111,28.2,167,38.8,27,38.9,327,53.8,42,46.9,47,31.7,303,30.6,24,28.2,346,30.1,11,70.4,55,0.38,48
20,Iowa State,6,B12,32,19-13,9-9,19,13,0.5938,9,9,0.5,108.2,88,90.0,7,0.8925,20,50.7,178,50.1,149,19.8,284,25.1,2,33.9,26,26.6,90,27.8,296,40.0,338,50.7,160,49.6,156,33.9,177,33.8,157,33.8,284,46.8,355,64.9,326,2.4,27
21,Duke,5,ACC,34,26-8,14-6,26,8,0.7647,14,6,0.7,111.9,37,93.1,23,0.8914,21,51.1,151,46.3,18,18.2,180,16.6,272,36.2,8,25.9,67,30.8,203,24.1,15,51.4,120,46.7,41,33.6,190,30.4,20,35.4,250,35.1,107,65.9,286,4.5,16
22,Texas A&M,7,SEC,34,25-9,15-3,25,9,0.7353,15,3,0.8333,113.2,24,94.8,37,0.8851,22,49.0,252,47.9,63,18.3,192,21.0,41,36.6,6,30.4,270,45.9,2,35.1,273,49.0,240,47.4,58,32.8,236,32.3,81,33.7,285,45.9,352,67.0,226,3.7,19
23,Auburn,9,SEC,32,20-12,10-8,20,12,0.625,10,8,0.5556,110.9,50,93.2,24,0.8813,23,49.6,221,45.6,12,18.1,166,19.3,101,33.3,38,32.0,318,35.5,63,39.1,330,51.0,142,46.9,47,31.4,312,28.8,5,35.4,250,34.2,77,68.4,157,1.1,42
24,Kansas State,3,B12,32,23-9,11-7,23,9,0.7188,11,7,0.6111,110.3,58,93.1,21,0.8759,24,51.5,123,47.5,46,20.0,298,20.7,53,31.1,94,29.2,219,37.0,44,36.7,297,51.8,99,48.8,106,34.0,175,30.1,16,36.3,216,36.8,163,70.7,41,4.2,17
25,Florida Atlantic,9,CUSA,32,29-3,18-2,29,3,0.9062,18,2,0.9,112.2,33,94.8,36,0.8739,25,55.0,18,45.9,15,16.7,69,18.3,159,30.4,119,24.5,29,29.5,237,26.7,53,54.3,31,44.8,12,37.2,30,32.0,67,43.8,37,34.2,77,68.9,133,4.7,14
26,TCU,6,B12,33,21-12,9-9,21,12,0.6364,9,9,0.5,110.4,56,93.4,25,0.8722,26,50.2,199,47.8,56,17.1,90,21.9,23,32.4,59,30.7,285,33.9,96,29.7,141,51.9,94,49.1,130,30.6,338,30.4,20,29.4,337,35.0,101,70.6,45,2.2,28
27,Virginia,4,ACC,32,25-7,15-5,25,7,0.7812,15,5,0.75,110.4,55,93.5,27,0.8717,27,51.3,136,48.3,79,13.7,6,19.7,83,25.5,269,25.0,39,34.5,81,26.1,43,50.4,178,46.5,34,35.3,104,34.0,173,36.1,225,39.7,266,62.1,360,4.1,18
28,Utah State,10,MWC,33,25-8,13-5,25,8,0.7576,13,5,0.7222,115.5,14,98.0,77,0.8686,28,55.6,9,47.8,56,17.4,115,15.8,313,27.4,216,24.8,35,35.5,63,30.2,153,54.1,35,45.9,29,38.5,9,34.3,204,42.1,60,33.8,64,69.5,99,2.9,24
29,Michigan State,7,B10,31,19-12,11-8,19,12,0.6129,11,8,0.5789,111.6,40,95.0,39,0.8641,29,51.6,118,48.1,73,16.4,60,14.7,345,27.4,216,25.2,45,25.8,336,28.6,108,47.7,280,48.6,100,39.5,3,31.5,47,33.1,296,38.3,218,65.6,302,2.4,26
30,Maryland,8,B10,33,21-12,11-9,21,12,0.6364,11,9,0.55,111.5,41,95.0,38,0.8639,30,51.1,151,47.9,63,16.2,49,18.4,149,30.2,127,27.2,118,33.8,98,27.8,86,52.0,93,47.7,66,33.0,220,32.1,70,37.5,177,31.7,27,65.4,308,1.0,43
31,Indiana,4,B10,33,22-11,12-8,22,11,0.6667,12,8,0.6,112.5,31,95.8,45,0.8637,31,53.8,35,47.3,40,16.9,81,16.3,293,28.0,198,27.9,152,30.1,218,30.6,164,53.2,61,45.7,22,37.0,35,33.2,122,26.3,355,38.2,215,68.9,133,3.4,22
33,Kentucky,6,SEC,32,21-11,12-6,21,11,0.6562,12,6,0.6667,114.7,19,97.8,75,0.8613,33,51.2,145,48.8,92,17.3,102,16.8,257,38.7,2,25.5,56,32.5,134,29.9,146,50.4,178,48.3,87,35.4,102,33.1,113,30.1,329,35.2,113,66.7,248,1.6,33
34,Boise State,10,MWC,32,23-9,13-5,23,9,0.7188,13,5,0.7222,108.2,87,92.9,20,0.8527,34,51.9,99,47.3,40,16.7,69,17.7,194,26.4,246,23.8,16,30.7,207,27.4,70,50.7,160,47.8,71,36.0,75,31.0,30,37.9,160,37.4,185,67.3,212,2.1,30
36,Northwestern,7,B10,32,21-11,12-8,21,11,0.6562,12,8,0.6,106.6,109,91.7,13,0.8498,36,47.2,319,48.4,83,14.8,13,21.7,27,28.3,190,27.3,121,29.7,233,31.6,192,46.5,314,46.6,38,32.1,277,33.9,166,41.2,77,42.4,325,65.6,302,1.6,34
37,Iowa,8,B10,32,19-13,11-9,19,13,0.5938,11,9,0.55,118.9,5,102.7,163,0.8435,37,51.9,99,53.3,307,14.1,8,18.5,142,32.2,63,27.6,140,32.6,132,23.4,12,52.1,88,52.6,293,34.3,164,36.6,317,37.4,184,32.2,34,70.4,55,0.35,50
40,Miami (FL),5,ACC,32,25-7,15-5,25,7,0.7812,15,5,0.75,117.3,11,101.4,137,0.8423,40,55.0,18,51.3,220,16.4,60,18.1,170,32.0,71,29.0,209,30.0,221,24.1,15,54.9,20,51.8,256,36.8,39,33.6,144,34.6,269,37.7,196,69.5,99,3.7,20
41,North Carolina State,11,ACC,33,23-10,12-8,23,10,0.697,12,8,0.6,113.0,27,97.8,74,0.8403,41,51.8,104,49.8,133,13.6,4,19.1,115,30.7,105,26.6,90,25.3,340,34.0,250,51.5,112,50.6,197,34.9,128,32.2,76,37.6,174,33.5,52,70.1,70,1.1,41
43,Penn State,10,B10,35,22-13,10-10,22,13,0.6286,10,10,0.5,115.4,17,99.9,103,0.8397,43,55.5,12,49.2,109,13.7,6,13.1,362,18.8,361,25.1,42,21.4,361,25.9,38,53.5,51,48.8,106,38.5,9,33.3,133,47.4,9,37.5,190,65.3,312,1.3,38
44,Illinois,9,B10,32,20-12,11-9,20,12,0.625,11,9,0.55,109.0,72,94.4,33,0.8389,44,51.6,118,46.9,29,18.2,180,18.6,134,32.3,61,26.8,102,33.8,98,29.6,136,55.3,18,45.3,16,30.9,329,33.6,144,41.9,65,30.9,21,70.5,51,0.9,45
45,USC,10,P12,32,22-10,14-6,22,10,0.6875,14,6,0.7,110.8,52,96.4,53,0.8321,45,51.3,136,45.2,10,18.1,166,18.1,170,29.0,162,33.0,339,33.8,98,29.8,143,51.1,136,42.4,2,34.5,150,33.4,135,33.0,299,37.4,185,68.9,133,2.1,31
49,Providence,11,BE,32,21-11,13-7,21,11,0.6562,13,7,0.65,114.9,18,100.4,108,0.8263,49,51.5,123,50.0,146,16.9,81,16.9,246,35.2,15,26.7,95,36.8,48,25.5,32,50.9,150,49.6,156,35.1,111,33.9,166,31.6,317,33.9,67,67.7,187,1.3,37
53,Arizona State,11,P12,35,23-12,11-9,23,12,0.6571,11,9,0.55,107.2,102,94.0,31,0.8183,53,48.2,291,46.7,24,16.7,69,20.5,57,29.4,153,31.4,303,31.1,192,33.2,233,48.5,253,43.8,6,31.9,292,34.1,183,39.5,118,39.1,244,69.1,125,1.2,39
59,Missouri,7,SEC,33,24-9,11-7,24,9,0.7273,11,7,0.6111,117.5,10,103.8,187,0.8078,59,55.1,16,52.3,274,16.0,41,24.3,5,26.8,234,37.3,362,29.5,237,35.2,275,55.9,13,51.7,248,36.1,70,35.4,264,43.3,46,44.1,347,70.0,74,3.5,21
63,Mississippi State,11,SEC,34,21-13,8-10,21,13,0.6176,8,10,0.4444,102.3,194,90.7,9,0.7984,63,46.7,328,46.2,17,19.4,261,21.7,27,35.5,14,28.6,185,33.8,98,27.6,75,50.4,178,45.8,25,26.6,363,31.1,32,34.6,269,43.8,341,64.4,336,0.36,49
67,Drake,12,MVC,33,26-7,15-5,26,7,0.7879,15,5,0.75,107.9,96,96.1,49,0.7913,67,53.1,50,47.3,40,15.5,29,17.7,194,24.3,309,22.4,3,28.8,267,26.7,53,51.9,94,47.5,62,36.7,43,31.2,36,36.3,216,38.4,221,67.1,221,-0.7,63
69,Iona,13,MAAC,34,27-7,17-3,27,7,0.7941,17,3,0.85,108.8,74,97.0,61,0.7892,69,51.8,104,45.9,15,15.3,25,20.9,47,32.0,71,30.5,274,29.0,261,31.2,181,50.8,155,47.0,49,36.0,75,29.2,7,32.1,313,34.5,84,69.5,99,-1.7,72
71,VCU,12,A10,34,27-7,15-3,27,7,0.7941,15,3,0.8333,104.2,156,93.1,22,0.7847,71,52.2,85,47.0,30,19.5,264,24.1,6,29.0,162,29.8,241,41.8,9,30.5,162,52.3,81,46.2,31,34.7,141,32.3,81,32.8,302,34.1,74,68.8,140,1.0,44
72,College of Charleston,12,CAA,33,30-3,16-2,30,3,0.9091,16,2,0.8889,109.2,68,97.7,72,0.7821,72,51.5,123,47.9,63,16.7,69,19.3,101,35.1,17,25.5,56,32.7,131,24.7,22,52.9,66,49.1,130,33.3,206,30.3,19,47.4,9,32.0,31,71.8,23,1.7,32
74,Kent State,13,MAC,32,26-6,15-3,26,6,0.8125,15,3,0.8333,106.1,123,95.1,40,0.7783,74,51.3,136,47.2,36,16.3,55,22.6,20,30.9,100,30.2,261,32.0,162,38.8,324,52.2,83,47.8,71,33.2,214,30.9,29,38.6,140,40.7,291,68.8,140,0.8,46
76,Nevada,11,MWC,32,21-11,12-6,21,11,0.6562,12,6,0.6667,109.0,70,98.1,78,0.7708,76,50.7,178,49.8,133,15.3,25,18.5,142,22.8,333,24.9,38,39.1,23,31.8,202,50.2,189,50.0,168,34.4,158,33.0,106,37.5,177,42.1,322,66.7,248,0.7,47
77,Pittsburgh,11,ACC,34,23-11,14-6,23,11,0.6765,14,6,0.7,112.4,32,101.4,136,0.766,77,53.1,50,49.0,100,16.3,55,16.9,246,29.9,136,28.8,196,32.2,145,30.0,148,52.1,88,48.5,94,36.2,64,33.2,122,43.9,34,39.7,266,68.0,174,-0.25,54
78,Oral Roberts,12,Sum,30,26-4,18-0,26,4,0.8667,18,0,1.0,111.9,35,101.2,132,0.7612,78,56.1,7,48.5,84,13.2,1,17.6,206,24.5,300,27.4,129,24.6,345,22.0,6,56.6,8,46.6,38,37.0,35,34.2,196,45.8,16,39.9,275,71.2,35,1.6,35
91,Louisiana-Lafayette,13,SB,30,23-7,13-5,23,7,0.7667,13,5,0.7222,110.8,51,102.3,152,0.714,91,53.0,54,50.6,179,17.5,121,18.1,170,33.8,27,26.4,80,37.7,36,33.8,244,52.2,83,49.2,139,36.6,46,35.9,281,31.7,315,29.9,10,69.2,121,-0.5,61
94,Furman,13,SC,31,24-7,15-3,24,7,0.7742,15,3,0.8333,111.9,36,104.1,194,0.698,94,55.6,9,50.6,179,15.8,37,18.4,149,29.6,150,27.1,115,34.7,77,31.8,202,59.1,1,51.2,227,34.4,158,33.1,113,46.4,13,35.2,113,69.1,125,-2.0,77
96,Montana State,14,BSky,32,23-9,15-3,23,9,0.7188,15,3,0.8333,104.1,159,97.0,58,0.6933,96,50.9,162,49.4,116,17.6,134,20.1,72,25.7,265,25.5,56,44.4,5,35.5,282,52.4,76,48.0,77,32.0,287,34.8,232,33.3,294,34.2,77,67.1,221,-2.7,88
103,Vermont,15,AE,32,22-10,14-2,22,10,0.6875,14,2,0.875,107.9,95,101.2,133,0.6771,103,54.9,20,50.7,184,14.2,9,16.8,257,19.3,358,22.5,6,28.4,275,26.9,59,55.5,17,50.0,168,36.2,64,34.6,222,43.3,46,36.1,142,65.4,308,-3.8,109
106,Princeton,15,Ivy,27,19-8,10-4,19,8,0.7037,10,4,0.7143,107.6,97,101.6,142,0.6597,106,52.5,72,48.0,70,16.9,81,14.5,348,28.4,187,22.8,9,32.2,145,29.3,124,53.5,51,47.2,53,34.0,175,33.1,113,40.7,87,32.6,40,68.1,168,-3.2,96
113,Colgate,15,Pat,33,25-8,17-1,25,8,0.7576,17,1,0.9444,111.7,39,105.8,231,0.6512,113,58.6,1,51.9,257,14.9,15,17.6,206,24.9,289,24.1,20,27.6,300,20.3,3,57.1,7,51.5,240,40.9,1,34.9,236,34.8,261,36.9,169,68.4,157,-3.7,103
117,Grand Canyon,14,WAC,32,21-11,10-7,21,11,0.6562,10,7,0.5882,109.8,64,104.5,201,0.6378,117,52.9,58,47.2,36,18.4,204,15.0,340,30.5,111,30.3,265,37.8,35,33.2,233,50.5,171,46.8,43,37.6,20,32.0,67,40.8,85,32.8,44,65.7,298,-3.8,105
119,Kennesaw State,14,ASun,31,23-8,15-3,23,8,0.7419,15,3,0.8333,105.0,139,100.5,113,0.6241,119,52.9,58,51.2,212,17.9,151,19.6,90,27.5,213,25.8,64,36.5,51,36.2,291,51.3,126,50.5,189,37.1,34,34.8,232,37.9,160,39.3,253,69.3,116,-1.4,69
121,UC Santa Barbara,14,BW,32,25-7,15-5,25,7,0.7812,15,5,0.75,108.7,78,104.0,193,0.6226,121,54.2,27,49.8,133,16.8,77,18.7,128,26.6,235,26.1,70,34.9,73,29.2,121,54.8,22,48.9,114,35.1,111,34.5,218,29.1,340,31.1,23,65.4,308,-1.5,70
173,Northern Kentucky,16,Horz,32,20-12,14-6,20,12,0.625,14,6,0.7,101.1,225,101.1,130,0.4993,173,49.8,215,51.3,220,17.5,121,23.2,14,31.3,90,32.8,333,27.4,307,30.8,170,47.7,280,48.9,114,35.2,107,36.7,320,40.7,87,38.9,237,62.6,359,-6.7,150
187,UNC Asheville,15,BSth,32,25-7,16-2,25,7,0.7812,16,2,0.8889,101.2,219,102.4,154,0.4668,187,53.9,34,48.0,70,20.0,298,17.9,180,25.8,261,28.7,192,41.3,12,26.8,58,51.4,120,49.1,130,38.8,6,30.5,22,37.2,188,34.0,70,69.1,125,-1.9,75
191,Texas A&M–Corpus Christi,16,Slnd,30,20-10,14-4,20,10,0.6667,14,4,0.7778,104.3,155,106.0,237,0.454,191,50.9,162,52.4,276,18.0,159,20.7,53,32.7,54,27.5,137,35.3,69,38.5,318,48.9,243,54.3,330,36.5,49,33.2,122,34.8,261,41.2,302,69.8,86,-6.0,138
231,Howard,16,MEAC,31,19-12,11-3,19,12,0.6129,11,3,0.7857,100.9,229,105.7,228,0.3688,231,52.0,91,50.6,179,22.8,356,20.7,53,33.8,27,31.6,309,32.8,125,34.6,259,49.9,200,50.8,207,37.2,30,33.6,144,36.1,225,37.1,176,69.7,90,-7.3,160
267,Southeast Missouri St.,16,OVC,34,17-17,10-8,17,17,0.5,10,8,0.5556,98.6,273,106.8,253,0.2856,267,50.1,205,51.3,220,17.3,102,19.0,119,25.0,284,28.3,173,38.2,31,44.1,356,50.3,186,50.7,204,33.2,214,35.0,246,40.0,104,35.4,120,72.8,12,-11.7,248
299,Fairleigh Dickinson,16,NEC,33,18-15,10-6,18,15,0.5455,10,6,0.625,105.0,140,116.4,360,0.2333,299,51.7,108,55.4,352,16.4,60,21.4,32,31.1,94,28.8,196,28.8,267,34.2,255,51.5,112,56.1,352,34.7,141,36.2,291,37.5,177,39.7,266,69.4,109,-12.2,259
301,Texas Southern,16,SWAC,33,12-21,7-11,12,21,0.3636,7,11,0.3889,94.3,332,104.7,204,0.2317,301,46.1,336,49.6,124,20.3,313,18.5,142,29.2,158,27.5,137,34.3,89,38.8,324,47.7,280,48.9,114,28.0,361,33.9,166,28.1,348,35.5,124,70.0,74,-13.5,282
