Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
15,Wisconsin,5,B10,33,23-10,14-6,23,10,0.697,14,6,0.7,108.9,65,88.8,7,0.9126,15,51.5,130,44.8,10,14.4,7,17.2,254,24.0,303,26.5,93,27.5,308,25.9,20,49.8,197,43.7,9,36.6,63,31.2,27,34.1,292,35.1,56,64.8,340,6.2,15
16,Kansas,4,B12,34,25-9,12-6,25,9,0.7353,12,6,0.6667,112.5,30,92.2,16,0.9079,16,52.3,101,47.8,43,18.7,185,18.5,166,29.7,118,28.3,176,32.9,186,27.7,41,52.2,85,45.9,25,35.0,137,33.6,124,35.0,269,41.4,275,71.4,67,8.3,8
17,LSU,3,SEC,32,26-6,16-2,26,6,0.8125,16,2,0.8889,118.3,9,97.1,65,0.9064,17,51.7,125,50.2,148,18.2,148,20.7,56,37.3,5,30.4,267,37.7,52,34.2,218,53.4,56,49.7,148,32.3,274,34.1,156,34.3,286,39.1,190,71.2,70,7.3,11
18,Louisville,7,ACC,33,20-13,10-8,20,13,0.6061,10,8,0.5556,112.9,26,92.7,17,0.9061,18,50.9,166,46.4,20,17.8,122,16.3,305,29.2,138,25.8,67,35.1,108,31.6,139,50.6,158,45.7,23,34.2,179,31.7,38,43.7,54,36.9,115,68.7,188,2.3,32
19,Kansas State,4,B12,33,25-8,14-4,25,8,0.7576,14,4,0.7778,106.5,113,87.5,4,0.9053,19,49.5,229,48.1,51,17.4,96,22.9,12,28.1,187,25.6,58,30.7,245,30.5,113,49.0,224,49.1,127,33.6,212,31.2,27,38.2,184,42.8,300,64.7,341,6.6,14
20,Florida State,4,ACC,34,27-7,13-5,27,7,0.7941,13,5,0.7222,111.3,40,92.1,15,0.8986,20,50.7,172,47.3,32,19.2,222,20.3,68,33.1,40,26.9,112,36.3,79,36.1,257,51.0,136,46.2,30,33.6,212,32.6,70,38.3,179,38.8,187,69.9,123,7.7,10
21,Mississippi State,5,SEC,33,23-10,10-8,23,10,0.697,10,8,0.5556,116.4,13,96.6,57,0.8948,21,54.6,29,50.1,145,19.3,228,19.7,97,34.9,18,29.8,244,32.3,204,31.7,145,53.3,58,48.5,101,37.8,33,35.3,224,39.0,158,36.2,96,68.7,188,4.6,21
22,Florida,10,SEC,34,19-15,9-9,19,15,0.5588,9,9,0.5,109.8,55,91.4,11,0.8922,22,49.9,210,48.4,65,18.0,136,22.6,15,31.1,85,31.7,300,30.4,254,33.6,203,49.8,197,48.6,105,33.5,220,32.0,49,43.4,64,38.0,159,64.2,345,0.6,47
23,Maryland,6,B10,32,22-10,13-7,22,10,0.6875,13,7,0.65,112.5,31,93.8,25,0.8892,23,51.9,118,46.0,17,19.8,258,14.3,352,33.9,26,24.7,31,32.9,186,26.6,25,51.3,118,44.7,15,35.3,118,32.0,49,37.0,216,39.4,209,67.6,241,4.2,24
24,VCU,8,A10,32,25-7,16-2,25,7,0.7812,16,2,0.8889,104.0,161,86.9,3,0.8867,24,50.6,175,43.0,3,20.1,282,23.5,6,31.0,87,30.6,270,36.0,88,37.2,279,53.7,50,43.8,10,30.7,330,27.6,2,41.1,105,33.4,25,69.7,133,1.4,40
25,Cincinnati,7,Amer,34,28-6,14-4,28,6,0.8235,14,4,0.7778,112.1,34,93.9,26,0.8847,25,49.0,254,48.1,51,16.1,28,20.9,49,37.6,4,29.4,227,38.1,45,30.5,113,47.3,278,44.7,15,35.0,137,35.1,214,33.1,310,42.8,300,64.9,336,5.9,18
27,Buffalo,6,MAC,33,30-3,16-2,30,3,0.9091,16,2,0.8889,113.2,24,95.2,33,0.8802,27,53.4,59,47.2,29,15.6,19,20.4,65,31.6,74,26.7,105,32.2,206,31.5,136,55.8,15,48.8,114,33.6,212,29.7,12,43.9,49,36.1,93,75.3,8,5.7,19
29,UCF,9,Amer,31,23-8,13-5,23,8,0.7419,13,5,0.7222,111.1,43,93.9,27,0.8742,29,52.7,88,45.5,12,17.5,105,18.3,182,29.6,125,29.5,235,46.4,2,29.6,84,52.5,74,44.6,13,35.4,113,31.3,32,36.1,244,38.3,169,66.4,302,2.2,34
30,Wofford,7,SC,30,26-4,18-0,26,4,0.8667,18,0,1.0,115.8,15,97.9,75,0.8737,30,57.8,4,50.2,148,16.2,33,19.3,117,32.3,55,24.6,27,27.7,303,31.8,148,54.3,41,50.9,213,41.6,2,32.7,74,43.5,59,40.2,237,67.1,276,4.2,23
31,Nevada,7,MWC,33,29-4,15-3,29,4,0.8788,15,3,0.8333,112.9,27,95.5,38,0.8723,31,54.1,44,47.6,39,14.4,7,19.2,125,26.5,235,24.7,31,40.7,21,27.6,39,55.1,24,46.0,26,35.1,132,33.4,115,42.8,76,40.0,231,70.7,89,4.1,25
32,Oklahoma,9,B12,32,19-13,7-11,19,13,0.5938,7,11,0.3889,108.9,66,92.8,18,0.8631,32,50.2,194,47.1,28,17.4,96,17.5,238,26.2,242,27.9,164,31.4,227,24.1,8,49.6,201,45.0,21,34.2,179,33.3,106,33.2,306,41.0,265,70.4,99,2.5,31
33,Saint Mary's,11,WCC,33,22-11,11-5,22,11,0.6667,11,5,0.6875,114.2,20,97.3,69,0.8629,33,54.0,48,48.6,75,16.3,37,16.4,301,31.3,82,23.2,12,29.7,271,29.4,79,52.5,74,49.1,127,37.8,33,31.8,42,35.0,269,31.4,9,64.0,347,-0.6,60
34,Marquette,5,BE,33,24-9,12-6,24,9,0.7273,12,6,0.6667,112.2,33,95.7,42,0.8624,34,54.1,44,45.9,16,19.5,242,16.6,290,29.1,144,26.2,79,35.9,91,35.7,245,50.5,161,44.8,18,39.3,9,31.9,46,41.7,98,35.7,74,70.4,99,2.8,29
35,Ole Miss,8,SEC,32,20-12,10-8,20,12,0.625,10,8,0.5556,113.1,25,96.6,55,0.8597,35,53.0,73,50.6,162,18.2,148,21.0,45,30.4,102,29.5,235,31.7,221,33.2,190,52.6,71,47.8,74,35.8,98,37.2,311,39.5,147,34.9,52,69.6,136,1.0,43
36,Syracuse,8,ACC,33,20-13,10-8,20,13,0.6061,10,8,0.5556,109.4,58,93.5,22,0.8594,36,49.5,229,47.5,37,18.4,160,23.2,10,30.1,105,33.3,334,36.8,72,34.8,227,49.5,205,46.5,37,33.0,239,32.3,60,42.8,76,47.6,344,67.4,255,0.5,48
38,Villanova,6,BE,34,25-9,13-5,25,9,0.7353,13,5,0.7222,115.1,17,98.7,86,0.8547,38,53.4,59,49.9,133,17.0,69,18.1,196,30.8,91,27.3,139,35.3,105,28.6,61,53.9,46,49.7,148,35.3,118,33.5,118,53.5,3,39.3,205,65.1,332,3.7,26
40,Utah State,8,MWC,33,27-6,15-3,27,6,0.8182,15,3,0.8333,111.2,42,95.9,44,0.8459,40,54.3,37,46.2,19,17.9,128,17.2,254,31.7,71,22.2,4,36.7,76,34.1,215,54.7,32,42.1,4,35.7,102,34.8,199,38.0,188,40.1,233,69.3,151,2.2,33
43,Iowa,10,B10,33,22-11,10-10,22,11,0.6667,10,10,0.5,116.4,14,100.5,117,0.844,43,52.6,92,51.6,207,17.2,78,18.5,166,29.9,110,29.0,220,42.3,12,28.8,70,51.5,109,53.4,295,36.1,89,32.6,70,39.0,158,41.4,275,70.9,80,3.2,28
44,Ohio State,11,B10,33,19-14,8-12,19,14,0.5758,8,12,0.4,108.3,80,94.1,28,0.835,44,50.5,177,48.2,55,18.7,185,18.4,178,27.7,200,26.1,76,34.0,154,31.8,148,49.9,193,47.4,63,34.3,173,33.0,89,39.7,145,37.4,136,67.2,268,0.9,46
45,Oregon,12,P12,35,23-12,10-8,23,12,0.6571,10,8,0.5556,106.4,116,92.9,19,0.8269,45,51.7,125,46.8,24,17.8,122,21.0,45,29.7,118,28.1,169,30.3,256,35.3,239,51.9,96,49.0,123,34.3,173,29.4,10,39.3,152,45.2,333,65.3,329,-1.0,64
46,Baylor,9,B12,32,19-13,10-8,19,13,0.5938,10,8,0.5556,112.0,36,98.1,77,0.8217,46,50.9,166,48.6,75,19.9,264,18.5,166,38.1,2,28.8,207,32.6,193,36.5,264,50.9,143,47.1,54,34.0,193,34.1,156,40.4,125,37.8,157,66.6,293,0.9,44
48,Washington,9,P12,34,26-8,15-3,26,8,0.7647,15,3,0.8333,106.0,127,93.4,21,0.8101,48,52.1,106,47.3,32,19.8,258,24.0,4,29.6,125,34.4,343,35.1,108,34.5,224,52.3,81,46.0,26,34.6,159,33.1,97,39.8,144,35.3,61,67.2,268,3.3,27
49,Minnesota,10,B10,34,21-13,9-11,21,13,0.6176,9,11,0.45,109.5,57,96.6,53,0.8096,49,48.3,282,49.1,102,17.6,113,16.6,290,31.9,62,28.1,169,42.0,16,28.3,52,48.4,242,48.3,90,32.1,284,33.9,143,28.8,347,33.7,27,68.9,173,2.7,30
51,New Mexico State,12,WAC,32,28-4,15-1,28,4,0.875,15,1,0.9375,111.6,39,98.8,90,0.8016,51,54.0,48,48.7,78,17.7,118,19.3,117,37.2,6,22.6,6,34.1,151,32.4,161,56.6,9,48.0,79,34.1,186,33.1,97,46.4,19,39.1,190,66.9,284,1.6,38
56,Belmont,11,OVC,31,26-5,16-2,26,5,0.8387,16,2,0.8889,113.5,22,101.1,129,0.7914,56,57.9,3,48.7,78,15.4,18,16.3,305,25.2,270,24.6,27,28.4,292,27.4,37,59.6,2,47.1,54,37.2,47,34.6,186,43.8,50,34.5,42,72.4,34,1.4,39
57,Murray State,12,OVC,29,25-4,16-2,25,4,0.8621,16,2,0.8889,110.5,48,98.5,83,0.7897,57,55.2,21,46.4,20,17.2,78,19.5,105,32.4,52,30.0,255,33.2,182,28.4,56,57.2,5,48.4,93,34.4,168,28.5,4,36.9,221,35.4,65,70.0,118,1.3,41
60,Arizona State,11,P12,33,23-10,12-6,23,10,0.697,12,6,0.6667,108.6,72,97.2,66,0.7811,60,50.8,170,48.2,55,18.8,194,19.0,138,32.1,60,26.6,101,44.2,3,38.4,297,50.5,161,46.8,44,34.2,179,33.3,106,35.5,256,43.5,316,71.8,50,0.23,49
61,Temple,11,Amer,33,23-10,13-5,23,10,0.697,13,5,0.7222,109.0,62,97.6,72,0.7805,61,49.9,210,50.6,162,15.7,22,20.6,59,26.9,224,29.2,223,32.5,196,33.9,209,50.1,185,51.5,234,33.0,239,32.9,80,37.4,205,38.3,169,70.1,114,2.0,36
64,Seton Hall,10,BE,33,20-13,9-9,20,13,0.6061,9,9,0.5,107.8,90,97.0,62,0.7712,64,49.9,210,49.3,110,17.5,105,20.0,83,29.3,132,29.4,227,34.8,124,32.6,170,50.8,147,48.7,109,32.4,267,33.6,124,36.4,237,39.8,225,70.3,106,-0.29,56
74,Vermont,13,AE,32,26-6,14-2,26,6,0.8125,14,2,0.875,107.2,101,98.1,79,0.7348,74,52.4,98,49.0,96,16.6,51,19.4,112,27.5,205,21.8,2,36.3,79,26.2,21,52.0,94,46.5,37,35.3,118,35.3,224,40.4,125,38.2,165,66.7,291,-0.8,63
76,Liberty,12,ASun,31,25-6,14-2,25,6,0.8065,14,2,0.875,108.7,70,99.7,105,0.73,76,56.1,10,48.7,78,17.2,78,20.8,53,25.7,257,26.5,93,26.0,322,32.4,161,56.9,6,48.4,93,36.6,63,32.9,80,42.0,93,37.1,124,63.2,351,-0.43,58
77,St. John's,11,BE,34,21-13,8-10,21,13,0.6176,8,10,0.4444,108.3,81,99.5,103,0.7257,77,51.9,118,50.7,166,14.3,6,21.2,38,21.8,337,29.4,227,29.5,275,39.7,320,50.7,151,50.3,184,35.8,98,34.2,163,38.5,175,42.2,291,72.3,39,-1.1,65
79,California-Irvine,13,BW,34,29-5,15-1,29,5,0.8529,15,1,0.9375,105.5,133,97.0,64,0.7234,79,51.4,136,43.7,5,17.1,74,16.7,282,33.6,31,26.4,90,28.6,287,33.8,208,50.3,178,40.7,1,36.0,91,33.3,106,32.0,324,32.7,14,66.5,298,0.9,45
83,Yale,14,Ivy,28,21-7,10-4,21,7,0.75,10,4,0.7143,110.1,52,102.0,142,0.7073,83,56.1,10,47.2,29,18.1,146,15.2,334,26.3,239,24.4,20,30.5,250,30.6,117,56.1,14,47.5,65,37.4,43,31.2,27,34.6,277,38.2,165,72.2,41,-0.7,62
94,Northeastern,13,CAA,33,23-10,14-4,23,10,0.697,14,4,0.7778,110.0,53,102.8,157,0.6858,94,57.2,5,51.8,220,16.7,57,16.7,282,22.7,328,24.3,19,34.3,143,28.0,48,56.4,10,52.5,272,38.8,13,33.6,124,46.3,22,35.9,86,67.7,237,-2.6,82
100,Northern Kentucky,14,Horz,32,24-8,13-5,24,8,0.75,13,5,0.7222,108.4,77,101.6,135,0.6774,100,55.0,24,48.9,90,17.6,113,18.5,166,30.7,96,26.5,93,35.5,101,35.2,235,55.3,23,49.5,141,36.4,74,31.9,46,41.5,99,39.2,198,69.6,136,-2.0,72
106,Georgia State,14,SB,32,23-9,13-5,23,9,0.7188,13,5,0.7222,107.6,94,101.3,132,0.6669,106,54.4,32,50.1,145,16.6,51,21.1,42,23.3,316,33.6,337,35.7,96,31.3,130,51.8,102,50.5,193,38.4,17,33.0,89,43.7,54,45.7,338,71.2,70,-1.1,66
108,Saint Louis,13,A10,35,23-12,10-8,23,12,0.6571,10,8,0.5556,101.1,221,95.4,36,0.6615,108,46.8,322,46.9,26,19.0,209,19.4,112,36.1,12,25.3,48,39.7,28,32.9,181,47.1,286,46.9,49,30.8,327,31.3,32,32.6,320,38.0,159,67.6,241,-3.0,89
119,Old Dominion,14,CUSA,34,26-8,13-5,26,8,0.7647,13,5,0.7222,100.4,238,95.5,37,0.6403,119,47.7,301,45.6,14,17.9,128,18.6,159,32.3,55,24.8,36,29.6,273,32.4,161,44.5,340,43.5,7,35.3,118,32.5,66,37.3,208,40.1,233,66.0,318,-1.6,69
135,Montana,15,BSky,32,24-8,16-4,24,8,0.75,16,4,0.8,106.7,109,103.2,168,0.596,135,56.7,6,50.0,139,17.4,96,19.3,117,27.7,200,25.0,42,32.0,210,37.0,277,56.2,12,49.0,123,38.3,19,34.6,186,38.3,179,36.2,96,67.6,241,-3.0,90
141,Colgate,15,Pat,33,23-10,13-5,23,10,0.697,13,5,0.7222,108.4,76,105.5,221,0.577,141,55.9,13,50.6,162,19.3,228,18.0,208,30.3,103,26.9,112,28.9,283,28.6,61,53.9,46,50.4,189,39.1,11,33.9,143,41.0,108,40.9,261,68.1,222,-4.1,111
150,Abilene Christian,15,Slnd,29,23-6,14-4,23,6,0.7931,14,4,0.7778,102.2,199,101.0,126,0.5352,150,52.4,98,49.6,123,17.4,96,23.4,9,27.7,200,27.8,159,34.5,139,38.4,297,49.8,197,49.2,133,38.3,19,33.5,118,34.2,290,33.4,25,66.9,284,-2.5,79
175,Bradley,15,MVC,33,19-14,9-9,19,14,0.5758,9,9,0.5,100.0,245,101.1,130,0.4676,175,49.7,221,47.6,39,18.9,204,18.6,159,27.1,216,26.7,105,36.3,79,35.3,239,46.7,296,46.4,33,36.8,56,33.0,89,35.2,264,39.6,218,66.3,304,-7.6,166
183,Gardner-Webb,16,BSth,31,20-11,10-6,20,11,0.6452,10,6,0.625,105.5,134,107.2,253,0.453,183,54.8,27,50.2,148,16.8,62,18.1,196,22.6,329,31.0,279,39.2,32,27.7,41,53.8,48,49.9,159,37.7,36,33.8,136,37.3,208,45.0,331,68.5,202,-4.9,122
198,North Dakota State,16,Sum,32,17-15,9-7,17,15,0.5312,9,7,0.5625,106.3,121,109.3,288,0.4198,198,53.9,50,53.5,298,15.7,22,14.6,347,20.9,344,26.0,73,32.5,196,26.5,24,52.4,79,52.6,273,37.0,50,36.8,298,47.9,11,35.8,81,66.3,304,-8.4,179
212,Prairie View A&M,16,SWAC,34,21-13,17-1,21,13,0.6176,17,1,0.9444,101.2,218,105.4,218,0.3848,212,49.0,254,51.2,190,17.4,96,24.7,2,29.7,118,34.3,342,43.1,6,46.2,349,49.2,216,53.7,310,32.4,267,31.2,27,33.8,298,36.0,87,72.0,46,-6.9,154
220,Iona,16,MAAC,32,17-15,12-6,17,15,0.5312,12,6,0.6667,105.2,138,110.1,299,0.3724,220,53.0,73,52.3,248,17.3,87,18.6,159,25.7,257,30.1,259,37.1,66,28.8,70,53.3,58,50.2,180,35.1,132,36.8,298,43.6,57,42.9,303,72.1,43,-10.2,211
226,Fairleigh Dickinson,16,NEC,32,19-13,12-6,19,13,0.5938,12,6,0.6667,105.0,142,110.5,308,0.3595,226,54.8,27,51.7,214,19.6,248,20.3,68,29.8,114,32.9,325,35.4,103,29.6,84,51.5,109,51.1,218,40.5,5,35.1,214,35.1,267,38.7,183,68.2,216,-9.2,197
295,NC Central,16,MEAC,31,15-16,10-6,15,16,0.4839,10,6,0.625,97.8,279,108.0,266,0.2429,295,49.9,210,49.9,133,22.7,337,17.5,238,34.8,19,26.9,112,33.5,171,31.4,134,51.3,118,50.9,213,31.5,304,32.0,49,36.6,229,34.1,35,66.3,304,-10.8,221
