Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Auburn,1,70,Michigan St.,2,64,Auburn,True
Florida,1,84,Texas Tech,3,79,Florida,True
Duke,1,85,Alabama,2,65,Duke,True
Houston,1,69,Tennessee,2,50,Houston,True
