Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Auburn,1,78,Michigan,5,65,Auburn,True
Ole Miss,6,70,Michigan State,2,73,Michigan State,False
Florida,1,87,Maryland,4,71,Florida,True
Texas Tech,3,85,Arkansas,10,83,Texas Tech,True
Duke,1,100,Arizona,4,93,Duke,True
BYU,6,88,Alabama,2,113,Alabama,False
Houston,1,62,Purdue,4,60,Houston,True
Kentucky,3,65,Tennessee,2,78,Tennessee,False
