Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Florida State,9,54,Michigan,3,58,Michigan,False
Villanova,1,71,Texas Tech,3,59,Villanova,True
Miami (FL),6,62,Loyola Chicago,11,64,Loyola Chicago,False
Kansas,1,85,Duke,2,81,Kansas,True
