Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Florida State,9,75,Gonzaga,4,60,Florida State,True
Michigan,3,99,Texas A&M,7,72,Michigan,True
Villanova,1,90,West Virginia,5,78,Villanova,True
Texas Tech,3,78,Purdue,2,65,Texas Tech,True
Kentucky,5,78,Davidson,12,73,Kentucky,True
Nevada,7,87,Texas,10,83,Nevada,True
Kansas,1,80,Clemson,5,76,Kansas,True
Syracuse,11,65,Duke,2,69,Duke,False
