Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Kentucky,1,64,Wisconsin,1,71,Wisconsin,False
Michigan State,7,61,Duke,1,81,Duke,False
