Team__1,Seed__1,Score__1,Team__2,Seed__2,Score__2,Winning_Team,Win__1,Year,Round,KP__Rk_AdjEM__1,KP__Conf__1,KP__W-L__1,KP__Wins__1,KP__Losses__1,KP__WinPct__1,KP__AdjEM__1,KP__AdjO__1,KP__Rk_AdjO__1,KP__AdjD__1,KP__Rk_AdjD__1,KP__AdjT__1,KP__Rk_AdjT__1,KP__Luck__1,KP__Rk_Luck__1,KP__SOS_AdjEM__1,KP__Rk_SOS_AdjEM__1,KP__SOS_AdjO__1,KP__Rk_SOS_AdjO__1,KP__SOS_AdjD__1,KP__Rk_SOS_AdjD__1,KP__NCSOS_AdjEM__1,KP__Rk_NCSOS_AdjEM__1,KP__Rk_AdjEM__2,KP__Conf__2,KP__W-L__2,KP__Wins__2,KP__Losses__2,KP__WinPct__2,KP__AdjEM__2,KP__AdjO__2,KP__Rk_AdjO__2,KP__AdjD__2,KP__Rk_AdjD__2,KP__AdjT__2,KP__Rk_AdjT__2,KP__Luck__2,KP__Rk_Luck__2,KP__SOS_AdjEM__2,KP__Rk_SOS_AdjEM__2,KP__SOS_AdjO__2,KP__Rk_SOS_AdjO__2,KP__SOS_AdjD__2,KP__Rk_SOS_AdjD__2,KP__NCSOS_AdjEM__2,KP__Rk_NCSOS_AdjEM__2,BT__Rk__1,BT__Conf__1,BT__G__1,BT__Rec__1,BT__ConfRec__1,BT__Wins__1,BT__Losses__1,BT__WinPct__1,BT__ConfWins__1,BT__ConfLosses__1,BT__ConfWinPct__1,BT__AdjO__1,BT__Rk_AdjO__1,BT__AdjD__1,BT__Rk_AdjD__1,BT__Barthag__1,BT__Rk_Barthag__1,BT__EFG%__1,BT__Rk_EFG%__1,BT__EFGD%__1,BT__Rk_EFGD%__1,BT__TOR__1,BT__Rk_TOR__1,BT__TORD__1,BT__Rk_TORD__1,BT__ORB__1,BT__Rk_ORB__1,BT__DRB__1,BT__Rk_DRB__1,BT__FTR__1,BT__Rk_FTR__1,BT__FTRD__1,BT__Rk_FTRD__1,BT__2P%__1,BT__Rk_2P%__1,BT__2P%D__1,BT__Rk_2P%D__1,BT__3P%__1,BT__Rk_3P%__1,BT__3P%D__1,BT__Rk_3P%D__1,BT__3PR__1,BT__Rk_3PR__1,BT__3PRD__1,BT__Rk_3PRD__1,BT__AdjT__1,BT__Rk_AdjT__1,BT__WAB__1,BT__Rk_WAB__1,BT__Rk__2,BT__Conf__2,BT__G__2,BT__Rec__2,BT__ConfRec__2,BT__Wins__2,BT__Losses__2,BT__WinPct__2,BT__ConfWins__2,BT__ConfLosses__2,BT__ConfWinPct__2,BT__AdjO__2,BT__Rk_AdjO__2,BT__AdjD__2,BT__Rk_AdjD__2,BT__Barthag__2,BT__Rk_Barthag__2,BT__EFG%__2,BT__Rk_EFG%__2,BT__EFGD%__2,BT__Rk_EFGD%__2,BT__TOR__2,BT__Rk_TOR__2,BT__TORD__2,BT__Rk_TORD__2,BT__ORB__2,BT__Rk_ORB__2,BT__DRB__2,BT__Rk_DRB__2,BT__FTR__2,BT__Rk_FTR__2,BT__FTRD__2,BT__Rk_FTRD__2,BT__2P%__2,BT__Rk_2P%__2,BT__2P%D__2,BT__Rk_2P%D__2,BT__3P%__2,BT__Rk_3P%__2,BT__3P%D__2,BT__Rk_3P%D__2,BT__3PR__2,BT__Rk_3PR__2,BT__3PRD__2,BT__Rk_3PRD__2,BT__AdjT__2,BT__Rk_AdjT__2,BT__WAB__2,BT__Rk_WAB__2
Iowa State,6,41,Pittsburgh,11,59,Pittsburgh,False,2023,1,23,B12,19-13,19,13,0.59375,18.33,109.9,96,91.6,8,64.3,326,-0.034,264,12.88,4,112.4,1,99.5,14,-1.29,203,77,ACC,22-11,22,11,0.6666666666666666,11.27,115.1,24,103.8,142,67.3,174,0.03,101,3.67,99,108.1,82,104.4,122,-2.92,260,20,B12,32,19-13,9-9,19,13,0.5938,9,9,0.5,108.2,88,90.0,7,0.8925,20,50.7,178,50.1,149,19.8,284,25.1,2,33.9,26,26.6,90,27.8,296,40.0,338,50.7,160,49.6,156,33.9,177,33.8,157,33.8,284,46.8,355,64.9,326,2.4,27,77,ACC,34,23-11,14-6,23,11,0.6765,14,6,0.7,112.4,32,101.4,136,0.766,77,53.1,50,49.0,100,16.3,55,16.9,246,29.9,136,28.8,196,32.2,145,30.0,148,52.1,88,48.5,94,36.2,64,33.2,122,43.9,34,39.7,266,68.0,174,-0.25,54
Xavier,3,72,Kennesaw State,14,67,Xavier,True,2023,1,16,BE,25-9,25,9,0.7352941176470589,19.69,119.3,9,99.6,70,70.4,39,-0.004,208,9.78,23,110.3,19,100.5,35,3.89,70,127,ASun,26-8,26,8,0.7647058823529411,3.64,106.3,153,102.7,116,68.5,118,0.147,2,-1.52,191,105.1,158,106.7,228,5.05,48,17,BE,34,25-9,15-5,25,9,0.7353,15,5,0.75,118.6,7,98.4,80,0.8954,17,55.6,9,50.4,168,17.5,121,16.5,280,31.8,75,25.4,53,30.8,203,27.1,64,54.0,37,48.7,103,39.5,3,35.9,281,31.3,319,34.2,77,71.2,35,5.4,11,119,ASun,31,23-8,15-3,23,8,0.7419,15,3,0.8333,105.0,139,100.5,113,0.6241,119,52.9,58,51.2,212,17.9,151,19.6,90,27.5,213,25.8,64,36.5,51,36.2,291,51.3,126,50.5,189,37.1,34,34.8,232,37.9,160,39.3,253,69.3,116,-1.4,69
Texas A&M,7,59,Penn State,10,76,Penn State,False,2023,1,25,SEC,25-9,25,9,0.7352941176470589,18.28,114.5,30,96.2,37,66.2,237,0.042,82,7.83,53,108.8,58,100.9,52,-2.46,243,39,B10,22-13,22,13,0.6285714285714286,15.04,116.8,17,101.8,101,64.6,313,0.009,163,9.72,25,109.6,33,99.9,19,-4.72,303,22,SEC,34,25-9,15-3,25,9,0.7353,15,3,0.8333,113.2,24,94.8,37,0.8851,22,49.0,252,47.9,63,18.3,192,21.0,41,36.6,6,30.4,270,45.9,2,35.1,273,49.0,240,47.4,58,32.8,236,32.3,81,33.7,285,45.9,352,67.0,226,3.7,19,43,B10,35,22-13,10-10,22,13,0.6286,10,10,0.5,115.4,17,99.9,103,0.8397,43,55.5,12,49.2,109,13.7,6,13.1,362,18.8,361,25.1,42,21.4,361,25.9,38,53.5,51,48.8,106,38.5,9,33.3,133,47.4,9,37.5,190,65.3,312,1.3,38
Texas,2,81,Colgate,15,61,Texas,True,2023,1,6,B12,26-8,26,8,0.7647058823529411,24.57,116.6,18,92.0,11,69.1,91,0.02,131,12.11,8,111.0,5,98.9,6,-0.66,185,114,Pat,26-8,26,8,0.7647058823529411,5.29,113.0,44,107.7,231,67.9,156,0.004,180,-7.69,335,100.7,336,108.4,316,-1.17,198,9,B12,34,26-8,12-6,26,8,0.7647,12,6,0.6667,114.6,20,91.6,12,0.9296,9,52.7,63,47.8,56,16.5,64,22.8,17,28.3,190,29.4,225,31.5,176,34.5,258,53.8,42,47.2,53,33.9,177,32.7,94,35.0,254,35.4,120,69.5,99,7.5,8,113,Pat,33,25-8,17-1,25,8,0.7576,17,1,0.9444,111.7,39,105.8,231,0.6512,113,58.6,1,51.9,257,14.9,15,17.6,206,24.9,289,24.1,20,27.6,300,20.3,3,57.1,7,51.5,240,40.9,1,34.9,236,34.8,261,36.9,169,68.4,157,-3.7,103
Kansas,1,96,Howard,16,68,Kansas,True,2023,1,9,B12,27-7,27,7,0.7941176470588235,23.14,114.6,29,91.5,7,69.3,79,0.106,10,14.26,1,111.7,3,97.5,2,6.82,22,215,MEAC,22-12,22,12,0.6470588235294118,-3.21,103.7,204,106.9,212,69.0,99,0.096,15,-6.11,314,101.4,323,107.5,270,0.26,161,13,B12,34,27-7,13-5,27,7,0.7941,13,5,0.7222,112.9,29,91.5,11,0.9184,13,52.4,74,47.1,34,17.5,121,20.2,68,28.4,187,28.3,173,29.8,229,31.2,181,52.9,66,47.2,53,34.4,158,31.2,36,34.1,277,35.1,107,69.9,79,10.1,2,231,MEAC,31,19-12,11-3,19,12,0.6129,11,3,0.7857,100.9,229,105.7,228,0.3688,231,52.0,91,50.6,179,22.8,356,20.7,53,33.8,27,31.6,309,32.8,125,34.6,259,49.9,200,50.8,207,37.2,30,33.6,144,36.1,225,37.1,176,69.7,90,-7.3,160
Arkansas,8,73,Illinois,9,63,Arkansas,True,2023,1,20,SEC,20-13,20,13,0.6060606060606061,18.63,112.6,51,94.0,16,69.7,54,-0.072,327,9.9,19,109.9,26,100.0,24,3.73,75,33,B10,20-12,20,12,0.625,16.48,112.2,58,95.7,32,69.4,71,-0.045,287,8.48,45,109.1,48,100.6,42,-6.02,323,19,SEC,33,20-13,8-10,20,13,0.6061,8,10,0.4444,110.7,53,92.0,14,0.8938,19,52.0,91,46.5,20,18.3,192,20.4,64,30.5,111,28.2,167,38.8,27,38.9,327,53.8,42,46.9,47,31.7,303,30.6,24,28.2,346,30.1,11,70.4,55,0.38,48,44,B10,32,20-12,11-9,20,12,0.625,11,9,0.55,109.0,72,94.4,33,0.8389,44,51.6,118,46.9,29,18.2,180,18.6,134,32.3,61,26.8,102,33.8,98,29.6,136,55.3,18,45.3,16,30.9,329,33.6,144,41.9,65,30.9,21,70.5,51,0.9,45
Saint Mary's,5,63,VCU,12,51,Saint Mary's,True,2023,1,11,WCC,26-7,26,7,0.7878787878787878,21.9,113.5,40,91.6,9,61.7,359,0.004,184,6.38,73,110.2,20,103.8,104,4.61,52,58,A10,27-7,27,7,0.7941176470588235,13.15,107.2,140,94.0,17,68.0,147,0.017,142,0.47,135,105.1,157,104.7,136,-1.78,226,8,WCC,32,25-7,14-2,25,7,0.7812,14,2,0.875,111.7,38,89.1,5,0.9306,8,52.5,72,46.7,24,16.4,60,19.0,119,33.1,46,21.8,2,31.2,187,30.3,158,51.0,142,45.6,19,36.7,43,32.8,97,37.0,194,31.8,28,62.8,356,3.4,23,71,A10,34,27-7,15-3,27,7,0.7941,15,3,0.8333,104.2,156,93.1,22,0.7847,71,52.2,85,47.0,30,19.5,264,24.1,6,29.0,162,29.8,241,41.8,9,30.5,162,52.3,81,46.2,31,34.7,141,32.3,81,32.8,302,34.1,74,68.8,140,1.0,44
UConn,4,87,Iona,13,63,UConn,True,2023,1,4,BE,25-8,25,8,0.7575757575757576,25.37,119.4,6,94.1,18,66.7,210,-0.061,312,8.51,44,109.1,50,100.6,38,-1.39,207,74,MAAC,27-7,27,7,0.7941176470588235,11.71,110.9,79,99.1,67,68.9,102,-0.006,210,-3.8,254,102.6,287,106.4,209,4.29,59,5,BE,33,25-8,13-7,25,8,0.7576,13,7,0.65,118.9,6,92.5,15,0.9475,5,53.5,42,45.5,11,18.9,236,19.4,98,39.2,1,26.2,76,31.4,180,38.7,321,53.4,54,45.8,25,35.7,88,30.0,15,42.0,61,30.3,13,67.7,187,5.0,13,69,MAAC,34,27-7,17-3,27,7,0.7941,17,3,0.85,108.8,74,97.0,61,0.7892,69,51.8,104,45.9,15,15.3,25,20.9,47,32.0,71,30.5,274,29.0,261,31.2,181,50.8,155,47.0,49,36.0,75,29.2,7,32.1,313,34.5,84,69.5,99,-1.7,72
TCU,6,72,Arizona State,11,70,TCU,True,2023,1,27,B12,21-12,21,12,0.6363636363636364,18.06,112.4,53,94.3,20,69.8,49,-0.034,267,10.7,11,109.8,29,99.1,10,-7.05,336,68,P12,22-12,22,12,0.6470588235294118,12.38,107.6,133,95.2,28,68.4,131,0.069,43,8.69,38,108.9,54,100.3,31,1.31,128,26,B12,33,21-12,9-9,21,12,0.6364,9,9,0.5,110.4,56,93.4,25,0.8722,26,50.2,199,47.8,56,17.1,90,21.9,23,32.4,59,30.7,285,33.9,96,29.7,141,51.9,94,49.1,130,30.6,338,30.4,20,29.4,337,35.0,101,70.6,45,2.2,28,53,P12,35,23-12,11-9,23,12,0.6571,11,9,0.55,107.2,102,94.0,31,0.8183,53,48.2,291,46.7,24,16.7,69,20.5,57,29.4,153,31.4,303,31.1,192,33.2,233,48.5,253,43.8,6,31.9,292,34.1,183,39.5,118,39.1,244,69.1,125,1.2,39
Gonzaga,3,82,Grand Canyon,14,70,Gonzaga,True,2023,1,8,WCC,28-5,28,5,0.8484848484848485,24.31,124.0,1,99.7,76,70.1,44,0.047,71,7.49,60,110.2,21,102.7,77,8.31,11,109,WAC,24-11,24,11,0.6857142857142857,5.99,112.3,54,106.3,198,65.2,293,0.042,84,0.99,126,104.7,182,103.7,100,0.09,171,10,WCC,32,27-5,14-2,27,5,0.8438,14,2,0.875,122.6,1,98.6,83,0.925,10,58.5,2,51.7,244,14.6,10,18.8,127,31.1,94,26.0,68,34.2,92,26.7,53,59.0,2,51.2,227,38.4,11,35.0,246,32.8,302,39.4,256,70.7,41,6.6,9,117,WAC,32,21-11,10-7,21,11,0.6562,10,7,0.5882,109.8,64,104.5,201,0.6378,117,52.9,58,47.2,36,18.4,204,15.0,340,30.5,111,30.3,265,37.8,35,33.2,233,50.5,171,46.8,43,37.6,20,32.0,67,40.8,85,32.8,44,65.7,298,-3.8,105
Northwestern,7,75,Boise State,10,67,Northwestern,True,2023,1,42,B10,21-11,21,11,0.65625,14.83,108.5,109,93.7,13,64.9,305,0.033,94,8.6,41,109.5,41,100.8,50,-4.22,291,31,MWC,24-9,24,9,0.7272727272727273,17.13,111.0,78,93.8,14,66.5,219,0.013,153,7.6,57,109.5,38,101.9,68,1.37,126,36,B10,32,21-11,12-8,21,11,0.6562,12,8,0.6,106.6,109,91.7,13,0.8498,36,47.2,319,48.4,83,14.8,13,21.7,27,28.3,190,27.3,121,29.7,233,31.6,192,46.5,314,46.6,38,32.1,277,33.9,166,41.2,77,42.4,325,65.6,302,1.6,34,34,MWC,32,23-9,13-5,23,9,0.7188,13,5,0.7222,108.2,87,92.9,20,0.8527,34,51.9,99,47.3,40,16.7,69,17.7,194,26.4,246,23.8,16,30.7,207,27.4,70,50.7,160,47.8,71,36.0,75,31.0,30,37.9,160,37.4,185,67.3,212,2.1,30
UCLA,2,86,UNC Asheville,15,53,UCLA,True,2023,1,2,P12,29-5,29,5,0.8529411764705882,27.63,114.9,25,87.2,1,66.3,230,-0.001,196,9.0,33,109.7,32,100.7,44,0.72,149,146,BSth,27-7,27,7,0.7941176470588235,1.51,104.1,195,102.6,115,68.5,121,0.152,1,-5.3,294,102.8,281,108.1,300,-0.57,183,3,P12,34,29-5,18-2,29,5,0.8529,18,2,0.9,113.2,25,87.4,2,0.9514,3,50.9,162,46.8,27,15.3,25,23.6,11,33.7,32,27.6,140,27.1,316,27.6,75,50.4,178,46.8,43,34.7,141,31.1,32,29.1,340,39.3,253,67.0,226,8.4,4,187,BSth,32,25-7,16-2,25,7,0.7812,16,2,0.8889,101.2,219,102.4,154,0.4668,187,53.9,34,48.0,70,20.0,298,17.9,180,25.8,261,28.7,192,41.3,12,26.8,58,51.4,120,49.1,130,38.8,6,30.5,22,37.2,188,34.0,70,69.1,125,-1.9,75
Alabama,1,73,Maryland,8,51,Alabama,True,2023,2,3,SEC,29-5,29,5,0.8529411764705882,27.54,116.1,19,88.6,3,72.7,4,0.074,37,11.66,9,110.9,7,99.2,12,10.56,5,22,B10,21-12,21,12,0.6363636363636364,18.37,114.1,35,95.8,33,64.6,312,-0.039,278,8.01,50,109.3,47,101.3,56,-3.92,285,2,SEC,34,29-5,16-2,29,5,0.8529,16,2,0.8889,115.4,16,88.3,4,0.9559,2,52.7,63,41.5,1,19.0,241,15.9,305,33.8,27,27.5,137,36.7,49,32.8,223,54.6,28,41.2,1,33.8,181,28.1,3,47.8,6,30.6,17,73.5,4,10.2,1,30,B10,33,21-12,11-9,21,12,0.6364,11,9,0.55,111.5,41,95.0,38,0.8639,30,51.1,151,47.9,63,16.2,49,18.4,149,30.2,127,27.2,118,33.8,98,27.8,86,52.0,93,47.7,66,33.0,220,32.1,70,37.5,177,31.7,27,65.4,308,1.0,43
San Diego State,5,75,Furman,13,52,San Diego State,True,2023,2,14,MWC,27-6,27,6,0.8181818181818182,20.25,111.9,64,91.7,10,66.0,252,0.047,73,8.96,34,110.4,15,101.4,58,7.47,16,89,SC,27-7,27,7,0.7941176470588235,8.43,114.2,33,105.8,183,68.5,124,0.0,195,-4.4,271,104.0,228,108.4,315,-2.07,233,12,MWC,32,26-6,15-3,26,6,0.8125,15,3,0.8333,111.3,45,90.1,8,0.9186,12,50.1,205,47.5,46,17.6,134,19.6,90,31.7,78,25.8,64,34.3,89,29.4,128,49.4,218,49.9,166,34.4,158,29.2,7,34.9,259,40.1,281,66.8,239,5.7,10,94,SC,31,24-7,15-3,24,7,0.7742,15,3,0.8333,111.9,36,104.1,194,0.698,94,55.6,9,50.6,179,15.8,37,18.4,149,29.6,150,27.1,115,34.7,77,31.8,202,59.1,1,51.2,227,34.4,158,33.1,113,46.4,13,35.2,113,69.1,125,-2.0,77
Creighton,6,85,Baylor,3,76,Creighton,True,2023,2,13,BE,21-12,21,12,0.6363636363636364,20.65,114.6,28,94.0,15,68.0,149,-0.074,329,10.34,16,110.9,8,100.5,36,6.44,27,15,B12,22-10,22,10,0.6875,19.98,121.9,2,101.9,104,66.6,217,0.032,96,12.93,3,110.8,9,97.9,3,1.92,110,14,BE,33,21-12,14-6,21,12,0.6364,14,6,0.7,113.8,22,92.8,18,0.913,14,54.3,26,47.3,40,16.6,67,14.3,355,25.5,269,23.3,12,28.1,289,19.8,2,54.5,30,45.6,19,36.0,75,34.1,183,42.0,61,29.8,9,68.6,151,2.2,29,15,B12,32,22-10,11-7,22,10,0.6875,11,7,0.6111,120.9,2,99.5,95,0.9046,15,53.1,50,51.4,228,18.1,166,19.9,76,34.7,18,31.1,300,37.2,39,31.4,187,50.8,155,53.3,314,37.2,30,32.2,76,45.3,22,37.8,199,67.7,187,5.2,12
Missouri,7,63,Princeton,15,78,Princeton,False,2023,2,51,SEC,24-9,24,9,0.7272727272727273,13.92,119.3,10,105.4,178,69.1,92,0.11,9,7.73,54,108.1,80,100.4,33,-4.68,302,112,Ivy,21-8,21,8,0.7241379310344828,5.57,109.1,103,103.5,137,67.5,171,0.024,123,-2.55,222,103.4,254,105.9,192,-4.83,306,59,SEC,33,24-9,11-7,24,9,0.7273,11,7,0.6111,117.5,10,103.8,187,0.8078,59,55.1,16,52.3,274,16.0,41,24.3,5,26.8,234,37.3,362,29.5,237,35.2,275,55.9,13,51.7,248,36.1,70,35.4,264,43.3,46,44.1,347,70.0,74,3.5,21,106,Ivy,27,19-8,10-4,19,8,0.7037,10,4,0.7143,107.6,97,101.6,142,0.6597,106,52.5,72,48.0,70,16.9,81,14.5,348,28.4,187,22.8,9,32.2,145,29.3,124,53.5,51,47.2,53,34.0,175,33.1,113,40.7,87,32.6,40,68.1,168,-3.2,96
Fairleigh Dickinson,16,70,Florida Atlantic,9,78,Florida Atlantic,False,2023,2,312,NEC,19-15,19,15,0.5588235294117647,-12.25,106.2,155,118.4,361,68.8,110,0.017,143,-14.0,362,96.3,363,110.3,360,-7.11,338,26,CUSA,31-3,31,3,0.9117647058823528,18.23,114.3,32,96.0,36,68.4,126,0.053,61,0.41,136,105.6,137,105.1,159,-2.52,248,299,NEC,33,18-15,10-6,18,15,0.5455,10,6,0.625,105.0,140,116.4,360,0.2333,299,51.7,108,55.4,352,16.4,60,21.4,32,31.1,94,28.8,196,28.8,267,34.2,255,51.5,112,56.1,352,34.7,141,36.2,291,37.5,177,39.7,266,69.4,109,-12.2,259,25,CUSA,32,29-3,18-2,29,3,0.9062,18,2,0.9,112.2,33,94.8,36,0.8739,25,55.0,18,45.9,15,16.7,69,18.3,159,30.4,119,24.5,29,29.5,237,26.7,53,54.3,31,44.8,12,37.2,30,32.0,67,43.8,37,34.2,77,68.9,133,4.7,14
Duke,5,52,Tennessee,4,65,Tennessee,False,2023,2,21,ACC,26-8,26,8,0.7647058823529411,18.49,113.2,42,94.8,24,65.3,288,0.059,52,6.78,68,109.8,30,103.0,83,2.07,102,5,SEC,23-10,23,10,0.696969696969697,24.71,112.7,49,88.0,2,65.5,278,-0.071,324,8.77,37,109.5,39,100.7,43,3.16,86,21,ACC,34,26-8,14-6,26,8,0.7647,14,6,0.7,111.9,37,93.1,23,0.8914,21,51.1,151,46.3,18,18.2,180,16.6,272,36.2,8,25.9,67,30.8,203,24.1,15,51.4,120,46.7,41,33.6,190,30.4,20,35.4,250,35.1,107,65.9,286,4.5,16,4,SEC,33,23-10,11-7,23,10,0.697,11,7,0.6111,111.1,48,86.2,1,0.9488,4,50.3,195,42.4,2,18.1,166,22.2,21,36.8,5,26.9,106,30.9,200,34.9,267,51.0,142,44.6,10,32.9,226,26.2,1,40.4,96,41.6,313,66.3,271,2.8,25
Kentucky,6,69,Kansas State,3,75,Kansas State,False,2023,2,28,SEC,21-11,21,11,0.65625,17.8,117.4,14,99.6,71,66.0,251,-0.014,232,8.65,40,109.4,43,100.7,46,0.8,145,24,B12,23-9,23,9,0.71875,18.31,112.5,52,94.2,19,70.2,40,0.036,90,10.4,15,109.3,44,98.9,7,-2.59,252,33,SEC,32,21-11,12-6,21,11,0.6562,12,6,0.6667,114.7,19,97.8,75,0.8613,33,51.2,145,48.8,92,17.3,102,16.8,257,38.7,2,25.5,56,32.5,134,29.9,146,50.4,178,48.3,87,35.4,102,33.1,113,30.1,329,35.2,113,66.7,248,1.6,33,24,B12,32,23-9,11-7,23,9,0.7188,11,7,0.6111,110.3,58,93.1,21,0.8759,24,51.5,123,47.5,46,20.0,298,20.7,53,31.1,94,29.2,219,37.0,44,36.7,297,51.8,99,48.8,106,34.0,175,30.1,16,36.3,216,36.8,163,70.7,41,4.2,17
Michigan State,7,69,Marquette,2,60,Michigan State,True,2023,2,32,B10,19-12,19,12,0.6129032258064516,16.71,113.4,41,96.7,40,64.9,304,0.015,147,12.27,7,112.3,2,100.0,23,5.71,37,12,BE,28-6,28,6,0.8235294117647058,21.83,119.3,8,97.5,47,68.4,135,0.014,150,8.67,39,109.5,35,100.9,51,-1.14,196,29,B10,31,19-12,11-8,19,12,0.6129,11,8,0.5789,111.6,40,95.0,39,0.8641,29,51.6,118,48.1,73,16.4,60,14.7,345,27.4,216,25.2,45,25.8,336,28.6,108,47.7,280,48.6,100,39.5,3,31.5,47,33.1,296,38.3,218,65.6,302,2.4,26,11,BE,34,28-6,17-3,28,6,0.8235,17,3,0.85,119.0,4,96.0,47,0.9216,11,56.0,8,51.1,206,15.2,23,22.8,17,26.5,241,32.1,320,27.1,316,29.0,119,58.8,3,50.0,168,34.8,135,35.2,254,41.9,65,37.5,190,69.3,116,7.8,6
Houston,1,81,Auburn,9,64,Houston,True,2023,2,1,Amer,31-3,31,3,0.9117647058823528,28.82,118.4,11,89.6,4,63.3,343,0.025,122,4.21,92,107.3,101,103.1,86,0.63,152,29,SEC,20-12,20,12,0.625,17.45,112.7,48,95.2,29,67.6,165,-0.029,257,9.73,24,109.5,40,99.7,17,3.89,69,1,Amer,34,31-3,17-1,31,3,0.9118,17,1,0.9444,117.1,12,88.0,3,0.9638,1,52.7,63,42.5,3,15.3,25,22.0,22,37.1,4,27.4,129,28.5,273,35.8,286,53.2,61,43.1,4,34.5,150,27.8,2,37.8,164,43.7,340,64.0,343,8.0,5,23,SEC,32,20-12,10-8,20,12,0.625,10,8,0.5556,110.9,50,93.2,24,0.8813,23,49.6,221,45.6,12,18.1,166,19.3,101,33.3,38,32.0,318,35.5,63,39.1,330,51.0,142,46.9,47,31.4,312,28.8,5,35.4,250,34.2,77,68.4,157,1.1,42
Miami (FL),5,85,Indiana,4,69,Miami (FL),True,2023,2,40,ACC,25-7,25,7,0.78125,14.91,118.2,12,103.3,132,68.9,105,0.017,141,4.75,85,108.0,86,103.2,91,-2.77,258,30,B10,22-11,22,11,0.6666666666666666,17.36,114.7,27,97.3,43,68.1,142,0.022,129,10.59,13,110.7,11,100.1,27,-3.4,271,40,ACC,32,25-7,15-5,25,7,0.7812,15,5,0.75,117.3,11,101.4,137,0.8423,40,55.0,18,51.3,220,16.4,60,18.1,170,32.0,71,29.0,209,30.0,221,24.1,15,54.9,20,51.8,256,36.8,39,33.6,144,34.6,269,37.7,196,69.5,99,3.7,20,31,B10,33,22-11,12-8,22,11,0.6667,12,8,0.6,112.5,31,95.8,45,0.8637,31,53.8,35,47.3,40,16.9,81,16.3,293,28.0,198,27.9,152,30.1,218,30.6,164,53.2,61,45.7,22,37.0,35,33.2,122,26.3,355,38.2,215,68.9,133,3.4,22
Pittsburgh,11,73,Xavier,3,84,Xavier,False,2023,2,77,ACC,22-11,22,11,0.6666666666666666,11.27,115.1,24,103.8,142,67.3,174,0.03,101,3.67,99,108.1,82,104.4,122,-2.92,260,16,BE,25-9,25,9,0.7352941176470589,19.69,119.3,9,99.6,70,70.4,39,-0.004,208,9.78,23,110.3,19,100.5,35,3.89,70,77,ACC,34,23-11,14-6,23,11,0.6765,14,6,0.7,112.4,32,101.4,136,0.766,77,53.1,50,49.0,100,16.3,55,16.9,246,29.9,136,28.8,196,32.2,145,30.0,148,52.1,88,48.5,94,36.2,64,33.2,122,43.9,34,39.7,266,68.0,174,-0.25,54,17,BE,34,25-9,15-5,25,9,0.7353,15,5,0.75,118.6,7,98.4,80,0.8954,17,55.6,9,50.4,168,17.5,121,16.5,280,31.8,75,25.4,53,30.8,203,27.1,64,54.0,37,48.7,103,39.5,3,35.9,281,31.3,319,34.2,77,71.2,35,5.4,11
Penn State,10,66,Texas,2,71,Texas,False,2023,2,39,B10,22-13,22,13,0.6285714285714286,15.04,116.8,17,101.8,101,64.6,313,0.009,163,9.72,25,109.6,33,99.9,19,-4.72,303,6,B12,26-8,26,8,0.7647058823529411,24.57,116.6,18,92.0,11,69.1,91,0.02,131,12.11,8,111.0,5,98.9,6,-0.66,185,43,B10,35,22-13,10-10,22,13,0.6286,10,10,0.5,115.4,17,99.9,103,0.8397,43,55.5,12,49.2,109,13.7,6,13.1,362,18.8,361,25.1,42,21.4,361,25.9,38,53.5,51,48.8,106,38.5,9,33.3,133,47.4,9,37.5,190,65.3,312,1.3,38,9,B12,34,26-8,12-6,26,8,0.7647,12,6,0.6667,114.6,20,91.6,12,0.9296,9,52.7,63,47.8,56,16.5,64,22.8,17,28.3,190,29.4,225,31.5,176,34.5,258,53.8,42,47.2,53,33.9,177,32.7,94,35.0,254,35.4,120,69.5,99,7.5,8
Kansas,1,71,Arkansas,8,72,Arkansas,False,2023,2,9,B12,27-7,27,7,0.7941176470588235,23.14,114.6,29,91.5,7,69.3,79,0.106,10,14.26,1,111.7,3,97.5,2,6.82,22,20,SEC,20-13,20,13,0.6060606060606061,18.63,112.6,51,94.0,16,69.7,54,-0.072,327,9.9,19,109.9,26,100.0,24,3.73,75,13,B12,34,27-7,13-5,27,7,0.7941,13,5,0.7222,112.9,29,91.5,11,0.9184,13,52.4,74,47.1,34,17.5,121,20.2,68,28.4,187,28.3,173,29.8,229,31.2,181,52.9,66,47.2,53,34.4,158,31.2,36,34.1,277,35.1,107,69.9,79,10.1,2,19,SEC,33,20-13,8-10,20,13,0.6061,8,10,0.4444,110.7,53,92.0,14,0.8938,19,52.0,91,46.5,20,18.3,192,20.4,64,30.5,111,28.2,167,38.8,27,38.9,327,53.8,42,46.9,47,31.7,303,30.6,24,28.2,346,30.1,11,70.4,55,0.38,48
