Team__1,Seed__1,Score__1,Team__2,Seed__2,Score__2,Winning_Team,Win__1,Year,Round,KP__Rk_AdjEM__1,KP__Conf__1,KP__W-L__1,KP__Wins__1,KP__Losses__1,KP__WinPct__1,KP__AdjEM__1,KP__AdjO__1,KP__Rk_AdjO__1,KP__AdjD__1,KP__Rk_AdjD__1,KP__AdjT__1,KP__Rk_AdjT__1,KP__Luck__1,KP__Rk_Luck__1,KP__SOS_AdjEM__1,KP__Rk_SOS_AdjEM__1,KP__SOS_AdjO__1,KP__Rk_SOS_AdjO__1,KP__SOS_AdjD__1,KP__Rk_SOS_AdjD__1,KP__NCSOS_AdjEM__1,KP__Rk_NCSOS_AdjEM__1,KP__Rk_AdjEM__2,KP__Conf__2,KP__W-L__2,KP__Wins__2,KP__Losses__2,KP__WinPct__2,KP__AdjEM__2,KP__AdjO__2,KP__Rk_AdjO__2,KP__AdjD__2,KP__Rk_AdjD__2,KP__AdjT__2,KP__Rk_AdjT__2,KP__Luck__2,KP__Rk_Luck__2,KP__SOS_AdjEM__2,KP__Rk_SOS_AdjEM__2,KP__SOS_AdjO__2,KP__Rk_SOS_AdjO__2,KP__SOS_AdjD__2,KP__Rk_SOS_AdjD__2,KP__NCSOS_AdjEM__2,KP__Rk_NCSOS_AdjEM__2,BT__Rk__1,BT__Conf__1,BT__G__1,BT__Rec__1,BT__ConfRec__1,BT__Wins__1,BT__Losses__1,BT__WinPct__1,BT__ConfWins__1,BT__ConfLosses__1,BT__ConfWinPct__1,BT__AdjO__1,BT__Rk_AdjO__1,BT__AdjD__1,BT__Rk_AdjD__1,BT__Barthag__1,BT__Rk_Barthag__1,BT__EFG%__1,BT__Rk_EFG%__1,BT__EFGD%__1,BT__Rk_EFGD%__1,BT__TOR__1,BT__Rk_TOR__1,BT__TORD__1,BT__Rk_TORD__1,BT__ORB__1,BT__Rk_ORB__1,BT__DRB__1,BT__Rk_DRB__1,BT__FTR__1,BT__Rk_FTR__1,BT__FTRD__1,BT__Rk_FTRD__1,BT__2P%__1,BT__Rk_2P%__1,BT__2P%D__1,BT__Rk_2P%D__1,BT__3P%__1,BT__Rk_3P%__1,BT__3P%D__1,BT__Rk_3P%D__1,BT__3PR__1,BT__Rk_3PR__1,BT__3PRD__1,BT__Rk_3PRD__1,BT__AdjT__1,BT__Rk_AdjT__1,BT__WAB__1,BT__Rk_WAB__1,BT__Rk__2,BT__Conf__2,BT__G__2,BT__Rec__2,BT__ConfRec__2,BT__Wins__2,BT__Losses__2,BT__WinPct__2,BT__ConfWins__2,BT__ConfLosses__2,BT__ConfWinPct__2,BT__AdjO__2,BT__Rk_AdjO__2,BT__AdjD__2,BT__Rk_AdjD__2,BT__Barthag__2,BT__Rk_Barthag__2,BT__EFG%__2,BT__Rk_EFG%__2,BT__EFGD%__2,BT__Rk_EFGD%__2,BT__TOR__2,BT__Rk_TOR__2,BT__TORD__2,BT__Rk_TORD__2,BT__ORB__2,BT__Rk_ORB__2,BT__DRB__2,BT__Rk_DRB__2,BT__FTR__2,BT__Rk_FTR__2,BT__FTRD__2,BT__Rk_FTRD__2,BT__2P%__2,BT__Rk_2P%__2,BT__2P%D__2,BT__Rk_2P%D__2,BT__3P%__2,BT__Rk_3P%__2,BT__3P%D__2,BT__Rk_3P%D__2,BT__3PR__2,BT__Rk_3PR__2,BT__3PRD__2,BT__Rk_3PRD__2,BT__AdjT__2,BT__Rk_AdjT__2,BT__WAB__2,BT__Rk_WAB__2
Saint Mary's,5,55,UConn,4,70,UConn,False,2023,2,11,WCC,26-7,26,7,0.7878787878787878,21.9,113.5,40,91.6,9,61.7,359,0.004,184,6.38,73,110.2,20,103.8,104,4.61,52,4,BE,25-8,25,8,0.7575757575757576,25.37,119.4,6,94.1,18,66.7,210,-0.061,312,8.51,44,109.1,50,100.6,38,-1.39,207,8,WCC,32,25-7,14-2,25,7,0.7812,14,2,0.875,111.7,38,89.1,5,0.9306,8,52.5,72,46.7,24,16.4,60,19.0,119,33.1,46,21.8,2,31.2,187,30.3,158,51.0,142,45.6,19,36.7,43,32.8,97,37.0,194,31.8,28,62.8,356,3.4,23,5,BE,33,25-8,13-7,25,8,0.7576,13,7,0.65,118.9,6,92.5,15,0.9475,5,53.5,42,45.5,11,18.9,236,19.4,98,39.2,1,26.2,76,31.4,180,38.7,321,53.4,54,45.8,25,35.7,88,30.0,15,42.0,61,30.3,13,67.7,187,5.0,13
TCU,6,81,Gonzaga,3,84,Gonzaga,False,2023,2,27,B12,21-12,21,12,0.6363636363636364,18.06,112.4,53,94.3,20,69.8,49,-0.034,267,10.7,11,109.8,29,99.1,10,-7.05,336,8,WCC,28-5,28,5,0.8484848484848485,24.31,124.0,1,99.7,76,70.1,44,0.047,71,7.49,60,110.2,21,102.7,77,8.31,11,26,B12,33,21-12,9-9,21,12,0.6364,9,9,0.5,110.4,56,93.4,25,0.8722,26,50.2,199,47.8,56,17.1,90,21.9,23,32.4,59,30.7,285,33.9,96,29.7,141,51.9,94,49.1,130,30.6,338,30.4,20,29.4,337,35.0,101,70.6,45,2.2,28,10,WCC,32,27-5,14-2,27,5,0.8438,14,2,0.875,122.6,1,98.6,83,0.925,10,58.5,2,51.7,244,14.6,10,18.8,127,31.1,94,26.0,68,34.2,92,26.7,53,59.0,2,51.2,227,38.4,11,35.0,246,32.8,302,39.4,256,70.7,41,6.6,9
Northwestern,7,63,UCLA,2,68,UCLA,False,2023,2,42,B10,21-11,21,11,0.65625,14.83,108.5,109,93.7,13,64.9,305,0.033,94,8.6,41,109.5,41,100.8,50,-4.22,291,2,P12,29-5,29,5,0.8529411764705882,27.63,114.9,25,87.2,1,66.3,230,-0.001,196,9.0,33,109.7,32,100.7,44,0.72,149,36,B10,32,21-11,12-8,21,11,0.6562,12,8,0.6,106.6,109,91.7,13,0.8498,36,47.2,319,48.4,83,14.8,13,21.7,27,28.3,190,27.3,121,29.7,233,31.6,192,46.5,314,46.6,38,32.1,277,33.9,166,41.2,77,42.4,325,65.6,302,1.6,34,3,P12,34,29-5,18-2,29,5,0.8529,18,2,0.9,113.2,25,87.4,2,0.9514,3,50.9,162,46.8,27,15.3,25,23.6,11,33.7,32,27.6,140,27.1,316,27.6,75,50.4,178,46.8,43,34.7,141,31.1,32,29.1,340,39.3,253,67.0,226,8.4,4
Alabama,1,64,San Diego State,5,71,San Diego State,False,2023,3,3,SEC,29-5,29,5,0.8529411764705882,27.54,116.1,19,88.6,3,72.7,4,0.074,37,11.66,9,110.9,7,99.2,12,10.56,5,14,MWC,27-6,27,6,0.8181818181818182,20.25,111.9,64,91.7,10,66.0,252,0.047,73,8.96,34,110.4,15,101.4,58,7.47,16,2,SEC,34,29-5,16-2,29,5,0.8529,16,2,0.8889,115.4,16,88.3,4,0.9559,2,52.7,63,41.5,1,19.0,241,15.9,305,33.8,27,27.5,137,36.7,49,32.8,223,54.6,28,41.2,1,33.8,181,28.1,3,47.8,6,30.6,17,73.5,4,10.2,1,12,MWC,32,26-6,15-3,26,6,0.8125,15,3,0.8333,111.3,45,90.1,8,0.9186,12,50.1,205,47.5,46,17.6,134,19.6,90,31.7,78,25.8,64,34.3,89,29.4,128,49.4,218,49.9,166,34.4,158,29.2,7,34.9,259,40.1,281,66.8,239,5.7,10
Creighton,6,86,Princeton,15,75,Creighton,True,2023,3,13,BE,21-12,21,12,0.6363636363636364,20.65,114.6,28,94.0,15,68.0,149,-0.074,329,10.34,16,110.9,8,100.5,36,6.44,27,112,Ivy,21-8,21,8,0.7241379310344828,5.57,109.1,103,103.5,137,67.5,171,0.024,123,-2.55,222,103.4,254,105.9,192,-4.83,306,14,BE,33,21-12,14-6,21,12,0.6364,14,6,0.7,113.8,22,92.8,18,0.913,14,54.3,26,47.3,40,16.6,67,14.3,355,25.5,269,23.3,12,28.1,289,19.8,2,54.5,30,45.6,19,36.0,75,34.1,183,42.0,61,29.8,9,68.6,151,2.2,29,106,Ivy,27,19-8,10-4,19,8,0.7037,10,4,0.7143,107.6,97,101.6,142,0.6597,106,52.5,72,48.0,70,16.9,81,14.5,348,28.4,187,22.8,9,32.2,145,29.3,124,53.5,51,47.2,53,34.0,175,33.1,113,40.7,87,32.6,40,68.1,168,-3.2,96
Florida Atlantic,9,62,Tennessee,4,55,Florida Atlantic,True,2023,3,26,CUSA,31-3,31,3,0.9117647058823528,18.23,114.3,32,96.0,36,68.4,126,0.053,61,0.41,136,105.6,137,105.1,159,-2.52,248,5,SEC,23-10,23,10,0.696969696969697,24.71,112.7,49,88.0,2,65.5,278,-0.071,324,8.77,37,109.5,39,100.7,43,3.16,86,25,CUSA,32,29-3,18-2,29,3,0.9062,18,2,0.9,112.2,33,94.8,36,0.8739,25,55.0,18,45.9,15,16.7,69,18.3,159,30.4,119,24.5,29,29.5,237,26.7,53,54.3,31,44.8,12,37.2,30,32.0,67,43.8,37,34.2,77,68.9,133,4.7,14,4,SEC,33,23-10,11-7,23,10,0.697,11,7,0.6111,111.1,48,86.2,1,0.9488,4,50.3,195,42.4,2,18.1,166,22.2,21,36.8,5,26.9,106,30.9,200,34.9,267,51.0,142,44.6,10,32.9,226,26.2,1,40.4,96,41.6,313,66.3,271,2.8,25
Kansas State,3,98,Michigan State,7,93,Kansas State,True,2023,3,24,B12,23-9,23,9,0.71875,18.31,112.5,52,94.2,19,70.2,40,0.036,90,10.4,15,109.3,44,98.9,7,-2.59,252,32,B10,19-12,19,12,0.6129032258064516,16.71,113.4,41,96.7,40,64.9,304,0.015,147,12.27,7,112.3,2,100.0,23,5.71,37,24,B12,32,23-9,11-7,23,9,0.7188,11,7,0.6111,110.3,58,93.1,21,0.8759,24,51.5,123,47.5,46,20.0,298,20.7,53,31.1,94,29.2,219,37.0,44,36.7,297,51.8,99,48.8,106,34.0,175,30.1,16,36.3,216,36.8,163,70.7,41,4.2,17,29,B10,31,19-12,11-8,19,12,0.6129,11,8,0.5789,111.6,40,95.0,39,0.8641,29,51.6,118,48.1,73,16.4,60,14.7,345,27.4,216,25.2,45,25.8,336,28.6,108,47.7,280,48.6,100,39.5,3,31.5,47,33.1,296,38.3,218,65.6,302,2.4,26
Houston,1,75,Miami (FL),5,89,Miami (FL),False,2023,3,1,Amer,31-3,31,3,0.9117647058823528,28.82,118.4,11,89.6,4,63.3,343,0.025,122,4.21,92,107.3,101,103.1,86,0.63,152,40,ACC,25-7,25,7,0.78125,14.91,118.2,12,103.3,132,68.9,105,0.017,141,4.75,85,108.0,86,103.2,91,-2.77,258,1,Amer,34,31-3,17-1,31,3,0.9118,17,1,0.9444,117.1,12,88.0,3,0.9638,1,52.7,63,42.5,3,15.3,25,22.0,22,37.1,4,27.4,129,28.5,273,35.8,286,53.2,61,43.1,4,34.5,150,27.8,2,37.8,164,43.7,340,64.0,343,8.0,5,40,ACC,32,25-7,15-5,25,7,0.7812,15,5,0.75,117.3,11,101.4,137,0.8423,40,55.0,18,51.3,220,16.4,60,18.1,170,32.0,71,29.0,209,30.0,221,24.1,15,54.9,20,51.8,256,36.8,39,33.6,144,34.6,269,37.7,196,69.5,99,3.7,20
Xavier,3,71,Texas,2,83,Texas,False,2023,3,16,BE,25-9,25,9,0.7352941176470589,19.69,119.3,9,99.6,70,70.4,39,-0.004,208,9.78,23,110.3,19,100.5,35,3.89,70,6,B12,26-8,26,8,0.7647058823529411,24.57,116.6,18,92.0,11,69.1,91,0.02,131,12.11,8,111.0,5,98.9,6,-0.66,185,17,BE,34,25-9,15-5,25,9,0.7353,15,5,0.75,118.6,7,98.4,80,0.8954,17,55.6,9,50.4,168,17.5,121,16.5,280,31.8,75,25.4,53,30.8,203,27.1,64,54.0,37,48.7,103,39.5,3,35.9,281,31.3,319,34.2,77,71.2,35,5.4,11,9,B12,34,26-8,12-6,26,8,0.7647,12,6,0.6667,114.6,20,91.6,12,0.9296,9,52.7,63,47.8,56,16.5,64,22.8,17,28.3,190,29.4,225,31.5,176,34.5,258,53.8,42,47.2,53,33.9,177,32.7,94,35.0,254,35.4,120,69.5,99,7.5,8
Arkansas,8,65,UConn,4,88,UConn,False,2023,3,20,SEC,20-13,20,13,0.6060606060606061,18.63,112.6,51,94.0,16,69.7,54,-0.072,327,9.9,19,109.9,26,100.0,24,3.73,75,4,BE,25-8,25,8,0.7575757575757576,25.37,119.4,6,94.1,18,66.7,210,-0.061,312,8.51,44,109.1,50,100.6,38,-1.39,207,19,SEC,33,20-13,8-10,20,13,0.6061,8,10,0.4444,110.7,53,92.0,14,0.8938,19,52.0,91,46.5,20,18.3,192,20.4,64,30.5,111,28.2,167,38.8,27,38.9,327,53.8,42,46.9,47,31.7,303,30.6,24,28.2,346,30.1,11,70.4,55,0.38,48,5,BE,33,25-8,13-7,25,8,0.7576,13,7,0.65,118.9,6,92.5,15,0.9475,5,53.5,42,45.5,11,18.9,236,19.4,98,39.2,1,26.2,76,31.4,180,38.7,321,53.4,54,45.8,25,35.7,88,30.0,15,42.0,61,30.3,13,67.7,187,5.0,13
Gonzaga,3,79,UCLA,2,76,Gonzaga,True,2023,3,8,WCC,28-5,28,5,0.8484848484848485,24.31,124.0,1,99.7,76,70.1,44,0.047,71,7.49,60,110.2,21,102.7,77,8.31,11,2,P12,29-5,29,5,0.8529411764705882,27.63,114.9,25,87.2,1,66.3,230,-0.001,196,9.0,33,109.7,32,100.7,44,0.72,149,10,WCC,32,27-5,14-2,27,5,0.8438,14,2,0.875,122.6,1,98.6,83,0.925,10,58.5,2,51.7,244,14.6,10,18.8,127,31.1,94,26.0,68,34.2,92,26.7,53,59.0,2,51.2,227,38.4,11,35.0,246,32.8,302,39.4,256,70.7,41,6.6,9,3,P12,34,29-5,18-2,29,5,0.8529,18,2,0.9,113.2,25,87.4,2,0.9514,3,50.9,162,46.8,27,15.3,25,23.6,11,33.7,32,27.6,140,27.1,316,27.6,75,50.4,178,46.8,43,34.7,141,31.1,32,29.1,340,39.3,253,67.0,226,8.4,4
San Diego State,5,57,Creighton,6,56,San Diego State,True,2023,4,14,MWC,27-6,27,6,0.8181818181818182,20.25,111.9,64,91.7,10,66.0,252,0.047,73,8.96,34,110.4,15,101.4,58,7.47,16,13,BE,21-12,21,12,0.6363636363636364,20.65,114.6,28,94.0,15,68.0,149,-0.074,329,10.34,16,110.9,8,100.5,36,6.44,27,12,MWC,32,26-6,15-3,26,6,0.8125,15,3,0.8333,111.3,45,90.1,8,0.9186,12,50.1,205,47.5,46,17.6,134,19.6,90,31.7,78,25.8,64,34.3,89,29.4,128,49.4,218,49.9,166,34.4,158,29.2,7,34.9,259,40.1,281,66.8,239,5.7,10,14,BE,33,21-12,14-6,21,12,0.6364,14,6,0.7,113.8,22,92.8,18,0.913,14,54.3,26,47.3,40,16.6,67,14.3,355,25.5,269,23.3,12,28.1,289,19.8,2,54.5,30,45.6,19,36.0,75,34.1,183,42.0,61,29.8,9,68.6,151,2.2,29
Florida Atlantic,9,79,Kansas State,3,76,Florida Atlantic,True,2023,4,26,CUSA,31-3,31,3,0.9117647058823528,18.23,114.3,32,96.0,36,68.4,126,0.053,61,0.41,136,105.6,137,105.1,159,-2.52,248,24,B12,23-9,23,9,0.71875,18.31,112.5,52,94.2,19,70.2,40,0.036,90,10.4,15,109.3,44,98.9,7,-2.59,252,25,CUSA,32,29-3,18-2,29,3,0.9062,18,2,0.9,112.2,33,94.8,36,0.8739,25,55.0,18,45.9,15,16.7,69,18.3,159,30.4,119,24.5,29,29.5,237,26.7,53,54.3,31,44.8,12,37.2,30,32.0,67,43.8,37,34.2,77,68.9,133,4.7,14,24,B12,32,23-9,11-7,23,9,0.7188,11,7,0.6111,110.3,58,93.1,21,0.8759,24,51.5,123,47.5,46,20.0,298,20.7,53,31.1,94,29.2,219,37.0,44,36.7,297,51.8,99,48.8,106,34.0,175,30.1,16,36.3,216,36.8,163,70.7,41,4.2,17
Miami (FL),5,88,Texas,2,81,Miami (FL),True,2023,4,40,ACC,25-7,25,7,0.78125,14.91,118.2,12,103.3,132,68.9,105,0.017,141,4.75,85,108.0,86,103.2,91,-2.77,258,6,B12,26-8,26,8,0.7647058823529411,24.57,116.6,18,92.0,11,69.1,91,0.02,131,12.11,8,111.0,5,98.9,6,-0.66,185,40,ACC,32,25-7,15-5,25,7,0.7812,15,5,0.75,117.3,11,101.4,137,0.8423,40,55.0,18,51.3,220,16.4,60,18.1,170,32.0,71,29.0,209,30.0,221,24.1,15,54.9,20,51.8,256,36.8,39,33.6,144,34.6,269,37.7,196,69.5,99,3.7,20,9,B12,34,26-8,12-6,26,8,0.7647,12,6,0.6667,114.6,20,91.6,12,0.9296,9,52.7,63,47.8,56,16.5,64,22.8,17,28.3,190,29.4,225,31.5,176,34.5,258,53.8,42,47.2,53,33.9,177,32.7,94,35.0,254,35.4,120,69.5,99,7.5,8
UConn,4,82,Gonzaga,3,54,UConn,True,2023,4,4,BE,25-8,25,8,0.7575757575757576,25.37,119.4,6,94.1,18,66.7,210,-0.061,312,8.51,44,109.1,50,100.6,38,-1.39,207,8,WCC,28-5,28,5,0.8484848484848485,24.31,124.0,1,99.7,76,70.1,44,0.047,71,7.49,60,110.2,21,102.7,77,8.31,11,5,BE,33,25-8,13-7,25,8,0.7576,13,7,0.65,118.9,6,92.5,15,0.9475,5,53.5,42,45.5,11,18.9,236,19.4,98,39.2,1,26.2,76,31.4,180,38.7,321,53.4,54,45.8,25,35.7,88,30.0,15,42.0,61,30.3,13,67.7,187,5.0,13,10,WCC,32,27-5,14-2,27,5,0.8438,14,2,0.875,122.6,1,98.6,83,0.925,10,58.5,2,51.7,244,14.6,10,18.8,127,31.1,94,26.0,68,34.2,92,26.7,53,59.0,2,51.2,227,38.4,11,35.0,246,32.8,302,39.4,256,70.7,41,6.6,9
San Diego State,5,72,Florida Atlantic,9,71,San Diego State,True,2023,5,14,MWC,27-6,27,6,0.8181818181818182,20.25,111.9,64,91.7,10,66.0,252,0.047,73,8.96,34,110.4,15,101.4,58,7.47,16,26,CUSA,31-3,31,3,0.9117647058823528,18.23,114.3,32,96.0,36,68.4,126,0.053,61,0.41,136,105.6,137,105.1,159,-2.52,248,12,MWC,32,26-6,15-3,26,6,0.8125,15,3,0.8333,111.3,45,90.1,8,0.9186,12,50.1,205,47.5,46,17.6,134,19.6,90,31.7,78,25.8,64,34.3,89,29.4,128,49.4,218,49.9,166,34.4,158,29.2,7,34.9,259,40.1,281,66.8,239,5.7,10,25,CUSA,32,29-3,18-2,29,3,0.9062,18,2,0.9,112.2,33,94.8,36,0.8739,25,55.0,18,45.9,15,16.7,69,18.3,159,30.4,119,24.5,29,29.5,237,26.7,53,54.3,31,44.8,12,37.2,30,32.0,67,43.8,37,34.2,77,68.9,133,4.7,14
Miami (FL),5,59,UConn,4,72,UConn,False,2023,5,40,ACC,25-7,25,7,0.78125,14.91,118.2,12,103.3,132,68.9,105,0.017,141,4.75,85,108.0,86,103.2,91,-2.77,258,4,BE,25-8,25,8,0.7575757575757576,25.37,119.4,6,94.1,18,66.7,210,-0.061,312,8.51,44,109.1,50,100.6,38,-1.39,207,40,ACC,32,25-7,15-5,25,7,0.7812,15,5,0.75,117.3,11,101.4,137,0.8423,40,55.0,18,51.3,220,16.4,60,18.1,170,32.0,71,29.0,209,30.0,221,24.1,15,54.9,20,51.8,256,36.8,39,33.6,144,34.6,269,37.7,196,69.5,99,3.7,20,5,BE,33,25-8,13-7,25,8,0.7576,13,7,0.65,118.9,6,92.5,15,0.9475,5,53.5,42,45.5,11,18.9,236,19.4,98,39.2,1,26.2,76,31.4,180,38.7,321,53.4,54,45.8,25,35.7,88,30.0,15,42.0,61,30.3,13,67.7,187,5.0,13
San Diego State,5,59,UConn,4,76,UConn,False,2023,6,14,MWC,27-6,27,6,0.8181818181818182,20.25,111.9,64,91.7,10,66.0,252,0.047,73,8.96,34,110.4,15,101.4,58,7.47,16,4,BE,25-8,25,8,0.7575757575757576,25.37,119.4,6,94.1,18,66.7,210,-0.061,312,8.51,44,109.1,50,100.6,38,-1.39,207,12,MWC,32,26-6,15-3,26,6,0.8125,15,3,0.8333,111.3,45,90.1,8,0.9186,12,50.1,205,47.5,46,17.6,134,19.6,90,31.7,78,25.8,64,34.3,89,29.4,128,49.4,218,49.9,166,34.4,158,29.2,7,34.9,259,40.1,281,66.8,239,5.7,10,5,BE,33,25-8,13-7,25,8,0.7576,13,7,0.65,118.9,6,92.5,15,0.9475,5,53.5,42,45.5,11,18.9,236,19.4,98,39.2,1,26.2,76,31.4,180,38.7,321,53.4,54,45.8,25,35.7,88,30.0,15,42.0,61,30.3,13,67.7,187,5.0,13
