Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Duke,2,77,North Carolina,8,81,North Carolina,False
Villanova,2,65,Kansas,1,81,Kansas,False
