Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
UConn,1,82,San Diego State,5,52,UConn,True
Illinois,3,72,Iowa State,2,69,Illinois,True
North Carolina,1,87,Alabama,4,89,Alabama,False
Clemson,6,77,Arizona,2,72,Clemson,True
Houston,1,51,Duke,4,54,Duke,False
North Carolina State,11,67,Marquette,2,58,North Carolina State,True
Purdue,1,80,Gonzaga,5,68,Purdue,True
Creighton,3,75,Tennessee,2,82,Tennessee,False
