Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
UConn,1,86,Alabama,4,72,UConn,True
North Carolina State,11,50,Purdue,1,63,Purdue,False
