Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
UConn,1,77,Illinois,3,52,UConn,True
Alabama,4,89,Clemson,6,82,Alabama,True
Duke,4,64,North Carolina State,11,76,North Carolina State,False
Purdue,1,72,Tennessee,2,66,Purdue,True
