Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Michigan State,1,44,Louisville,4,57,Louisville,False
Marquette,3,58,Florida,7,68,Florida,False
Syracuse,1,64,Wisconsin,4,63,Syracuse,True
Cincinnati,6,66,Ohio State,2,81,Ohio State,False
Kentucky,1,102,Indiana,4,90,Kentucky,True
Baylor,3,75,Xavier,10,70,Baylor,True
North Carolina,1,73,Ohio,13,65,North Carolina,True
North Carolina State,11,57,Kansas,2,60,Kansas,False
