Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
1,Michigan State,1,B10,4,3-1,,3,1,0.75,,,,0–1,125.8,5.0,90.4,26.0,0.978,1.0,57.3,18.0,45.7,77.0,16.6,100.0,15.9,238.0,25.9,246.0,30.2,134.0,41.3,90.0,37.4,176.0,52.8,57.0,42.4,50.0,45.2,16.0,35.2,168.0,30.1,217.0,32.0,147.0,64.9,151.0,1.8
2,Memphis,8,CUSA,4,4-0,,4,0,1.0,,,,1–0,116.1,33.0,84.2,6.0,0.9757,2.0,55.1,38.0,39.8,8.0,16.5,95.0,21.4,73.0,28.3,207.0,31.4,156.0,51.0,28.0,44.8,252.0,54.7,40.0,42.7,53.0,37.5,101.0,21.7,12.0,27.2,255.0,28.6,77.0,68.7,52.0,1.0
3,Ohio State,2,B10,5,4-1,,4,1,0.8,,,,2–0,124.5,9.0,91.7,33.0,0.971,3.0,52.2,90.0,50.4,191.0,16.5,95.0,15.0,262.0,39.4,33.0,25.7,57.0,28.8,243.0,30.5,91.0,55.4,34.0,45.8,104.0,28.8,243.0,38.1,229.0,26.5,267.0,40.5,284.0,67.2,88.0,2.5
4,Kentucky,1,SEC,5,4-1,,4,1,0.8,,,,2–0,119.6,18.0,88.3,12.0,0.9702,4.0,50.7,117.0,43.3,34.0,14.8,50.0,13.5,299.0,35.3,85.0,27.4,83.0,33.3,186.0,22.4,17.0,50.0,107.0,42.1,44.0,34.8,146.0,30.5,99.0,32.6,166.0,32.8,163.0,63.3,221.0,1.8
5,Missouri,2,B12,5,5-0,,5,0,1.0,,,,2–0,133.4,1.0,100.3,135.0,0.9634,5.0,62.8,2.0,49.7,176.0,14.1,32.0,19.0,139.0,29.4,191.0,36.1,243.0,36.5,147.0,25.6,42.0,58.5,11.0,46.5,120.0,46.9,10.0,37.6,222.0,35.8,113.0,31.7,142.0,65.2,140.0,2.1
6,Wichita State,5,MVC,2,1-1,,1,1,0.5,,,,0–0,108.3,100.0,82.3,4.0,0.9592,6.0,48.0,178.0,36.1,2.0,20.5,223.0,15.2,255.0,37.7,56.0,24.7,45.0,17.6,313.0,39.8,214.0,44.3,236.0,32.3,1.0,37.8,96.0,27.9,63.0,29.6,221.0,39.8,278.0,67.2,88.0,-0.42
8,North Carolina,1,ACC,5,4-1,,4,1,0.8,,,,2–0,119.0,23.0,91.9,36.0,0.9511,8.0,49.5,144.0,49.2,159.0,14.0,31.0,18.4,158.0,36.5,69.0,26.8,73.0,37.2,138.0,30.5,91.0,51.3,83.0,48.5,172.0,29.9,229.0,33.7,145.0,26.9,259.0,32.5,158.0,71.2,24.0,1.5
9,Florida State,3,ACC,5,5-0,,5,0,1.0,,,,2–0,121.9,12.0,94.3,57.0,0.9507,9.0,57.9,13.0,45.5,71.0,22.7,267.0,18.2,164.0,31.9,150.0,37.9,275.0,35.4,161.0,27.4,56.0,50.6,97.0,45.4,95.0,48.8,7.0,30.6,102.0,32.3,172.0,32.3,153.0,67.3,83.0,2.9
10,South Florida,12,BE,5,3-2,,3,2,0.6,,,,1–1,102.6,164.0,79.4,2.0,0.9502,10.0,48.9,161.0,38.4,3.0,23.5,283.0,16.5,225.0,29.0,196.0,25.7,57.0,29.5,235.0,32.4,116.0,49.4,122.0,38.0,8.0,31.8,192.0,26.3,39.0,28.2,243.0,30.9,126.0,58.5,314.0,0.03
11,Wisconsin,4,B10,3,2-1,,2,1,0.6667,,,,1–0,122.1,11.0,95.6,79.0,0.9432,11.0,51.6,99.0,50.3,189.0,14.4,41.0,17.8,181.0,28.7,200.0,27.6,89.0,37.5,131.0,40.4,220.0,43.7,245.0,47.4,141.0,41.5,41.0,40.6,253.0,42.8,28.0,21.9,16.0,60.0,294.0,0.8
12,VCU,12,CAA,3,3-0,,3,0,1.0,,,,0–0,114.5,42.0,89.8,20.0,0.9426,12.0,51.0,109.0,48.3,140.0,14.4,41.0,30.8,1.0,26.9,228.0,42.2,300.0,51.0,28.0,37.7,183.0,45.4,216.0,45.0,85.0,40.0,49.0,37.0,208.0,38.2,72.0,31.5,133.0,66.6,108.0,0.9
13,Cincinnati,6,BE,5,4-1,,4,1,0.8,,,,2–0,114.9,40.0,90.2,23.0,0.9419,13.0,46.3,213.0,47.5,126.0,14.9,56.0,21.7,62.0,33.2,126.0,37.2,264.0,27.7,255.0,24.6,33.0,50.8,92.0,43.3,61.0,25.2,277.0,36.6,199.0,34.3,140.0,35.9,227.0,60.7,284.0,2.3
