Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
1,Gonzaga,3,WCC,3,3-0,,3,0,1.0,,,,0–0,135.5,1.0,94.2,44.0,0.9849,1.0,65.3,2.0,46.7,85.0,12.8,44.0,18.5,112.0,32.9,75.0,31.0,230.0,38.3,72.0,15.5,8.0,60.4,16.0,43.6,36.0,48.5,2.0,33.8,160.0,39.5,118.0,44.2,290.0,67.0,185.0,1.0
2,Duke,5,ACC,4,4-0,,4,0,1.0,,,,1–0,123.2,8.0,89.3,14.0,0.9761,2.0,55.9,45.0,43.6,32.0,15.1,101.0,14.3,248.0,27.6,179.0,24.3,91.0,39.2,63.0,35.3,214.0,54.2,76.0,46.3,81.0,39.7,58.0,26.2,41.0,32.1,257.0,38.5,203.0,65.2,245.0,2.2
3,UConn,4,BE,4,3-1,,3,1,0.75,,,,2–0,122.9,10.0,89.3,15.0,0.9754,3.0,57.3,29.0,46.2,76.0,20.2,274.0,17.1,153.0,40.5,14.0,28.4,168.0,19.0,306.0,29.0,132.0,59.8,17.0,46.5,86.0,36.2,110.0,30.5,98.0,45.3,39.0,42.4,270.0,64.6,270.0,0.9
4,Texas,2,B12,5,4-1,,4,1,0.8,,,,1–1,111.6,96.0,81.5,1.0,0.9739,4.0,47.3,211.0,42.2,20.0,14.8,90.0,23.7,12.0,24.0,255.0,30.7,221.0,33.0,147.0,29.7,136.0,49.2,174.0,41.4,19.0,28.7,246.0,29.3,78.0,32.3,253.0,32.5,91.0,67.3,166.0,2.0
5,Memphis,8,Amer,5,4-1,,4,1,0.8,,,,1–1,119.5,24.0,88.2,11.0,0.9703,5.0,53.7,76.0,41.5,15.0,18.1,205.0,20.9,52.0,30.2,129.0,35.9,294.0,38.8,67.0,32.9,184.0,46.8,223.0,42.9,28.0,44.8,14.0,26.5,46.0,33.6,233.0,43.0,281.0,71.2,48.0,1.5
6,Alabama,1,SEC,5,4-1,,4,1,0.8,,,,1–1,112.6,85.0,85.2,4.0,0.9609,6.0,48.9,173.0,39.7,6.0,19.0,241.0,17.4,147.0,37.1,31.0,28.6,170.0,26.2,235.0,32.7,179.0,55.2,57.0,35.9,5.0,28.7,246.0,32.6,140.0,52.0,9.0,29.1,39.0,70.4,63.0,1.7
7,Drake,12,MVC,3,3-0,,3,0,1.0,,,,0–0,119.8,21.0,91.1,25.0,0.959,7.0,59.2,18.0,41.4,14.0,14.2,79.0,14.7,237.0,25.3,231.0,25.7,112.0,32.0,158.0,21.3,46.0,56.2,48.0,42.6,25.0,43.8,19.0,25.9,40.0,31.4,265.0,32.0,84.0,63.1,311.0,0.6
8,Marquette,2,BE,4,4-0,,4,0,1.0,,,,1–0,117.7,38.0,89.9,19.0,0.9572,8.0,50.6,139.0,46.2,76.0,14.0,75.0,22.1,28.0,24.1,253.0,38.4,315.0,28.6,206.0,26.9,91.0,54.0,79.0,43.9,39.0,31.4,200.0,33.7,156.0,49.4,13.0,35.2,141.0,65.1,248.0,2.1
9,Utah State,10,MWC,5,4-1,,4,1,0.8,,,,2–0,119.9,20.0,91.7,28.0,0.9563,9.0,56.1,42.0,42.2,20.0,18.7,232.0,16.1,190.0,28.7,162.0,29.1,188.0,34.5,121.0,40.3,275.0,58.0,32.0,43.3,35.0,35.6,123.0,26.4,45.0,41.1,93.0,29.5,42.0,69.9,78.0,1.5
10,UCLA,2,P12,5,4-1,,4,1,0.8,,,,2–0,113.1,76.0,87.4,9.0,0.9515,10.0,46.9,219.0,48.0,107.0,15.2,105.0,19.7,80.0,31.1,107.0,23.2,67.0,36.5,90.0,32.2,174.0,47.1,211.0,46.5,86.0,30.9,211.0,33.7,156.0,30.9,272.0,37.0,175.0,67.5,156.0,1.6
11,Arizona,2,P12,5,4-1,,4,1,0.8,,,,1–1,121.2,14.0,93.9,42.0,0.9493,11.0,59.4,17.0,46.3,81.0,18.2,211.0,16.3,180.0,25.7,220.0,28.6,170.0,33.5,138.0,29.7,136.0,56.2,48.0,44.5,50.0,43.8,19.0,32.8,143.0,34.2,223.0,39.0,212.0,71.8,39.0,2.2
12,Florida Atlantic,9,CUSA,5,5-0,,5,0,1.0,,,,2–0,115.4,57.0,89.7,17.0,0.9479,12.0,56.2,40.0,42.9,25.0,16.6,151.0,17.5,144.0,30.4,123.0,24.1,81.0,29.3,190.0,23.1,60.0,57.7,34.0,44.4,44.0,36.1,113.0,27.2,54.0,41.1,93.0,41.3,254.0,68.7,113.0,1.4
14,Iowa State,6,B12,3,2-1,,2,1,0.6667,,,,1–0,113.9,68.0,90.2,21.0,0.9358,14.0,53.4,85.0,54.1,237.0,25.6,331.0,21.5,40.0,46.7,3.0,22.2,55.0,29.9,182.0,38.5,257.0,51.3,126.0,48.6,133.0,38.8,68.0,39.5,271.0,29.9,285.0,51.4,329.0,64.8,262.0,1.1
15,San Diego State,5,MWC,4,4-0,,4,0,1.0,,,,1–0,103.7,182.0,82.2,2.0,0.9351,15.0,42.7,302.0,41.0,12.0,15.1,101.0,16.7,167.0,34.5,57.0,28.0,157.0,37.2,84.0,20.7,40.0,41.9,304.0,41.1,17.0,29.6,235.0,27.2,54.0,31.4,265.0,35.7,150.0,64.1,290.0,1.3
16,Texas A&M,7,SEC,4,3-1,,3,1,0.75,,,,1–0,113.5,73.0,90.0,20.0,0.9351,16.0,45.1,258.0,48.7,123.0,19.3,250.0,21.1,48.0,34.3,60.0,33.3,269.0,44.7,28.0,28.3,119.0,43.4,288.0,53.7,239.0,33.3,163.0,28.9,71.0,26.5,318.0,48.1,318.0,66.9,193.0,1.5
17,Purdue,1,B10,5,5-0,,5,0,1.0,,,,2–0,122.9,11.0,97.6,79.0,0.9342,17.0,51.5,117.0,49.8,153.0,15.2,105.0,15.9,198.0,37.3,30.0,25.3,105.0,42.9,40.0,27.1,96.0,55.4,54.0,47.2,100.0,30.0,228.0,35.7,199.0,37.3,162.0,41.0,246.0,64.2,285.0,2.5
18,Creighton,6,BE,4,3-1,,3,1,0.75,,,,2–0,119.1,29.0,94.8,49.0,0.9318,18.0,58.1,24.0,46.2,76.0,17.0,164.0,11.7,307.0,25.4,225.0,26.3,124.0,29.9,182.0,20.0,32.0,51.1,129.0,43.2,33.0,44.7,15.0,34.8,177.0,44.0,55.0,33.6,113.0,69.9,78.0,0.48
