Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
1,Southern Methodist,6,Amer,5,5-0,,5,0,1.0,,,,2–0,136.4,1.0,98.4,92.0,0.9771,1.0,65.1,1.0,43.1,24.0,15.3,90.0,15.9,218.0,27.1,188.0,33.3,268.0,47.5,35.0,32.0,127.0,61.0,6.0,42.7,42.0,47.5,7.0,29.1,62.0,39.6,118.0,46.0,310.0,66.6,231.0,1.6
2,Michigan,7,B10,6,5-1,,5,1,0.8333,,,,1–1,129.7,4.0,93.7,40.0,0.9767,2.0,60.5,9.0,49.7,148.0,14.4,59.0,21.4,41.0,23.3,270.0,31.8,236.0,28.5,239.0,23.7,39.0,63.5,3.0,49.6,178.0,37.9,85.0,33.3,117.0,44.9,41.0,26.9,27.0,64.4,288.0,2.5
3,Villanova,1,BE,4,4-0,,4,0,1.0,,,,1–0,121.3,18.0,88.3,13.0,0.9746,3.0,58.5,15.0,47.2,92.0,15.8,109.0,24.1,17.0,27.0,191.0,28.3,159.0,42.7,69.0,22.7,34.0,59.5,13.0,47.1,123.0,38.1,81.0,31.6,96.0,45.5,32.0,35.2,138.0,64.4,288.0,1.9
4,Wichita State,10,MVC,3,3-0,,3,0,1.0,,,,0–0,117.5,30.0,86.2,7.0,0.9726,4.0,46.4,244.0,40.4,12.0,15.8,109.0,18.7,118.0,36.2,40.0,27.4,135.0,62.0,5.0,31.6,116.0,37.9,314.0,42.9,44.0,44.0,24.0,24.7,23.0,30.1,269.0,42.7,277.0,69.5,127.0,0.9
5,Iowa State,5,B12,4,3-1,,3,1,0.75,,,,0–1,129.1,5.0,94.8,55.0,0.9722,5.0,59.8,11.0,48.5,128.0,15.5,100.0,14.4,273.0,22.1,290.0,34.6,290.0,34.8,155.0,28.7,81.0,55.7,34.0,46.9,119.0,43.4,28.0,34.5,157.0,43.0,58.0,32.2,81.0,69.0,136.0,1.9
6,Gonzaga,1,WCC,3,3-0,,3,0,1.0,,,,0–0,117.5,31.0,86.9,9.0,0.9698,6.0,57.3,24.0,41.9,15.0,14.9,74.0,13.9,286.0,20.3,306.0,18.8,18.0,41.4,82.0,19.6,16.0,57.1,24.0,35.7,7.0,38.7,74.0,37.7,234.0,19.7,335.0,29.6,52.0,72.8,37.0,1.0
7,North Carolina,1,ACC,3,2-1,,2,1,0.6667,,,,1–0,129.0,6.0,95.7,62.0,0.9689,7.0,52.0,106.0,50.3,168.0,14.3,54.0,16.2,208.0,38.7,17.0,25.3,93.0,28.8,233.0,56.1,319.0,53.5,66.0,46.0,98.0,32.1,203.0,38.6,250.0,28.3,289.0,36.3,160.0,71.7,59.0,1.0
8,Kansas State,11,B12,5,4-1,,4,1,0.8,,,,2–0,118.4,24.0,89.8,21.0,0.9603,8.0,55.6,46.0,48.1,114.0,18.8,220.0,19.1,104.0,24.6,244.0,32.9,261.0,48.8,32.0,34.3,165.0,57.1,24.0,44.5,68.0,35.2,134.0,35.5,176.0,36.4,162.0,41.5,261.0,64.8,282.0,1.5
10,Vermont,13,AE,3,3-0,,3,0,1.0,,,,0–0,110.8,81.0,84.3,4.0,0.959,10.0,57.5,22.0,35.3,2.0,12.2,20.0,19.9,79.0,27.3,181.0,25.5,98.0,30.0,217.0,26.1,58.0,54.6,56.0,41.3,23.0,42.3,35.0,13.6,1.0,32.5,240.0,28.8,41.0,62.2,322.0,0.23
11,Arizona,2,P12,4,4-0,,4,0,1.0,,,,1–0,121.9,14.0,92.9,36.0,0.9578,11.0,57.1,27.0,45.4,61.0,14.8,71.0,13.1,300.0,30.2,121.0,18.6,17.0,54.3,12.0,44.3,261.0,54.8,53.0,47.4,131.0,41.1,45.0,28.4,51.0,33.3,220.0,41.3,260.0,69.3,133.0,2.1
12,Duke,2,ACC,5,4-1,,4,1,0.8,,,,0–1,127.8,8.0,97.7,83.0,0.9564,12.0,55.6,46.0,47.7,108.0,13.6,40.0,13.0,303.0,23.8,259.0,35.4,303.0,48.4,33.0,31.4,114.0,55.1,48.0,52.4,229.0,37.8,88.0,24.8,24.0,32.7,236.0,30.8,59.0,69.7,119.0,2.7
13,Notre Dame,5,ACC,5,3-2,,3,2,0.6,,,,1–1,123.1,12.0,94.3,46.0,0.9554,13.0,52.0,106.0,52.3,212.0,11.6,15.0,20.7,56.0,25.8,217.0,32.1,244.0,25.5,265.0,22.5,33.0,53.7,63.0,49.7,180.0,33.1,194.0,38.5,245.0,40.6,100.0,32.0,74.0,66.3,240.0,1.2
14,Rhode Island,11,A10,5,5-0,,5,0,1.0,,,,2–0,116.7,37.0,89.4,19.0,0.9551,14.0,53.8,66.0,41.9,15.0,17.8,181.0,16.3,203.0,31.4,102.0,28.9,179.0,35.7,145.0,33.8,153.0,55.6,35.0,42.2,33.0,33.3,181.0,27.5,43.0,33.2,225.0,28.2,32.0,64.5,286.0,1.6
15,Kentucky,2,SEC,4,4-0,,4,0,1.0,,,,1–0,118.7,23.0,91.5,28.0,0.9524,15.0,50.7,134.0,43.9,34.0,15.9,112.0,17.0,171.0,30.7,113.0,29.6,197.0,52.5,15.0,39.4,216.0,50.0,129.0,46.1,102.0,34.8,144.0,25.8,30.0,31.5,256.0,28.6,36.0,70.6,92.0,2.0
16,Cincinnati,6,Amer,5,4-1,,4,1,0.8,,,,2–0,118.9,22.0,91.8,29.0,0.9511,16.0,44.9,272.0,46.4,75.0,12.0,18.0,17.5,156.0,38.6,19.0,25.3,93.0,37.9,119.0,34.3,165.0,45.9,227.0,44.3,65.0,28.7,266.0,33.3,117.0,36.9,153.0,37.1,180.0,64.3,293.0,1.2
17,Wisconsin,8,B10,5,3-2,,3,2,0.6,,,,1–1,109.7,96.0,85.3,6.0,0.9477,17.0,52.0,106.0,47.2,92.0,17.3,160.0,20.5,63.0,30.6,114.0,27.2,130.0,22.8,291.0,20.0,18.0,46.0,226.0,42.5,38.0,41.1,45.0,37.4,222.0,38.1,134.0,34.3,115.0,63.0,313.0,0.44
18,Seton Hall,9,BE,3,2-1,,2,1,0.6667,,,,1–0,113.2,54.0,88.0,12.0,0.9476,18.0,50.0,148.0,48.1,114.0,20.4,272.0,15.7,225.0,37.5,26.0,24.3,71.0,28.9,232.0,33.8,153.0,47.1,195.0,45.6,90.0,38.3,80.0,34.3,148.0,28.3,289.0,43.8,293.0,64.9,281.0,1.2
19,Virginia,5,ACC,3,2-1,,2,1,0.6667,,,,1–0,116.3,38.0,90.8,25.0,0.945,19.0,52.1,104.0,48.9,134.0,14.2,50.0,18.1,141.0,31.3,105.0,22.1,38.0,19.6,314.0,41.2,235.0,41.9,287.0,54.3,264.0,46.0,15.0,28.8,59.0,37.5,143.0,48.5,321.0,60.7,329.0,0.35
20,Vanderbilt,9,SEC,4,3-1,,3,1,0.75,,,,1–0,108.3,115.0,84.8,5.0,0.9432,20.0,47.1,222.0,44.8,46.0,14.9,74.0,17.5,156.0,20.0,311.0,23.1,48.0,34.4,161.0,20.5,19.0,46.1,223.0,47.1,123.0,32.1,203.0,26.1,32.0,48.7,20.0,28.9,46.0,66.7,228.0,1.4
21,Saint Mary's,7,WCC,3,2-1,,2,1,0.6667,,,,0–0,118.2,26.0,93.1,37.0,0.9396,21.0,59.3,12.0,43.5,29.0,17.3,160.0,14.7,261.0,26.4,202.0,23.6,64.0,16.8,330.0,24.9,48.0,52.0,96.0,41.5,25.0,46.4,13.0,33.3,117.0,41.3,88.0,23.1,4.0,61.7,324.0,0.28
22,Marquette,10,BE,3,2-1,,2,1,0.6667,,,,2–0,130.6,2.0,103.1,159.0,0.9381,22.0,62.2,4.0,53.5,239.0,15.5,100.0,18.2,137.0,20.2,308.0,30.3,211.0,30.7,210.0,32.1,131.0,52.6,86.0,52.5,233.0,49.4,2.0,37.1,214.0,44.9,41.0,33.7,107.0,72.5,41.0,0.6
23,Kansas,1,B12,2,1-1,,1,1,0.5,,,,1–0,121.7,16.0,96.3,69.0,0.936,23.0,58.5,15.0,52.2,208.0,19.3,237.0,15.3,237.0,30.2,121.0,28.9,179.0,37.6,124.0,26.9,63.0,60.6,9.0,52.4,229.0,37.3,96.0,34.6,158.0,43.6,53.0,38.8,227.0,74.1,19.0,0.36
24,Purdue,4,B10,2,1-1,,1,1,0.5,,,,1–0,110.9,78.0,89.4,18.0,0.9229,24.0,50.4,142.0,47.5,103.0,16.8,141.0,15.3,237.0,23.5,268.0,27.8,141.0,27.8,247.0,27.5,69.0,51.9,98.0,55.3,283.0,31.6,213.0,22.7,11.0,33.0,230.0,36.7,174.0,68.6,156.0,0.43
25,West Virginia,4,B12,4,3-1,,3,1,0.75,,,,1–0,108.5,111.0,87.8,10.0,0.92,25.0,47.7,205.0,48.4,124.0,18.2,197.0,19.3,91.0,35.5,46.0,25.0,79.0,32.9,187.0,32.0,127.0,42.2,283.0,47.8,140.0,38.6,76.0,33.0,114.0,35.0,191.0,39.6,238.0,68.1,175.0,1.2
