Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
1,Florida,1,SEC,5,5-0,,5,0,1.0,,,,2–0,140.2,1.0,94.8,42.0,0.9889,1.0,58.5,22.0,48.3,124.0,14.9,111.0,11.6,302.0,39.1,27.0,29.1,163.0,39.9,77.0,41.3,264.0,61.7,10.0,48.7,126.0,36.4,104.0,31.7,123.0,44.3,80.0,38.2,138.0,71.3,33.0,3.7
2,Houston,1,B12,4,4-0,,4,0,1.0,,,,1–0,121.4,38.0,85.8,3.0,0.9819,2.0,52.3,104.0,42.7,27.0,14.9,111.0,18.4,103.0,30.1,161.0,32.9,238.0,39.1,86.0,24.9,59.0,46.5,240.0,44.9,61.0,40.7,49.0,26.3,40.0,40.0,146.0,40.8,195.0,63.8,288.0,2.5
3,Iowa State,3,B12,3,2-1,,2,1,0.6667,,,,1–0,130.0,7.0,93.4,33.0,0.9782,3.0,61.4,7.0,49.4,143.0,18.2,229.0,18.7,95.0,29.1,182.0,28.3,145.0,22.8,291.0,32.0,158.0,60.0,19.0,48.8,131.0,42.3,32.0,33.3,151.0,41.5,118.0,51.5,320.0,68.3,111.0,0.8
4,Maryland,4,B10,4,3-1,,3,1,0.75,,,,2–0,121.2,40.0,87.2,6.0,0.9778,4.0,48.6,188.0,45.9,56.0,12.3,39.0,22.8,21.0,29.6,170.0,34.5,270.0,38.1,99.0,23.6,47.0,42.6,294.0,47.5,97.0,40.0,55.0,28.6,75.0,34.4,244.0,34.1,90.0,69.7,62.0,1.5
6,Alabama,2,SEC,4,2-2,,2,2,0.5,,,,1–1,128.2,9.0,95.0,44.0,0.969,6.0,54.9,55.0,53.3,231.0,12.7,49.0,13.0,273.0,24.8,253.0,27.8,126.0,33.6,153.0,39.9,250.0,57.2,43.0,53.4,222.0,34.2,144.0,35.4,209.0,40.1,145.0,36.3,112.0,75.9,2.0,1.2
7,Michigan State,2,B10,4,3-1,,3,1,0.75,,,,2–0,122.2,31.0,91.0,19.0,0.9676,7.0,52.6,97.0,49.3,142.0,14.9,111.0,16.7,152.0,29.2,180.0,21.7,40.0,46.5,34.0,40.1,252.0,50.3,153.0,56.7,286.0,37.6,91.0,26.3,40.0,37.0,204.0,42.8,238.0,69.0,81.0,1.4
8,Colorado State,12,MWC,4,4-0,,4,0,1.0,,,,1–0,124.7,19.0,92.9,29.0,0.9675,8.0,60.2,16.0,44.4,42.0,16.2,158.0,14.6,220.0,21.7,286.0,31.8,215.0,51.3,15.0,37.8,227.0,54.0,86.0,54.2,237.0,46.2,10.0,23.5,25.0,40.8,130.0,51.8,321.0,64.9,242.0,1.9
9,St. John's,2,BE,4,4-0,,4,0,1.0,,,,1–0,115.2,73.0,85.9,4.0,0.9667,9.0,50.7,137.0,46.7,81.0,13.9,74.0,20.7,47.0,34.2,76.0,27.8,126.0,21.9,301.0,29.4,125.0,51.7,132.0,51.9,187.0,32.0,183.0,27.2,58.0,27.0,318.0,46.5,285.0,71.2,34.0,2.2
10,North Carolina,11,ACC,5,3-2,,3,2,0.6,,,,0–1,121.5,37.0,90.8,16.0,0.9664,10.0,52.2,108.0,46.9,86.0,14.3,89.0,15.8,179.0,27.0,218.0,25.1,82.0,33.8,150.0,32.5,163.0,47.1,224.0,50.5,161.0,39.8,58.0,27.3,59.0,40.7,134.0,37.7,136.0,69.8,60.0,0.36
11,Arizona,4,B12,4,2-2,,2,2,0.5,,,,0–1,133.8,3.0,101.8,117.0,0.9588,11.0,54.8,57.0,52.2,209.0,14.5,96.0,12.2,289.0,28.1,192.0,32.5,228.0,32.5,169.0,27.3,98.0,52.8,114.0,48.0,104.0,39.7,59.0,38.8,259.0,29.4,295.0,40.7,193.0,68.8,91.0,1.1
12,Texas Tech,3,B12,4,3-1,,3,1,0.75,,,,2–0,135.9,2.0,103.5,147.0,0.9584,12.0,54.2,71.0,50.4,162.0,8.5,4.0,11.2,314.0,33.3,94.0,28.9,156.0,32.7,165.0,37.0,217.0,47.2,217.0,53.6,227.0,40.6,50.0,27.9,68.0,51.0,18.0,26.9,23.0,64.4,264.0,1.1
14,Duke,1,ACC,4,4-0,,4,0,1.0,,,,1–0,123.4,25.0,94.4,38.0,0.9561,14.0,55.2,51.0,48.2,121.0,16.8,179.0,15.0,204.0,30.3,156.0,28.1,138.0,35.1,129.0,21.7,36.0,61.3,13.0,48.3,113.0,31.6,195.0,32.0,128.0,44.1,84.0,39.8,176.0,64.4,264.0,2.2
15,Gonzaga,8,WCC,2,2-0,,2,0,1.0,,,,0–0,113.3,82.0,86.9,5.0,0.9552,15.0,44.8,263.0,46.9,86.0,8.0,2.0,23.2,17.0,25.0,245.0,29.0,160.0,31.0,189.0,25.4,68.0,52.1,125.0,50.7,165.0,15.6,330.0,26.8,51.0,25.4,328.0,36.0,111.0,71.5,30.0,1.0
16,Baylor,9,B12,3,1-2,,1,2,0.3333,,,,0–1,127.5,12.0,98.1,66.0,0.9533,16.0,47.2,215.0,47.4,102.0,10.5,12.0,12.8,277.0,36.7,43.0,33.0,241.0,25.0,261.0,27.5,100.0,48.2,199.0,45.2,64.0,30.3,218.0,33.3,151.0,36.7,212.0,45.6,273.0,62.4,318.0,0.05
17,Tennessee,2,SEC,5,3-2,,3,2,0.6,,,,1–1,130.3,6.0,101.0,105.0,0.9495,17.0,54.8,57.0,47.8,114.0,13.7,69.0,12.1,294.0,31.5,135.0,36.0,289.0,51.0,16.0,36.3,208.0,62.0,9.0,52.8,211.0,30.8,207.0,26.9,53.0,45.2,67.0,40.3,187.0,63.9,284.0,1.2
18,Wisconsin,3,B10,6,4-2,,4,2,0.6667,,,,1–1,120.3,44.0,94.4,39.0,0.9421,18.0,47.1,221.0,46.4,70.0,13.3,60.0,13.1,271.0,28.3,191.0,27.8,126.0,34.5,137.0,33.2,172.0,45.3,254.0,43.3,40.0,32.6,170.0,34.0,172.0,49.9,24.0,39.4,171.0,68.2,117.0,1.3
19,Oklahoma,9,SEC,4,3-1,,3,1,0.75,,,,2–0,127.6,11.0,100.1,92.0,0.9419,19.0,56.1,38.0,52.7,219.0,12.1,32.0,16.0,176.0,21.4,288.0,33.8,259.0,42.2,59.0,35.1,195.0,54.0,86.0,54.3,241.0,39.6,61.0,33.7,167.0,39.6,152.0,43.0,242.0,69.3,74.0,1.4
20,Auburn,1,SEC,3,1-2,,1,2,0.3333,,,,0–1,116.8,60.0,92.2,25.0,0.9384,20.0,51.4,127.0,49.7,150.0,14.5,96.0,17.4,131.0,26.7,222.0,27.8,126.0,30.2,200.0,40.7,254.0,53.2,100.0,57.3,299.0,32.4,174.0,25.0,31.0,38.0,179.0,38.3,143.0,64.6,255.0,0.14
21,Louisville,8,ACC,5,4-1,,4,1,0.8,,,,2–0,116.0,67.0,92.1,24.0,0.9346,21.0,52.3,104.0,44.4,42.0,18.2,229.0,15.2,196.0,32.3,116.0,31.4,205.0,31.8,177.0,29.1,123.0,55.3,65.0,40.6,21.0,31.9,184.0,33.1,150.0,40.6,139.0,42.1,222.0,68.3,111.0,1.2
22,Mississippi State,8,SEC,3,1-2,,1,2,0.3333,,,,0–1,127.1,13.0,102.1,120.0,0.9258,22.0,52.2,108.0,54.5,250.0,11.0,16.0,17.9,116.0,29.6,170.0,30.3,179.0,28.2,225.0,48.5,313.0,52.7,115.0,60.4,320.0,34.4,140.0,31.0,111.0,46.6,47.0,42.5,228.0,71.2,34.0,-0.3
23,Michigan,5,B10,5,3-2,,3,2,0.6,,,,0–2,112.5,89.0,90.4,15.0,0.9255,23.0,48.1,201.0,42.3,21.0,18.4,236.0,11.5,303.0,30.2,158.0,27.9,131.0,28.3,221.0,33.9,180.0,52.3,122.0,40.7,23.0,28.1,245.0,29.8,95.0,40.7,134.0,41.9,218.0,69.2,76.0,1.7
25,UConn,8,BE,4,3-1,,3,1,0.75,,,,2–0,122.8,28.0,99.5,82.0,0.9186,25.0,54.0,75.0,45.9,56.0,17.4,201.0,12.0,295.0,40.3,18.0,23.7,63.0,22.7,293.0,37.1,220.0,54.0,86.0,49.6,142.0,36.0,110.0,26.3,40.0,38.2,173.0,37.1,128.0,61.9,327.0,0.6
26,Ole Miss,6,SEC,4,2-2,,2,2,0.5,,,,1–1,120.4,43.0,97.7,60.0,0.9172,26.0,45.8,244.0,55.6,264.0,12.8,51.0,19.0,86.0,28.7,188.0,33.8,259.0,30.3,198.0,37.9,228.0,48.2,199.0,58.9,311.0,27.6,252.0,34.8,196.0,34.7,241.0,50.0,313.0,68.1,122.0,1.0
27,Omaha,15,Sum,3,3-0,,3,0,1.0,,,,0–0,115.7,68.0,94.2,35.0,0.9142,27.0,58.3,23.0,43.7,36.0,14.7,102.0,12.4,280.0,26.1,229.0,24.6,73.0,42.0,61.0,37.0,217.0,60.4,16.0,40.2,14.0,36.5,102.0,31.5,119.0,36.2,218.0,48.7,304.0,70.5,44.0,0.4
28,UCLA,7,B10,2,1-1,,1,1,0.5,,,,1–0,123.6,24.0,100.7,102.0,0.9134,28.0,53.5,84.0,59.3,314.0,12.6,46.0,22.9,19.0,35.1,60.0,31.6,208.0,27.3,236.0,29.0,122.0,52.6,117.0,46.4,82.0,36.5,102.0,49.0,334.0,40.6,139.0,47.7,295.0,66.9,170.0,0.05
30,Kansas,7,B12,3,2-1,,2,1,0.6667,,,,1–0,125.5,16.0,102.8,130.0,0.9089,30.0,53.6,83.0,56.4,280.0,15.4,135.0,14.5,225.0,35.8,52.0,25.3,83.0,24.2,274.0,36.5,214.0,46.9,231.0,52.6,206.0,43.0,26.0,41.8,291.0,38.2,173.0,37.0,127.0,67.0,167.0,0.8
31,Clemson,5,ACC,4,3-1,,3,1,0.75,,,,2–0,106.8,161.0,87.5,7.0,0.9081,31.0,47.2,215.0,46.5,75.0,18.0,225.0,21.7,33.0,35.7,54.0,26.0,95.0,29.4,208.0,28.7,118.0,51.3,140.0,50.4,159.0,26.0,277.0,26.6,48.0,32.8,266.0,36.6,120.0,66.6,183.0,0.42
32,Kentucky,3,SEC,3,2-1,,2,1,0.6667,,,,1–0,119.2,48.0,97.7,59.0,0.9079,32.0,52.9,90.0,55.5,263.0,16.6,170.0,12.2,289.0,23.8,268.0,23.4,59.0,52.3,12.0,30.2,138.0,50.5,152.0,54.7,251.0,38.1,83.0,37.8,248.0,36.6,214.0,41.2,206.0,72.8,17.0,1.1
33,Liberty,12,CUSA,5,5-0,,5,0,1.0,,,,2–0,128.8,8.0,106.2,176.0,0.9021,33.0,66.3,2.0,46.8,85.0,13.9,74.0,13.0,273.0,18.7,310.0,31.3,201.0,26.1,248.0,33.8,178.0,63.8,5.0,47.0,91.0,45.9,11.0,31.0,111.0,48.9,33.0,38.8,156.0,64.7,252.0,1.1
34,Texas A&M,4,SEC,2,1-1,,1,1,0.5,,,,1–0,111.3,101.0,92.0,23.0,0.9,34.0,44.4,269.0,44.3,41.0,17.0,184.0,12.2,289.0,40.0,22.0,20.8,30.0,52.4,11.0,41.8,272.0,39.7,314.0,40.5,20.0,34.8,131.0,33.3,151.0,37.1,201.0,39.3,166.0,64.7,252.0,-0.05
35,Troy,14,SB,3,3-0,,3,0,1.0,,,,0–0,118.0,56.0,97.8,61.0,0.8971,35.0,51.5,125.0,40.8,8.0,13.6,67.0,15.1,201.0,34.3,74.0,35.7,285.0,52.3,12.0,32.1,161.0,55.6,58.0,40.2,14.0,29.7,225.0,27.7,65.0,37.2,200.0,43.7,252.0,68.8,91.0,0.5
37,Texas,11,SEC,5,2-3,,2,3,0.4,,,,0–1,124.1,21.0,103.2,138.0,0.8933,37.0,50.2,144.0,50.3,159.0,13.0,57.0,11.8,300.0,29.1,182.0,30.2,178.0,45.2,39.0,49.7,321.0,48.5,194.0,50.3,156.0,35.9,111.0,33.6,165.0,31.3,278.0,39.7,175.0,67.5,145.0,0.3
38,Xavier,11,BE,4,3-1,,3,1,0.75,,,,2–0,126.4,15.0,105.0,166.0,0.8932,38.0,59.0,20.0,58.4,306.0,11.8,29.0,15.4,192.0,22.3,284.0,18.8,17.0,31.1,186.0,31.0,148.0,56.7,46.0,50.8,170.0,42.0,37.0,45.1,323.0,37.0,204.0,45.1,268.0,69.7,62.0,0.21
39,Drake,11,MVC,3,3-0,,3,0,1.0,,,,0–0,107.0,157.0,89.0,12.0,0.8927,39.0,48.6,188.0,47.4,102.0,15.1,121.0,23.8,12.0,34.4,71.0,28.2,143.0,47.6,26.0,25.7,77.0,51.1,144.0,54.2,237.0,29.8,224.0,26.6,48.0,38.8,166.0,47.1,291.0,56.6,340.0,0.6
40,Arkansas,10,SEC,3,2-1,,2,1,0.6667,,,,1–0,125.4,17.0,104.5,160.0,0.8909,40.0,55.7,45.0,50.5,166.0,17.0,184.0,11.3,312.0,32.3,116.0,28.1,138.0,44.6,44.0,30.1,137.0,57.3,38.0,48.7,126.0,35.4,122.0,35.4,209.0,38.7,167.0,40.3,187.0,70.9,38.0,0.42
41,McNeese,12,Slnd,2,2-0,,2,0,1.0,,,,0–0,116.5,63.0,97.2,55.0,0.8892,41.0,55.1,52.0,41.3,10.0,12.6,46.0,18.1,109.0,17.2,320.0,36.6,294.0,49.0,21.0,23.1,44.0,53.2,100.0,40.3,16.0,38.9,66.0,28.6,75.0,36.7,212.0,40.5,192.0,66.2,196.0,0.26
43,Utah State,10,MWC,3,2-1,,2,1,0.6667,,,,1–0,121.8,34.0,102.2,125.0,0.8819,43.0,54.3,64.0,46.7,81.0,16.6,170.0,21.9,30.0,42.3,8.0,34.3,268.0,33.5,156.0,63.8,335.0,59.0,26.0,48.6,120.0,33.3,153.0,29.7,93.0,52.0,12.0,46.4,283.0,64.2,275.0,-0.14
45,Creighton,9,BE,4,3-1,,3,1,0.75,,,,1–0,123.3,26.0,103.7,150.0,0.8791,45.0,55.1,52.0,53.0,225.0,15.6,140.0,11.5,303.0,33.1,104.0,28.9,156.0,23.1,285.0,11.7,6.0,59.4,20.0,48.6,120.0,33.3,153.0,41.4,285.0,46.2,52.0,33.0,73.0,63.2,305.0,0.7
