Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
13,Michigan State,3,B10,4,3-1,,3,1,0.75,,,,2–0,113.8,43.0,89.8,28.0,0.9381,13.0,47.6,182.0,45.4,87.0,19.9,196.0,20.3,107.0,37.5,43.0,33.1,195.0,28.6,255.0,23.1,19.0,46.8,167.0,51.7,233.0,33.3,171.0,25.0,27.0,25.7,287.0,44.2,302.0,60.9,263.0,1.1
15,Ole Miss,12,SEC,4,4-0,,4,0,1.0,,,,1–0,108.3,104.0,86.9,17.0,0.9263,15.0,49.8,123.0,45.4,87.0,14.6,42.0,20.2,109.0,27.3,223.0,28.4,106.0,37.4,142.0,24.8,31.0,54.1,49.0,44.7,94.0,26.5,265.0,30.8,99.0,30.0,221.0,46.5,312.0,67.8,57.0,2.2
16,Kansas State,4,B12,4,2-2,,2,2,0.5,,,,0–1,116.0,34.0,93.6,55.0,0.9222,16.0,45.0,242.0,46.6,106.0,15.9,70.0,21.5,69.0,35.1,78.0,35.4,231.0,32.0,210.0,36.9,165.0,41.3,278.0,46.2,128.0,34.1,155.0,31.7,113.0,38.1,72.0,30.6,103.0,61.8,238.0,0.45
17,Iowa State,10,B12,4,3-1,,3,1,0.75,,,,2–0,121.9,8.0,98.6,116.0,0.9198,17.0,55.4,36.0,48.0,138.0,20.7,217.0,14.8,270.0,34.4,91.0,28.7,113.0,40.4,103.0,26.6,48.0,57.1,18.0,53.9,259.0,35.6,137.0,24.7,26.0,46.6,12.0,34.8,195.0,70.4,18.0,1.1
18,Kansas,1,B12,4,3-1,,3,1,0.75,,,,0–1,113.3,50.0,91.8,39.0,0.9188,18.0,57.1,23.0,48.4,146.0,22.0,252.0,19.4,129.0,35.0,80.0,29.2,124.0,33.9,180.0,34.4,143.0,56.8,23.0,49.7,206.0,38.6,87.0,30.9,106.0,32.1,176.0,36.2,219.0,67.0,83.0,1.0
19,Villanova,9,BE,3,2-1,,2,1,0.6667,,,,1–0,105.1,141.0,85.2,10.0,0.9171,19.0,45.4,237.0,47.2,122.0,28.8,317.0,28.8,5.0,37.2,49.0,35.6,238.0,57.4,13.0,27.8,59.0,48.0,133.0,44.0,77.0,25.6,278.0,35.8,175.0,27.7,259.0,32.7,153.0,68.5,39.0,0.8
20,Butler,6,A10,5,4-1,,4,1,0.8,,,,2–0,110.8,74.0,90.0,29.0,0.9163,20.0,49.8,123.0,49.0,159.0,20.6,215.0,18.1,164.0,33.7,108.0,19.6,11.0,36.2,155.0,41.3,206.0,52.8,61.0,48.9,190.0,29.3,234.0,32.9,126.0,34.3,138.0,29.6,87.0,64.9,144.0,1.3
21,Miami (FL),2,ACC,5,4-1,,4,1,0.8,,,,1–1,122.6,6.0,99.9,131.0,0.9134,21.0,54.9,43.0,53.5,241.0,16.0,73.0,16.7,218.0,35.1,78.0,23.7,38.0,40.7,101.0,31.0,95.0,52.5,66.0,49.4,200.0,39.0,77.0,40.4,257.0,39.9,53.0,36.4,225.0,61.9,233.0,0.8
22,New Mexico,3,MWC,5,4-1,,4,1,0.8,,,,1–1,119.6,19.0,97.5,103.0,0.9131,22.0,55.9,32.0,46.4,102.0,13.4,22.0,14.1,287.0,28.3,210.0,29.4,129.0,35.3,167.0,23.3,21.0,51.3,80.0,42.8,57.0,42.3,37.0,33.9,152.0,38.0,75.0,45.5,306.0,59.9,285.0,1.0
24,Michigan,4,B10,4,2-2,,2,2,0.5,,,,1–1,122.0,7.0,99.8,128.0,0.9094,24.0,48.0,171.0,48.0,138.0,9.9,2.0,16.7,218.0,29.6,188.0,39.0,282.0,33.6,183.0,23.9,26.0,45.1,216.0,45.2,103.0,36.6,124.0,37.7,211.0,29.1,234.0,24.7,25.0,66.3,107.0,0.26
25,Wisconsin,5,B10,5,3-2,,3,2,0.6,,,,1–1,100.9,195.0,82.7,5.0,0.9072,25.0,45.7,231.0,42.0,25.0,18.6,155.0,16.0,241.0,26.0,244.0,30.3,146.0,30.2,236.0,23.4,23.0,47.7,141.0,45.3,109.0,28.4,245.0,21.4,10.0,40.0,50.0,24.8,26.0,61.8,238.0,1.5
27,Missouri,9,SEC,3,1-2,,1,2,0.3333,,,,0–1,103.1,171.0,84.9,9.0,0.9039,27.0,47.0,195.0,38.3,6.0,22.3,258.0,16.1,238.0,36.5,57.0,34.1,212.0,29.9,240.0,33.5,126.0,47.7,141.0,35.2,5.0,30.2,217.0,29.8,86.0,32.3,170.0,31.8,135.0,65.4,131.0,-0.7
28,Pittsburgh,8,BE,2,1-1,,1,1,0.5,,,,1–0,127.2,2.0,105.1,196.0,0.9001,28.0,60.3,6.0,56.0,278.0,24.5,298.0,17.5,186.0,49.1,3.0,27.3,80.0,27.5,263.0,34.8,145.0,56.5,29.0,41.1,35.0,45.5,17.0,52.8,316.0,32.4,167.0,39.1,262.0,54.5,317.0,0.09
29,Notre Dame,7,BE,4,2-2,,2,2,0.5,,,,0–1,116.7,28.0,96.5,94.0,0.8989,29.0,45.9,227.0,50.7,197.0,17.4,119.0,17.9,170.0,36.1,63.0,36.6,251.0,30.3,234.0,26.1,42.0,40.3,287.0,49.1,196.0,37.7,102.0,36.8,193.0,34.8,131.0,25.2,32.0,61.7,244.0,0.8
30,Syracuse,4,BE,6,4-2,,4,2,0.6667,,,,1–1,115.5,35.0,95.7,79.0,0.8965,30.0,48.1,169.0,47.1,118.0,20.8,221.0,19.7,123.0,39.5,23.0,38.8,281.0,38.1,133.0,41.3,206.0,43.0,253.0,44.3,84.0,38.8,82.0,34.5,163.0,33.2,154.0,37.4,244.0,59.7,286.0,1.5
31,Colorado State,8,MWC,4,3-1,,3,1,0.75,,,,2–0,121.8,9.0,101.1,145.0,0.8944,31.0,49.3,136.0,53.0,236.0,15.4,56.0,17.8,176.0,42.5,10.0,21.6,20.0,45.9,56.0,52.7,290.0,52.8,61.0,53.2,247.0,26.3,267.0,35.0,168.0,25.9,283.0,32.3,148.0,64.2,174.0,0.25
33,North Carolina State,8,ACC,5,3-2,,3,2,0.6,,,,1–1,116.6,29.0,97.5,104.0,0.8866,33.0,54.4,53.0,47.7,132.0,19.3,174.0,17.5,186.0,36.7,54.0,31.3,160.0,42.8,79.0,33.5,126.0,52.6,64.0,52.9,244.0,39.2,69.0,24.4,24.0,29.2,232.0,32.0,140.0,67.3,74.0,-0.09
34,Memphis,6,CUSA,4,4-0,,4,0,1.0,,,,1–0,114.0,41.0,95.8,81.0,0.8813,34.0,56.4,28.0,47.6,129.0,17.5,123.0,20.1,111.0,32.0,146.0,30.2,143.0,32.2,206.0,30.7,90.0,51.2,84.0,47.5,156.0,44.3,22.0,32.0,115.0,34.1,142.0,29.5,86.0,70.2,20.0,0.9
36,Wichita State,9,MVC,3,2-1,,2,1,0.6667,,,,0–0,110.7,76.0,93.2,49.0,0.8784,36.0,44.4,257.0,42.4,30.0,16.4,92.0,15.9,243.0,45.9,6.0,28.0,98.0,32.8,194.0,46.4,253.0,43.8,241.0,37.8,9.0,30.8,209.0,32.8,125.0,28.9,237.0,40.4,278.0,61.4,250.0,0.19
37,Colorado,10,P12,4,2-2,,2,2,0.5,,,,1–1,108.4,102.0,91.3,36.0,0.8781,37.0,46.8,199.0,46.8,110.0,17.8,131.0,18.6,150.0,33.8,102.0,29.8,134.0,43.4,74.0,28.8,68.0,42.2,265.0,47.1,147.0,38.5,90.0,30.8,99.0,29.7,227.0,33.5,172.0,64.8,148.0,-0.4
41,North Carolina,8,ACC,5,3-2,,3,2,0.6,,,,1–1,119.3,20.0,101.2,148.0,0.8685,41.0,50.3,112.0,52.1,220.0,13.6,26.0,19.6,124.0,33.7,108.0,35.4,231.0,28.6,255.0,32.2,115.0,47.1,159.0,53.2,247.0,37.3,111.0,33.3,129.0,36.5,101.0,32.9,160.0,66.1,111.0,0.6
43,Temple,9,A10,3,2-1,,2,1,0.6667,,,,2–0,113.5,48.0,96.5,95.0,0.865,43.0,49.4,133.0,48.3,143.0,16.3,87.0,22.1,57.0,32.0,146.0,37.3,261.0,43.6,73.0,29.7,79.0,51.4,77.0,44.4,88.0,30.8,209.0,38.8,231.0,37.8,80.0,28.0,62.0,65.9,114.0,0.0
46,UNLV,5,MWC,4,2-2,,2,2,0.5,,,,0–1,103.9,159.0,88.8,24.0,0.859,46.0,46.2,219.0,47.1,118.0,16.3,87.0,16.7,218.0,28.7,206.0,24.8,52.0,33.2,189.0,19.7,6.0,47.3,150.0,40.0,26.0,29.8,225.0,39.8,251.0,42.2,30.0,36.4,225.0,66.2,109.0,-0.5
49,La Salle,13,A10,4,2-2,,2,2,0.5,,,,1–1,120.0,17.0,103.5,178.0,0.8451,49.0,58.4,14.0,56.4,280.0,18.0,137.0,21.5,69.0,19.5,308.0,40.2,291.0,30.7,226.0,25.9,40.0,57.9,17.0,60.2,310.0,39.5,65.0,29.6,83.0,40.1,49.0,24.5,23.0,64.2,174.0,-0.5
50,Davidson,14,SC,3,3-0,,3,0,1.0,,,,0–0,112.9,56.0,97.5,100.0,0.8442,50.0,61.5,3.0,40.5,10.0,15.3,55.0,17.9,170.0,21.7,289.0,25.3,59.0,35.5,165.0,42.1,215.0,62.9,2.0,44.6,91.0,39.7,61.0,16.1,4.0,41.4,36.0,20.4,7.0,64.6,157.0,0.33
54,Oklahoma State,5,B12,4,2-2,,2,2,0.5,,,,1–1,110.8,75.0,96.3,91.0,0.8331,54.0,46.5,210.0,47.4,125.0,17.0,104.0,17.0,204.0,31.8,152.0,36.6,251.0,47.7,43.0,45.9,249.0,50.0,101.0,48.2,173.0,25.8,275.0,30.7,97.0,30.6,210.0,38.4,257.0,67.8,57.0,0.28
56,VCU,5,A10,5,3-2,,3,2,0.6,,,,1–1,113.3,51.0,98.9,120.0,0.8271,56.0,49.5,131.0,54.0,249.0,15.5,58.0,24.6,23.0,30.9,163.0,34.0,211.0,33.2,189.0,55.2,298.0,46.4,176.0,50.3,214.0,37.6,105.0,41.0,262.0,30.6,210.0,33.2,168.0,69.9,23.0,0.24
59,New Mexico State,13,WAC,5,5-0,,5,0,1.0,,,,2–0,104.9,143.0,91.8,40.0,0.8229,59.0,54.6,49.0,43.1,46.0,21.2,239.0,20.9,86.0,32.4,135.0,28.3,105.0,60.9,7.0,30.3,86.0,55.2,44.0,41.8,44.0,35.1,147.0,30.6,94.0,23.9,297.0,31.0,114.0,63.9,180.0,0.6
61,Illinois,7,B10,3,1-2,,1,2,0.3333,,,,0–1,103.8,160.0,91.1,32.0,0.8182,61.0,39.3,303.0,52.9,231.0,16.3,87.0,25.5,16.0,29.3,193.0,41.6,299.0,26.2,276.0,45.3,245.0,38.6,302.0,56.7,291.0,26.9,261.0,30.6,94.0,39.9,53.0,35.3,203.0,61.6,246.0,0.31
63,Marquette,3,BE,2,1-1,,1,1,0.5,,,,1–0,108.6,97.0,95.3,75.0,0.8177,63.0,48.8,151.0,44.3,66.0,25.6,305.0,13.9,292.0,45.3,8.0,34.1,212.0,25.0,288.0,25.8,39.0,48.9,124.0,46.9,144.0,32.1,197.0,25.0,27.0,23.3,301.0,27.3,58.0,65.8,120.0,0.02
68,Cincinnati,10,BE,3,2-1,,2,1,0.6667,,,,1–0,103.3,170.0,91.5,37.0,0.8022,68.0,45.8,229.0,41.3,18.0,23.4,287.0,17.0,204.0,38.0,34.0,33.3,197.0,34.5,176.0,23.0,18.0,43.2,249.0,40.4,31.0,33.3,171.0,28.8,74.0,38.0,75.0,32.3,148.0,57.4,307.0,0.24
70,James Madison,16,CAA,4,4-0,,4,0,1.0,,,,0–0,99.6,208.0,88.7,23.0,0.791,70.0,50.9,102.0,42.7,40.0,17.6,127.0,21.2,76.0,32.8,128.0,32.6,186.0,34.9,171.0,38.4,179.0,51.4,77.0,46.5,131.0,33.3,171.0,23.2,16.0,32.1,176.0,32.7,153.0,63.8,183.0,0.42
73,Saint Mary's,11,WCC,3,2-1,,2,1,0.6667,,,,0–0,109.1,93.0,97.3,98.0,0.7873,73.0,44.7,250.0,50.3,189.0,14.4,38.0,16.6,222.0,36.5,57.0,23.6,36.0,32.0,210.0,23.1,19.0,42.3,264.0,50.4,216.0,32.8,189.0,33.3,129.0,34.3,138.0,25.0,29.0,58.9,295.0,-0.04
74,Pacific,15,BW,5,5-0,,5,0,1.0,,,,2–0,107.1,120.0,95.6,77.0,0.7856,74.0,49.0,148.0,44.3,66.0,15.6,62.0,19.5,127.0,32.9,124.0,32.7,188.0,45.3,62.0,26.3,44.0,42.7,258.0,50.3,214.0,43.7,25.0,23.9,21.0,27.7,259.0,41.9,293.0,62.6,215.0,0.5
76,Florida Gulf Coast,15,ASun,3,3-0,,3,0,1.0,,,,0–0,107.8,111.0,96.4,93.0,0.7828,76.0,49.5,131.0,44.7,74.0,13.9,29.0,21.1,80.0,34.5,88.0,32.5,185.0,38.0,135.0,30.9,93.0,46.7,169.0,42.9,58.0,38.3,93.0,31.5,110.0,25.5,288.0,41.0,287.0,69.6,26.0,0.5
80,Bucknell,11,Pat,3,3-0,,3,0,1.0,,,,0–0,107.7,112.0,97.2,97.0,0.7659,80.0,44.7,250.0,40.6,11.0,10.1,3.0,14.5,279.0,33.7,108.0,27.0,78.0,49.3,38.0,39.6,194.0,47.9,136.0,39.8,25.0,22.9,300.0,28.3,65.0,23.0,303.0,29.9,90.0,60.4,274.0,0.2
82,South Dakota State,13,Sum,3,3-0,,3,0,1.0,,,,0–0,116.0,33.0,104.8,192.0,0.763,82.0,59.1,10.0,51.7,215.0,14.5,40.0,16.8,215.0,25.0,257.0,16.5,3.0,39.9,113.0,18.5,3.0,58.3,15.0,54.3,263.0,40.5,50.0,31.5,110.0,30.4,216.0,37.0,238.0,59.3,292.0,0.44
83,Boise State,13,MWC,3,1-2,,1,2,0.3333,,,,1–0,111.5,67.0,100.9,141.0,0.7599,83.0,46.2,219.0,56.4,280.0,16.2,80.0,19.1,137.0,29.0,200.0,18.3,7.0,38.6,126.0,43.6,228.0,45.2,212.0,56.8,293.0,32.1,197.0,37.0,198.0,32.7,162.0,36.2,219.0,67.4,70.0,-0.05
84,Valparaiso,14,Horz,2,2-0,,2,0,1.0,,,,0–0,109.7,83.0,99.7,127.0,0.751,84.0,58.6,13.0,50.0,180.0,26.0,306.0,16.5,226.0,24.0,269.0,23.3,32.0,49.4,37.0,23.4,23.0,61.1,6.0,48.8,186.0,36.4,125.0,36.0,178.0,37.9,78.0,23.4,16.0,65.9,114.0,0.27
88,UCLA,6,P12,5,3-2,,3,2,0.6,,,,1–1,108.0,108.0,98.4,115.0,0.7444,88.0,44.8,249.0,50.5,190.0,14.2,34.0,21.8,61.0,32.2,142.0,40.6,294.0,30.0,239.0,26.5,46.0,45.0,221.0,48.8,186.0,29.5,231.0,36.8,193.0,26.0,282.0,26.5,45.0,65.9,114.0,0.6
92,Oregon,12,P12,5,3-2,,3,2,0.6,,,,0–2,102.7,174.0,94.0,58.0,0.7348,92.0,47.0,195.0,50.5,190.0,19.7,191.0,21.5,69.0,32.0,146.0,29.1,121.0,36.4,154.0,29.5,77.0,43.5,245.0,45.6,119.0,38.6,87.0,43.1,287.0,24.5,293.0,25.9,38.0,68.1,47.0,0.24
93,San Diego State,7,MWC,4,2-2,,2,2,0.5,,,,1–1,94.6,248.0,86.7,15.0,0.7327,93.0,41.3,292.0,43.5,52.0,15.5,58.0,17.8,176.0,28.4,209.0,25.5,62.0,39.5,118.0,36.4,157.0,42.8,257.0,38.8,16.0,25.4,280.0,34.6,165.0,31.8,186.0,35.9,213.0,66.5,96.0,-0.21
101,Iona,15,MAAC,3,3-0,,3,0,1.0,,,,0–0,113.2,53.0,104.9,193.0,0.7049,101.0,50.9,102.0,51.7,215.0,18.9,165.0,16.9,211.0,37.2,49.0,28.7,113.0,50.0,33.0,29.1,73.0,50.9,89.0,49.5,203.0,34.1,155.0,36.6,190.0,27.8,258.0,41.3,289.0,66.8,88.0,0.6
109,Western Kentucky,16,SB,4,4-0,,4,0,1.0,,,,0–0,99.6,207.0,93.1,48.0,0.685,109.0,52.8,68.0,43.1,46.0,23.2,283.0,23.6,32.0,26.2,236.0,34.2,216.0,35.7,162.0,34.1,140.0,49.3,117.0,44.0,77.0,40.0,52.0,27.6,56.0,32.7,162.0,35.0,199.0,64.4,167.0,0.44
115,Albany,15,AE,3,3-0,,3,0,1.0,,,,0–0,98.8,214.0,92.8,46.0,0.672,115.0,45.8,229.0,43.5,52.0,20.0,200.0,22.3,53.0,31.2,160.0,34.7,222.0,32.2,206.0,28.8,68.0,41.3,278.0,43.5,68.0,38.5,90.0,28.9,75.0,27.3,266.0,26.0,40.0,57.3,308.0,0.8
120,Akron,12,MAC,3,2-1,,2,1,0.6667,,,,0–1,92.7,270.0,87.3,19.0,0.6648,120.0,45.3,239.0,40.1,8.0,20.7,217.0,19.2,134.0,39.0,30.0,27.1,79.0,41.2,95.0,37.3,170.0,47.5,149.0,45.5,114.0,26.9,261.0,18.4,6.0,30.6,210.0,30.4,100.0,64.8,148.0,-0.25
124,Northwestern State,14,Slnd,4,4-0,,4,0,1.0,,,,2–0,112.1,61.0,106.3,213.0,0.6476,124.0,50.7,107.0,46.2,98.0,16.2,80.0,17.9,170.0,34.6,87.0,31.5,164.0,39.3,121.0,33.8,134.0,55.8,36.0,43.6,72.0,27.4,255.0,34.2,160.0,34.6,133.0,34.3,184.0,65.2,138.0,0.5
125,Oklahoma,10,B12,3,1-2,,1,2,0.3333,,,,1–1,113.9,42.0,108.0,233.0,0.6476,125.0,44.5,256.0,57.1,287.0,12.4,11.0,20.7,92.0,37.9,37.0,36.8,253.0,39.8,114.0,26.5,46.0,47.3,150.0,54.5,266.0,25.0,282.0,41.0,262.0,28.7,241.0,37.7,248.0,65.3,136.0,-1.2
127,Montana,13,BSky,4,4-0,,4,0,1.0,,,,2–0,98.6,215.0,93.6,56.0,0.6452,127.0,53.3,61.0,42.4,30.0,19.3,174.0,19.3,133.0,24.8,260.0,29.7,132.0,36.0,157.0,32.4,116.0,55.0,46.0,44.2,82.0,33.8,165.0,25.4,36.0,39.1,59.0,30.0,91.0,62.5,217.0,0.33
140,Belmont,11,OVC,2,2-0,,2,0,1.0,,,,0–0,103.0,172.0,99.5,125.0,0.598,140.0,51.7,89.0,59.4,301.0,17.6,127.0,33.0,1.0,30.4,169.0,35.1,229.0,37.6,139.0,19.8,7.0,59.5,11.0,58.9,301.0,25.6,278.0,40.0,252.0,36.8,93.0,47.2,315.0,65.9,114.0,0.31
145,Liberty,16,BSth,4,3-1,,3,1,0.75,,,,0–0,114.6,36.0,111.4,260.0,0.5808,145.0,52.5,75.0,48.4,146.0,17.4,119.0,9.9,317.0,24.6,262.0,26.2,68.0,42.6,81.0,40.5,201.0,45.1,216.0,46.5,131.0,46.7,10.0,34.1,159.0,29.7,227.0,41.4,290.0,63.3,198.0,0.37
147,Long Island,16,NEC,4,3-1,,3,1,0.75,,,,0–0,113.2,54.0,110.1,249.0,0.578,147.0,58.2,17.0,46.8,110.0,20.3,204.0,17.2,198.0,34.7,84.0,40.2,291.0,49.3,38.0,30.8,91.0,57.0,21.0,48.0,166.0,41.0,46.0,29.7,84.0,27.9,255.0,34.2,181.0,71.0,15.0,0.35
159,Middle Tennessee,11,SB,3,1-2,,1,2,0.3333,,,,0–0,101.6,187.0,100.9,140.0,0.5206,159.0,46.1,223.0,47.0,116.0,17.0,104.0,15.5,251.0,29.9,180.0,28.4,106.0,43.2,75.0,51.0,279.0,46.6,172.0,38.4,13.0,29.7,227.0,42.3,280.0,23.9,297.0,34.4,186.0,60.5,271.0,-0.8
164,Harvard,14,Ivy,2,2-0,,2,0,1.0,,,,2–0,103.5,167.0,103.1,171.0,0.5098,164.0,55.7,34.0,42.6,36.0,14.6,42.0,17.3,195.0,17.0,317.0,34.8,224.0,59.5,8.0,26.7,49.0,49.1,122.0,44.9,98.0,46.2,13.0,25.0,27.0,32.9,159.0,31.7,132.0,55.6,315.0,0.1
172,Minnesota,11,B10,3,0-3,,0,3,0.0,,,,0–2,102.0,179.0,102.6,161.0,0.4844,172.0,46.7,202.0,46.9,115.0,23.0,278.0,13.5,298.0,37.1,52.0,32.7,188.0,32.7,195.0,33.8,134.0,44.3,237.0,45.7,122.0,34.0,159.0,32.7,124.0,35.3,119.0,34.4,186.0,60.0,283.0,-1.5
176,North Carolina A&T,16,MEAC,6,5-1,,5,1,0.8333,,,,0–1,93.4,261.0,94.4,62.0,0.4698,176.0,50.7,107.0,45.3,84.0,22.9,277.0,23.4,36.0,26.7,229.0,29.3,127.0,44.3,67.0,36.4,157.0,50.3,100.0,41.9,46.0,34.3,154.0,33.9,152.0,35.1,123.0,37.3,240.0,66.4,101.0,-0.47
194,California,12,P12,2,0-2,,0,2,0.0,,,,0–1,111.3,69.0,114.1,285.0,0.4288,194.0,48.3,165.0,56.7,284.0,19.5,182.0,11.3,313.0,35.4,72.0,19.7,12.0,27.6,262.0,51.0,279.0,48.8,125.0,47.1,147.0,31.3,204.0,50.0,308.0,27.6,263.0,34.6,191.0,63.6,191.0,-1.4
245,Southern,16,SWAC,2,2-0,,2,0,1.0,,,,0–0,86.6,302.0,94.0,57.0,0.2807,245.0,43.2,274.0,41.6,22.0,18.4,151.0,24.9,20.0,25.4,251.0,31.9,170.0,51.0,29.0,31.7,102.0,37.9,304.0,42.9,58.0,36.7,120.0,25.8,43.0,31.3,193.0,30.7,107.0,61.8,238.0,0.04
