Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
61,Duke,2,ACC,4,2-2,,2,2,0.5,,,,0–1,121.4,10.0,106.3,231.0,0.8218,61.0,54.5,47.0,54.0,271.0,13.8,55.0,11.2,321.0,29.4,116.0,31.8,259.0,29.2,186.0,23.0,68.0,60.1,19.0,49.4,159.0,30.0,223.0,41.2,298.0,37.0,161.0,36.6,180.0,68.9,88.0,0.22
63,Michigan,11,B10,3,1-2,,1,2,0.3333,,,,1–1,114.9,35.0,100.8,154.0,0.819,63.0,48.7,176.0,57.7,312.0,15.5,105.0,17.0,179.0,32.4,73.0,25.3,116.0,21.5,276.0,30.1,164.0,46.8,216.0,48.6,138.0,35.0,112.0,50.0,331.0,32.3,244.0,34.4,123.0,66.4,195.0,-0.14
66,Arkansas,4,SEC,4,2-2,,2,2,0.5,,,,1–1,114.6,37.0,100.7,152.0,0.8162,66.0,46.9,234.0,48.3,123.0,19.8,248.0,18.0,136.0,30.8,93.0,31.4,251.0,46.0,14.0,40.6,276.0,50.7,140.0,44.2,71.0,27.3,262.0,37.5,250.0,38.9,122.0,34.2,120.0,71.4,32.0,0.46
68,Colorado State,6,MWC,3,2-1,,2,1,0.6667,,,,1–0,112.4,53.0,99.0,128.0,0.8106,68.0,53.5,63.0,50.7,192.0,18.5,207.0,20.7,59.0,23.5,239.0,33.0,280.0,30.6,160.0,23.5,75.0,61.5,9.0,58.0,304.0,26.4,274.0,24.5,26.0,36.8,167.0,34.6,128.0,61.0,328.0,0.41
74,Richmond,12,A10,5,4-1,,4,1,0.8,,,,0–1,107.2,102.0,95.0,77.0,0.7998,74.0,48.1,193.0,50.9,202.0,14.5,71.0,19.0,98.0,18.8,305.0,22.0,52.0,43.7,26.0,24.4,85.0,48.5,174.0,55.8,276.0,31.6,188.0,28.3,65.0,37.5,149.0,36.5,178.0,67.8,145.0,1.2
80,Notre Dame,11,ACC,4,2-2,,2,2,0.5,,,,1–1,119.1,18.0,106.3,230.0,0.7883,80.0,57.1,20.0,52.3,234.0,13.8,55.0,12.0,310.0,23.3,242.0,27.7,170.0,25.4,234.0,17.5,21.0,56.0,49.0,54.5,255.0,39.5,47.0,32.7,158.0,33.8,224.0,39.3,239.0,67.1,171.0,-0.8
83,Longwood,14,BSth,3,3-0,,3,0,1.0,,,,0–0,109.8,75.0,99.0,127.0,0.7677,83.0,52.4,88.0,50.0,172.0,16.7,149.0,20.7,59.0,38.0,19.0,21.0,40.0,46.2,13.0,19.6,38.0,44.7,260.0,55.4,269.0,45.5,13.0,28.9,79.0,32.5,240.0,45.2,310.0,64.1,279.0,0.3
84,South Dakota State,13,Sum,3,3-0,,3,0,1.0,,,,0–0,118.4,21.0,106.9,239.0,0.7652,84.0,56.1,32.0,54.1,274.0,10.2,8.0,15.7,224.0,30.9,90.0,20.7,38.0,38.2,72.0,19.3,35.0,52.5,106.0,54.0,248.0,43.1,21.0,36.2,233.0,29.5,298.0,33.9,108.0,65.6,233.0,0.32
85,Alabama,6,SEC,3,0-3,,0,3,0.0,,,,0–2,111.3,59.0,100.5,149.0,0.7635,85.0,47.5,213.0,54.4,278.0,25.2,330.0,17.4,163.0,35.0,44.0,23.8,85.0,39.0,57.0,48.3,314.0,54.8,60.0,53.6,243.0,27.6,260.0,37.1,248.0,53.8,10.0,36.0,168.0,73.6,10.0,-1.4
86,USC,7,P12,3,1-2,,1,2,0.3333,,,,0–1,105.9,127.0,95.7,87.0,0.7625,86.0,52.6,80.0,45.3,58.0,23.9,326.0,9.2,334.0,26.1,198.0,23.6,76.0,29.0,188.0,39.6,267.0,50.5,145.0,43.5,57.0,37.5,72.0,33.3,166.0,36.1,180.0,26.6,19.0,65.9,218.0,-0.14
89,Georgia State,16,SB,3,3-0,,3,0,1.0,,,,0–0,113.6,46.0,103.0,190.0,0.7553,89.0,48.0,197.0,46.3,73.0,14.8,84.0,20.9,54.0,33.3,57.0,36.8,313.0,36.8,85.0,28.7,143.0,40.8,310.0,40.7,22.0,43.1,21.0,37.7,256.0,29.8,293.0,35.1,146.0,65.1,244.0,0.48
91,Yale,14,Ivy,3,3-0,,3,0,1.0,,,,1–0,103.2,166.0,93.8,62.0,0.7499,91.0,53.0,71.0,49.7,171.0,14.8,84.0,15.9,218.0,24.8,219.0,18.4,22.0,31.5,147.0,21.4,47.0,52.8,99.0,56.7,288.0,35.6,101.0,26.8,41.0,35.8,186.0,42.3,282.0,64.9,258.0,0.45
94,Akron,13,MAC,4,4-0,,4,0,1.0,,,,1–0,106.8,110.0,97.4,109.0,0.743,94.0,53.2,67.0,48.5,134.0,16.8,152.0,21.2,51.0,27.3,169.0,29.1,204.0,35.9,94.0,29.3,153.0,48.0,190.0,50.4,185.0,40.7,42.0,30.0,109.0,39.3,112.0,34.1,117.0,61.4,324.0,0.8
103,Wyoming,12,MWC,5,2-3,,2,3,0.4,,,,1–1,98.6,223.0,91.7,37.0,0.6972,103.0,45.9,253.0,46.4,74.0,22.0,301.0,17.8,141.0,26.4,191.0,25.4,120.0,29.7,179.0,32.5,191.0,45.3,249.0,48.4,136.0,31.1,199.0,28.3,65.0,44.2,45.0,33.6,103.0,66.9,180.0,-0.3
106,Wright State,16,Horz,4,4-0,,4,0,1.0,,,,0–0,112.1,54.0,104.6,211.0,0.689,106.0,51.9,98.0,47.1,91.0,17.6,180.0,16.9,182.0,38.3,16.0,31.5,253.0,42.2,33.0,34.3,212.0,47.8,193.0,54.9,262.0,40.8,41.0,20.0,9.0,30.6,277.0,31.4,67.0,68.6,99.0,0.42
110,Marquette,9,BE,3,1-2,,1,2,0.3333,,,,1–1,106.0,125.0,99.2,131.0,0.6823,110.0,51.6,108.0,50.8,196.0,19.5,241.0,18.7,108.0,20.2,288.0,28.8,197.0,23.7,252.0,28.4,138.0,54.5,64.0,51.5,203.0,31.6,188.0,32.8,162.0,40.9,87.0,29.9,49.0,73.9,7.0,-0.7
122,Seton Hall,8,BE,4,3-1,,3,1,0.75,,,,2–0,99.1,216.0,94.2,68.0,0.6417,122.0,45.3,263.0,42.5,23.0,16.3,134.0,19.0,98.0,32.7,69.0,36.1,307.0,16.5,325.0,22.6,63.0,43.3,289.0,38.9,13.0,32.9,158.0,32.2,147.0,32.5,240.0,38.5,226.0,62.2,318.0,0.47
127,Cal State Fullerton,15,BW,5,4-1,,4,1,0.8,,,,1–1,103.5,165.0,98.8,126.0,0.6294,127.0,50.4,130.0,47.8,108.0,18.1,191.0,22.8,26.0,29.2,123.0,32.5,271.0,33.7,127.0,23.1,71.0,45.5,241.0,42.3,36.0,41.0,37.0,36.8,244.0,30.7,276.0,42.9,287.0,65.0,250.0,-0.38
130,Bryant,16,NEC,4,3-1,,3,1,0.75,,,,0–0,102.5,176.0,98.1,121.0,0.623,130.0,49.6,152.0,44.3,44.0,21.5,293.0,17.5,155.0,36.5,30.0,30.1,224.0,32.9,135.0,23.7,77.0,55.7,52.0,42.0,33.0,26.1,275.0,32.5,153.0,37.1,159.0,33.9,108.0,71.0,38.0,0.17
139,Wisconsin,3,B10,2,0-2,,0,2,0.0,,,,0–1,104.6,150.0,101.2,161.0,0.5952,139.0,43.3,294.0,53.8,266.0,12.0,26.0,13.5,271.0,29.1,127.0,17.9,17.0,38.3,71.0,35.8,230.0,46.6,220.0,62.3,328.0,25.5,279.0,20.7,11.0,39.2,115.0,27.4,25.0,64.5,268.0,-1.3
146,Montana State,14,BSky,5,5-0,,5,0,1.0,,,,2–0,105.2,139.0,102.7,184.0,0.5685,146.0,56.5,27.0,47.6,103.0,16.2,129.0,16.2,207.0,23.2,245.0,23.3,72.0,43.9,23.0,31.4,181.0,59.3,26.0,47.4,116.0,34.0,132.0,31.9,142.0,34.7,205.0,32.4,85.0,69.9,64.0,0.4
148,Texas Southern,16,SWAC,5,5-0,,5,0,1.0,,,,1–0,97.6,240.0,95.4,83.0,0.5658,148.0,49.0,167.0,39.5,7.0,19.0,225.0,17.6,153.0,28.3,145.0,27.0,150.0,40.7,45.0,36.5,238.0,46.6,220.0,37.5,6.0,36.6,85.0,29.5,95.0,28.3,306.0,29.7,45.0,70.6,47.0,0.23
153,Norfolk State,16,MEAC,4,4-0,,4,0,1.0,,,,1–0,102.9,171.0,101.5,168.0,0.5409,153.0,53.7,58.0,42.9,28.0,23.1,320.0,17.3,165.0,38.3,16.0,27.3,158.0,42.1,34.0,28.0,132.0,52.1,111.0,44.4,72.0,37.8,67.0,27.4,51.0,34.3,216.0,47.3,325.0,65.8,221.0,0.16
170,Jacksonville State,15,ASun,2,1-1,,1,1,0.5,,,,0–0,95.7,257.0,96.1,95.0,0.49,170.0,50.0,135.0,47.2,93.0,20.3,263.0,20.3,66.0,27.6,160.0,27.1,154.0,29.8,175.0,22.9,67.0,61.5,9.0,38.3,8.0,20.5,323.0,38.8,271.0,37.5,149.0,45.0,308.0,67.5,156.0,-0.8
186,Texas A&M–Corpus Christi,16,Slnd,6,4-2,,4,2,0.6667,,,,1–1,100.5,200.0,102.6,183.0,0.4384,186.0,51.9,98.0,47.8,108.0,19.2,230.0,18.5,117.0,29.2,123.0,25.1,110.0,30.6,160.0,37.2,247.0,50.0,152.0,46.8,105.0,37.5,72.0,32.7,158.0,29.7,294.0,45.1,309.0,69.0,84.0,-0.7
213,Providence,4,BE,2,1-1,,1,1,0.5,,,,0–0,101.4,185.0,106.8,238.0,0.356,213.0,37.4,330.0,49.2,152.0,12.0,26.0,13.6,269.0,30.4,98.0,29.3,206.0,42.9,31.0,36.4,237.0,44.3,271.0,52.6,228.0,18.4,329.0,28.6,72.0,41.2,83.0,35.6,155.0,68.2,123.0,-0.26
222,Iowa State,11,B12,3,0-3,,0,3,0.0,,,,0–2,86.3,319.0,91.8,38.0,0.329,222.0,40.6,319.0,52.5,239.0,23.3,321.0,24.3,12.0,19.8,294.0,39.4,332.0,16.9,323.0,30.1,164.0,47.3,204.0,56.6,287.0,20.9,318.0,29.8,105.0,41.9,70.0,35.0,140.0,65.8,221.0,-0.9
