Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
1,Michigan,2,B10,4,2-2,,2,2,0.5,,,,0–1,118.7,28.0,82.9,6.0,0.9841,1.0,52.3,113.0,44.7,44.0,9.8,5.0,16.1,203.0,17.3,306.0,27.0,143.0,13.9,329.0,33.6,179.0,52.2,108.0,48.6,143.0,35.0,158.0,24.7,18.0,43.5,86.0,33.6,73.0,63.5,295.0,0.7
2,North Carolina,1,ACC,3,2-1,,2,1,0.6667,,,,1–0,118.4,31.0,85.4,11.0,0.9771,2.0,47.4,228.0,46.6,76.0,12.0,26.0,15.6,216.0,30.2,121.0,24.8,97.0,23.1,284.0,18.6,18.0,49.3,169.0,50.9,193.0,29.5,244.0,27.3,31.0,36.8,194.0,43.1,258.0,71.9,41.0,1.2
3,Michigan State,2,B10,4,4-0,,4,0,1.0,,,,1–0,125.3,9.0,91.2,32.0,0.9746,3.0,52.9,95.0,46.8,82.0,18.5,217.0,12.0,309.0,30.8,112.0,15.6,11.0,39.6,58.0,16.3,9.0,50.8,132.0,45.4,73.0,37.3,108.0,32.6,122.0,40.1,136.0,39.5,180.0,67.9,154.0,2.8
4,Saint Mary's,11,WCC,2,2-0,,2,0,1.0,,,,0–0,112.9,61.0,83.8,8.0,0.9685,4.0,53.5,86.0,46.0,60.0,18.7,226.0,17.9,127.0,21.8,270.0,16.1,12.0,26.0,244.0,24.2,58.0,53.3,77.0,54.2,262.0,36.0,138.0,22.5,9.0,25.0,321.0,40.4,201.0,60.5,324.0,1.2
5,Kentucky,2,SEC,3,2-1,,2,1,0.6667,,,,1–0,124.0,11.0,92.9,47.0,0.9651,5.0,52.2,117.0,46.1,64.0,17.3,172.0,12.1,308.0,37.0,29.0,24.8,97.0,41.0,49.0,33.1,168.0,49.2,172.0,44.0,51.0,42.4,28.0,33.3,133.0,20.5,332.0,34.3,87.0,64.7,261.0,0.7
6,Virginia Tech,4,ACC,3,2-1,,2,1,0.6667,,,,1–0,119.9,21.0,91.2,31.0,0.9587,6.0,56.1,41.0,47.1,87.0,13.8,55.0,16.9,168.0,20.8,278.0,25.5,110.0,19.2,311.0,22.7,43.0,53.0,85.0,50.6,183.0,40.3,49.0,29.2,64.0,41.9,112.0,51.7,323.0,63.0,307.0,0.34
7,Duke,1,ACC,4,3-1,,3,1,0.75,,,,0–1,116.5,36.0,88.7,17.0,0.9581,7.0,49.8,173.0,46.0,60.0,19.0,235.0,16.2,197.0,32.7,77.0,30.7,215.0,32.0,154.0,25.2,68.0,57.0,32.0,43.6,45.0,24.7,300.0,33.3,133.0,36.0,209.0,37.8,140.0,69.4,105.0,2.0
8,Houston,3,Amer,5,4-1,,4,1,0.8,,,,2–0,118.3,32.0,90.4,27.0,0.9566,8.0,50.3,158.0,40.9,9.0,15.3,97.0,17.4,144.0,39.4,10.0,31.4,229.0,28.4,210.0,49.6,314.0,46.8,219.0,40.7,15.0,37.0,114.0,27.4,33.0,40.1,136.0,39.6,183.0,67.4,169.0,1.5
10,Oregon,12,P12,6,6-0,,6,0,1.0,,,,2–0,107.9,124.0,83.4,7.0,0.951,10.0,52.8,99.0,40.5,6.0,18.3,210.0,23.4,21.0,32.3,86.0,29.0,188.0,28.9,200.0,34.6,194.0,52.6,95.0,44.9,66.0,35.5,147.0,23.1,12.0,36.6,196.0,42.9,253.0,63.7,289.0,2.2
11,Louisville,7,ACC,3,1-2,,1,2,0.3333,,,,0–1,119.2,26.0,92.1,41.0,0.9509,11.0,48.1,208.0,43.4,25.0,13.6,51.0,8.0,331.0,30.7,114.0,27.4,152.0,21.3,301.0,31.7,155.0,48.0,193.0,43.0,38.0,32.2,205.0,29.3,67.0,47.9,43.0,39.7,188.0,67.9,154.0,0.07
