Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
1,Virginia,1,ACC,4,3-1,,3,1,0.75,,,,1–0,122.3,14.0,84.8,5.0,0.9855,1.0,53.4,71.0,46.7,86.0,16.7,149.0,19.7,80.0,33.3,78.0,27.1,114.0,35.8,170.0,29.6,79.0,51.0,100.0,46.8,127.0,39.3,75.0,30.9,93.0,29.9,261.0,28.1,44.0,60.4,331.0,1.5
2,North Carolina,1,ACC,4,4-0,,4,0,1.0,,,,1–0,119.1,30.0,84.3,4.0,0.9816,2.0,50.0,147.0,43.8,38.0,16.6,147.0,17.0,172.0,42.8,4.0,27.3,117.0,29.8,252.0,25.6,44.0,51.9,87.0,38.6,16.0,29.7,255.0,34.8,167.0,26.1,312.0,38.0,204.0,69.8,103.0,2.6
3,Kansas,1,B12,4,4-0,,4,0,1.0,,,,1–0,122.7,13.0,89.3,18.0,0.9747,3.0,56.8,25.0,46.6,82.0,19.1,232.0,18.7,118.0,33.1,84.0,29.3,166.0,37.9,133.0,37.4,184.0,55.8,31.0,48.8,170.0,39.4,74.0,27.5,45.0,31.3,245.0,29.4,58.0,70.4,89.0,2.3
4,Texas A&M,3,SEC,4,3-1,,3,1,0.75,,,,1–0,117.6,41.0,85.7,7.0,0.9743,4.0,46.7,233.0,43.2,36.0,14.4,65.0,19.2,99.0,38.7,28.0,32.7,245.0,29.1,261.0,30.1,89.0,47.4,187.0,42.6,45.0,30.2,247.0,29.5,75.0,33.0,218.0,40.3,259.0,64.9,275.0,1.3
5,Purdue,5,B10,4,3-1,,3,1,0.75,,,,1–0,126.7,4.0,95.2,59.0,0.964,5.0,59.5,10.0,47.0,92.0,14.5,68.0,11.9,312.0,27.9,188.0,22.4,35.0,38.1,129.0,24.1,28.0,58.5,10.0,45.1,87.0,41.1,51.0,33.3,140.0,34.0,201.0,39.2,232.0,67.8,178.0,0.8
6,West Virginia,3,B12,5,4-1,,4,1,0.8,,,,2–0,120.7,21.0,91.0,24.0,0.9629,6.0,53.2,78.0,52.3,224.0,21.3,287.0,26.2,4.0,40.4,16.0,30.9,201.0,41.1,85.0,53.4,301.0,51.3,96.0,46.4,111.0,38.0,100.0,42.2,287.0,32.3,227.0,35.2,153.0,68.6,148.0,1.8
7,Oregon,1,P12,5,5-0,,5,0,1.0,,,,2–0,124.4,10.0,93.8,46.0,0.9627,7.0,53.3,74.0,49.0,140.0,15.9,112.0,20.7,53.0,41.1,10.0,32.0,229.0,37.1,145.0,35.2,151.0,50.7,104.0,46.8,127.0,39.6,71.0,35.3,181.0,30.5,252.0,35.2,153.0,66.7,218.0,2.9
8,Michigan State,2,B10,5,5-0,,5,0,1.0,,,,2–0,126.2,5.0,95.3,62.0,0.9619,8.0,57.1,24.0,46.3,77.0,17.1,171.0,15.0,240.0,38.7,28.0,21.8,31.0,23.3,316.0,35.3,152.0,52.4,78.0,46.0,104.0,43.6,24.0,31.3,99.0,36.5,153.0,30.5,72.0,65.5,252.0,2.0
9,Yale,12,Ivy,2,2-0,,2,0,1.0,,,,2–0,120.5,24.0,91.4,26.0,0.9597,9.0,61.6,3.0,46.8,88.0,17.0,164.0,16.3,196.0,36.7,47.0,17.6,10.0,31.3,234.0,20.0,12.0,56.5,28.0,50.0,186.0,46.5,9.0,27.5,45.0,38.4,118.0,36.4,177.0,63.9,297.0,0.5
11,Stephen F. Austin,14,Slnd,4,4-0,,4,0,1.0,,,,2–0,120.2,25.0,93.0,39.0,0.9504,11.0,57.9,19.0,47.2,99.0,14.3,60.0,26.4,3.0,37.9,36.0,26.9,111.0,39.9,102.0,42.9,233.0,58.4,12.0,44.7,77.0,37.9,101.0,34.8,167.0,35.1,179.0,33.3,117.0,68.7,142.0,0.41
12,Gonzaga,11,WCC,3,3-0,,3,0,1.0,,,,0–0,138.3,1.0,107.8,212.0,0.9459,12.0,61.8,2.0,51.7,208.0,13.3,34.0,15.3,227.0,35.7,57.0,36.8,297.0,43.0,71.0,28.2,67.0,60.0,8.0,46.7,122.0,43.1,27.0,39.2,251.0,39.4,102.0,40.9,273.0,64.4,287.0,1.2
13,Kentucky,4,SEC,4,4-0,,4,0,1.0,,,,1–0,137.7,2.0,107.8,213.0,0.9433,13.0,59.5,10.0,50.2,172.0,13.4,38.0,18.6,122.0,41.7,7.0,36.9,298.0,35.8,170.0,35.6,162.0,54.4,51.0,51.7,221.0,45.9,12.0,31.8,115.0,35.0,182.0,37.8,201.0,65.5,252.0,1.7
14,Seton Hall,6,BE,5,4-1,,4,1,0.8,,,,1–1,120.2,26.0,94.5,54.0,0.9405,14.0,56.0,32.0,48.0,119.0,20.7,276.0,16.0,209.0,32.9,87.0,29.6,173.0,41.1,85.0,39.7,210.0,54.6,44.0,46.0,104.0,39.2,78.0,34.2,155.0,34.4,193.0,37.0,187.0,70.8,79.0,2.1
16,Arizona,6,P12,4,3-1,,3,1,0.75,,,,2–0,124.0,11.0,97.9,87.0,0.9385,16.0,51.9,103.0,43.6,37.0,17.3,181.0,15.6,218.0,39.2,26.0,41.5,327.0,46.1,45.0,38.4,199.0,41.9,296.0,42.9,50.0,46.5,9.0,30.3,83.0,35.7,169.0,29.5,60.0,69.1,128.0,0.8
17,Villanova,2,BE,4,3-1,,3,1,0.75,,,,1–0,120.1,27.0,95.2,60.0,0.935,17.0,55.9,35.0,49.4,152.0,14.2,57.0,18.6,122.0,20.0,317.0,27.0,112.0,38.8,120.0,32.0,117.0,51.5,95.0,53.3,262.0,42.2,37.0,29.2,68.0,37.9,129.0,41.6,279.0,68.4,154.0,0.8
18,Providence,9,BE,4,3-1,,3,1,0.75,,,,2–0,121.8,16.0,97.1,75.0,0.9315,18.0,55.6,40.0,51.1,195.0,14.3,60.0,18.4,128.0,26.1,227.0,29.3,166.0,33.3,207.0,21.6,18.0,57.3,20.0,46.5,113.0,35.6,142.0,40.3,267.0,44.9,35.0,32.6,103.0,65.6,246.0,1.0
19,Indiana,5,B10,2,1-1,,1,1,0.5,,,,1–0,122.2,15.0,97.7,84.0,0.9293,19.0,53.8,64.0,50.0,164.0,18.9,225.0,18.9,111.0,40.0,19.0,32.3,236.0,44.2,55.0,21.1,16.0,57.6,17.0,52.2,235.0,31.6,226.0,31.1,97.0,36.5,153.0,39.5,242.0,65.5,252.0,-0.09
21,USC,8,P12,4,2-2,,2,2,0.5,,,,1–1,121.6,17.0,98.3,95.0,0.9205,21.0,51.2,118.0,52.1,223.0,14.9,79.0,15.3,227.0,35.1,62.0,30.4,191.0,33.5,204.0,24.8,36.0,47.9,170.0,49.7,185.0,38.4,91.0,38.4,236.0,34.3,197.0,30.2,67.0,69.2,124.0,-0.2
22,Iowa State,4,B12,2,0-2,,0,2,0.0,,,,0–1,121.5,19.0,98.3,92.0,0.9203,22.0,53.3,74.0,50.7,184.0,18.6,217.0,11.7,315.0,26.9,211.0,31.6,221.0,26.4,297.0,29.9,85.0,51.2,98.0,53.8,270.0,38.5,87.0,29.3,69.0,32.2,228.0,30.6,73.0,71.1,70.0,-0.35
23,Xavier,2,BE,3,2-1,,2,1,0.6667,,,,1–0,124.4,9.0,100.9,129.0,0.9171,23.0,53.4,71.0,52.5,228.0,16.1,121.0,18.7,118.0,36.1,54.0,27.1,114.0,37.3,139.0,49.4,280.0,49.2,144.0,54.8,281.0,40.0,60.0,32.3,124.0,39.2,105.0,36.1,169.0,76.4,8.0,0.39
24,Baylor,5,B12,3,1-2,,1,2,0.3333,,,,0–1,108.4,120.0,88.4,16.0,0.9124,24.0,44.9,270.0,47.2,99.0,21.4,291.0,19.5,86.0,35.4,58.0,29.4,170.0,42.9,72.0,48.1,275.0,45.0,237.0,47.0,131.0,29.8,252.0,31.7,112.0,33.9,203.0,25.9,23.0,68.4,154.0,-0.02
27,Dayton,7,A10,3,2-1,,2,1,0.6667,,,,1–0,98.3,243.0,80.5,1.0,0.9082,27.0,45.6,259.0,41.2,23.0,18.2,209.0,19.1,105.0,24.4,265.0,23.7,55.0,42.2,76.0,38.0,192.0,47.7,176.0,39.2,19.0,26.9,285.0,29.9,79.0,28.9,276.0,35.8,165.0,73.0,31.0,0.3
29,Maryland,5,B10,4,2-2,,2,2,0.5,,,,1–1,121.6,18.0,100.0,110.0,0.9048,29.0,57.4,21.0,51.8,211.0,18.7,219.0,15.6,218.0,33.3,78.0,28.7,158.0,27.2,288.0,27.2,53.0,48.9,150.0,51.1,211.0,46.2,11.0,35.2,179.0,41.5,72.0,40.6,267.0,64.7,282.0,0.02
30,Northern Iowa,11,MVC,3,3-0,,3,0,1.0,,,,0–0,105.4,150.0,86.9,11.0,0.9019,30.0,49.0,185.0,40.1,14.0,12.4,18.0,16.8,181.0,10.4,334.0,30.8,198.0,39.9,102.0,25.1,40.0,51.2,98.0,48.6,167.0,30.5,240.0,17.2,2.0,41.3,76.0,37.4,194.0,59.4,333.0,1.3
31,Wichita State,11,MVC,3,2-1,,2,1,0.6667,,,,0–0,99.3,233.0,82.1,2.0,0.8987,31.0,42.2,303.0,41.0,20.0,15.1,86.0,16.1,205.0,25.2,250.0,17.6,10.0,38.9,117.0,35.4,153.0,42.5,289.0,40.6,33.0,27.9,279.0,27.7,48.0,36.5,153.0,40.4,262.0,66.9,213.0,-0.39
32,VCU,10,A10,5,3-2,,3,2,0.6,,,,1–1,110.6,91.0,91.7,27.0,0.8965,32.0,46.1,242.0,47.2,99.0,13.2,32.0,14.0,268.0,32.5,94.0,20.7,24.0,32.5,220.0,37.5,187.0,51.6,93.0,51.8,224.0,23.1,312.0,24.4,27.0,32.2,228.0,30.4,69.0,66.5,223.0,-0.17
33,Oklahoma,2,B12,3,2-1,,2,1,0.6667,,,,1–0,111.3,83.0,92.3,31.0,0.8962,33.0,56.0,32.0,50.3,174.0,23.3,312.0,22.8,25.0,23.3,280.0,29.7,175.0,46.7,42.0,27.4,57.0,52.3,81.0,45.8,102.0,40.6,56.0,38.2,231.0,42.7,56.0,38.9,226.0,69.5,111.0,0.8
34,Butler,9,BE,3,2-1,,2,1,0.6667,,,,2–0,124.6,8.0,103.4,160.0,0.8953,34.0,55.4,44.0,53.7,252.0,16.3,130.0,15.3,227.0,29.3,162.0,26.1,89.0,45.8,46.0,30.9,101.0,49.5,136.0,54.2,276.0,44.1,18.0,35.1,173.0,35.5,171.0,32.6,103.0,68.3,162.0,0.21
35,Miami (FL),3,ACC,4,2-2,,2,2,0.5,,,,1–1,117.6,42.0,97.8,86.0,0.8927,35.0,54.5,51.0,51.5,205.0,17.7,196.0,15.8,215.0,30.1,135.0,22.5,37.0,34.0,197.0,43.6,241.0,57.0,23.0,51.7,221.0,32.9,206.0,34.0,150.0,33.0,218.0,26.0,24.0,67.0,209.0,0.44
39,Iona,13,MAAC,3,3-0,,3,0,1.0,,,,0–0,114.6,55.0,95.8,65.0,0.8866,39.0,56.6,27.0,50.3,174.0,14.3,60.0,20.2,62.0,27.3,202.0,27.8,132.0,29.1,261.0,37.8,190.0,50.5,109.0,46.6,118.0,42.5,33.0,37.7,224.0,45.7,29.0,37.2,189.0,65.6,246.0,0.8
40,UNC Asheville,15,BSth,3,3-0,,3,0,1.0,,,,0–0,103.0,181.0,86.2,8.0,0.8848,40.0,52.8,89.0,38.5,6.0,16.2,126.0,23.1,19.0,29.6,153.0,30.6,193.0,36.7,154.0,27.3,55.0,49.2,144.0,47.5,141.0,41.7,41.0,18.3,4.0,26.7,303.0,44.8,312.0,73.4,22.0,0.36
41,UConn,9,Amer,5,4-1,,4,1,0.8,,,,1–1,113.6,62.0,95.2,58.0,0.8844,41.0,50.9,126.0,44.7,53.0,15.6,100.0,15.0,240.0,26.7,215.0,30.2,187.0,34.3,190.0,31.6,112.0,48.1,165.0,42.8,49.0,37.1,112.0,32.6,130.0,36.7,146.0,30.6,73.0,64.1,291.0,1.1
42,California,4,P12,4,2-2,,2,2,0.5,,,,1–1,110.8,89.0,93.1,40.0,0.8805,42.0,46.9,223.0,47.8,113.0,15.0,84.0,17.2,167.0,33.1,84.0,26.6,104.0,35.6,175.0,35.7,166.0,43.5,273.0,43.0,53.0,35.9,136.0,39.1,247.0,32.6,224.0,30.4,69.0,67.2,202.0,0.25
43,Colorado,8,P12,3,1-2,,1,2,0.3333,,,,0–1,101.5,207.0,85.4,6.0,0.8791,43.0,42.0,307.0,40.9,18.0,14.8,76.0,18.1,136.0,33.6,77.0,21.2,26.0,25.9,302.0,56.3,310.0,37.6,321.0,40.4,31.0,35.0,155.0,28.3,57.0,29.9,261.0,28.8,49.0,72.5,43.0,-0.5
51,Florida Gulf Coast,16,ASun,3,3-0,,3,0,1.0,,,,0–0,108.8,114.0,92.6,33.0,0.8651,51.0,61.0,6.0,41.0,20.0,19.3,242.0,13.8,276.0,39.0,27.0,23.3,48.0,40.9,89.0,39.3,206.0,64.4,3.0,37.8,8.0,34.7,162.0,30.6,88.0,27.1,301.0,39.3,236.0,67.2,202.0,0.35
57,Green Bay,14,Horz,4,4-0,,4,0,1.0,,,,0–0,109.8,101.0,94.2,50.0,0.853,57.0,49.1,181.0,41.4,24.0,14.8,76.0,21.9,36.0,25.5,241.0,34.7,270.0,62.0,5.0,35.1,150.0,45.0,237.0,39.5,21.0,38.6,86.0,29.8,77.0,31.7,238.0,37.5,196.0,74.7,13.0,1.0
58,Fresno State,14,MWC,5,5-0,,5,0,1.0,,,,2–0,112.7,70.0,97.0,74.0,0.8481,58.0,52.0,101.0,46.5,80.0,11.5,7.0,20.2,62.0,27.5,198.0,32.8,246.0,39.7,106.0,38.3,195.0,52.5,77.0,44.9,81.0,34.0,181.0,32.7,131.0,33.1,217.0,37.9,203.0,71.5,62.0,1.6
59,Temple,10,Amer,4,3-1,,3,1,0.75,,,,2–0,109.2,105.0,94.3,51.0,0.8441,59.0,45.9,252.0,47.1,96.0,13.6,43.0,16.2,202.0,29.3,162.0,24.6,66.0,34.0,197.0,20.5,15.0,45.1,232.0,43.1,54.0,31.7,224.0,39.7,258.0,33.6,210.0,24.3,15.0,67.7,182.0,0.1
60,Pittsburgh,10,ACC,4,1-3,,1,3,0.25,,,,0–2,112.4,72.0,97.2,76.0,0.8412,60.0,46.2,241.0,54.0,260.0,16.1,121.0,16.5,192.0,29.6,153.0,30.8,198.0,34.2,194.0,41.4,224.0,49.7,130.0,51.0,208.0,25.0,302.0,40.3,267.0,28.4,281.0,31.9,91.0,65.3,264.0,-0.37
61,Hawaii,13,BW,5,4-1,,4,1,0.8,,,,1–1,106.3,140.0,92.5,32.0,0.8312,61.0,53.5,70.0,45.0,56.0,19.7,251.0,18.6,122.0,26.2,226.0,23.3,48.0,40.4,97.0,35.6,162.0,55.4,38.0,43.7,63.0,33.9,183.0,31.6,107.0,42.3,60.0,34.9,144.0,70.0,100.0,0.39
62,Holy Cross,16,Pat,4,4-0,,4,0,1.0,,,,0–0,100.9,213.0,87.9,14.0,0.8305,62.0,50.2,143.0,39.5,8.0,15.1,86.0,21.8,37.0,20.7,307.0,37.4,304.0,31.3,234.0,24.5,34.0,46.0,211.0,43.9,66.0,36.7,122.0,23.5,20.0,46.4,26.0,50.2,330.0,57.9,335.0,0.6
64,Wisconsin,7,B10,3,1-2,,1,2,0.3333,,,,1–1,111.9,77.0,98.0,90.0,0.8218,64.0,47.3,214.0,52.5,228.0,14.9,79.0,19.0,108.0,26.6,216.0,27.7,130.0,38.8,120.0,57.7,314.0,43.8,270.0,53.1,257.0,34.8,159.0,34.1,153.0,41.8,67.0,31.0,80.0,65.4,257.0,-0.6
66,Iowa,7,B10,2,1-1,,1,1,0.5,,,,1–0,102.3,190.0,90.1,20.0,0.8131,66.0,49.2,172.0,47.5,107.0,18.9,225.0,18.2,131.0,27.4,200.0,26.7,105.0,16.1,332.0,14.8,4.0,48.7,154.0,47.7,149.0,33.3,189.0,31.6,107.0,38.7,114.0,46.7,323.0,70.3,92.0,-0.14
