Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
1,Duke,1,ACC,4,3-1,,3,1,0.75,,,,2–0,130.9,3.0,87.4,7.0,0.9905,1.0,57.6,24.0,48.4,135.0,15.1,74.0,20.9,62.0,37.8,41.0,32.0,192.0,29.9,240.0,27.6,66.0,58.3,15.0,47.8,167.0,37.5,106.0,33.3,116.0,34.6,155.0,27.6,49.0,62.7,213.0,1.3
2,Villanova,1,BE,4,4-0,,4,0,1.0,,,,1–0,130.1,4.0,88.4,10.0,0.9884,2.0,60.5,9.0,43.4,34.0,14.6,57.0,21.3,57.0,33.1,103.0,34.5,243.0,31.4,213.0,25.8,46.0,59.5,12.0,45.5,114.0,41.1,51.0,26.3,30.0,48.0,18.0,34.4,167.0,62.8,209.0,1.9
3,Arizona,2,P12,5,5-0,,5,0,1.0,,,,2–0,121.5,17.0,85.6,6.0,0.9825,3.0,56.3,33.0,43.0,26.0,14.0,39.0,19.8,86.0,31.7,139.0,20.3,21.0,44.8,65.0,28.6,74.0,54.6,37.0,39.0,15.0,40.5,56.0,36.8,205.0,27.6,269.0,24.9,22.0,67.3,76.0,1.8
4,Notre Dame,3,ACC,5,5-0,,5,0,1.0,,,,2–0,133.7,1.0,94.4,56.0,0.982,4.0,59.2,15.0,47.6,110.0,15.6,85.0,16.8,195.0,23.0,292.0,38.4,300.0,53.1,19.0,26.6,52.0,60.5,6.0,53.2,261.0,37.9,100.0,24.0,15.0,36.4,118.0,32.3,125.0,63.7,183.0,3.3
5,Kentucky,1,SEC,4,4-0,,4,0,1.0,,,,1–0,126.5,8.0,89.8,15.0,0.9811,5.0,52.2,79.0,43.9,42.0,15.2,76.0,19.3,98.0,40.4,21.0,29.9,148.0,51.5,28.0,29.6,85.0,48.2,145.0,43.0,59.0,45.2,21.0,30.9,75.0,20.4,327.0,25.8,26.0,61.5,254.0,1.8
6,Wisconsin,1,B10,5,5-0,,5,0,1.0,,,,2–0,133.0,2.0,94.4,55.0,0.981,6.0,57.1,28.0,48.1,125.0,12.0,14.0,15.1,257.0,34.0,88.0,26.1,76.0,22.8,308.0,14.8,4.0,53.6,51.0,44.9,103.0,41.7,45.0,37.8,223.0,39.1,77.0,27.4,45.0,57.1,327.0,3.1
7,North Carolina,4,ACC,5,3-2,,3,2,0.6,,,,0–1,123.6,11.0,94.4,54.0,0.957,7.0,54.8,45.0,49.1,157.0,19.7,230.0,16.4,212.0,35.5,65.0,28.7,125.0,27.6,266.0,43.6,241.0,52.1,68.0,49.1,195.0,41.6,48.0,32.7,109.0,26.6,284.0,37.8,234.0,69.6,31.0,1.4
9,Butler,6,BE,2,1-1,,1,1,0.5,,,,1–0,107.4,115.0,84.5,3.0,0.9403,9.0,46.3,223.0,46.4,84.0,20.7,252.0,16.3,218.0,29.6,193.0,20.3,21.0,36.4,145.0,36.9,164.0,41.5,276.0,48.7,188.0,35.7,149.0,27.3,39.0,39.3,71.0,29.7,85.0,63.0,204.0,0.36
10,Oklahoma,3,B12,3,2-1,,2,1,0.6667,,,,1–0,111.2,75.0,87.6,9.0,0.9399,10.0,43.2,282.0,43.7,37.0,14.8,65.0,15.3,250.0,36.4,55.0,27.4,102.0,30.1,236.0,29.7,89.0,41.3,279.0,45.0,105.0,31.6,209.0,27.3,39.0,31.1,222.0,31.4,112.0,63.5,186.0,0.7
11,Kansas,2,B12,4,2-2,,2,2,0.5,,,,0–1,106.3,135.0,84.3,2.0,0.9347,11.0,44.6,263.0,41.5,17.0,21.5,270.0,17.1,183.0,31.6,141.0,32.1,196.0,49.1,38.0,37.0,166.0,45.5,214.0,45.1,108.0,27.7,271.0,21.0,6.0,22.2,318.0,26.4,31.0,67.9,59.0,0.7
12,Gonzaga,2,WCC,3,3-0,,3,0,1.0,,,,0–0,122.4,15.0,97.3,91.0,0.933,12.0,59.8,11.0,44.2,49.0,15.2,76.0,16.7,201.0,28.3,217.0,32.3,202.0,47.6,51.0,28.9,80.0,55.9,29.0,43.5,70.0,46.0,18.0,30.8,71.0,29.8,245.0,27.4,45.0,67.9,59.0,1.0
13,Michigan State,7,B10,5,4-1,,4,1,0.8,,,,2–0,119.6,25.0,95.4,70.0,0.9313,13.0,52.1,83.0,52.6,235.0,15.2,76.0,19.0,108.0,34.3,82.0,28.5,121.0,34.3,170.0,32.1,115.0,54.0,45.0,44.5,94.0,32.7,196.0,42.7,291.0,37.1,100.0,41.5,280.0,62.3,226.0,2.1
