Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
40,UCLA,11,P12,3,1-2,,1,2,0.3333,,,,0–1,118.9,24.0,99.9,125.0,0.8812,40.0,51.7,102.0,51.4,182.0,15.3,85.0,16.3,191.0,33.7,51.0,29.5,193.0,32.0,121.0,38.7,241.0,48.5,159.0,51.8,191.0,40.4,52.0,33.9,144.0,26.0,283.0,34.1,107.0,65.5,235.0,-0.9
42,VCU,10,A10,3,2-1,,2,1,0.6667,,,,0–0,104.6,127.0,88.5,19.0,0.8731,42.0,51.9,97.0,44.8,45.0,18.8,190.0,20.8,62.0,20.9,255.0,33.9,258.0,30.6,142.0,32.4,175.0,54.1,64.0,36.6,6.0,31.4,191.0,37.5,197.0,31.9,219.0,41.6,247.0,71.4,64.0,0.07
43,Purdue,4,B10,2,1-1,,1,1,0.5,,,,1–0,111.4,67.0,94.4,72.0,0.8695,43.0,52.3,87.0,49.2,139.0,17.5,148.0,16.1,199.0,30.9,90.0,26.1,117.0,41.8,31.0,30.5,150.0,55.6,42.0,53.1,214.0,31.9,180.0,29.6,77.0,42.7,57.0,45.8,275.0,66.3,221.0,0.04
44,Georgia Tech,9,ACC,3,3-0,,3,0,1.0,,,,1–0,113.0,55.0,96.0,83.0,0.8671,44.0,53.5,70.0,55.6,241.0,14.6,67.0,28.6,2.0,27.1,153.0,31.7,223.0,33.7,100.0,34.4,196.0,56.2,35.0,54.0,226.0,31.4,191.0,39.2,227.0,29.7,253.0,33.8,103.0,68.9,130.0,1.1
45,USC,6,P12,3,2-1,,2,1,0.6667,,,,1–0,114.6,44.0,97.4,105.0,0.867,45.0,54.5,57.0,51.4,182.0,15.5,91.0,16.0,201.0,24.5,195.0,26.9,131.0,43.0,26.0,29.0,124.0,54.8,55.0,45.5,79.0,36.0,103.0,43.4,265.0,30.3,242.0,30.1,41.0,65.6,233.0,0.9
46,Grand Canyon,15,WAC,4,3-1,,3,1,0.75,,,,1–1,105.3,119.0,89.6,25.0,0.865,46.0,52.9,77.0,42.3,17.0,17.6,153.0,16.4,188.0,31.0,87.0,22.7,65.0,29.5,157.0,24.7,74.0,52.8,89.0,42.9,38.0,35.4,115.0,27.5,55.0,36.6,146.0,35.2,131.0,65.3,237.0,-0.5
47,Kansas,3,B12,2,2-0,,2,0,1.0,,,,0–0,104.6,128.0,89.4,24.0,0.8585,47.0,50.0,135.0,49.5,145.0,17.1,136.0,24.6,14.0,21.7,248.0,29.2,185.0,31.5,127.0,21.3,41.0,48.6,157.0,43.8,54.0,35.1,121.0,38.6,221.0,33.3,202.0,40.7,235.0,68.1,159.0,0.7
48,Morehead State,14,OVC,2,2-0,,2,0,1.0,,,,0–0,112.8,56.0,96.7,93.0,0.8556,48.0,58.2,21.0,50.0,151.0,22.0,262.0,13.9,245.0,31.6,74.0,22.7,65.0,27.3,183.0,16.0,13.0,54.4,60.0,47.2,111.0,45.2,17.0,35.8,166.0,28.2,266.0,42.4,253.0,63.8,263.0,0.42
50,West Virginia,3,B12,3,1-2,,1,2,0.3333,,,,1–1,112.4,61.0,96.4,89.0,0.8546,50.0,44.9,237.0,51.5,184.0,18.3,179.0,24.7,13.0,35.2,34.0,39.0,289.0,39.0,51.0,38.4,237.0,45.4,216.0,55.0,243.0,29.4,217.0,28.8,67.0,36.4,150.0,30.2,43.0,70.7,83.0,-0.8
52,Michigan State,11,B10,4,1-3,,1,3,0.25,,,,1–1,106.2,107.0,91.8,45.0,0.843,52.0,45.7,225.0,50.2,156.0,18.4,181.0,15.1,220.0,27.5,143.0,28.1,160.0,32.7,111.0,31.2,162.0,47.9,168.0,46.8,103.0,25.9,252.0,38.2,215.0,24.2,293.0,32.5,81.0,68.6,143.0,0.09
55,Clemson,7,ACC,2,1-1,,1,1,0.5,,,,1–0,118.2,29.0,102.3,163.0,0.84,55.0,63.4,2.0,56.6,255.0,21.3,243.0,21.3,53.0,22.9,228.0,25.9,114.0,14.9,288.0,22.2,48.0,52.8,89.0,51.5,185.0,50.0,3.0,45.2,271.0,47.5,22.0,31.3,61.0,61.2,294.0,-0.6
59,Utah State,11,MWC,5,4-1,,4,1,0.8,,,,2–0,98.1,199.0,85.9,10.0,0.822,59.0,45.9,219.0,39.2,5.0,18.2,174.0,15.7,208.0,34.3,45.0,26.1,117.0,25.3,204.0,23.6,58.0,45.8,203.0,40.4,15.0,30.8,197.0,24.8,28.0,31.2,227.0,37.3,171.0,66.0,229.0,0.47
60,Rutgers,10,B10,3,2-1,,2,1,0.6667,,,,1–0,103.7,139.0,90.9,36.0,0.819,60.0,47.7,176.0,43.9,33.0,17.3,141.0,17.3,161.0,23.8,207.0,34.5,266.0,31.3,129.0,41.4,261.0,49.2,146.0,49.2,152.0,29.6,214.0,22.0,15.0,30.7,235.0,32.6,83.0,67.5,183.0,0.7
63,Missouri,9,SEC,3,1-2,,1,2,0.3333,,,,0–1,104.9,123.0,92.2,51.0,0.8156,63.0,47.1,189.0,52.0,196.0,19.5,204.0,20.4,67.0,28.6,130.0,27.6,151.0,42.5,28.0,36.0,212.0,46.2,199.0,50.4,169.0,32.4,171.0,37.5,197.0,39.1,106.0,27.4,20.0,69.6,107.0,-0.6
69,Colgate,14,Pat,3,3-0,,3,0,1.0,,,,0–0,118.7,27.0,105.4,198.0,0.7984,69.0,58.1,22.0,48.4,124.0,11.3,14.0,14.1,241.0,32.4,65.0,24.8,92.0,35.6,81.0,23.2,53.0,51.2,113.0,54.6,235.0,48.4,7.0,25.4,33.0,32.5,210.0,37.4,176.0,70.9,76.0,0.18
70,Norfolk State,16,MEAC,3,3-0,,3,0,1.0,,,,0–0,98.7,189.0,87.8,17.0,0.794,70.0,48.6,164.0,35.8,1.0,17.5,148.0,21.8,45.0,29.4,115.0,36.7,280.0,30.3,146.0,36.9,226.0,41.0,269.0,41.0,21.0,40.0,56.0,18.9,5.0,40.0,88.0,41.3,246.0,69.5,112.0,0.11
71,UC Santa Barbara,12,BW,5,5-0,,5,0,1.0,,,,2–0,112.7,59.0,100.4,129.0,0.7909,71.0,51.8,99.0,50.2,156.0,14.7,71.0,19.7,89.0,29.0,120.0,18.4,21.0,41.7,34.0,18.9,26.0,55.1,50.0,49.0,148.0,30.2,205.0,35.4,163.0,33.9,195.0,28.7,30.0,67.3,190.0,0.49
75,Arkansas,3,SEC,3,2-1,,2,1,0.6667,,,,1–0,104.8,124.0,94.0,69.0,0.7788,75.0,51.4,113.0,52.2,199.0,21.0,238.0,23.3,23.0,32.1,70.0,28.2,163.0,33.7,100.0,25.7,88.0,54.3,61.0,47.1,110.0,30.8,197.0,41.7,253.0,35.9,163.0,33.5,100.0,74.9,13.0,0.29
78,Virginia Tech,10,ACC,1,0-1,,0,1,0.0,,,,0–0,114.7,43.0,103.3,173.0,0.7688,78.0,53.3,72.0,50.8,165.0,15.3,85.0,15.3,217.0,20.0,264.0,37.5,284.0,26.7,190.0,42.9,265.0,47.6,174.0,47.6,120.0,44.4,23.0,38.1,211.0,30.0,248.0,33.3,95.0,68.3,152.0,-0.46
79,Florida State,4,ACC,3,1-2,,1,2,0.3333,,,,0–1,105.6,112.0,95.4,80.0,0.7629,79.0,52.4,81.0,45.1,52.0,26.2,297.0,15.6,212.0,34.4,42.0,35.5,274.0,33.5,103.0,47.3,279.0,51.3,112.0,45.7,83.0,36.5,99.0,29.4,74.0,31.1,229.0,37.0,163.0,72.1,50.0,-0.44
80,Oral Roberts,15,Sum,3,3-0,,3,0,1.0,,,,0–0,110.2,74.0,99.6,120.0,0.7608,80.0,55.4,42.0,47.6,106.0,13.8,47.0,18.9,109.0,16.0,290.0,35.9,277.0,29.7,155.0,34.4,196.0,55.0,51.0,46.2,94.0,37.3,89.0,34.8,155.0,42.9,53.0,24.3,7.0,72.9,37.0,0.45
83,Iona,15,MAAC,4,4-0,,4,0,1.0,,,,0–0,96.5,212.0,87.5,15.0,0.7551,83.0,46.4,208.0,40.5,7.0,21.9,257.0,18.8,117.0,34.8,40.0,21.1,40.0,40.0,43.0,39.5,249.0,44.9,226.0,41.2,23.0,33.3,149.0,26.4,43.0,30.0,248.0,44.4,267.0,66.7,207.0,0.32
85,Hartford,16,AE,2,2-0,,2,0,1.0,,,,0–0,100.9,169.0,91.8,46.0,0.7471,85.0,54.6,55.0,42.0,15.0,19.3,197.0,17.8,143.0,22.6,233.0,27.4,145.0,36.7,69.0,15.1,10.0,55.7,39.0,47.8,122.0,35.1,121.0,23.1,18.0,37.8,126.0,43.7,262.0,65.1,241.0,0.31
89,Florida,7,SEC,3,1-2,,1,2,0.3333,,,,0–1,105.6,113.0,96.7,95.0,0.7325,89.0,46.9,198.0,48.3,123.0,22.2,266.0,17.6,146.0,30.0,103.0,34.0,259.0,34.0,96.0,24.0,65.0,44.7,233.0,53.9,224.0,33.9,141.0,27.3,52.0,35.2,168.0,43.0,255.0,67.1,196.0,-0.4
95,UNC Greensboro,13,SC,3,3-0,,3,0,1.0,,,,0–0,105.9,109.0,98.0,108.0,0.709,95.0,50.8,126.0,48.5,126.0,10.7,11.0,20.4,67.0,24.1,202.0,25.7,111.0,30.1,149.0,26.8,104.0,47.4,180.0,56.4,257.0,37.5,82.0,25.7,39.0,38.7,110.0,44.0,265.0,67.7,176.0,0.47
97,Drexel,16,CAA,3,3-0,,3,0,1.0,,,,0–0,119.5,22.0,110.8,248.0,0.7031,97.0,60.1,11.0,48.4,124.0,19.8,211.0,7.1,299.0,33.8,50.0,25.5,108.0,26.6,191.0,11.8,4.0,47.6,174.0,48.4,132.0,56.9,1.0,32.3,118.0,33.1,206.0,33.3,95.0,63.0,276.0,0.37
98,Drake,11,MVC,3,2-1,,2,1,0.6667,,,,0–0,108.4,94.0,100.6,133.0,0.7028,98.0,46.5,206.0,51.3,181.0,12.4,27.0,16.1,199.0,27.6,141.0,28.1,160.0,21.4,249.0,30.8,154.0,45.1,222.0,48.2,128.0,33.3,149.0,38.8,222.0,29.5,255.0,30.8,51.0,63.6,267.0,-0.04
101,Oklahoma,8,B12,3,1-2,,1,2,0.3333,,,,0–1,108.2,95.0,100.6,134.0,0.6972,101.0,51.5,110.0,51.9,193.0,17.8,159.0,16.8,181.0,22.6,233.0,25.2,105.0,30.1,149.0,15.5,11.0,49.5,139.0,51.3,181.0,36.7,97.0,35.3,161.0,36.8,139.0,37.6,182.0,66.6,211.0,-0.7
104,Villanova,5,BE,2,0-2,,0,2,0.0,,,,0–1,103.1,142.0,96.3,86.0,0.6886,104.0,44.4,245.0,46.2,75.0,11.1,13.0,17.5,150.0,24.0,205.0,24.6,86.0,42.1,29.0,30.2,145.0,47.5,179.0,43.8,54.0,27.1,243.0,33.3,129.0,44.9,34.0,39.6,211.0,63.0,276.0,-1.0
105,Wichita State,11,Amer,4,2-2,,2,2,0.5,,,,1–0,99.2,187.0,92.6,57.0,0.6874,105.0,47.0,195.0,46.4,81.0,13.8,47.0,21.8,45.0,23.6,210.0,32.9,246.0,27.0,187.0,25.1,80.0,44.4,237.0,45.7,83.0,33.7,146.0,31.8,109.0,42.1,66.0,38.1,190.0,65.8,230.0,-0.5
115,North Texas,13,CUSA,6,4-2,,4,2,0.6667,,,,0–2,102.4,151.0,97.0,97.0,0.6503,115.0,48.1,173.0,43.0,23.0,17.2,139.0,22.4,38.0,29.8,107.0,31.6,221.0,27.6,180.0,36.7,223.0,44.7,233.0,42.0,31.0,36.4,101.0,30.1,89.0,34.0,193.0,31.0,57.0,60.0,298.0,-0.6
129,Cleveland State,15,Horz,2,2-0,,2,0,1.0,,,,0–0,100.9,170.0,98.2,110.0,0.5761,129.0,53.3,72.0,42.3,17.0,13.7,46.0,15.8,205.0,25.4,180.0,31.8,224.0,23.6,223.0,23.1,52.0,53.8,70.0,45.3,75.0,34.4,129.0,25.5,36.0,26.0,283.0,42.3,250.0,67.9,168.0,0.17
134,Mount St. Mary's,16,NEC,3,2-1,,2,1,0.6667,,,,0–0,98.0,200.0,96.3,88.0,0.549,134.0,46.7,201.0,43.2,24.0,17.5,148.0,11.3,284.0,28.0,136.0,25.6,110.0,48.7,10.0,25.1,80.0,49.5,139.0,38.6,9.0,27.5,239.0,35.7,165.0,33.6,198.0,30.6,46.0,63.0,276.0,0.36
150,Liberty,13,ASun,3,3-0,,3,0,1.0,,,,0–0,109.8,78.0,109.4,239.0,0.511,150.0,56.8,31.0,53.5,221.0,15.3,85.0,18.9,109.0,24.7,189.0,20.4,35.0,23.8,220.0,26.6,100.0,56.9,30.0,52.8,212.0,37.9,78.0,36.2,174.0,39.3,101.0,43.7,262.0,64.6,250.0,0.17
166,Appalachian St.,16,SB,5,4-1,,4,1,0.8,,,,0–0,94.2,237.0,95.7,81.0,0.4535,166.0,43.5,255.0,44.5,39.0,16.8,127.0,19.4,98.0,28.7,129.0,27.4,145.0,36.1,76.0,22.5,50.0,36.9,292.0,42.3,35.0,33.3,149.0,33.0,128.0,50.2,11.0,31.1,59.0,67.4,187.0,0.5
186,Texas Southern,16,SWAC,6,6-0,,6,0,1.0,,,,2–0,100.0,178.0,104.1,183.0,0.3884,186.0,48.6,164.0,44.2,38.0,19.9,216.0,19.3,100.0,34.1,46.0,26.1,117.0,45.2,17.0,34.1,192.0,52.6,94.0,44.6,65.0,26.2,249.0,28.9,69.0,30.2,244.0,35.5,136.0,72.1,50.0,0.22
