Team__1,Seed__1,Score__1,Team__2,Seed__2,Score__2,Winning_Team,Win__1
Gonzaga,1,85,USC,6,66,Gonzaga,True
Michigan,1,49,UCLA,11,51,UCLA,False
Baylor,1,81,Arkansas,3,72,Baylor,True
Oregon State,12,61,Houston,2,67,Houston,False
