Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Gonzaga,1,93,UCLA,11,90,Gonzaga,True
Baylor,1,78,Houston,2,59,Baylor,True
