Team__1,Seed__1,Score__1,Team__2,Seed__2,Score__2,Winning_Team,Win__1,KP__Rk_AdjEM__1,KP__Conf__1,KP__W-L__1,KP__Wins__1,KP__Losses__1,KP__WinPct__1,KP__AdjEM__1,KP__AdjO__1,KP__Rk_AdjO__1,KP__AdjD__1,KP__Rk_AdjD__1,KP__AdjT__1,KP__Rk_AdjT__1,KP__Luck__1,KP__Rk_Luck__1,KP__SOS_AdjEM__1,KP__Rk_SOS_AdjEM__1,KP__SOS_AdjO__1,KP__Rk_SOS_AdjO__1,KP__SOS_AdjD__1,KP__Rk_SOS_AdjD__1,KP__NCSOS_AdjEM__1,KP__Rk_NCSOS_AdjEM__1,KP__Rk_AdjEM__2,KP__Conf__2,KP__W-L__2,KP__Wins__2,KP__Losses__2,KP__WinPct__2,KP__AdjEM__2,KP__AdjO__2,KP__Rk_AdjO__2,KP__AdjD__2,KP__Rk_AdjD__2,KP__AdjT__2,KP__Rk_AdjT__2,KP__Luck__2,KP__Rk_Luck__2,KP__SOS_AdjEM__2,KP__Rk_SOS_AdjEM__2,KP__SOS_AdjO__2,KP__Rk_SOS_AdjO__2,KP__SOS_AdjD__2,KP__Rk_SOS_AdjD__2,KP__NCSOS_AdjEM__2,KP__Rk_NCSOS_AdjEM__2,BT__Rk__1,BT__Conf__1,BT__G__1,BT__Rec__1,BT__Wins__1,BT__Losses__1,BT__WinPct__1,BT__AdjO__1,BT__Rk_AdjO__1,BT__AdjD__1,BT__Rk_AdjD__1,BT__Barthag__1,BT__Rk_Barthag__1,BT__EFG%__1,BT__Rk_EFG%__1,BT__EFGD%__1,BT__Rk_EFGD%__1,BT__TOR__1,BT__Rk_TOR__1,BT__TORD__1,BT__Rk_TORD__1,BT__ORB__1,BT__Rk_ORB__1,BT__DRB__1,BT__Rk_DRB__1,BT__FTR__1,BT__Rk_FTR__1,BT__FTRD__1,BT__Rk_FTRD__1,BT__2P%__1,BT__Rk_2P%__1,BT__2P%D__1,BT__Rk_2P%D__1,BT__3P%__1,BT__Rk_3P%__1,BT__3P%D__1,BT__Rk_3P%D__1,BT__3PR__1,BT__Rk_3PR__1,BT__3PRD__1,BT__Rk_3PRD__1,BT__AdjT__1,BT__Rk_AdjT__1,BT__WAB__1,BT__Rk_WAB__1,BT__Rk__2,BT__Conf__2,BT__G__2,BT__Rec__2,BT__Wins__2,BT__Losses__2,BT__WinPct__2,BT__AdjO__2,BT__Rk_AdjO__2,BT__AdjD__2,BT__Rk_AdjD__2,BT__Barthag__2,BT__Rk_Barthag__2,BT__EFG%__2,BT__Rk_EFG%__2,BT__EFGD%__2,BT__Rk_EFGD%__2,BT__TOR__2,BT__Rk_TOR__2,BT__TORD__2,BT__Rk_TORD__2,BT__ORB__2,BT__Rk_ORB__2,BT__DRB__2,BT__Rk_DRB__2,BT__FTR__2,BT__Rk_FTR__2,BT__FTRD__2,BT__Rk_FTRD__2,BT__2P%__2,BT__Rk_2P%__2,BT__2P%D__2,BT__Rk_2P%D__2,BT__3P%__2,BT__Rk_3P%__2,BT__3P%D__2,BT__Rk_3P%D__2,BT__3PR__2,BT__Rk_3PR__2,BT__3PRD__2,BT__Rk_3PRD__2,BT__AdjT__2,BT__Rk_AdjT__2,BT__WAB__2,BT__Rk_WAB__2,BTHOT__Rk__1,BTHOT__Conf__1,BTHOT__G__1,BTHOT__Rec__1,BTHOT__Wins__1,BTHOT__Losses__1,BTHOT__WinPct__1,BTHOT__AdjO__1,BTHOT__Rk_AdjO__1,BTHOT__AdjD__1,BTHOT__Rk_AdjD__1,BTHOT__Barthag__1,BTHOT__Rk_Barthag__1,BTHOT__EFG%__1,BTHOT__Rk_EFG%__1,BTHOT__EFGD%__1,BTHOT__Rk_EFGD%__1,BTHOT__TOR__1,BTHOT__Rk_TOR__1,BTHOT__TORD__1,BTHOT__Rk_TORD__1,BTHOT__ORB__1,BTHOT__Rk_ORB__1,BTHOT__DRB__1,BTHOT__Rk_DRB__1,BTHOT__FTR__1,BTHOT__Rk_FTR__1,BTHOT__FTRD__1,BTHOT__Rk_FTRD__1,BTHOT__2P%__1,BTHOT__Rk_2P%__1,BTHOT__2P%D__1,BTHOT__Rk_2P%D__1,BTHOT__3P%__1,BTHOT__Rk_3P%__1,BTHOT__3P%D__1,BTHOT__Rk_3P%D__1,BTHOT__3PR__1,BTHOT__Rk_3PR__1,BTHOT__3PRD__1,BTHOT__Rk_3PRD__1,BTHOT__AdjT__1,BTHOT__Rk_AdjT__1,BTHOT__WAB__1,BTHOT__Rk_WAB__1,BTHOT__Rk__2,BTHOT__Conf__2,BTHOT__G__2,BTHOT__Rec__2,BTHOT__Wins__2,BTHOT__Losses__2,BTHOT__WinPct__2,BTHOT__AdjO__2,BTHOT__Rk_AdjO__2,BTHOT__AdjD__2,BTHOT__Rk_AdjD__2,BTHOT__Barthag__2,BTHOT__Rk_Barthag__2,BTHOT__EFG%__2,BTHOT__Rk_EFG%__2,BTHOT__EFGD%__2,BTHOT__Rk_EFGD%__2,BTHOT__TOR__2,BTHOT__Rk_TOR__2,BTHOT__TORD__2,BTHOT__Rk_TORD__2,BTHOT__ORB__2,BTHOT__Rk_ORB__2,BTHOT__DRB__2,BTHOT__Rk_DRB__2,BTHOT__FTR__2,BTHOT__Rk_FTR__2,BTHOT__FTRD__2,BTHOT__Rk_FTRD__2,BTHOT__2P%__2,BTHOT__Rk_2P%__2,BTHOT__2P%D__2,BTHOT__Rk_2P%D__2,BTHOT__3P%__2,BTHOT__Rk_3P%__2,BTHOT__3P%D__2,BTHOT__Rk_3P%D__2,BTHOT__3PR__2,BTHOT__Rk_3PR__2,BTHOT__3PRD__2,BTHOT__Rk_3PRD__2,BTHOT__AdjT__2,BTHOT__Rk_AdjT__2,BTHOT__WAB__2,BTHOT__Rk_WAB__2
Gonzaga,1,87,Oklahoma,8,71,Gonzaga,True,1,WCC,26-0,26,0,1.0,36.62,126.1,1,89.5,9,74.7,4,0.018,135,7.88,96,105.9,98,98.0,97,6.14,106,39,B12,15-10,15,10,0.6,16.69,111.5,36,94.8,53,67.7,222,-0.038,260,12.57,49,108.3,56,95.7,38,0.69,203,1,WCC,26,26-0,26,0,1.0,125.3,1,89.6,9,0.9793,1,61.0,1,47.5,56,16.1,35,20.3,86,30.4,93,23.4,23,36.7,51,25.9,44,64.0,1,46.8,68,36.5,57,32.5,101,32.3,289,34.5,85,75.4,3,8.5,2,39,B12,25,15-10,15,10,0.6,111.1,37,94.7,54,0.8626,39,50.8,126,48.9,120,15.8,26,18.7,167,27.3,185,27.5,157,29.1,236,22.8,12,50.8,121,46.3,51,33.8,160,35.4,255,39.0,135,38.1,204,68.5,208,0.28,49,1,WCC,26,26-0,26,0,0.0,2.8,2.0,2.4,39.0,-0.0011,3.0,-1.8,14.0,-1.0,27.0,-1.9,21.0,-5.4,143.0,-4.6,78.0,-3.1,11.0,-4.8,73.0,-11.1,-36.0,-6.3,22.0,3.2,90.0,5.0,-12.0,-5.4,-51.0,2.2,-104.0,3.0,93.0,-2.0,25.0,-7.5,13.0,39,B12,25,15-10,15,10,-0.2667,-2.9,58.0,5.9,80.0,-0.1654,62.0,0.7,-16.0,3.0,73.0,2.0,133.0,-1.9,14.0,-4.7,48.0,-2.3,-52.0,1.0,-87.0,-7.3,-1.0,-1.3,18.0,5.0,130.0,2.9,-63.0,-0.1,-94.0,-2.2,4.0,-0.5,-22.0,-1.9,3.0,-0.98,110.0
Creighton,5,72,Ohio,13,58,Creighton,True,20,BE,20-8,20,8,0.7142857142857143,21.27,114.9,14,93.7,40,69.0,143,0.001,170,12.56,50,107.9,66,95.3,30,-1.34,233,79,MAC,16-7,16,7,0.6956521739130435,10.77,112.9,29,102.1,176,69.3,130,0.027,114,3.95,135,105.3,111,101.3,151,1.46,193,21,BE,28,20-8,20,8,0.7143,114.2,16,94.1,44,0.9033,21,55.7,14,46.9,42,15.8,26,17.8,237,24.8,250,28.2,184,26.9,288,25.7,41,56.3,12,46.1,45,36.7,48,32.1,82,44.3,34,39.0,234,70.0,135,3.2,19,78,MAC,22,15-7,15,7,0.6818,111.8,29,101.0,167,0.7637,78,55.8,13,51.1,215,17.0,75,20.0,98,28.7,144,27.4,152,29.6,226,30.2,145,56.4,11,51.6,248,36.6,50,33.7,161,38.7,151,40.0,264,70.3,119,-2.0,80,21,BE,28,20-8,20,8,0.0357,-2.8,50.0,-1.5,12.0,-0.0099,14.0,-2.6,62.0,-1.9,8.0,0.6,88.0,-2.1,-29.0,4.8,-138.0,-2.2,-68.0,-4.0,-54.0,5.3,116.0,-6.7,126.0,1.8,78.0,1.9,20.0,-4.9,-31.0,-2.2,32.0,0.7,-21.0,-0.5,-23.0,-2.7,8.0,78,MAC,22,15-7,15,7,0.3182,11.8,-16.0,-9.1,-120.0,0.204,-71.0,3.3,3.0,-5.8,-158.0,0.7,80.0,-0.4,-7.0,6.4,-108.0,5.1,90.0,4.1,-126.0,3.5,43.0,-1.1,37.0,-1.6,-90.0,8.2,-29.0,-8.3,-128.0,-6.7,65.0,-0.8,-60.0,-1.0,1.0,3.0,-64.0
USC,6,85,Kansas,3,51,USC,True,14,P12,22-7,22,7,0.7586206896551724,22.36,113.0,28,90.6,20,67.3,236,-0.006,193,11.34,63,108.3,57,97.0,68,5.11,128,22,B12,20-8,20,8,0.7142857142857143,21.08,109.7,60,88.6,6,68.2,186,0.042,86,14.83,22,110.2,23,95.3,31,10.24,56,8,P12,29,22-7,22,7,0.7586,113.3,21,90.2,12,0.9319,8,52.1,80,45.4,11,18.1,124,17.4,263,35.7,10,27.3,147,37.5,38,24.8,30,52.1,79,42.2,2,34.8,116,34.2,194,31.2,307,35.3,105,68.1,225,5.5,7,25,B12,27,19-8,19,8,0.7037,108.7,59,90.2,11,0.8948,25,49.7,185,47.0,43,17.7,106,20.0,98,31.2,72,26.9,136,30.5,196,26.5,53,49.3,187,45.9,40,33.7,171,32.5,101,36.0,215,37.5,179,69.2,173,4.3,13,8,P12,29,22-7,22,7,-0.0919,1.3,23.0,7.2,93.0,-0.0649,37.0,2.4,-23.0,6.0,171.0,-2.6,-33.0,-1.4,-62.0,-11.2,185.0,-0.4,-16.0,5.5,-12.0,4.2,94.0,2.7,-24.0,3.3,77.0,1.2,-13.0,9.2,71.0,-0.9,-65.0,-5.2,-64.0,-2.5,8.0,-4.6,11.0,25,B12,27,19-8,19,8,0.2963,-4.1,69.0,-0.8,13.0,-0.0363,22.0,0.3,-50.0,2.5,102.0,-0.6,30.0,4.6,-84.0,-9.5,176.0,2.3,49.0,1.0,-69.0,-5.2,-12.0,-0.7,-30.0,-2.1,14.0,1.4,-50.0,6.1,120.0,-2.7,-13.0,3.2,56.0,-1.1,-14.0,-3.6,10.0
Oregon,7,95,Iowa,2,80,Oregon,True,36,P12,20-6,20,6,0.7692307692307693,17.81,114.6,15,96.8,75,67.2,242,0.048,74,10.26,75,107.9,68,97.6,86,2.82,162,6,B10,21-8,21,8,0.7241379310344828,28.82,123.5,2,94.7,50,70.0,100,-0.028,240,16.9,14,110.4,20,93.5,6,-5.33,285,30,P12,26,20-6,20,6,0.7692,114.1,17,96.1,73,0.8779,30,54.4,30,50.1,174,16.8,63,20.3,86,28.3,155,27.2,143,26.8,295,27.1,60,52.9,57,49.9,173,37.9,19,33.6,153,38.0,162,39.2,241,68.1,225,4.8,11,6,B10,29,21-8,21,8,0.7241,123.7,2,96.5,77,0.9459,6,54.6,28,48.3,90,13.3,1,16.3,308,30.7,85,28.6,202,32.0,161,22.6,10,52.4,71,45.8,35,38.6,13,34.8,227,39.8,105,39.6,254,70.9,96,5.5,8,30,P12,26,20-6,20,6,-0.1025,10.2,-5.0,5.1,72.0,0.0362,-2.0,7.9,-25.0,5.3,66.0,-1.7,18.0,-1.1,16.0,-6.5,91.0,1.2,22.0,3.9,-156.0,-1.8,23.0,3.8,-25.0,5.0,68.0,9.1,-9.0,3.9,44.0,2.5,-82.0,-0.6,-43.0,-1.6,-10.0,-4.38,23.0,6,B10,29,21-8,21,8,0.0259,-4.9,24.0,-5.7,-42.0,0.0105,5.0,-2.3,59.0,-0.1,28.0,0.0,38.0,0.8,-139.0,-5.7,102.0,-7.0,-153.0,-8.7,66.0,-4.9,9.0,5.4,-50.0,1.0,68.0,-8.6,196.0,-1.1,-86.0,3.0,-49.0,-2.5,-89.0,0.8,-37.0,-4.2,1.0
Michigan,1,86,LSU,8,78,Michigan,True,2,B10,20-4,20,4,0.8333333333333334,30.65,119.4,6,88.8,7,66.8,260,0.026,116,16.79,15,111.4,12,94.6,19,2.72,165,29,SEC,18-9,18,9,0.6666666666666666,19.67,119.9,5,100.2,126,70.7,78,0.002,166,13.65,37,107.9,64,94.3,12,0.67,204,4,B10,24,20-4,20,4,0.8333,117.7,8,90.8,15,0.9516,4,54.9,23,44.9,7,16.3,42,15.1,335,29.4,118,24.8,56,28.9,241,24.5,25,53.3,49,42.3,3,38.7,12,33.5,148,33.9,257,32.7,37,67.8,241,7.1,3,29,SEC,27,18-9,18,9,0.6667,118.9,6,99.8,139,0.8823,29,52.8,60,48.5,100,16.1,35,18.4,193,31.5,65,32.8,325,33.9,113,29.1,114,53.0,52,51.3,239,35.0,108,30.0,20,37.1,181,44.3,330,71.4,80,2.2,28,4,B10,24,20-4,20,4,-0.3333,-2.0,31.0,3.0,52.0,-0.0338,22.0,-3.8,98.0,3.3,111.0,-3.7,-13.0,0.7,-130.0,-2.7,41.0,0.2,37.0,-4.9,-23.0,2.3,79.0,-5.3,115.0,3.8,90.0,-0.7,65.0,1.8,13.0,0.6,-72.0,-1.8,16.0,-3.3,13.0,-6.98,57.0,29,SEC,27,18-9,18,9,0.0833,6.1,4.0,1.5,8.0,0.0362,-4.0,-2.4,70.0,-1.5,-8.0,-3.3,-4.0,-2.1,-2.0,2.5,-18.0,6.5,-35.0,-7.5,81.0,0.1,13.0,-5.2,117.0,-2.6,-97.0,2.3,-19.0,-0.3,60.0,-5.8,43.0,-2.7,-83.0,-2.5,50.0,-0.8,-21.0
Colorado,5,53,Florida State,4,71,Florida State,False,17,P12,22-8,22,8,0.7333333333333333,21.83,114.5,16,92.7,28,66.3,280,-0.033,252,10.99,69,108.0,62,97.0,70,2.1,180,13,ACC,16-6,16,6,0.7272727272727273,22.39,116.7,10,94.3,47,70.5,84,-0.011,207,12.92,42,109.0,44,96.1,45,4.39,140,7,P12,30,22-8,22,8,0.7333,115.4,11,91.7,22,0.9332,7,52.0,84,47.7,64,16.8,63,19.8,107,30.9,78,25.6,81,29.9,216,28.0,86,50.3,142,46.5,59,36.7,48,33.3,141,35.8,218,34.8,94,67.2,269,4.9,9,9,ACC,22,16-6,16,6,0.7273,117.2,10,93.7,39,0.9296,9,54.4,30,46.5,31,20.2,238,19.6,121,35.7,10,31.4,288,32.7,144,36.3,282,52.1,79,44.2,11,39.0,9,33.3,141,35.5,226,40.0,264,71.2,87,2.4,26,7,P12,30,22-8,22,8,0.0167,1.1,24.0,5.6,79.0,-0.0449,30.0,-2.4,61.0,2.8,98.0,0.3,73.0,-2.7,62.0,7.4,-69.0,-0.6,12.0,2.4,-101.0,2.3,61.0,-2.7,32.0,0.4,46.0,-1.2,64.0,4.0,53.0,-1.7,-26.0,4.5,113.0,-3.8,2.0,-4.2,12.0,9,ACC,22,16-6,16,6,-0.394,-11.6,102.0,1.7,41.0,-0.1667,70.0,-2.0,51.0,-1.4,21.0,6.0,59.0,-4.0,91.0,-1.3,32.0,4.1,-14.0,0.8,-41.0,11.0,-3.0,-0.8,33.0,1.5,72.0,-2.5,90.0,-3.9,-67.0,-4.4,3.0,-3.0,-101.0,0.9,-37.0,-2.84,85.0
UCLA,11,67,Abilene Christian,14,47,UCLA,True,43,P12,18-9,18,9,0.6666666666666666,16.29,114.2,18,97.9,95,64.6,334,0.033,101,12.2,54,108.7,51,96.5,57,9.16,67,85,Slnd,23-4,23,4,0.8518518518518519,10.17,103.2,157,93.0,32,69.9,102,-0.027,238,-8.04,330,97.7,318,105.8,329,4.4,138,31,P12,27,18-9,18,9,0.6667,114.7,15,96.7,82,0.8766,31,52.1,80,50.8,200,16.5,53,17.6,250,31.0,76,24.6,51,32.5,152,28.1,91,50.3,142,49.6,160,37.2,35,35.1,238,31.5,301,38.6,223,65.4,326,2.6,24,89,Slnd,23,19-4,19,4,0.8261,100.9,176,92.6,28,0.7292,89,52.9,58,45.4,11,19.4,190,26.7,1,30.6,87,27.9,169,34.0,107,42.5,334,50.8,121,46.3,51,37.7,21,29.1,12,36.5,198,34.0,69,70.8,99,-1.1,64,31,P12,27,18-9,18,9,-0.3334,4.2,9.0,3.2,43.0,0.0046,9.0,-0.4,22.0,0.6,-18.0,-1.2,32.0,-1.3,-59.0,2.7,-25.0,4.9,142.0,-0.5,-31.0,10.6,150.0,-1.8,17.0,2.2,31.0,3.2,17.0,-1.2,-94.0,-5.5,-18.0,-4.5,-116.0,0.1,-91.0,-3.5,189.0,89,Slnd,23,19-4,19,4,0.1739,11.0,-113.0,-2.7,1.0,0.1962,-66.0,2.7,-19.0,-0.6,34.0,-1.3,-19.0,-3.5,23.0,8.4,-80.0,-6.2,-119.0,-10.5,119.0,-22.3,-301.0,0.0,-3.0,-3.3,-8.0,4.4,20.0,2.7,97.0,2.3,-89.0,4.2,123.0,1.3,-49.0,1.25,-7.0
Maryland,10,77,Alabama,2,96,Alabama,False,32,B10,16-13,16,13,0.5517241379310345,18.61,110.9,44,92.3,27,65.3,317,-0.035,253,17.03,12,110.2,22,93.2,4,-0.92,227,8,SEC,24-6,24,6,0.8,25.08,111.8,34,86.7,2,73.9,9,0.031,108,14.36,29,109.8,29,95.5,32,9.05,69,41,B10,28,15-13,15,13,0.5357,110.1,44,94.2,45,0.8572,41,52.6,65,48.5,100,16.8,63,16.9,283,20.9,327,24.8,56,32.6,150,25.6,39,52.8,62,46.4,53,34.9,112,34.3,202,43.0,45,41.8,303,66.3,300,0.06,53,11,SEC,30,24-6,24,6,0.8,110.7,39,88.6,4,0.9281,11,51.3,103,45.3,10,18.6,158,21.1,57,31.5,65,29.8,245,28.6,247,31.9,181,50.1,152,46.4,53,35.1,102,28.8,10,47.1,16,33.6,60,74.8,8,6.9,4,41,B10,28,15-13,15,13,-0.2024,-0.5,38.0,-2.7,-3.0,0.0312,-5.0,-1.0,39.0,0.9,43.0,0.8,90.0,0.7,-137.0,-3.4,-48.0,2.4,85.0,-1.4,-18.0,3.4,85.0,0.5,16.0,0.3,47.0,-2.1,54.0,1.6,-33.0,-0.3,12.0,-3.9,-115.0,0.2,-85.0,-0.46,51.0,11,SEC,30,24-6,24,6,0.2,5.4,-3.0,-2.1,8.0,0.0391,-3.0,0.7,-11.0,-0.7,32.0,0.6,37.0,-0.2,2.0,6.2,-50.0,3.3,3.0,-9.8,20.0,-6.3,-95.0,2.2,-49.0,-2.2,6.0,-0.7,27.0,1.4,80.0,-3.1,26.0,-0.3,35.0,-1.4,20.0,-4.9,-1.0
Baylor,1,76,Wisconsin,9,63,Baylor,True,4,B12,22-2,22,2,0.9166666666666666,29.56,123.4,3,93.8,44,68.4,180,0.05,67,9.7,78,106.6,89,96.9,64,-4.0,269,12,B10,17-12,17,12,0.5862068965517241,22.59,112.6,32,90.0,13,64.9,327,-0.049,283,18.06,9,111.8,8,93.7,9,1.3,194,3,B12,24,22-2,22,2,0.9167,123.3,3,93.5,37,0.96,3,57.5,3,49.1,127,17.6,101,24.6,3,37.5,4,30.9,277,27.0,286,31.7,175,54.1,32,48.1,110,41.8,1,34.0,179,39.2,129,34.3,76,69.6,152,6.7,5,15,B10,29,17-12,17,12,0.5862,111.5,33,90.3,13,0.9182,15,49.4,197,47.9,70,13.5,2,17.8,237,23.7,283,25.1,67,26.9,288,28.5,100,46.3,292,47.1,78,36.0,65,33.0,127,40.8,81,34.2,71,65.9,312,2.1,30,3,B12,24,22-2,22,2,-0.1667,3.7,3.0,8.5,120.0,-0.0345,19.0,-1.4,31.0,4.5,96.0,3.8,144.0,-4.6,75.0,2.7,0.0,-0.7,-75.0,1.2,-114.0,1.3,4.0,-1.3,57.0,1.2,43.0,-1.2,50.0,7.7,74.0,1.1,-46.0,-2.2,-4.0,-1.3,0.0,-6.0,15.0,15,B10,29,17-12,17,12,-0.2529,2.3,12.0,2.6,47.0,-0.0064,17.0,2.6,-105.0,2.9,95.0,1.5,75.0,-3.3,-2.0,-2.6,-29.0,6.9,159.0,-9.9,-9.0,-4.2,-30.0,-2.4,-48.0,10.8,192.0,7.8,-38.0,-7.6,-94.0,-3.4,51.0,1.4,67.0,-2.6,-40.0,-2.04,40.0
Villanova,5,84,North Texas,13,61,Villanova,True,11,BE,16-6,16,6,0.7272727272727273,22.62,118.7,9,96.1,66,65.0,321,-0.006,195,13.06,41,108.9,45,95.9,41,7.52,91,74,CUSA,17-9,17,9,0.6538461538461539,11.78,105.5,119,93.7,41,63.1,350,-0.042,272,4.49,127,103.6,155,99.1,115,5.37,122,20,BE,22,16-6,16,6,0.7273,118.5,7,97.2,90,0.9076,20,52.8,60,51.8,245,13.5,2,19.0,147,27.9,169,24.8,56,30.0,212,25.8,42,52.8,62,51.0,227,35.2,99,35.4,255,44.6,30,40.6,279,65.9,312,3.1,21,82,CUSA,25,16-9,16,9,0.64,103.7,129,94.0,43,0.7551,82,54.0,38,45.7,20,20.4,249,21.4,53,27.9,169,26.9,136,27.2,281,31.7,175,52.9,57,44.8,15,37.3,33,31.6,59,37.2,178,34.2,71,64.2,339,-2.4,90,20,BE,22,16-6,16,6,-0.7273,-15.4,135.0,-0.9,-4.0,-0.219,84.0,-8.4,185.0,-5.6,-170.0,-2.4,11.0,-1.5,3.0,-3.9,36.0,-0.2,30.0,12.1,-183.0,4.4,103.0,-5.3,117.0,-7.2,-173.0,-8.1,144.0,-2.1,-126.0,0.3,4.0,-1.0,-68.0,-2.9,-36.0,-4.1,230.0,82,CUSA,25,16-9,16,9,0.0267,-1.3,22.0,3.0,54.0,-0.1048,33.0,-5.9,135.0,-2.7,3.0,-3.2,-110.0,1.0,-15.0,1.9,-62.0,4.7,85.0,0.4,-101.0,5.0,48.0,-8.2,176.0,-2.8,16.0,-0.9,68.0,-1.5,30.0,-3.2,15.0,-3.2,-14.0,-4.2,-41.0,1.8,52.0
