Team__1,Seed__1,Score__1,Team__2,Seed__2,Score__2,Winning_Team,Win__1,KP__Rk_AdjEM__1,KP__Conf__1,KP__W-L__1,KP__Wins__1,KP__Losses__1,KP__WinPct__1,KP__AdjEM__1,KP__AdjO__1,KP__Rk_AdjO__1,KP__AdjD__1,KP__Rk_AdjD__1,KP__AdjT__1,KP__Rk_AdjT__1,KP__Luck__1,KP__Rk_Luck__1,KP__SOS_AdjEM__1,KP__Rk_SOS_AdjEM__1,KP__SOS_AdjO__1,KP__Rk_SOS_AdjO__1,KP__SOS_AdjD__1,KP__Rk_SOS_AdjD__1,KP__NCSOS_AdjEM__1,KP__Rk_NCSOS_AdjEM__1,KP__Rk_AdjEM__2,KP__Conf__2,KP__W-L__2,KP__Wins__2,KP__Losses__2,KP__WinPct__2,KP__AdjEM__2,KP__AdjO__2,KP__Rk_AdjO__2,KP__AdjD__2,KP__Rk_AdjD__2,KP__AdjT__2,KP__Rk_AdjT__2,KP__Luck__2,KP__Rk_Luck__2,KP__SOS_AdjEM__2,KP__Rk_SOS_AdjEM__2,KP__SOS_AdjO__2,KP__Rk_SOS_AdjO__2,KP__SOS_AdjD__2,KP__Rk_SOS_AdjD__2,KP__NCSOS_AdjEM__2,KP__Rk_NCSOS_AdjEM__2,BT__Rk__1,BT__Conf__1,BT__G__1,BT__Rec__1,BT__ConfRec__1,BT__Wins__1,BT__Losses__1,BT__WinPct__1,BT__ConfWins__1,BT__ConfLosses__1,BT__ConfWinPct__1,BT__AdjOE__1,BT__Rk_AdjOE__1,BT__AdjDE__1,BT__Rk_AdjDE__1,BT__Barthag__1,BT__Rk_Barthag__1,BT__EFG%__1,BT__Rk_EFG%__1,BT__EFGD%__1,BT__Rk_EFGD%__1,BT__TOR__1,BT__Rk_TOR__1,BT__TORD__1,BT__Rk_TORD__1,BT__ORB__1,BT__Rk_ORB__1,BT__DRB__1,BT__Rk_DRB__1,BT__FTR__1,BT__Rk_FTR__1,BT__FTRD__1,BT__Rk_FTRD__1,BT__2P%__1,BT__Rk_2P%__1,BT__2P%D__1,BT__Rk_2P%D__1,BT__3P%__1,BT__Rk_3P%__1,BT__3P%D__1,BT__Rk_3P%D__1,BT__3PR__1,BT__Rk_3PR__1,BT__3PRD__1,BT__Rk_3PRD__1,BT__AdjT__1,BT__Rk_AdjT__1,BT__WAB__1,BT__Rk_WAB__1,BT__Rk__2,BT__Conf__2,BT__G__2,BT__Rec__2,BT__ConfRec__2,BT__Wins__2,BT__Losses__2,BT__WinPct__2,BT__ConfWins__2,BT__ConfLosses__2,BT__ConfWinPct__2,BT__AdjOE__2,BT__Rk_AdjOE__2,BT__AdjDE__2,BT__Rk_AdjDE__2,BT__Barthag__2,BT__Rk_Barthag__2,BT__EFG%__2,BT__Rk_EFG%__2,BT__EFGD%__2,BT__Rk_EFGD%__2,BT__TOR__2,BT__Rk_TOR__2,BT__TORD__2,BT__Rk_TORD__2,BT__ORB__2,BT__Rk_ORB__2,BT__DRB__2,BT__Rk_DRB__2,BT__FTR__2,BT__Rk_FTR__2,BT__FTRD__2,BT__Rk_FTRD__2,BT__2P%__2,BT__Rk_2P%__2,BT__2P%D__2,BT__Rk_2P%D__2,BT__3P%__2,BT__Rk_3P%__2,BT__3P%D__2,BT__Rk_3P%D__2,BT__3PR__2,BT__Rk_3PR__2,BT__3PRD__2,BT__Rk_3PRD__2,BT__AdjT__2,BT__Rk_AdjT__2,BT__WAB__2,BT__Rk_WAB__2
Gonzaga,1,93,UCLA,11,90,Gonzaga,True,1,WCC,26-0,26,0,1.0,36.62,126.1,1,89.5,9,74.7,4,0.018,135,7.88,96,105.9,98,98.0,97,6.14,106,43,P12,18-9,18,9,0.6666666666666666,16.29,114.2,18,97.9,95,64.6,334,0.033,101,12.2,54,108.7,51,96.5,57,9.16,67,1,WCC,26,26-0,15-0,26,0,1.0,15,0,1.0,125.3,1,89.6,9,0.9793,1,61.0,1,47.5,56,16.1,35,20.3,86,30.4,93,23.4,23,36.7,51,25.9,44,64.0,1,46.8,68,36.5,57,32.5,101,32.3,289,34.5,85,75.4,3,8.5,2,31,P12,27,18-9,13-6,18,9,0.6667,13,6,0.6842,114.7,15,96.7,82,0.8766,31,52.1,80,50.8,200,16.5,53,17.6,250,31.0,76,24.6,51,32.5,152,28.1,91,50.3,142,49.6,160,37.2,35,35.1,238,31.5,301,38.6,223,65.4,326,2.6,24
Baylor,1,78,Houston,2,59,Baylor,True,4,B12,22-2,22,2,0.9166666666666666,29.56,123.4,3,93.8,44,68.4,180,0.05,67,9.7,78,106.6,89,96.9,64,-4.0,269,5,Amer,24-3,24,3,0.8888888888888888,28.95,119.0,7,90.1,15,64.9,326,-0.009,201,6.77,105,103.9,148,97.2,74,1.85,186,3,B12,24,22-2,13-1,22,2,0.9167,13,1,0.9286,123.3,3,93.5,37,0.96,3,57.5,3,49.1,127,17.6,101,24.6,3,37.5,4,30.9,277,27.0,286,31.7,175,54.1,32,48.1,110,41.8,1,34.0,179,39.2,129,34.3,76,69.6,152,6.7,5,2,Amer,26,23-3,14-3,23,3,0.8846,14,3,0.8235,119.0,5,89.4,7,0.964,2,51.3,103,42.9,1,16.3,42,21.6,46,39.4,2,28.0,173,30.7,188,42.4,333,49.9,161,43.0,5,35.5,86,28.5,7,42.3,53,37.6,180,65.9,312,4.0,15
