Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Kentucky,1,69,Louisville,4,61,Kentucky,True
Ohio State,2,62,Kansas,2,64,Kansas,False
