Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Kentucky,1,82,Baylor,3,70,Kentucky,True
Louisville,4,72,Florida,7,68,Louisville,True
Syracuse,1,70,Ohio State,2,77,Ohio State,False
North Carolina,1,67,Kansas,2,80,Kansas,False
