Team__1,Seed__1,Score__1,Team__2,Seed__2,Score__2,Winning_Team,Win__1,KP__Rk_AdjEM__1,KP__Conf__1,KP__W-L__1,KP__Wins__1,KP__Losses__1,KP__WinPct__1,KP__AdjEM__1,KP__AdjO__1,KP__Rk_AdjO__1,KP__AdjD__1,KP__Rk_AdjD__1,KP__AdjT__1,KP__Rk_AdjT__1,KP__Luck__1,KP__Rk_Luck__1,KP__SOS_AdjEM__1,KP__Rk_SOS_AdjEM__1,KP__SOS_AdjO__1,KP__Rk_SOS_AdjO__1,KP__SOS_AdjD__1,KP__Rk_SOS_AdjD__1,KP__NCSOS_AdjEM__1,KP__Rk_NCSOS_AdjEM__1,KP__Rk_AdjEM__2,KP__Conf__2,KP__W-L__2,KP__Wins__2,KP__Losses__2,KP__WinPct__2,KP__AdjEM__2,KP__AdjO__2,KP__Rk_AdjO__2,KP__AdjD__2,KP__Rk_AdjD__2,KP__AdjT__2,KP__Rk_AdjT__2,KP__Luck__2,KP__Rk_Luck__2,KP__SOS_AdjEM__2,KP__Rk_SOS_AdjEM__2,KP__SOS_AdjO__2,KP__Rk_SOS_AdjO__2,KP__SOS_AdjD__2,KP__Rk_SOS_AdjD__2,KP__NCSOS_AdjEM__2,KP__Rk_NCSOS_AdjEM__2,BT__Rk__1,BT__Conf__1,BT__G__1,BT__Rec__1,BT__Wins__1,BT__Losses__1,BT__WinPct__1,BT__AdjO__1,BT__Rk_AdjO__1,BT__AdjD__1,BT__Rk_AdjD__1,BT__Barthag__1,BT__Rk_Barthag__1,BT__EFG%__1,BT__Rk_EFG%__1,BT__EFGD%__1,BT__Rk_EFGD%__1,BT__TOR__1,BT__Rk_TOR__1,BT__TORD__1,BT__Rk_TORD__1,BT__ORB__1,BT__Rk_ORB__1,BT__DRB__1,BT__Rk_DRB__1,BT__FTR__1,BT__Rk_FTR__1,BT__FTRD__1,BT__Rk_FTRD__1,BT__2P%__1,BT__Rk_2P%__1,BT__2P%D__1,BT__Rk_2P%D__1,BT__3P%__1,BT__Rk_3P%__1,BT__3P%D__1,BT__Rk_3P%D__1,BT__3PR__1,BT__Rk_3PR__1,BT__3PRD__1,BT__Rk_3PRD__1,BT__AdjT__1,BT__Rk_AdjT__1,BT__WAB__1,BT__Rk_WAB__1,BT__Rk__2,BT__Conf__2,BT__G__2,BT__Rec__2,BT__Wins__2,BT__Losses__2,BT__WinPct__2,BT__AdjO__2,BT__Rk_AdjO__2,BT__AdjD__2,BT__Rk_AdjD__2,BT__Barthag__2,BT__Rk_Barthag__2,BT__EFG%__2,BT__Rk_EFG%__2,BT__EFGD%__2,BT__Rk_EFGD%__2,BT__TOR__2,BT__Rk_TOR__2,BT__TORD__2,BT__Rk_TORD__2,BT__ORB__2,BT__Rk_ORB__2,BT__DRB__2,BT__Rk_DRB__2,BT__FTR__2,BT__Rk_FTR__2,BT__FTRD__2,BT__Rk_FTRD__2,BT__2P%__2,BT__Rk_2P%__2,BT__2P%D__2,BT__Rk_2P%D__2,BT__3P%__2,BT__Rk_3P%__2,BT__3P%D__2,BT__Rk_3P%D__2,BT__3PR__2,BT__Rk_3PR__2,BT__3PRD__2,BT__Rk_3PRD__2,BT__AdjT__2,BT__Rk_AdjT__2,BT__WAB__2,BT__Rk_WAB__2,BT2W__Rk__1,BT2W__Conf__1,BT2W__G__1,BT2W__Rec__1,BT2W__Wins__1,BT2W__Losses__1,BT2W__WinPct__1,BT2W__AdjO__1,BT2W__Rk_AdjO__1,BT2W__AdjD__1,BT2W__Rk_AdjD__1,BT2W__Barthag__1,BT2W__Rk_Barthag__1,BT2W__EFG%__1,BT2W__Rk_EFG%__1,BT2W__EFGD%__1,BT2W__Rk_EFGD%__1,BT2W__TOR__1,BT2W__Rk_TOR__1,BT2W__TORD__1,BT2W__Rk_TORD__1,BT2W__ORB__1,BT2W__Rk_ORB__1,BT2W__DRB__1,BT2W__Rk_DRB__1,BT2W__FTR__1,BT2W__Rk_FTR__1,BT2W__FTRD__1,BT2W__Rk_FTRD__1,BT2W__2P%__1,BT2W__Rk_2P%__1,BT2W__2P%D__1,BT2W__Rk_2P%D__1,BT2W__3P%__1,BT2W__Rk_3P%__1,BT2W__3P%D__1,BT2W__Rk_3P%D__1,BT2W__3PR__1,BT2W__Rk_3PR__1,BT2W__3PRD__1,BT2W__Rk_3PRD__1,BT2W__AdjT__1,BT2W__Rk_AdjT__1,BT2W__WAB__1,BT2W__Rk_WAB__1,BT2W__Rk__2,BT2W__Conf__2,BT2W__G__2,BT2W__Rec__2,BT2W__Wins__2,BT2W__Losses__2,BT2W__WinPct__2,BT2W__AdjO__2,BT2W__Rk_AdjO__2,BT2W__AdjD__2,BT2W__Rk_AdjD__2,BT2W__Barthag__2,BT2W__Rk_Barthag__2,BT2W__EFG%__2,BT2W__Rk_EFG%__2,BT2W__EFGD%__2,BT2W__Rk_EFGD%__2,BT2W__TOR__2,BT2W__Rk_TOR__2,BT2W__TORD__2,BT2W__Rk_TORD__2,BT2W__ORB__2,BT2W__Rk_ORB__2,BT2W__DRB__2,BT2W__Rk_DRB__2,BT2W__FTR__2,BT2W__Rk_FTR__2,BT2W__FTRD__2,BT2W__Rk_FTRD__2,BT2W__2P%__2,BT2W__Rk_2P%__2,BT2W__2P%D__2,BT2W__Rk_2P%D__2,BT2W__3P%__2,BT2W__Rk_3P%__2,BT2W__3P%D__2,BT2W__Rk_3P%D__2,BT2W__3PR__2,BT2W__Rk_3PR__2,BT2W__3PRD__2,BT2W__Rk_3PRD__2,BT2W__AdjT__2,BT2W__Rk_AdjT__2,BT2W__WAB__2,BT2W__Rk_WAB__2,BTHOT__Rk__1,BTHOT__Conf__1,BTHOT__G__1,BTHOT__Rec__1,BTHOT__Wins__1,BTHOT__Losses__1,BTHOT__WinPct__1,BTHOT__AdjO__1,BTHOT__Rk_AdjO__1,BTHOT__AdjD__1,BTHOT__Rk_AdjD__1,BTHOT__Barthag__1,BTHOT__Rk_Barthag__1,BTHOT__EFG%__1,BTHOT__Rk_EFG%__1,BTHOT__EFGD%__1,BTHOT__Rk_EFGD%__1,BTHOT__TOR__1,BTHOT__Rk_TOR__1,BTHOT__TORD__1,BTHOT__Rk_TORD__1,BTHOT__ORB__1,BTHOT__Rk_ORB__1,BTHOT__DRB__1,BTHOT__Rk_DRB__1,BTHOT__FTR__1,BTHOT__Rk_FTR__1,BTHOT__FTRD__1,BTHOT__Rk_FTRD__1,BTHOT__2P%__1,BTHOT__Rk_2P%__1,BTHOT__2P%D__1,BTHOT__Rk_2P%D__1,BTHOT__3P%__1,BTHOT__Rk_3P%__1,BTHOT__3P%D__1,BTHOT__Rk_3P%D__1,BTHOT__3PR__1,BTHOT__Rk_3PR__1,BTHOT__3PRD__1,BTHOT__Rk_3PRD__1,BTHOT__AdjT__1,BTHOT__Rk_AdjT__1,BTHOT__WAB__1,BTHOT__Rk_WAB__1,BTHOT__Rk__2,BTHOT__Conf__2,BTHOT__G__2,BTHOT__Rec__2,BTHOT__Wins__2,BTHOT__Losses__2,BTHOT__WinPct__2,BTHOT__AdjO__2,BTHOT__Rk_AdjO__2,BTHOT__AdjD__2,BTHOT__Rk_AdjD__2,BTHOT__Barthag__2,BTHOT__Rk_Barthag__2,BTHOT__EFG%__2,BTHOT__Rk_EFG%__2,BTHOT__EFGD%__2,BTHOT__Rk_EFGD%__2,BTHOT__TOR__2,BTHOT__Rk_TOR__2,BTHOT__TORD__2,BTHOT__Rk_TORD__2,BTHOT__ORB__2,BTHOT__Rk_ORB__2,BTHOT__DRB__2,BTHOT__Rk_DRB__2,BTHOT__FTR__2,BTHOT__Rk_FTR__2,BTHOT__FTRD__2,BTHOT__Rk_FTRD__2,BTHOT__2P%__2,BTHOT__Rk_2P%__2,BTHOT__2P%D__2,BTHOT__Rk_2P%D__2,BTHOT__3P%__2,BTHOT__Rk_3P%__2,BTHOT__3P%D__2,BTHOT__Rk_3P%D__2,BTHOT__3PR__2,BTHOT__Rk_3PR__2,BTHOT__3PRD__2,BTHOT__Rk_3PRD__2,BTHOT__AdjT__2,BTHOT__Rk_AdjT__2,BTHOT__WAB__2,BTHOT__Rk_WAB__2
Arkansas,4,69,Duke,2,78,Duke,False,20,SEC,25-8,25,8,0.7575757575757576,19.06,111.1,39,92.0,16,70.6,28,0.027,118,7.96,44,106.8,56,98.8,35,-2.68,248,12,ACC,28-6,28,6,0.8235294117647058,23.79,119.4,7,95.6,43,67.4,150,-0.011,202,6.18,71,107.4,39,101.2,103,-4.49,290,21,SEC,33,25-8,25,8,0.7576,109.4,51,92.0,18,0.88,21,49.2,216,47.5,63,17.4,109,20.6,56,30.9,80,25.8,73,37.9,25,32.3,236,50.9,128,46.4,47,30.7,308,32.8,127,34.3,257,39.2,232,71.7,27,4.5,17,6,ACC,34,28-6,28,6,0.8235,120.4,4,94.4,38,0.9429,6,55.6,13,47.0,48,14.9,16,16.1,300,31.9,59,28.5,200,28.6,230,18.9,2,55.8,14,46.9,59,36.8,34,31.4,61,36.6,204,33.8,57,68.7,135,7.2,7,66,SEC,4,2-2,2,2,0.5,114.6,37,100.7,152,0.8162,66,46.9,234,48.3,123,19.8,248,18.0,136,30.8,93,31.4,251,46.0,14,40.6,276,50.7,140,44.2,71,27.3,262,37.5,250,38.9,122,34.2,120,71.4,32,0.46,37,61,ACC,4,2-2,2,2,0.5,121.4,10,106.3,231,0.8218,61,54.5,47,54.0,271,13.8,55,11.2,321,29.4,116,31.8,259,29.2,186,23.0,68,60.1,19,49.4,159,30.0,223,41.2,298,37.0,161,36.6,180,68.9,88,0.22,56,21,SEC,33,25-8,25,8,-0.2576,5.2,-14.0,8.7,134.0,-0.0638,45.0,-2.3,18.0,0.8,60.0,2.4,139.0,-2.6,80.0,-0.1,13.0,5.6,178.0,8.1,-11.0,8.3,40.0,-0.2,12.0,-2.2,24.0,-3.4,-46.0,4.7,123.0,4.6,-135.0,-5.0,-112.0,-0.3,5.0,-4.04,20.0,6,ACC,34,28-6,28,6,-0.3235,1.0,6.0,11.9,193.0,-0.1211,55.0,-1.1,34.0,7.0,223.0,-1.1,39.0,-4.9,21.0,-2.5,57.0,3.3,59.0,0.6,-44.0,4.1,66.0,4.3,5.0,2.5,100.0,-6.8,189.0,9.8,237.0,0.4,-43.0,2.8,123.0,0.2,-47.0,-6.98,49.0
North Carolina,8,69,Saint Peter's,15,49,North Carolina,True,30,ACC,24-9,24,9,0.7272727272727273,16.11,113.1,26,97.0,64,70.2,39,0.079,33,7.29,54,107.8,23,100.5,86,3.66,75,117,MAAC,19-11,19,11,0.6333333333333333,4.29,98.7,260,94.4,35,66.0,240,-0.016,212,-2.79,212,101.3,227,104.1,206,3.68,73,28,ACC,33,24-9,24,9,0.7273,112.8,22,95.9,57,0.8663,28,52.1,80,49.8,170,16.5,54,14.1,346,30.4,103,20.8,2,29.6,198,21.5,10,50.7,132,48.3,121,36.2,50,34.9,251,37.4,184,36.9,152,71.2,39,4.3,19,127,MAAC,29,18-11,18,11,0.6207,97.6,262,94.1,36,0.6043,127,47.8,271,44.1,5,20.8,317,20.9,41,31.5,69,28.0,172,37.5,29,41.0,347,45.9,316,44.0,11,34.8,100,29.4,16,30.3,334,36.3,127,66.8,249,-5.6,137,11,ACC,3,2-1,2,1,0.6667,111.5,58,84.8,9,0.9586,11,46.1,250,48.6,138,11.3,14,13.2,281,27.8,157,16.0,9,23.3,256,17.4,19,51.2,128,45.3,82,25.0,280,38.0,260,37.3,152,28.1,37,72.1,21,1.0,20,55,MAAC,4,4-0,4,0,1.0,98.1,233,84.7,8,0.8431,55,49.3,158,33.8,1,17.2,167,18.7,108,23.5,239,28.9,199,39.5,52,41.9,288,46.1,231,34.8,1,37.5,72,21.3,13,31.2,269,35.7,159,65.3,237,0.45,39,28,ACC,33,24-9,24,9,-0.0606,-1.3,36.0,-11.1,-48.0,0.0923,-17.0,-6.0,170.0,-1.2,-32.0,-5.2,-40.0,-0.9,-65.0,-2.6,54.0,-4.8,7.0,-6.3,58.0,-4.1,9.0,0.5,-4.0,-3.0,-39.0,-11.2,230.0,3.1,9.0,-0.1,-32.0,-8.8,-115.0,0.9,-18.0,-3.3,1.0,127,MAAC,29,18-11,18,11,0.3793,0.5,-29.0,-9.4,-28.0,0.2388,-72.0,1.5,-113.0,-10.3,-4.0,-3.6,-150.0,-2.2,67.0,-8.0,170.0,0.9,27.0,2.0,23.0,0.9,-59.0,0.2,-85.0,-9.2,-10.0,2.7,-28.0,-8.1,-3.0,0.9,-65.0,-0.6,32.0,-1.5,-12.0,6.05,-98.0
Houston,5,44,Villanova,2,50,Villanova,False,5,Amer,29-5,29,5,0.8529411764705882,26.51,117.3,10,90.8,11,63.9,333,-0.007,194,4.28,94,104.5,108,100.3,76,0.36,152,11,BE,26-7,26,7,0.7878787878787878,24.04,117.9,8,93.9,30,62.6,345,0.051,71,10.65,12,108.5,14,97.8,15,8.75,16,2,Amer,34,29-5,29,5,0.8529,117.1,10,88.9,9,0.9598,2,53.6,33,43.5,2,17.1,86,21.7,28,37.8,2,27.3,140,28.7,228,35.1,290,55.1,21,43.5,7,34.1,145,29.0,11,39.1,139,42.9,323,65.1,327,6.2,13,10,BE,33,26-7,26,7,0.7879,117.1,9,93.0,26,0.9344,10,52.0,84,47.5,63,15.5,29,18.8,146,30.9,80,28.0,172,30.5,163,25.1,52,50.3,154,48.2,116,35.9,55,31.0,41,46.0,20,43.0,329,63.6,345,7.3,6,13,Amer,5,4-1,4,1,0.8,118.0,22,91.5,34,0.9493,13,55.9,33,44.1,42,19.3,234,21.5,40,39.6,9,31.3,247,30.7,159,40.6,276,59.0,27,46.1,95,34.2,127,27.0,45,40.7,92,34.8,137,63.1,307,1.4,9,17,BE,4,4-0,4,0,1.0,111.5,56,88.3,20,0.9365,17,48.7,176,42.6,24,16.4,138,15.6,228,31.4,79,29.7,218,21.9,270,23.0,68,47.8,193,50.4,185,33.0,156,21.1,12,50.4,16,41.3,272,62.5,315,1.9,6,2,Amer,34,29-5,29,5,-0.0529,0.9,12.0,2.6,25.0,-0.0105,11.0,2.3,0.0,0.6,40.0,2.2,148.0,-0.2,12.0,1.8,7.0,4.0,107.0,2.0,-69.0,5.5,-14.0,3.9,6.0,2.6,88.0,0.1,-18.0,-2.0,34.0,1.6,-47.0,-8.1,-186.0,-2.0,-20.0,-4.8,-4.0,10,BE,33,26-7,26,7,0.2121,-5.6,47.0,-4.7,-6.0,0.0021,7.0,-3.3,92.0,-4.9,-39.0,0.9,109.0,-3.2,82.0,0.5,-1.0,1.7,46.0,-8.6,107.0,-2.1,16.0,-2.5,39.0,2.2,69.0,-2.9,101.0,-9.9,-29.0,4.4,-4.0,-1.7,-57.0,-1.1,-30.0,-5.4,0.0
Kansas,1,76,Miami (FL),10,50,Kansas,True,6,B12,28-6,28,6,0.8235294117647058,25.63,119.4,6,93.8,28,69.1,69,0.035,102,12.12,3,107.6,30,95.5,1,4.5,48,59,ACC,23-10,23,10,0.696969696969697,12.73,114.8,17,102.1,155,67.3,161,0.069,49,6.72,60,106.8,55,100.1,69,0.63,146,4,B12,34,28-6,28,6,0.8235,120.2,5,92.9,24,0.9511,4,54.1,27,46.9,42,17.8,128,18.4,165,33.4,32,28.9,214,32.8,99,27.8,104,54.5,28,47.9,103,35.5,73,30.1,25,33.8,274,34.2,68,70.1,70,10.4,1,54,ACC,33,23-10,23,10,0.697,114.3,18,100.6,141,0.8133,54,54.2,24,53.4,316,14.2,8,20.3,71,23.4,309,30.3,267,28.9,220,24.6,42,54.9,25,53.9,323,35.3,77,35.2,265,35.9,222,39.4,236,68.5,150,2.6,31,3,B12,5,5-0,5,0,1.0,119.7,16,86.3,13,0.9774,3,49.3,158,45.7,65,16.8,152,20.8,56,30.0,103,28.4,188,41.5,36,31.3,180,50.8,134,43.6,59,30.9,205,33.7,177,32.8,236,29.9,49,69.8,67,2.8,1,30,ACC,4,3-1,3,1,0.75,119.8,13,99.9,144,0.8891,30,57.7,17,51.9,227,14.7,78,17.7,147,26.5,188,33.8,288,21.5,276,30.3,168,61.0,12,50.3,181,34.2,127,36.8,244,33.9,220,32.9,94,65.2,242,1.1,16,4,B12,34,28-6,28,6,0.1765,-0.5,11.0,-6.6,-11.0,0.0263,-1.0,-4.8,131.0,-1.2,23.0,-1.0,24.0,2.4,-109.0,-3.4,71.0,-0.5,-26.0,8.7,-63.0,3.5,76.0,-3.7,106.0,-4.3,-44.0,-4.6,132.0,3.6,152.0,-1.0,-38.0,-4.3,-19.0,-0.3,-3.0,-7.6,0.0,54,ACC,33,23-10,23,10,0.053,5.5,-5.0,-0.7,3.0,0.0758,-24.0,3.5,-7.0,-1.5,-89.0,0.5,70.0,-2.6,76.0,3.1,-121.0,3.5,21.0,-7.4,56.0,5.7,126.0,6.1,-13.0,-3.6,-142.0,-1.1,50.0,1.6,-21.0,-2.0,-2.0,-6.5,-142.0,-3.3,92.0,-1.5,-15.0
