Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Arizona,1,63,Wisconsin,2,64,Wisconsin,False
Michigan State,4,54,UConn,7,60,UConn,False
Florida,1,62,Dayton,11,52,Florida,True
Kentucky,8,75,Michigan,2,72,Kentucky,True
