Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
San Diego State,5,57,Creighton,6,56,San Diego State,True
Florida Atlantic,9,79,Kansas State,3,76,Florida Atlantic,True
Miami (FL),5,88,Texas,2,81,Miami (FL),True
UConn,4,82,Gonzaga,3,54,UConn,True
