Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
San Diego State,5,72,Florida Atlantic,9,71,San Diego State,True
Miami (FL),5,59,UConn,4,72,UConn,False
