Team1,Team1_Seed,Team1_Score,Team2,Team2_Seed,Team2_Score,WinningTeam,Team1_Win
Florida,1,53,UConn,7,63,UConn,False
Wisconsin,2,73,Kentucky,8,74,Kentucky,False
